actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
268,PT03M40.00S,2021-12-19T02:52:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,6.258212877792378,51.225490196078425,1610612749,41,51,2021-12-19T02:52:20Z,2610000,-6.0,6.0,1,left,T. Antetokounmpo reverse Layup (2 PTS) (J. Smart 2 AST),"[203648, 1630606]",1610612749.0,MIL,reverse,,,,,,0.88,Made,Antetokounmpo,T. Antetokounmpo,,,,,,,,2.0,J. Smart,1630606.0,2.0,,,,,,,,
270,PT03M26.00S,2021-12-19T02:52:25.8Z,2,REGULAR,turnover,bad pass,[],1629685,,,1610612739,41,51,2021-12-19T02:52:31Z,2630000,,,0,,D. Windler bad pass TURNOVER (1 TO),"[1629685, 1630572]",1610612739.0,CLE,,,,,,,,,Windler,D. Windler,,,,,1.0,Mamukelashvili,1630572.0,,,,,,,,,,,,
271,PT03M26.00S,2021-12-19T02:52:25.8Z,2,REGULAR,steal,,[],1630572,,,1610612749,41,51,2021-12-19T02:52:28Z,2640000,,,0,,S. Mamukelashvili STEAL (1 STL),[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
272,PT03M18.00S,2021-12-19T02:52:32.5Z,2,REGULAR,turnover,lost ball,[],203648,,,1610612749,41,51,2021-12-19T02:54:00Z,2650000,,,0,,T. Antetokounmpo lost ball TURNOVER (3 TO),"[203648, 1629685]",1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,3.0,Windler,1629685.0,,,,,,,,,,,,
273,PT03M18.00S,2021-12-19T02:52:32.5Z,2,REGULAR,steal,,[],1629685,,,1610612739,41,51,2021-12-19T02:52:35Z,2660000,,,0,,D. Windler STEAL (1 STL),[1629685],1610612739.0,CLE,,,,,,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,
275,PT03M16.00S,2021-12-19T02:53:05.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629685,92.19776609724047,45.09803921568628,1610612739,41,51,2021-12-19T02:58:08Z,2680000,-25.0,21.0,1,right,MISS D. Windler running DUNK - blocked,"[1629685, 1630606]",1610612739.0,CLE,running,,,,,,3.21,Missed,Windler,D. Windler,,,,,,,,,,,,,,,,,Smart,1630606.0,
276,PT03M16.00S,2021-12-19T02:53:05.6Z,2,REGULAR,block,,[],1630606,,,1610612739,41,51,2021-12-19T02:53:12Z,2690000,,,0,,J. Smart BLOCK (2 BLK),[1630606],1610612749.0,MIL,,,,,,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
277,PT03M16.00S,2021-12-19T02:53:05.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,41,51,2021-12-19T02:54:19Z,2700000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,
278,PT03M16.00S,2021-12-19T02:53:24.6Z,2,REGULAR,stoppage,injury,[],0,,,1610612739,41,51,2021-12-19T02:53:24Z,2710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M16.00S,2021-12-19T02:54:40.0Z,2,REGULAR,substitution,out,[],203648,,,1610612739,41,51,2021-12-19T02:54:57Z,2720000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
280,PT03M16.00S,2021-12-19T02:54:40.0Z,2,REGULAR,substitution,out,[],1629685,,,1610612739,41,51,2021-12-19T02:54:57Z,2730000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,,,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,
281,PT03M16.00S,2021-12-19T02:54:40.0Z,2,REGULAR,substitution,in,[],1629670,,,1610612739,41,51,2021-12-19T02:54:57Z,2740000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
282,PT03M16.00S,2021-12-19T02:54:40.0Z,2,REGULAR,substitution,in,[],201937,,,1610612739,41,51,2021-12-19T02:54:57Z,2750000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
283,PT03M04.00S,2021-12-19T02:55:47.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201937,93.38042049934296,50.73529411764706,1610612739,41,53,2021-12-19T02:55:56Z,2760000,4.0,10.0,1,right,R. Rubio driving reverse Layup (7 PTS) (D. Wade 2 AST),"[201937, 1629731]",1610612739.0,CLE,driving reverse,,,,,,1.04,Made,Rubio,R. Rubio,,,,,,,,7.0,D. Wade,1629731.0,2.0,,,,,,,,
285,PT02M40.00S,2021-12-19T02:56:12.5Z,2,REGULAR,2pt,Jump Shot,[],1630606,20.97568988173456,64.4607843137255,1610612749,41,53,2021-12-19T02:59:24Z,2780000,-72.0,145.0,1,left,MISS J. Smart 16' step back Shot,[1630606],1610612749.0,MIL,step back,,,,,,16.18,Missed,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
286,PT02M36.00S,2021-12-19T02:56:16.5Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,41,53,2021-12-19T02:56:17Z,2790000,,,0,,R. Rubio REBOUND (Off:0 Def:4),[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,285.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
287,PT02M28.00S,2021-12-19T02:56:23.6Z,2,REGULAR,3pt,Jump Shot,[],201937,66.96780551905388,30.88235294117647,1610612739,41,53,2021-12-19T02:56:30Z,2800000,-96.0,258.0,1,right,MISS R. Rubio 27' 3PT,[201937],1610612739.0,CLE,,,,,,,27.51,Missed,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
288,PT02M26.00S,2021-12-19T02:56:25.6Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612749,41,53,2021-12-19T02:56:30Z,2810000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,287.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
289,PT02M22.00S,2021-12-19T02:56:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628400,7.440867279894875,47.549019607843135,1610612749,41,53,2021-12-19T03:00:19Z,2820000,12.0,17.0,1,left,MISS S. Ojeleye driving Layup,[1628400],1610612749.0,MIL,driving,,,,,,2.13,Missed,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
290,PT02M22.00S,2021-12-19T02:56:33.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,41,53,2021-12-19T03:00:19Z,2830000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,289.0,,,,,,,,,,,,,,,,,,
291,PT02M20.00S,2021-12-19T02:56:38.2Z,2,REGULAR,foul,personal,[],1628400,,,1610612739,41,53,2021-12-19T03:01:06Z,2840000,,,0,,S. Ojeleye loose ball personal FOUL (1 PF),"[1628400, 1629731]",1610612749.0,MIL,loose ball,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,101283.0,1.0,0.0,Wade,1629731.0,,,
293,PT02M20.00S,2021-12-19T02:56:55.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,41,53,2021-12-19T02:57:36Z,2860000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M20.00S,2021-12-19T02:59:37.4Z,2,REGULAR,substitution,out,[],1626192,,,1610612739,41,53,2021-12-19T03:00:03Z,2870000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
295,PT02M20.00S,2021-12-19T02:59:37.4Z,2,REGULAR,substitution,in,[],203648,,,1610612739,41,53,2021-12-19T03:00:03Z,2880000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
296,PT01M58.00S,2021-12-19T03:00:35.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630572,,,1610612739,41,53,2021-12-19T03:00:46Z,2890000,,,0,,S. Mamukelashvili shooting personal FOUL (2 PF) (Allen 2 FT),"[1630572, 1628386]",1610612749.0,MIL,shooting,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,1627964.0,2.0,0.0,Allen,1628386.0,,,
298,PT01M58.00S,2021-12-19T03:00:58.8Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,41,54,2021-12-19T03:00:58Z,2910000,,,0,,J. Allen Free Throw 1 of 2 (7 PTS),[1628386],1610612739.0,CLE,,,,,,,,Made,Allen,J. Allen,,,,,,,,7.0,,,,,,,,,,,
299,PT01M58.00S,2021-12-19T03:01:12.0Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,41,55,2021-12-19T03:01:12Z,2920000,,,0,,J. Allen Free Throw 2 of 2 (8 PTS),[1628386],1610612739.0,CLE,,,,,,,,Made,Allen,J. Allen,,,,,,,,8.0,,,,,,,,,,,
300,PT01M37.00S,2021-12-19T03:01:35.5Z,2,REGULAR,2pt,Jump Shot,[],1629670,12.040078843626807,20.833333333333336,1610612749,43,55,2021-12-19T03:01:39Z,2930000,146.0,61.0,1,left,J. Nwora 15' step back Jump Shot (13 PTS),[1629670],1610612749.0,MIL,step back,,,,,,15.79,Made,Nwora,J. Nwora,,,,,,,,13.0,,,,,,,,,,,
301,PT01M22.00S,2021-12-19T03:01:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,93.77463863337714,49.754901960784316,1610612739,43,57,2021-12-19T03:01:54Z,2940000,-1.0,6.0,1,right,L. Markkanen cutting Layup (4 PTS) (D. Garland 3 AST),"[1628374, 1629636]",1610612739.0,CLE,cutting,,,,,,0.61,Made,Markkanen,L. Markkanen,,,,,,,,4.0,D. Garland,1629636.0,3.0,,,,,,,,
303,PT01M15.00S,2021-12-19T03:01:59.5Z,2,REGULAR,foul,personal,[],201937,,,1610612749,43,57,2021-12-19T03:02:08Z,2960000,,,0,,R. Rubio personal FOUL (2 PF),"[201937, 1629670]",1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,202026.0,2.0,0.0,Nwora,1629670.0,,,
305,PT01M05.00S,2021-12-19T03:02:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,8.09789750328515,49.50980392156863,1610612749,45,57,2021-12-19T03:02:32Z,2980000,2.0,24.0,1,left,T. Antetokounmpo Layup (4 PTS) (J. Smart 3 AST),"[203648, 1630606]",1610612749.0,MIL,,,,,,,2.37,Made,Antetokounmpo,T. Antetokounmpo,,,,,,,,4.0,J. Smart,1630606.0,3.0,,,,,,,,
307,PT00M43.80S,2021-12-19T03:02:44.8Z,2,REGULAR,3pt,Jump Shot,[],1629731,71.96123521681997,81.61764705882352,1610612739,45,60,2021-12-19T03:02:52Z,3000000,158.0,211.0,1,right,D. Wade 26' 3PT  (3 PTS) (D. Garland 4 AST),"[1629731, 1629636]",1610612739.0,CLE,,,,,,,26.37,Made,Wade,D. Wade,,,,,,,,3.0,D. Garland,1629636.0,4.0,,,,,,,,
309,PT00M35.40S,2021-12-19T03:02:56.9Z,2,REGULAR,3pt,Jump Shot,[],1630606,33.722076215505915,46.568627450980394,1610612749,45,60,2021-12-19T03:03:01Z,3020000,17.0,264.0,1,left,MISS J. Smart 26' 3PT,[1630606],1610612749.0,MIL,,,,,,,26.51,Missed,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
310,PT00M33.00S,2021-12-19T03:02:59.3Z,2,REGULAR,rebound,offensive,[],1629670,,,1610612749,45,60,2021-12-19T03:02:59Z,3030000,,,0,,J. Nwora REBOUND (Off:3 Def:3),[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,309.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
311,PT00M29.30S,2021-12-19T03:03:04.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,14.668199737187912,3.9215686274509802,1610612749,48,60,2021-12-19T03:04:16Z,3040000,230.0,85.0,1,left,J. Nwora 24' 3PT pullup (16 PTS),[1629670],1610612749.0,MIL,pullup,,,,,,24.57,Made,Nwora,J. Nwora,,,,,,,,16.0,,,,,,,,,,,
312,PT00M09.10S,2021-12-19T03:03:26.4Z,2,REGULAR,2pt,Jump Shot,[],201937,82.60512483574244,28.186274509803923,1610612739,48,62,2021-12-19T03:05:07Z,3050000,-109.0,111.0,1,right,R. Rubio 15' driving floating Jump Shot (9 PTS),[201937],1610612739.0,CLE,driving floating,,,,,,15.56,Made,Rubio,R. Rubio,,,,,,,,9.0,,,,,,,,,,,
313,PT00M00.90S,2021-12-19T03:03:37.6Z,2,REGULAR,3pt,Jump Shot,[],1630572,29.38567674113009,12.5,1610612749,51,62,2021-12-19T03:03:41Z,3060000,188.0,224.0,1,left,S. Mamukelashvili 29' 3PT  (6 PTS) (J. Nwora 3 AST),"[1630572, 1629670]",1610612749.0,MIL,,,,,,,29.19,Made,Mamukelashvili,S. Mamukelashvili,,,,,,,,6.0,J. Nwora,1629670.0,3.0,,,,,,,,
315,PT00M00.00S,2021-12-19T03:03:53.3Z,2,REGULAR,period,end,[],0,,,1610612739,51,62,2021-12-19T03:03:53Z,3080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-12-19T03:18:52.9Z,3,REGULAR,substitution,out,['startperiod'],1628400,,,1610612739,51,62,2021-12-19T03:19:16Z,3090000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-12-19T03:18:52.9Z,3,REGULAR,substitution,out,['startperiod'],203648,,,1610612739,51,62,2021-12-19T03:19:16Z,3100000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-12-19T03:18:52.9Z,3,REGULAR,substitution,in,['startperiod'],201588,,,1610612739,51,62,2021-12-19T03:19:16Z,3110000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,,,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-12-19T03:18:52.9Z,3,REGULAR,substitution,in,['startperiod'],202326,,,1610612739,51,62,2021-12-19T03:19:16Z,3120000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-12-19T03:19:18.0Z,3,REGULAR,period,start,[],0,,,1610612739,51,62,2021-12-19T03:19:18Z,3130000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M40.00S,2021-12-19T03:19:47.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,5.590000152587891,50.0,1610612739,51,64,2021-12-19T03:25:53Z,3135000,0.0,0.0,1,left,J. Allen Layup (10 PTS),[1628386],1610612739.0,CLE,,,,,,,0.0,Made,Allen,J. Allen,,,,,,,,10.0,,,,,,,,,,,
324,PT11M20.00S,2021-12-19T03:19:56.5Z,3,REGULAR,3pt,Jump Shot,[],202326,71.43561103810775,80.63725490196079,1610612749,51,64,2021-12-19T03:20:02Z,3170000,153.0,216.0,1,right,MISS D. Cousins 26' 3PT,[202326],1610612749.0,MIL,,,,,,,26.48,Missed,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
325,PT11M17.00S,2021-12-19T03:19:59.7Z,3,REGULAR,rebound,defensive,[],201937,,,1610612739,51,64,2021-12-19T03:19:59Z,3180000,,,0,,R. Rubio REBOUND (Off:0 Def:5),[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,324.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
326,PT11M09.00S,2021-12-19T03:20:07.1Z,3,REGULAR,2pt,Jump Shot,[],1629636,7.835085413929041,91.17647058823529,1610612739,51,66,2021-12-19T03:20:13Z,3190000,-206.0,21.0,1,left,D. Garland 20' Jump Shot (16 PTS) (R. Rubio 7 AST),"[1629636, 201937]",1610612739.0,CLE,,,,,,,20.7,Made,Garland,D. Garland,,,,,,,,16.0,R. Rubio,201937.0,7.0,,,,,,,,
328,PT10M56.00S,2021-12-19T03:20:20.2Z,3,REGULAR,3pt,Jump Shot,[],1630572,72.22404730617609,85.04901960784314,1610612749,51,66,2021-12-19T03:20:25Z,3210000,175.0,209.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612749.0,MIL,,,,,,,27.24,Missed,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
329,PT10M54.00S,2021-12-19T03:20:22.2Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,51,66,2021-12-19T03:20:25Z,3220000,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,328.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
330,PT10M47.00S,2021-12-19T03:20:29.7Z,3,REGULAR,3pt,Jump Shot,[],1628374,6.783837056504599,96.32352941176471,1610612739,51,66,2021-12-19T03:20:36Z,3230000,-232.0,11.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,,,,23.19,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
331,PT10M43.00S,2021-12-19T03:20:33.1Z,3,REGULAR,rebound,defensive,[],202326,,,1610612749,51,66,2021-12-19T03:20:33Z,3240000,,,0,,D. Cousins REBOUND (Off:3 Def:5),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,330.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
332,PT10M29.00S,2021-12-19T03:20:48.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,83.39356110381078,34.068627450980394,1610612749,53,66,2021-12-19T03:20:53Z,3250000,-80.0,104.0,1,right,G. Hill 13' driving floating Jump Shot (8 PTS),[201588],1610612749.0,MIL,driving floating,,,,,,13.07,Made,Hill,G. Hill,,,,,,,,8.0,,,,,,,,,,,
333,PT10M17.00S,2021-12-19T03:20:59.7Z,3,REGULAR,3pt,Jump Shot,[],201937,18.610381077529567,3.9215686274509802,1610612739,53,66,2021-12-19T03:21:04Z,3260000,230.0,122.0,1,left,MISS R. Rubio 26' 3PT,[201937],1610612739.0,CLE,,,,,,,26.09,Missed,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
334,PT10M14.00S,2021-12-19T03:21:02.7Z,3,REGULAR,rebound,defensive,[],202326,,,1610612749,53,66,2021-12-19T03:21:04Z,3270000,,,0,,D. Cousins REBOUND (Off:3 Def:6),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,333.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
335,PT10M10.00S,2021-12-19T03:21:07.0Z,3,REGULAR,turnover,bad pass,[],201588,,,1610612749,53,66,2021-12-19T03:21:11Z,3280000,,,0,,G. Hill bad pass TURNOVER (1 TO),"[201588, 1629731]",1610612749.0,MIL,,,,,,,,,Hill,G. Hill,,,,,1.0,Wade,1629731.0,,,,,,,,,,,,
336,PT10M10.00S,2021-12-19T03:21:07.0Z,3,REGULAR,steal,,[],1629731,,,1610612739,53,66,2021-12-19T03:21:09Z,3290000,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
337,PT10M03.00S,2021-12-19T03:21:18.0Z,3,REGULAR,foul,offensive,[],1628374,,,1610612739,53,66,2021-12-19T03:21:26Z,3300000,,,0,,L. Markkanen charge offensive FOUL (1 PF),"[1628374, 202326]",1610612739.0,CLE,charge,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,1627964.0,1.0,0.0,Cousins,202326.0,,,
339,PT10M03.00S,2021-12-19T03:21:18.0Z,3,REGULAR,turnover,offensive foul,[],1628374,,,1610612739,53,66,2021-12-19T03:21:18Z,3320000,,,0,,L. Markkanen offensive foul TURNOVER (1 TO),[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,,,,,1.0,,,,,,,1627964.0,,,,,,,
340,PT09M44.00S,2021-12-19T03:21:51.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629670,68.41327201051249,69.85294117647058,1610612749,53,66,2021-12-19T03:21:57Z,3330000,99.0,244.0,1,right,MISS J. Nwora 26' step back 3PT,[1629670],1610612749.0,MIL,step back,,,,,,26.38,Missed,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
341,PT09M39.00S,2021-12-19T03:21:56.1Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,53,66,2021-12-19T03:21:57Z,3340000,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,340.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
342,PT09M32.00S,2021-12-19T03:22:02.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,8.492115637319317,50.0,1610612739,53,66,2021-12-19T03:22:10Z,3350000,0.0,27.0,1,left,MISS D. Wade cutting Layup,[1629731],1610612739.0,CLE,cutting,,,,,,2.73,Missed,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
343,PT09M29.00S,2021-12-19T03:22:05.8Z,3,REGULAR,rebound,offensive,[],1629731,,,1610612739,53,66,2021-12-19T03:22:10Z,3360000,,,0,,D. Wade REBOUND (Off:1 Def:4),[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,342.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
344,PT09M26.00S,2021-12-19T03:22:09.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629636,12.565703022339028,36.76470588235294,1610612739,53,68,2021-12-19T03:22:14Z,3370000,66.0,66.0,1,left,D. Garland 9' driving floating Jump Shot (18 PTS) (D. Wade 3 AST),"[1629636, 1629731]",1610612739.0,CLE,driving floating,,,,,,9.32,Made,Garland,D. Garland,,,,,,,,18.0,D. Wade,1629731.0,3.0,,,,,,,,
346,PT09M08.00S,2021-12-19T03:22:26.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201588,93.38042049934296,45.34313725490196,1610612749,53,68,2021-12-19T03:30:59Z,3390000,-23.0,10.0,1,right,MISS G. Hill driving finger roll Layup - blocked,"[201588, 1628386]",1610612749.0,MIL,driving finger roll,,,,,,2.52,Missed,Hill,G. Hill,,,,,,,,,,,,,,,,,Allen,1628386.0,
347,PT09M08.00S,2021-12-19T03:22:26.4Z,3,REGULAR,block,,[],1628386,,,1610612749,53,68,2021-12-19T03:22:29Z,3400000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
348,PT09M04.00S,2021-12-19T03:22:30.4Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,53,68,2021-12-19T03:22:35Z,3410000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,346.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
349,PT08M59.00S,2021-12-19T03:22:35.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,10.068988173455978,37.5,1610612739,53,68,2021-12-19T03:22:44Z,3420000,62.0,42.0,1,left,MISS L. Markkanen 7' turnaround Hook,[1628374],1610612739.0,CLE,turnaround,,,,,,7.54,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
350,PT08M57.00S,2021-12-19T03:22:37.3Z,3,REGULAR,rebound,defensive,[],201588,,,1610612749,53,68,2021-12-19T03:22:44Z,3430000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,,,,,,Hill,G. Hill,349.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
351,PT08M48.00S,2021-12-19T03:22:50.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,53,68,2021-12-19T03:22:50Z,3440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT08M35.00S,2021-12-19T03:23:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,93.11760840998686,50.0,1610612749,55,68,2021-12-19T03:23:21Z,3450000,0.0,12.0,1,right,J. Nwora driving Layup (18 PTS) (G. Hill 4 AST),"[1629670, 201588]",1610612749.0,MIL,driving,,,,,,1.22,Made,Nwora,J. Nwora,,,,,,,,18.0,G. Hill,201588.0,4.0,,,,,,,,
354,PT08M20.00S,2021-12-19T03:23:35.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,55,68,2021-12-19T03:23:35Z,3470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT08M11.00S,2021-12-19T03:23:56.5Z,3,REGULAR,3pt,Jump Shot,[],201937,28.07161629434954,77.94117647058823,1610612739,55,68,2021-12-19T03:24:02Z,3480000,-140.0,211.0,1,left,MISS R. Rubio 25' 3PT,[201937],1610612739.0,CLE,,,,,,,25.34,Missed,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
356,PT08M08.00S,2021-12-19T03:23:59.5Z,3,REGULAR,rebound,defensive,[],202326,,,1610612749,55,68,2021-12-19T03:24:02Z,3490000,,,0,,D. Cousins REBOUND (Off:3 Def:7),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,355.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
357,PT07M57.00S,2021-12-19T03:24:14.0Z,3,REGULAR,turnover,out-of-bounds,[],1630572,,,1610612749,55,68,2021-12-19T03:24:23Z,3500000,,,0,,S. Mamukelashvili step out-of-bounds TURNOVER (2 TO),[1630572],1610612749.0,MIL,step,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,2.0,,,,,,,1627964.0,,,,,,,
358,PT07M47.00S,2021-12-19T03:24:32.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628374,19.793035479632064,47.30392156862745,1610612739,55,68,2021-12-19T03:24:39Z,3510000,13.0,134.0,1,left,MISS L. Markkanen 13' turnaround Shot,[1628374],1610612739.0,CLE,turnaround,,,,,,13.43,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
