actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
256,PT04M44.00S,2022-12-30T01:54:11.4Z,2,REGULAR,foul,personal,[],1631110,,,1610612752,53,46,2022-12-30T01:56:07Z,2575000,False,,,0,,J. Sochan loose ball personal FOUL (1 PF),"[1631110, 1630540]",1610612759.0,SAS,loose ball,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,1.0,0.0,McBride,1630540.0,,,,,,
260,PT04M38.00S,2022-12-30T01:54:31.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612752,53,46,2022-12-30T01:54:45Z,2580000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Quickley 2 FT),"[1627751, 1630193]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627519.0,2.0,0.0,Quickley,1630193.0,,,,,,
262,PT04M38.00S,2022-12-30T01:55:02.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630193,,,1610612752,53,46,2022-12-30T01:55:02Z,2600000,False,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
263,PT04M38.00S,2022-12-30T01:55:02.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,53,46,2022-12-30T01:55:02Z,2610000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,
264,PT04M38.00S,2022-12-30T01:55:19.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630193,,,1610612752,53,47,2022-12-30T01:55:19Z,2620000,False,,,0,,I. Quickley Free Throw 2 of 2 (11 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,Made,,,,,,,,,,,,11.0,,,
265,PT04M25.00S,2022-12-30T01:55:36.9Z,2,REGULAR,foul,personal,[],1630193,,,1610612759,53,47,2022-12-30T01:56:03Z,2630000,False,,,0,,I. Quickley personal FOUL (2 PF),"[1630193, 1631110]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,,,,,,,,1830.0,2.0,0.0,Sochan,1631110.0,,,,,,
267,PT04M18.00S,2022-12-30T01:56:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,94.43166885676742,52.20588235294118,1610612759,53,47,2022-12-30T01:56:09Z,2650000,False,11.0,0.0,1,right,MISS J. Sochan Layup,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,1.1,Missed,,,,,,,,,,,,,,,
268,PT04M18.00S,2022-12-30T01:56:00.8Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,53,47,2022-12-30T01:56:09Z,2660000,False,,,0,,J. Sochan REBOUND (Off:2 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,267.0,2.0,0.0,2.0,,,,,,,,,,,
269,PT04M18.00S,2022-12-30T01:56:06.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612759,53,47,2022-12-30T01:56:17Z,2670000,False,,,0,,M. Robinson shooting personal FOUL (2 PF) (Sochan 2 FT),"[1629011, 1631110]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,2.0,0.0,Sochan,1631110.0,,,,,,
271,PT04M18.00S,2022-12-30T01:56:26.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631110,,,1610612759,54,47,2022-12-30T01:56:26Z,2690000,False,,,0,,J. Sochan Free Throw 1 of 2 (3 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,Made,,,,,,,,,,,,3.0,,,
272,PT04M18.00S,2022-12-30T01:56:38.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631110,,,1610612759,55,47,2022-12-30T01:56:38Z,2700000,False,,,0,,J. Sochan Free Throw 2 of 2 (4 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,Made,,,,,,,,,,,,4.0,,,
273,PT04M01.00S,2022-12-30T01:56:57.8Z,2,REGULAR,3pt,Jump Shot,[],203944,30.436925098554536,67.8921568627451,1610612752,55,47,2022-12-30T01:57:03Z,2710000,False,-89.0,234.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,25.02,Missed,,,,,,,,,,,,,,,
274,PT03M58.00S,2022-12-30T01:57:00.8Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612759,55,47,2022-12-30T01:57:03Z,2720000,False,,,0,,S. Johnson REBOUND (Off:1 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,273.0,2.0,1.0,1.0,,,,,,,,,,,
275,PT03M48.00S,2022-12-30T01:57:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,88.91261498028909,42.40196078431372,1610612759,57,47,2022-12-30T01:57:15Z,2730000,False,-38.0,52.0,1,right,J. Sochan 6' floating Jump Shot (6 PTS) (R. Langford 2 AST),"[1631110, 1629641]",1610612759.0,SAS,floating,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,6.42,Made,,,,,,,,,,,,6.0,R. Langford,1629641.0,2.0
277,PT03M24.00S,2022-12-30T01:57:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,10.068988173455978,37.745098039215684,1610612752,57,47,2022-12-30T01:57:46Z,2750000,False,61.0,42.0,1,left,MISS I. Quickley 7' floating Shot,[1630193],1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,7.44,Missed,,,,,,,,,,,,,,,
278,PT03M21.00S,2022-12-30T01:57:37.5Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,57,47,2022-12-30T01:57:37Z,2760000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,277.0,1.0,1.0,0.0,,,,,,,,,,,
279,PT03M16.00S,2022-12-30T01:57:42.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631103,94.43166885676742,51.71568627450981,1610612759,57,47,2022-12-30T01:58:36Z,2770000,False,9.0,0.0,1,right,MISS M. Branham running Layup,[1631103],1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,0.86,Missed,,,,,,,,,,,,,,,
280,PT03M13.00S,2022-12-30T01:57:45.5Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,57,47,2022-12-30T01:58:36Z,2780000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,279.0,3.0,3.0,0.0,,,,,,,,,,,
281,PT03M09.00S,2022-12-30T01:57:48.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,5.469776609724048,95.34313725490196,1610612752,57,47,2022-12-30T01:58:06Z,2790000,False,-227.0,-1.0,1,left,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,,22.67,Missed,,,,,,,,,,,,,,,
282,PT03M07.00S,2022-12-30T01:57:50.9Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,57,47,2022-12-30T01:58:06Z,2800000,False,,,0,,J. Sochan REBOUND (Off:2 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,,,,281.0,3.0,1.0,2.0,,,,,,,,,,,
283,PT02M56.00S,2022-12-30T01:58:02.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629641,94.69448094612353,49.26470588235294,1610612759,59,47,2022-12-30T01:58:18Z,2810000,False,-4.0,-3.0,1,right,R. Langford DUNK (10 PTS) (M. Branham 1 AST),"[1629641, 1631103]",1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,0.45,Made,,,,,,,,,,,,10.0,M. Branham,1631103.0,1.0
285,PT02M47.00S,2022-12-30T01:58:18.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,59,47,2022-12-30T01:58:18Z,2830000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M47.00S,2022-12-30T02:00:45.2Z,2,REGULAR,substitution,out,[],1627751,,,1610612752,59,47,2022-12-30T02:01:07Z,2840000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M47.00S,2022-12-30T02:00:45.2Z,2,REGULAR,substitution,out,[],1629641,,,1610612752,59,47,2022-12-30T02:01:07Z,2850000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M47.00S,2022-12-30T02:00:45.2Z,2,REGULAR,substitution,in,[],1628380,,,1610612752,59,47,2022-12-30T02:01:07Z,2860000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M47.00S,2022-12-30T02:00:45.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612752,59,47,2022-12-30T02:01:07Z,2870000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M38.00S,2022-12-30T02:01:26.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626169,,,1610612752,59,47,2022-12-30T02:01:38Z,2880000,False,,,0,,S. Johnson shooting personal FOUL (3 PF) (Randle 2 FT),"[1626169, 203944]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1628953.0,3.0,0.0,Randle,203944.0,,,,,,
292,PT02M38.00S,2022-12-30T02:01:45.6Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,59,48,2022-12-30T02:01:45Z,2900000,False,,,0,,J. Randle Free Throw 1 of 2 (16 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Made,,,,,,,,,,,,16.0,,,
293,PT02M38.00S,2022-12-30T02:01:48.5Z,2,REGULAR,substitution,out,[],1626169,,,1610612752,59,48,2022-12-30T02:01:54Z,2910000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M38.00S,2022-12-30T02:01:48.5Z,2,REGULAR,substitution,in,[],1630200,,,1610612752,59,48,2022-12-30T02:01:54Z,2920000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M38.00S,2022-12-30T02:02:08.0Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,59,49,2022-12-30T02:02:08Z,2930000,False,,,0,,J. Randle Free Throw 2 of 2 (17 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Made,,,,,,,,,,,,17.0,,,
296,PT02M27.00S,2022-12-30T02:02:19.2Z,2,REGULAR,3pt,Jump Shot,[],1631103,95.0886990801577,2.696078431372549,1610612759,59,49,2022-12-30T02:02:23Z,2940000,False,-237.0,-6.0,1,right,MISS M. Branham 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,,,,23.66,Missed,,,,,,,,,,,,,,,
297,PT02M24.00S,2022-12-30T02:02:22.2Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,59,49,2022-12-30T02:02:23Z,2950000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,,,,296.0,3.0,3.0,0.0,,,,,,,,,,,
298,PT02M12.00S,2022-12-30T02:02:40.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631110,,,1610612752,59,49,2022-12-30T02:02:52Z,2960000,False,,,0,,J. Sochan shooting personal FOUL (2 PF) (Randle 2 FT),"[1631110, 203944]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627519.0,2.0,0.0,Randle,203944.0,,,,,,
300,PT02M12.00S,2022-12-30T02:03:01.8Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,59,50,2022-12-30T02:03:01Z,2980000,False,,,0,,J. Randle Free Throw 1 of 2 (18 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Made,,,,,,,,,,,,18.0,,,
301,PT02M12.00S,2022-12-30T02:03:18.9Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,59,51,2022-12-30T02:03:18Z,2990000,False,,,0,,J. Randle Free Throw 2 of 2 (19 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Made,,,,,,,,,,,,19.0,,,
302,PT01M54.00S,2022-12-30T02:03:40.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,90.22667542706965,58.82352941176471,1610612759,61,51,2022-12-30T02:03:52Z,3000000,False,44.0,39.0,1,right,J. Sochan driving Hook (8 PTS),[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,5.91,Made,,,,,,,,,,,,8.0,,,
303,PT01M39.00S,2022-12-30T02:03:55.7Z,2,REGULAR,3pt,Jump Shot,[],1629656,14.273981603153747,3.9215686274509802,1610612752,61,51,2022-12-30T02:04:02Z,3010000,False,230.0,82.0,1,left,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,,24.45,Missed,,,,,,,,,,,,,,,
304,PT01M36.00S,2022-12-30T02:03:58.7Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,61,51,2022-12-30T02:04:02Z,3020000,False,,,0,,J. Sochan REBOUND (Off:2 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,,,,,,303.0,4.0,2.0,2.0,,,,,,,,,,,
305,PT01M25.00S,2022-12-30T02:04:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,91.40932982917214,48.03921568627451,1610612759,63,51,2022-12-30T02:04:16Z,3030000,False,-10.0,28.0,1,right,T. Jones driving finger roll Layup (8 PTS) (Z. Collins 2 AST),"[1630200, 1628380]",1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,2.99,Made,,,,,,,,,,,,8.0,Z. Collins,1628380.0,2.0
307,PT01M05.00S,2022-12-30T02:04:29.4Z,2,REGULAR,3pt,Jump Shot,[],203944,15.982260183968464,94.85294117647058,1610612752,63,51,2022-12-30T02:04:38Z,3050000,False,-224.0,98.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,24.47,Missed,,,,,,,,,,,,,,,
308,PT01M01.00S,2022-12-30T02:04:33.4Z,2,REGULAR,rebound,offensive,[],1630193,,,1610612752,63,51,2022-12-30T02:04:38Z,3060000,False,,,0,,I. Quickley REBOUND (Off:1 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,307.0,4.0,3.0,1.0,,,,,,,,,,,
309,PT00M59.20S,2022-12-30T02:04:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630540,6.258212877792378,53.18627450980392,1610612752,63,51,2022-12-30T02:05:26Z,3070000,False,-16.0,6.0,1,left,MISS M. McBride driving Layup - blocked,"[1630540, 1628380]",1610612752.0,NYK,driving,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,1.71,Missed,,,,,,,,,,Collins,1628380.0,,,,
310,PT00M59.20S,2022-12-30T02:04:38.2Z,2,REGULAR,block,,[],1628380,,,1610612752,63,51,2022-12-30T02:04:40Z,3080000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
311,PT00M58.00S,2022-12-30T02:04:39.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,63,51,2022-12-30T02:05:26Z,3090000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,309.0,,,,,,,,,,,,,,
313,PT00M54.60S,2022-12-30T02:05:03.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,6.783837056504599,52.94117647058824,1610612752,63,53,2022-12-30T02:06:08Z,3110000,False,-15.0,11.0,1,left,J. Randle driving Layup (21 PTS) (I. Quickley 5 AST),"[203944, 1630193]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,1.85,Made,,,,,,,,,,,,21.0,I. Quickley,1630193.0,5.0
314,PT00M37.30S,2022-12-30T02:05:24.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612759,63,53,2022-12-30T02:05:35Z,3120000,False,,,0,,M. Robinson shooting personal FOUL (3 PF) (Collins 2 FT),"[1629011, 1628380]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627519.0,3.0,0.0,Collins,1628380.0,,,,,,
316,PT00M37.30S,2022-12-30T02:05:49.1Z,2,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,63,53,2022-12-30T02:05:49Z,3140000,False,,,0,,MISS Z. Collins Free Throw 1 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
317,PT00M37.30S,2022-12-30T02:05:49.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,63,53,2022-12-30T02:05:49Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,
318,PT00M37.30S,2022-12-30T02:05:49.9Z,2,REGULAR,substitution,out,[],1629011,,,1610612759,63,53,2022-12-30T02:06:04Z,3160000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M37.30S,2022-12-30T02:05:49.9Z,2,REGULAR,substitution,in,[],1630579,,,1610612759,63,53,2022-12-30T02:06:04Z,3170000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M37.30S,2022-12-30T02:06:13.1Z,2,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,64,53,2022-12-30T02:06:13Z,3180000,False,,,0,,Z. Collins Free Throw 2 of 2 (3 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,Made,,,,,,,,,,,,3.0,,,
322,PT00M28.60S,2022-12-30T02:06:24.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,18.74178712220762,50.245098039215684,1610612752,64,53,2022-12-30T02:07:19Z,3190000,False,-1.0,124.0,1,left,MISS J. Randle 12' driving floating Shot,[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,12.37,Missed,,,,,,,,,,,,,,,
323,PT00M26.60S,2022-12-30T02:06:26.6Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,64,53,2022-12-30T02:07:03Z,3200000,False,,,0,,Z. Collins REBOUND (Off:0 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,322.0,3.0,3.0,0.0,,,,,,,,,,,
324,PT00M04.50S,2022-12-30T02:06:49.0Z,2,REGULAR,2pt,Jump Shot,[],1629640,86.15308804204993,30.392156862745097,1610612759,64,53,2022-12-30T02:08:18Z,3210000,False,-98.0,78.0,1,right,MISS K. Johnson 12' turnaround fadeaway Shot,[1629640],1610612759.0,SAS,turnaround fadeaway,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,12.51,Missed,,,,,,,,,,,,,,,
325,PT00M04.50S,2022-12-30T02:06:49.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,64,53,2022-12-30T02:08:18Z,3220000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,324.0,,,,,,,,,,,,,,
326,PT00M04.50S,2022-12-30T02:06:52.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612759,64,53,2022-12-30T02:07:25Z,3230000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,1830.0,,,,,,,,,,
327,PT00M00.30S,2022-12-30T02:07:08.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203944,28.07161629434954,16.42156862745098,1610612752,64,53,2022-12-30T02:07:29Z,3240000,False,168.0,211.0,1,left,MISS J. Randle 27' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,27.0,Missed,,,,,,,,,,,,,,,
328,PT00M00.30S,2022-12-30T02:07:08.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,64,53,2022-12-30T02:07:29Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,327.0,,,,,,,,,,,,,,
329,PT00M00.00S,2022-12-30T02:07:14.8Z,2,REGULAR,period,end,[],0,,,1610612752,64,53,2022-12-30T02:07:14Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-12-30T02:21:44.1Z,3,REGULAR,substitution,out,['startperiod'],1631103,,,1610612752,64,53,2022-12-30T02:22:21Z,3270000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-12-30T02:21:44.1Z,3,REGULAR,substitution,out,['startperiod'],1628380,,,1610612752,64,53,2022-12-30T02:22:21Z,3280000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-12-30T02:21:44.1Z,3,REGULAR,substitution,out,['startperiod'],1630579,,,1610612752,64,53,2022-12-30T02:22:21Z,3290000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-12-30T02:21:44.1Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612752,64,53,2022-12-30T02:22:21Z,3300000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-12-30T02:21:44.1Z,3,REGULAR,substitution,in,['startperiod'],1629641,,,1610612752,64,53,2022-12-30T02:22:21Z,3310000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-12-30T02:21:44.1Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612752,64,53,2022-12-30T02:22:21Z,3320000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-12-30T02:22:35.8Z,3,REGULAR,period,start,[],0,,,1610612759,64,53,2022-12-30T02:22:35Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M42.00S,2022-12-30T02:22:53.5Z,3,REGULAR,3pt,Jump Shot,[],1629641,8.886333771353483,5.392156862745098,1610612759,67,53,2022-12-30T02:23:09Z,3340000,False,223.0,31.0,1,left,R. Langford 3PT  (13 PTS) (J. Sochan 1 AST),"[1629641, 1631110]",1610612759.0,SAS,,,,Langford,R. Langford,,,,,Right Corner 3,24+ Right,,,,22.51,Made,,,,,,,,,,,,13.0,J. Sochan,1631110.0,1.0
339,PT11M23.00S,2022-12-30T02:23:11.2Z,3,REGULAR,3pt,Jump Shot,[],1630540,96.00854139290408,2.941176470588235,1610612752,67,56,2022-12-30T02:23:16Z,3360000,False,-235.0,-15.0,1,right,M. McBride 3PT  (5 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,,,,23.58,Made,,,,,,,,,,,,5.0,,,
340,PT11M09.00S,2022-12-30T02:23:26.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,10.463206307490145,47.794117647058826,1610612759,69,56,2022-12-30T02:24:07Z,3370000,False,11.0,46.0,1,left,R. Langford floating Jump Shot (15 PTS) (K. Johnson 1 AST),"[1629641, 1629640]",1610612759.0,SAS,floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,4.72,Made,,,,,,,,,,,,15.0,K. Johnson,1629640.0,1.0
342,PT10M53.00S,2022-12-30T02:23:41.4Z,3,REGULAR,3pt,Jump Shot,[],1629656,88.64980289093299,95.83333333333334,1610612752,69,59,2022-12-30T02:23:45Z,3390000,False,229.0,54.0,1,right,Q. Grimes 3PT  (9 PTS) (M. McBride 2 AST),"[1629656, 1630540]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,,23.55,Made,,,,,,,,,,,,9.0,M. McBride,1630540.0,2.0
