actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
514,PT08M52.00S,2023-02-04T02:55:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.93495400788436,52.20588235294118,1610612755,92,112,2023-02-04T02:55:40Z,5010000,False,11.0,23.0,1,right,T. Maxey driving Layup (22 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,2.58,Made,22.0,,,,,,,,,,,,,
515,PT08M43.00S,2023-02-04T02:55:45.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,6.652431011826544,53.18627450980392,1610612759,92,112,2023-02-04T02:55:50Z,5020000,False,-16.0,10.0,1,left,MISS B. Wesley driving finger roll Layup,[1631104],1610612759.0,SAS,driving finger roll,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,1.88,Missed,,,,,,,,,,,,,,
516,PT08M40.00S,2023-02-04T02:55:48.1Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612755,92,112,2023-02-04T02:55:50Z,5030000,False,,,0,,M. Harrell REBOUND (Off:2 Def:5),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,515.0,7.0,5.0,2.0,,,,,,,,,
517,PT08M36.00S,2023-02-04T02:55:51.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,71.17279894875165,17.647058823529413,1610612755,92,115,2023-02-04T02:56:01Z,5040000,False,-162.0,218.0,1,right,T. Maxey 27' 3PT pullup (25 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,27.19,Made,25.0,,,,,,,,,,,,,
519,PT08M26.00S,2023-02-04T02:56:04.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,5.995400788436268,44.36274509803921,1610612759,94,115,2023-02-04T02:56:59Z,5060000,False,28.0,4.0,1,left,S. Johnson driving Layup (6 PTS),[1626169],1610612759.0,SAS,driving,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,,,,,2.85,Made,6.0,,,,,,,,,,,,,
520,PT08M26.00S,2023-02-04T02:56:11.2Z,4,REGULAR,foul,personal,['1freethrow'],1629680,,,1610612759,94,115,2023-02-04T03:04:03Z,5070000,False,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Johnson 1 FT),"[1629680, 1626169]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,,,,,,1.0,0.0,Johnson,1626169.0,,
522,PT08M26.00S,2023-02-04T02:56:27.9Z,4,REGULAR,substitution,out,[],1628966,,,1610612759,94,115,2023-02-04T02:56:38Z,5090000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M26.00S,2023-02-04T02:56:27.9Z,4,REGULAR,substitution,in,[],1631103,,,1610612759,94,115,2023-02-04T02:56:38Z,5100000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M26.00S,2023-02-04T02:56:32.3Z,4,REGULAR,freethrow,1 of 1,[],1626169,,,1610612759,95,115,2023-02-04T02:56:32Z,5110000,False,,,0,,S. Johnson Free Throw 1 of 1 (7 PTS),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
525,PT08M05.00S,2023-02-04T02:56:52.2Z,4,REGULAR,3pt,Jump Shot,[],1630178,72.48685939553219,14.950980392156863,1610612755,95,115,2023-02-04T02:57:40Z,5120000,False,-175.0,206.0,1,right,MISS T. Maxey 27' fadeaway 3PT,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,27.05,Missed,,,,,,,,,,,,,,
526,PT08M00.00S,2023-02-04T02:56:57.2Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,95,115,2023-02-04T02:56:58Z,5130000,False,,,0,,Z. Collins REBOUND (Off:0 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,525.0,6.0,6.0,0.0,,,,,,,,,
527,PT07M55.00S,2023-02-04T02:57:01.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,12.040078843626807,48.28431372549019,1610612759,95,115,2023-02-04T03:22:04Z,5140000,False,9.0,61.0,1,left,MISS S. Johnson 6' driving Layup - blocked,"[1626169, 1630178]",1610612759.0,SAS,driving,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.13,Missed,,,,,,,,,,,,,Maxey,1630178.0
652,PT07M55.00S,2023-02-04T02:57:01.7Z,4,REGULAR,block,,[],1630178,,,1610612759,95,115,2023-02-04T03:22:14Z,5145000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
528,PT07M50.00S,2023-02-04T02:57:06.7Z,4,REGULAR,rebound,offensive,[],1629676,,,1610612759,95,115,2023-02-04T03:22:14Z,5150000,False,,,0,,I. Roby REBOUND (Off:1 Def:0),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,527.0,1.0,0.0,1.0,,,,,,,,,
529,PT07M48.00S,2023-02-04T02:57:09.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629676,6.915243101182654,38.48039215686275,1610612759,95,115,2023-02-04T02:57:20Z,5160000,False,58.0,13.0,1,left,MISS I. Roby putback Layup,[1629676],1610612759.0,SAS,putback,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.89,Missed,,,,,,,,,,,,,,
530,PT07M46.00S,2023-02-04T02:57:11.1Z,4,REGULAR,rebound,offensive,[],1628380,,,1610612759,95,115,2023-02-04T02:57:20Z,5170000,False,,,0,,Z. Collins REBOUND (Off:1 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,529.0,7.0,6.0,1.0,,,,,,,,,
531,PT07M44.00S,2023-02-04T02:57:13.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631103,32.53942181340342,66.17647058823529,1610612759,98,115,2023-02-04T02:57:23Z,5180000,False,-81.0,253.0,1,left,M. Branham 26' 3PT  (17 PTS) (Z. Collins 3 AST),"[1631103, 1628380]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,,,,,26.6,Made,17.0,,,,,Z. Collins,1628380.0,3.0,,,,,,
533,PT07M28.00S,2023-02-04T02:57:29.0Z,4,REGULAR,3pt,Jump Shot,[],1627777,66.44218134034165,70.09803921568627,1610612755,98,118,2023-02-04T02:57:43Z,5200000,False,100.0,263.0,1,right,G. Niang 28' 3PT  (11 PTS) (S. Milton 2 AST),"[1627777, 1629003]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,28.15,Made,11.0,,,,,S. Milton,1629003.0,2.0,,,,,,
535,PT07M17.00S,2023-02-04T02:57:40.2Z,4,REGULAR,2pt,Jump Shot,[],1631104,9.411957950065702,72.54901960784314,1610612759,100,118,2023-02-04T02:57:46Z,5220000,False,-113.0,36.0,1,left,B. Wesley 11' pullup Jump Shot (7 PTS),[1631104],1610612759.0,SAS,pullup,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Left,,,,,11.83,Made,7.0,,,,,,,,,,,,,
536,PT07M09.00S,2023-02-04T02:57:54.2Z,4,REGULAR,foul,personal,['2freethrow'],1631104,,,1610612755,100,118,2023-02-04T02:58:21Z,5230000,False,,,0,,B. Wesley shooting personal FOUL (3 PF) (Milton 2 FT),"[1631104, 1629003]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,,1628159.0,,,,,,,,,,,3.0,0.0,Milton,1629003.0,,
538,PT07M09.00S,2023-02-04T02:58:22.2Z,4,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,100,119,2023-02-04T02:58:22Z,5250000,False,,,0,,S. Milton Free Throw 1 of 2 (13 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
539,PT07M09.00S,2023-02-04T02:58:22.9Z,4,REGULAR,substitution,out,[],1628380,,,1610612755,100,119,2023-02-04T02:58:41Z,5260000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M09.00S,2023-02-04T02:58:22.9Z,4,REGULAR,substitution,out,[],1626149,,,1610612755,100,119,2023-02-04T02:58:41Z,5270000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M09.00S,2023-02-04T02:58:22.9Z,4,REGULAR,substitution,out,[],1629680,,,1610612755,100,119,2023-02-04T02:58:41Z,5280000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M09.00S,2023-02-04T02:58:22.9Z,4,REGULAR,substitution,in,[],1631230,,,1610612755,100,119,2023-02-04T02:58:41Z,5290000,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M09.00S,2023-02-04T02:58:22.9Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,100,119,2023-02-04T02:58:41Z,5300000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M09.00S,2023-02-04T02:58:22.9Z,4,REGULAR,substitution,in,[],1627863,,,1610612755,100,119,2023-02-04T02:58:41Z,5310000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M09.00S,2023-02-04T02:58:46.0Z,4,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,100,120,2023-02-04T02:58:46Z,5320000,False,,,0,,S. Milton Free Throw 2 of 2 (14 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
546,PT06M54.00S,2023-02-04T02:59:03.1Z,4,REGULAR,3pt,Jump Shot,[],1626169,7.703679369250986,1.9607843137254901,1610612759,103,120,2023-02-04T02:59:09Z,5330000,False,240.0,20.0,1,left,S. Johnson 24' 3PT  (10 PTS) (B. Wesley 1 AST),"[1626169, 1631104]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Right Corner 3,24+ Right,,,,,24.1,Made,10.0,,,,,B. Wesley,1631104.0,1.0,,,,,,
548,PT06M41.00S,2023-02-04T02:59:15.0Z,4,REGULAR,3pt,Jump Shot,[],1627777,92.59198423127464,1.715686274509804,1610612755,103,120,2023-02-04T02:59:21Z,5350000,False,-241.0,17.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,24.2,Missed,,,,,,,,,,,,,,
549,PT06M37.00S,2023-02-04T02:59:19.0Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612759,103,120,2023-02-04T02:59:21Z,5360000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,,,,,548.0,1.0,1.0,0.0,,,,,,,,,
550,PT06M30.00S,2023-02-04T02:59:28.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631230,6.1268068331143235,45.83333333333333,1610612759,105,120,2023-02-04T02:59:33Z,5370000,False,21.0,5.0,1,left,D. Barlow DUNK (2 PTS) (I. Roby 1 AST),"[1631230, 1629676]",1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,2.14,Made,2.0,,,,,I. Roby,1629676.0,1.0,,,,,,
552,PT06M30.00S,2023-02-04T02:59:38.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,105,120,2023-02-04T02:59:38Z,5390000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M06.00S,2023-02-04T03:02:47.5Z,4,REGULAR,3pt,Jump Shot,[],1629003,93.11760840998686,2.450980392156863,1610612755,105,120,2023-02-04T03:03:05Z,5400000,False,-238.0,12.0,1,right,MISS S. Milton 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Left Corner 3,24+ Left,,,,,23.8,Missed,,,,,,,,,,,,,,
554,PT06M06.00S,2023-02-04T03:02:47.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,105,120,2023-02-04T03:03:05Z,5410000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,553.0,,,,,,,,,,,,
555,PT06M06.00S,2023-02-04T03:02:59.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,105,120,2023-02-04T03:03:11Z,5420000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,,1626302.0,,,,,,,,,,,,,,,,
556,PT05M56.00S,2023-02-04T03:03:12.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626169,7.178055190538765,42.8921568627451,1610612759,107,120,2023-02-04T03:04:01Z,5430000,False,36.0,15.0,1,left,S. Johnson driving bank Jump Shot (12 PTS),[1626169],1610612759.0,SAS,driving bank,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,,,,,3.85,Made,12.0,,,,,,,,,,,,,
557,PT05M56.00S,2023-02-04T03:03:15.3Z,4,REGULAR,foul,personal,['1freethrow'],1627863,,,1610612759,107,120,2023-02-04T03:03:26Z,5440000,False,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Johnson 1 FT),"[1627863, 1626169]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,,,,1.0,0.0,Johnson,1626169.0,,
559,PT05M56.00S,2023-02-04T03:03:36.6Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1626169,,,1610612759,108,120,2023-02-04T03:03:36Z,5460000,False,,,0,,S. Johnson Free Throw 1 of 1 (13 PTS),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
560,PT05M38.00S,2023-02-04T03:03:56.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,91.67214191852825,50.98039215686274,1610612755,108,122,2023-02-04T03:04:22Z,5470000,False,5.0,26.0,1,right,G. Niang driving finger roll Layup (13 PTS) (S. Milton 3 AST),"[1627777, 1629003]",1610612755.0,PHI,driving finger roll,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,2.63,Made,13.0,,,,,S. Milton,1629003.0,3.0,,,,,,
562,PT05M23.00S,2023-02-04T03:04:10.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,14.011169513797633,42.64705882352941,1610612759,110,122,2023-02-04T03:04:15Z,5490000,False,37.0,79.0,1,left,I. Roby 8' pullup Jump Shot (2 PTS) (S. Johnson 3 AST),"[1629676, 1626169]",1610612759.0,SAS,pullup,,,Roby,I. Roby,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.73,Made,2.0,,,,,S. Johnson,1626169.0,3.0,,,,,,
564,PT05M05.00S,2023-02-04T03:04:28.4Z,4,REGULAR,turnover,lost ball,[],1627777,,,1610612755,110,122,2023-02-04T03:04:35Z,5510000,False,,,0,,G. Niang lost ball TURNOVER (1 TO),"[1627777, 1629676]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Left,1.0,Roby,1629676.0,,,,,,,,,,,,,,,,,
565,PT05M05.00S,2023-02-04T03:04:28.4Z,4,REGULAR,steal,,[],1629676,,,1610612759,110,122,2023-02-04T03:04:31Z,5520000,False,,,0,,I. Roby STEAL (1 STL),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
566,PT05M02.00S,2023-02-04T03:04:33.4Z,4,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612759,110,122,2023-02-04T03:04:47Z,5530000,False,,,0,,S. Milton shooting personal FOUL (2 PF) (Branham 2 FT),"[1629003, 1631103]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,1626302.0,,,,,,,,,,,2.0,0.0,Branham,1631103.0,,
568,PT05M02.00S,2023-02-04T03:04:56.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631103,,,1610612759,111,122,2023-02-04T03:04:56Z,5550000,False,,,0,,M. Branham Free Throw 1 of 2 (18 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
569,PT05M02.00S,2023-02-04T03:04:58.5Z,4,REGULAR,substitution,out,[],1629003,,,1610612759,111,122,2023-02-04T03:05:04Z,5560000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M02.00S,2023-02-04T03:04:58.5Z,4,REGULAR,substitution,out,[],1627777,,,1610612759,111,122,2023-02-04T03:05:04Z,5570000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M02.00S,2023-02-04T03:04:58.5Z,4,REGULAR,substitution,out,[],1630194,,,1610612759,111,122,2023-02-04T03:05:04Z,5580000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M02.00S,2023-02-04T03:04:58.5Z,4,REGULAR,substitution,in,[],201935,,,1610612759,111,122,2023-02-04T03:05:04Z,5590000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M02.00S,2023-02-04T03:04:58.5Z,4,REGULAR,substitution,in,[],202699,,,1610612759,111,122,2023-02-04T03:05:04Z,5600000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M02.00S,2023-02-04T03:04:58.5Z,4,REGULAR,substitution,in,[],203954,,,1610612759,111,122,2023-02-04T03:05:04Z,5610000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M02.00S,2023-02-04T03:05:18.2Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631103,,,1610612759,112,122,2023-02-04T03:05:18Z,5620000,False,,,0,,M. Branham Free Throw 2 of 2 (19 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,
576,PT04M47.00S,2023-02-04T03:05:35.8Z,4,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612755,112,122,2023-02-04T03:05:54Z,5630000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Embiid 2 FT),"[1631230, 203954]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,1662.0,,,,,,,,,,,1.0,0.0,Embiid,203954.0,,
578,PT04M47.00S,2023-02-04T03:06:06.5Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,112,123,2023-02-04T03:06:29Z,5650000,False,,,0,,J. Embiid Free Throw 1 of 2 (31 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,31.0,,,,,,,,,,,,,
579,PT04M47.00S,2023-02-04T03:06:07.4Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,112,123,2023-02-04T03:06:11Z,5660000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M47.00S,2023-02-04T03:06:07.4Z,4,REGULAR,substitution,in,[],1629001,,,1610612755,112,123,2023-02-04T03:06:11Z,5670000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M47.00S,2023-02-04T03:06:06.5Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,112,123,2023-02-04T03:06:29Z,5680000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
582,PT04M44.00S,2023-02-04T03:06:09.5Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612759,112,123,2023-02-04T03:06:29Z,5690000,False,,,0,,D. Barlow REBOUND (Off:0 Def:2),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,581.0,2.0,2.0,0.0,,,,,,,,,
583,PT04M35.00S,2023-02-04T03:06:38.2Z,4,REGULAR,3pt,Jump Shot,[],1631103,27.677398160315374,80.63725490196079,1610612759,112,123,2023-02-04T03:06:55Z,5700000,False,-153.0,208.0,1,left,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,,25.81,Missed,,,,,,,,,,,,,,
584,PT04M35.00S,2023-02-04T03:06:38.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,112,123,2023-02-04T03:06:57Z,5710000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,583.0,,,,,,,,,,,,
585,PT04M35.00S,2023-02-04T03:06:57.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612755,112,123,2023-02-04T03:07:18Z,5720000,False,,,0,,D. Barlow loose ball personal FOUL (2 PF) (Embiid 2 FT),"[1631230, 203954]",1610612759.0,SAS,loose ball,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,1626302.0,,,,,,,,,,,2.0,0.0,Embiid,203954.0,,
587,PT04M35.00S,2023-02-04T03:07:20.1Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,112,124,2023-02-04T03:07:20Z,5740000,False,,,0,,J. Embiid Free Throw 1 of 2 (32 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,32.0,,,,,,,,,,,,,
588,PT04M35.00S,2023-02-04T03:07:38.8Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,112,125,2023-02-04T03:07:38Z,5750000,False,,,0,,J. Embiid Free Throw 2 of 2 (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,33.0,,,,,,,,,,,,,
589,PT04M24.00S,2023-02-04T03:07:52.0Z,4,REGULAR,3pt,Jump Shot,[],1631230,31.488173455978973,30.637254901960787,1610612759,112,125,2023-02-04T03:08:00Z,5760000,False,97.0,243.0,1,left,MISS D. Barlow 26' 3PT,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Right Center,,,,,26.2,Missed,,,,,,,,,,,,,,
590,PT04M19.00S,2023-02-04T03:07:57.0Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,112,125,2023-02-04T03:08:00Z,5770000,False,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,589.0,4.0,3.0,1.0,,,,,,,,,
591,PT03M58.00S,2023-02-04T03:08:17.1Z,4,REGULAR,3pt,Jump Shot,[],201935,69.72733245729303,20.588235294117645,1610612755,112,128,2023-02-04T03:08:23Z,5780000,False,-147.0,232.0,1,right,J. Harden 27' 3PT pullup (14 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,27.48,Made,14.0,,,,,,,,,,,,,
592,PT03M56.00S,2023-02-04T03:08:23.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,112,128,2023-02-04T03:08:23Z,5790000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M33.00S,2023-02-04T03:11:35.1Z,4,REGULAR,2pt,Jump Shot,[],1631103,21.23850197109067,49.754901960784316,1610612759,114,128,2023-02-04T03:11:40Z,5800000,False,1.0,147.0,1,left,M. Branham 14' pullup Jump Shot (21 PTS) (D. Barlow 1 AST),"[1631103, 1631230]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,,,,,14.71,Made,21.0,,,,,D. Barlow,1631230.0,1.0,,,,,,
595,PT03M12.00S,2023-02-04T03:12:00.2Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631104,,,1610612755,114,128,2023-02-04T03:12:16Z,5820000,False,,,0,,B. Wesley shooting personal FOUL (4 PF) (Harden 3 FT),"[1631104, 201935]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,,,,1662.0,,,,,,,,,,,4.0,0.0,Harden,201935.0,,
597,PT03M12.00S,2023-02-04T03:12:29.1Z,4,REGULAR,freethrow,1 of 3,[],201935,,,1610612755,114,129,2023-02-04T03:12:29Z,5840000,False,,,0,,J. Harden Free Throw 1 of 3 (15 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
598,PT03M12.00S,2023-02-04T03:12:45.0Z,4,REGULAR,freethrow,2 of 3,[],201935,,,1610612755,114,129,2023-02-04T03:12:45Z,5850000,False,,,0,,MISS J. Harden Free Throw 2 of 3,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
