actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
268,PT04M32.00S,2021-12-07T01:53:41.2Z,2,REGULAR,3pt,Jump Shot,[],1627789,96.40275952693824,95.58823529411765,1610612737,36,50,2021-12-07T01:53:45Z,2650000,228.0,-19.0,1,right,MISS T. Luwawu-Cabarrot 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,22.87,Missed,,,,,,,,,,,,,,,,,,,
269,PT04M29.00S,2021-12-07T01:53:43.7Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,36,50,2021-12-07T01:53:43Z,2660000,,,0,,C. Capela REBOUND (Off:3 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,268.0,8.0,5.0,3.0,,,,,,,,,,,,,
270,PT04M29.00S,2021-12-07T01:53:44.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,93.38042049934296,50.98039215686274,1610612737,36,50,2021-12-07T01:53:49Z,2670000,5.0,10.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,1.09,Missed,,,,,,,,,,,,,,,,,,,
271,PT04M29.00S,2021-12-07T01:53:44.3Z,2,REGULAR,rebound,offensive,[],1628381,,,1610612737,36,50,2021-12-07T01:53:49Z,2680000,,,0,,J. Collins REBOUND (Off:2 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,270.0,6.0,4.0,2.0,,,,,,,,,,,,,
272,PT04M25.00S,2021-12-07T01:53:47.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,75.77201051248358,13.480392156862745,1610612737,36,50,2021-12-07T01:53:52Z,2690000,-183.0,175.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
273,PT04M23.00S,2021-12-07T01:53:49.6Z,2,REGULAR,rebound,defensive,[],1630195,,,1610612750,36,50,2021-12-07T01:53:52Z,2700000,,,0,,L. Bolmaro REBOUND (Off:2 Def:1),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,272.0,3.0,1.0,2.0,,,,,,,,,,,,,
274,PT04M15.00S,2021-12-07T01:53:58.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,8.09789750328515,49.50980392156863,1610612750,36,50,2021-12-07T01:54:02Z,2710000,2.0,24.0,1,left,MISS K. Towns driving DUNK - blocked,"[1626157, 203991]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,2.37,Missed,Capela,203991.0,,,,,,,,,,,,,,,,,
284,PT04M15.00S,2021-12-07T01:53:58.1Z,2,REGULAR,block,,[],203991,,,1610612750,36,50,2021-12-07T01:55:00Z,2715000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M13.00S,2021-12-07T01:54:00.1Z,2,REGULAR,rebound,offensive,[],1627752,,,1610612750,36,50,2021-12-07T01:54:02Z,2720000,,,0,,T. Prince REBOUND (Off:1 Def:0),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,274.0,1.0,0.0,1.0,,,,,,,,,,,,,
276,PT04M11.00S,2021-12-07T01:54:01.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627752,2.7102496714848883,95.09803921568627,1610612750,36,50,2021-12-07T01:54:07Z,2730000,-225.0,-27.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
277,PT04M09.00S,2021-12-07T01:54:03.8Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,36,50,2021-12-07T01:54:07Z,2740000,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,276.0,3.0,3.0,0.0,,,,,,,,,,,,,
278,PT04M02.00S,2021-12-07T01:54:10.8Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,36,50,2021-12-07T01:54:16Z,2750000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1630162]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,3.0,Edwards,1630162.0,,,,,
279,PT04M02.00S,2021-12-07T01:54:10.8Z,2,REGULAR,steal,,[],1630162,,,1610612750,36,50,2021-12-07T01:54:13Z,2760000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M59.00S,2021-12-07T01:54:13.9Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,36,50,2021-12-07T01:54:19Z,2770000,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1629027]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,1.0,Young,1629027.0,,,,,
281,PT03M59.00S,2021-12-07T01:54:13.9Z,2,REGULAR,steal,,[],1629027,,,1610612737,36,50,2021-12-07T01:54:17Z,2780000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M58.00S,2021-12-07T01:54:18.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630195,,,1610612737,36,50,2021-12-07T01:55:14Z,2790000,,,0,,L. Bolmaro personal FOUL (3 PF) (Young 2 FT),"[1630195, 1629027]",1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,202027.0,,,,,,,,3.0,0.0,Young,1629027.0,
286,PT03M58.00S,2021-12-07T01:55:49.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,36,50,2021-12-07T01:56:08Z,2820000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M58.00S,2021-12-07T01:55:54.9Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612737,36,50,2021-12-07T01:56:24Z,2830000,,,0,,,[],1610612750.0,MIN,support,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,
288,PT03M58.00S,2021-12-07T01:56:38.3Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201976,,,1610612737,36,50,2021-12-07T01:57:52Z,2840000,,,0,,P. Beverley technical FOUL (1 Tech),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,1627963.0,,,,,,,,0.0,1.0,,,
289,PT03M58.00S,2021-12-07T01:57:54.1Z,2,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,36,50,2021-12-07T01:57:54Z,2850000,,,0,,MISS T. Young technical Free Throw 1 of 1,[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M58.00S,2021-12-07T01:57:54.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,36,50,2021-12-07T01:57:54Z,2860000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,289.0,,,,,,,,,,,,,,,,
291,PT03M58.00S,2021-12-07T01:58:12.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,36,51,2021-12-07T01:58:12Z,2870000,,,0,,T. Young Free Throw 1 of 2 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,11.0,,,,,,,,,,,
292,PT03M58.00S,2021-12-07T01:58:24.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,36,52,2021-12-07T01:58:24Z,2880000,,,0,,T. Young Free Throw 2 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,12.0,,,,,,,,,,,
293,PT03M46.00S,2021-12-07T01:58:39.2Z,2,REGULAR,turnover,traveling,[],1630195,,,1610612750,36,52,2021-12-07T01:58:46Z,2890000,,,0,,L. Bolmaro traveling TURNOVER (1 TO),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,1627963.0,,,,,1.0,,,,,,,
294,PT03M33.00S,2021-12-07T01:59:07.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612737,36,52,2021-12-07T01:59:14Z,2900000,,,0,,K. Towns shooting personal FOUL (2 PF) (Capela 2 FT),"[1626157, 203991]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,202027.0,,,,,,,,2.0,0.0,Capela,203991.0,
296,PT03M33.00S,2021-12-07T01:59:29.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203991,,,1610612737,36,53,2021-12-07T01:59:29Z,2920000,,,0,,C. Capela Free Throw 1 of 2 (6 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
297,PT03M33.00S,2021-12-07T01:59:31.5Z,2,REGULAR,substitution,out,[],1630195,,,1610612737,36,53,2021-12-07T01:59:35Z,2930000,,,0,,SUB out: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M33.00S,2021-12-07T01:59:31.5Z,2,REGULAR,substitution,in,[],1627736,,,1610612737,36,53,2021-12-07T01:59:35Z,2940000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M33.00S,2021-12-07T01:59:48.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203991,,,1610612737,36,54,2021-12-07T01:59:48Z,2950000,,,0,,C. Capela Free Throw 2 of 2 (7 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,,,,7.0,,,,,,,,,,,
300,PT03M22.00S,2021-12-07T02:00:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,9.411957950065702,49.01960784313725,1610612750,36,54,2021-12-07T02:00:06Z,2960000,5.0,36.0,1,left,MISS T. Prince cutting finger roll Layup,[1627752],1610612750.0,MIN,cutting finger roll,,,Prince,T. Prince,,,,,3.63,Missed,,,,,,,,,,,,,,,,,,,
301,PT03M21.00S,2021-12-07T02:00:02.1Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,36,54,2021-12-07T02:00:02Z,2970000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,300.0,5.0,4.0,1.0,,,,,,,,,,,,,
302,PT03M16.00S,2021-12-07T02:00:07.1Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,36,54,2021-12-07T02:00:14Z,2980000,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1629027]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,2.0,Young,1629027.0,,,,,
303,PT03M16.00S,2021-12-07T02:00:07.1Z,2,REGULAR,steal,,[],1629027,,,1610612737,36,54,2021-12-07T02:00:09Z,2990000,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M15.00S,2021-12-07T02:00:10.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612737,36,54,2021-12-07T02:00:18Z,3000000,,,0,,M. Beasley personal FOUL (1 PF) (Young 2 FT),"[1627736, 1629027]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,202041.0,,,,,,,,1.0,0.0,Young,1629027.0,
306,PT03M15.00S,2021-12-07T02:00:21.4Z,2,REGULAR,instantreplay,request,[],0,,,1610612737,36,54,2021-12-07T02:01:11Z,3020000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,Common Foul Upheld
307,PT03M15.00S,2021-12-07T02:01:36.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,36,55,2021-12-07T02:01:36Z,3030000,,,0,,T. Young Free Throw 1 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,13.0,,,,,,,,,,,
308,PT03M15.00S,2021-12-07T02:01:37.0Z,2,REGULAR,substitution,out,[],1627752,,,1610612737,36,55,2021-12-07T02:01:41Z,3040000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M15.00S,2021-12-07T02:01:37.0Z,2,REGULAR,substitution,in,[],1630183,,,1610612737,36,55,2021-12-07T02:01:41Z,3050000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M15.00S,2021-12-07T02:01:53.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,36,56,2021-12-07T02:01:53Z,3060000,,,0,,T. Young Free Throw 2 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,14.0,,,,,,,,,,,
311,PT03M01.00S,2021-12-07T02:02:09.9Z,2,REGULAR,3pt,Jump Shot,[],1630183,24.26084099868594,85.04901960784314,1610612750,36,56,2021-12-07T02:02:15Z,3070000,-175.0,176.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
312,PT02M59.00S,2021-12-07T02:02:11.9Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,36,56,2021-12-07T02:02:15Z,3080000,,,0,,T. Young REBOUND (Off:0 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,311.0,4.0,4.0,0.0,,,,,,,,,,,,,
313,PT02M52.00S,2021-12-07T02:02:18.7Z,2,REGULAR,3pt,Jump Shot,[],1627789,72.61826544021025,76.9607843137255,1610612737,36,56,2021-12-07T02:02:24Z,3090000,135.0,205.0,1,right,MISS T. Luwawu-Cabarrot 24' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
314,PT02M50.00S,2021-12-07T02:02:20.7Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,36,56,2021-12-07T02:02:24Z,3100000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,313.0,6.0,5.0,1.0,,,,,,,,,,,,,
315,PT02M44.00S,2021-12-07T02:02:27.1Z,2,REGULAR,3pt,Jump Shot,[],1630162,26.757555847568987,18.38235294117647,1610612750,39,56,2021-12-07T02:02:31Z,3110000,158.0,199.0,1,left,A. Edwards 25' 3PT  (9 PTS) (J. Vanderbilt 1 AST),"[1630162, 1629020]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.42,Made,,,,,,,,9.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,
316,PT02M25.00S,2021-12-07T02:02:44.6Z,2,REGULAR,3pt,Jump Shot,[],1628381,94.69448094612353,95.34313725490196,1610612737,39,56,2021-12-07T02:02:49Z,3120000,227.0,-3.0,1,right,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
317,PT02M23.00S,2021-12-07T02:02:46.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,39,56,2021-12-07T02:02:49Z,3130000,,,0,,K. Towns REBOUND (Off:0 Def:8),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,316.0,8.0,8.0,0.0,,,,,,,,,,,,,
318,PT02M18.00S,2021-12-07T02:02:55.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627789,,,1610612750,39,56,2021-12-07T02:03:05Z,3140000,,,0,,T. Luwawu-Cabarrot personal FOUL (2 PF) (Edwards 2 FT),"[1627789, 1630162]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,1627963.0,,,,,,,,2.0,0.0,Edwards,1630162.0,
320,PT02M18.00S,2021-12-07T02:03:21.1Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,40,56,2021-12-07T02:03:21Z,3160000,,,0,,A. Edwards Free Throw 1 of 2 (10 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,,,,10.0,,,,,,,,,,,
321,PT02M18.00S,2021-12-07T02:03:33.5Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,41,56,2021-12-07T02:03:33Z,3170000,,,0,,A. Edwards Free Throw 2 of 2 (11 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,,,,11.0,,,,,,,,,,,
322,PT01M59.00S,2021-12-07T02:03:55.5Z,2,REGULAR,3pt,Jump Shot,[],1627789,92.9862023653088,3.431372549019608,1610612737,41,59,2021-12-07T02:04:01Z,3180000,-233.0,13.0,1,right,T. Luwawu-Cabarrot 3PT  (12 PTS) (K. Huerter 2 AST),"[1627789, 1628989]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,23.32,Made,,,,,,,,12.0,K. Huerter,1628989.0,2.0,,,,,,,,
324,PT01M44.00S,2021-12-07T02:04:10.2Z,2,REGULAR,2pt,Jump Shot,[],1630162,22.28975032851511,31.862745098039213,1610612750,41,59,2021-12-07T02:04:16Z,3200000,91.0,157.0,1,left,MISS A. Edwards 18' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,18.13,Missed,,,,,,,,,,,,,,,,,,,
325,PT01M41.00S,2021-12-07T02:04:13.2Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,41,59,2021-12-07T02:04:16Z,3210000,,,0,,C. Capela REBOUND (Off:3 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,324.0,9.0,6.0,3.0,,,,,,,,,,,,,
326,PT01M25.00S,2021-12-07T02:04:28.9Z,2,REGULAR,turnover,lost ball,[],1629027,,,1610612737,41,59,2021-12-07T02:04:36Z,3220000,,,0,,T. Young lost ball TURNOVER (4 TO),"[1629027, 1630183]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,4.0,McDaniels,1630183.0,,,,,
327,PT01M25.00S,2021-12-07T02:04:28.9Z,2,REGULAR,steal,,[],1630183,,,1610612750,41,59,2021-12-07T02:04:31Z,3230000,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M21.00S,2021-12-07T02:04:32.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,7.440867279894875,48.529411764705884,1610612750,43,59,2021-12-07T02:04:42Z,3240000,7.0,17.0,1,left,J. McDaniels running DUNK (2 PTS),[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,1.89,Made,,,,,,,,2.0,,,,,,,,,,,
329,PT01M02.00S,2021-12-07T02:04:56.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612737,43,59,2021-12-07T02:05:02Z,3250000,,,0,,J. McDaniels personal FOUL (2 PF) (Young 2 FT),"[1630183, 1629027]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,202027.0,,,,,,,,2.0,0.0,Young,1629027.0,
331,PT01M02.00S,2021-12-07T02:05:23.8Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,43,60,2021-12-07T02:05:23Z,3270000,,,0,,T. Young Free Throw 1 of 2 (15 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,15.0,,,,,,,,,,,
332,PT01M02.00S,2021-12-07T02:05:41.2Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,43,61,2021-12-07T02:05:41Z,3280000,,,0,,T. Young Free Throw 2 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,16.0,,,,,,,,,,,
333,PT00M48.70S,2021-12-07T02:05:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.652431011826544,52.69607843137255,1610612750,43,61,2021-12-07T02:06:29Z,3290000,-13.0,10.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.68,Missed,,,,,,,,,,,,,,,,,,,
334,PT00M47.50S,2021-12-07T02:05:59.2Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,43,61,2021-12-07T02:06:29Z,3300000,,,0,,K. Towns REBOUND (Off:1 Def:8),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,333.0,9.0,8.0,1.0,,,,,,,,,,,,,
335,PT00M47.50S,2021-12-07T02:06:01.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.044678055190539,55.024509803921575,1610612750,45,61,2021-12-07T02:06:09Z,3310000,-25.0,4.0,1,left,K. Towns putback Layup (15 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,2.55,Made,,,,,,,,15.0,,,,,,,,,,,
336,PT00M47.50S,2021-12-07T02:06:09.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628381,,,1610612750,45,61,2021-12-07T02:06:16Z,3320000,,,0,,J. Collins shooting personal FOUL (2 PF) (Towns 1 FT),"[1628381, 1626157]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,202027.0,,,,,,,,2.0,0.0,Towns,1626157.0,
338,PT00M47.50S,2021-12-07T02:06:39.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1626157,,,1610612750,46,61,2021-12-07T02:06:39Z,3340000,,,0,,K. Towns Free Throw 1 of 1 (16 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,16.0,,,,,,,,,,,
339,PT00M32.80S,2021-12-07T02:06:55.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,59.8718791064389,55.392156862745104,1610612737,46,61,2021-12-07T02:07:00Z,3350000,27.0,325.0,1,right,MISS T. Young 32' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,32.58,Missed,,,,,,,,,,,,,,,,,,,
340,PT00M29.90S,2021-12-07T02:06:58.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,46,61,2021-12-07T02:07:00Z,3360000,,,0,,K. Towns REBOUND (Off:1 Def:9),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,339.0,10.0,9.0,1.0,,,,,,,,,,,,,
341,PT00M25.00S,2021-12-07T02:07:03.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626157,8.09789750328515,49.01960784313725,1610612750,46,61,2021-12-07T02:07:26Z,3370000,5.0,24.0,1,left,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
342,PT00M24.30S,2021-12-07T02:07:03.7Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,46,61,2021-12-07T02:07:26Z,3380000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,341.0,7.0,5.0,2.0,,,,,,,,,,,,,
343,PT00M24.30S,2021-12-07T02:07:08.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,5.590000152587891,50.0,1610612750,48,61,2021-12-07T02:07:08Z,3390000,0.0,0.0,1,left,J. Vanderbilt tip Layup (2 PTS),[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,0.0,Made,,,,,,,,2.0,,,,,,,,,,,
344,PT00M00.60S,2021-12-07T02:07:33.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,80.1084099868594,48.77450980392157,1610612737,48,61,2021-12-07T02:07:42Z,3400000,-6.0,134.0,1,right,MISS K. Huerter 13' driving floating Shot,[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,13.46,Missed,,,,,,,,,,,,,,,,,,,
345,PT00M00.10S,2021-12-07T02:07:33.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,48,61,2021-12-07T02:07:42Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,
346,PT00M00.00S,2021-12-07T02:07:43.0Z,2,REGULAR,period,end,[],0,,,1610612737,48,61,2021-12-07T02:07:43Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-12-07T02:22:02.3Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612737,48,61,2021-12-07T02:22:49Z,3430000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-12-07T02:22:02.3Z,3,REGULAR,substitution,out,['startperiod'],1630183,,,1610612737,48,61,2021-12-07T02:22:49Z,3440000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-12-07T02:22:02.3Z,3,REGULAR,substitution,in,['startperiod'],1630195,,,1610612737,48,61,2021-12-07T02:22:49Z,3450000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-12-07T02:22:02.3Z,3,REGULAR,substitution,in,['startperiod'],1627752,,,1610612737,48,61,2021-12-07T02:22:49Z,3460000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-12-07T02:23:06.4Z,3,REGULAR,period,start,[],0,,,1610612750,48,61,2021-12-07T02:23:06Z,3470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
