actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
259,PT07M28.00S,2022-03-08T01:52:39.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629162,5.732588699080158,48.03921568627451,1610612750,44,27,2022-03-08T02:00:59Z,2540000,10.0,1.0,1,left,J. McLaughlin running Layup (7 PTS) (J. McDaniels 1 AST),"[1629162, 1630183]",1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,7.0,,0.99,,,,J. McDaniels,1630183.0,1.0,,,,,,
260,PT07M28.00S,2022-03-08T01:52:46.7Z,2,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612750,44,27,2022-03-08T01:52:53Z,2550000,,,0,,J. Hart shooting personal FOUL (1 PF) (McLaughlin 1 FT),"[1628404, 1629162]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,1628171.0,1.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,
262,PT07M28.00S,2022-03-08T01:52:55.4Z,2,REGULAR,substitution,out,[],1630570,,,1610612750,44,27,2022-03-08T01:53:12Z,2570000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M28.00S,2022-03-08T01:52:55.4Z,2,REGULAR,substitution,out,[],1630190,,,1610612750,44,27,2022-03-08T01:53:12Z,2580000,,,0,,SUB out: E. Hughes,[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M28.00S,2022-03-08T01:52:55.4Z,2,REGULAR,substitution,in,[],1629234,,,1610612750,44,27,2022-03-08T01:53:12Z,2590000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M28.00S,2022-03-08T01:52:55.4Z,2,REGULAR,substitution,in,[],1630535,,,1610612750,44,27,2022-03-08T01:53:12Z,2600000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M28.00S,2022-03-08T01:53:15.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629162,,,1610612750,45,27,2022-03-08T01:53:15Z,2610000,,,0,,J. McLaughlin Free Throw 1 of 1 (8 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
267,PT07M17.00S,2022-03-08T01:53:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,92.85479632063075,49.754901960784316,1610612757,45,29,2022-03-08T01:53:31Z,2620000,-1.0,15.0,1,right,B. Williams driving Layup (14 PTS),[1630314],1610612757.0,POR,driving,,,Williams,B. Williams,,,,,,,,,,Made,14.0,,1.47,,,,,,,,,,,,
268,PT06M57.00S,2022-03-08T01:53:49.8Z,2,REGULAR,turnover,traveling,[],1627752,,,1610612750,45,29,2022-03-08T01:53:54Z,2630000,,,0,,T. Prince traveling TURNOVER (1 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,1662.0,,,,,,,,,,,,,,,,,1.0,,,
269,PT06M57.00S,2022-03-08T01:54:05.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,45,29,2022-03-08T01:54:05Z,2640000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M57.00S,2022-03-08T01:56:12.9Z,2,REGULAR,substitution,out,[],1629669,,,1610612757,45,29,2022-03-08T01:56:51Z,2650000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M57.00S,2022-03-08T01:56:12.9Z,2,REGULAR,substitution,out,[],1629162,,,1610612757,45,29,2022-03-08T01:56:51Z,2660000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M57.00S,2022-03-08T01:56:12.9Z,2,REGULAR,substitution,in,[],1627736,,,1610612757,45,29,2022-03-08T01:56:51Z,2670000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M57.00S,2022-03-08T01:56:12.9Z,2,REGULAR,substitution,in,[],201976,,,1610612757,45,29,2022-03-08T01:56:51Z,2680000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M35.00S,2022-03-08T01:57:26.1Z,2,REGULAR,foul,personal,['2freethrow'],201976,,,1610612757,45,29,2022-03-08T01:57:31Z,2690000,,,0,,P. Beverley shooting personal FOUL (1 PF) (Elleby 2 FT),"[201976, 1629604]",1610612750.0,MIN,shooting,,,Beverley,P. Beverley,,,,,1628171.0,1.0,0.0,Elleby,1629604.0,,,,,,,,,,,,,,,,
280,PT06M35.00S,2022-03-08T01:57:53.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629604,,,1610612757,45,29,2022-03-08T01:57:53Z,2710000,,,0,,MISS C. Elleby Free Throw 1 of 2,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
281,PT06M35.00S,2022-03-08T01:57:53.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,45,29,2022-03-08T01:57:53Z,2720000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,
282,PT06M35.00S,2022-03-08T01:58:06.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629604,,,1610612757,45,30,2022-03-08T01:58:07Z,2730000,,,0,,C. Elleby Free Throw 2 of 2 (5 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
284,PT06M23.00S,2022-03-08T01:58:28.0Z,2,REGULAR,turnover,offensive goaltending,[],1627752,,,1610612750,45,30,2022-03-08T01:58:47Z,2750000,,,0,,T. Prince offensive goaltending TURNOVER (2 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,1662.0,,,,,,,,,,,,,,,,,2.0,,,
285,PT06M10.00S,2022-03-08T01:58:50.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629604,91.01511169513797,52.20588235294118,1610612757,45,30,2022-03-08T01:58:57Z,2760000,11.0,32.0,1,right,MISS C. Elleby cutting Layup - blocked,"[1629604, 1630183]",1610612757.0,POR,cutting,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,3.38,,,,,,,McDaniels,1630183.0,,,,
286,PT06M10.00S,2022-03-08T01:58:50.8Z,2,REGULAR,block,,[],1630183,,,1610612757,45,30,2022-03-08T01:58:52Z,2770000,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT06M07.00S,2022-03-08T01:58:53.8Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,45,30,2022-03-08T01:58:57Z,2780000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,285.0,,1.0,1.0,0.0,,,,,,,,,
288,PT06M04.00S,2022-03-08T01:58:57.7Z,2,REGULAR,turnover,bad pass,[],1627752,,,1610612750,45,30,2022-03-08T01:59:12Z,2790000,,,0,,T. Prince bad pass TURNOVER (3 TO),"[1627752, 1628404]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,3.0,Hart,1628404.0,
289,PT06M04.00S,2022-03-08T01:58:57.7Z,2,REGULAR,steal,,[],1628404,,,1610612757,45,30,2022-03-08T01:58:59Z,2800000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M59.00S,2022-03-08T01:59:02.9Z,2,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612757,45,30,2022-03-08T02:03:48Z,2810000,,,0,,T. Prince shooting personal FOUL (2 PF) (Brown III 2 FT),"[1627752, 1630535]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,2002.0,2.0,0.0,Brown III,1630535.0,,,,,,,,,,,,,,,,
292,PT05M59.00S,2022-03-08T01:59:34.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,45,30,2022-03-08T01:59:34Z,2830000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M59.00S,2022-03-08T01:59:36.3Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612757,45,30,2022-03-08T02:06:23Z,2840000,,,0,,,[],1610612750.0,MIN,stands,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
294,PT05M59.00S,2022-03-08T02:02:02.3Z,2,REGULAR,substitution,out,[],1627752,,,1610612757,45,30,2022-03-08T02:02:23Z,2850000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT05M59.00S,2022-03-08T02:02:02.3Z,2,REGULAR,substitution,in,[],1626157,,,1610612757,45,30,2022-03-08T02:02:23Z,2860000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT05M59.00S,2022-03-08T02:02:39.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630535,,,1610612757,45,30,2022-03-08T02:03:27Z,2870000,,,0,,MISS G. Brown III Free Throw 1 of 2,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,Missed,,,,,,,,,,,,,,,
299,PT05M59.00S,2022-03-08T02:02:39.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,45,30,2022-03-08T02:03:27Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,
300,PT05M59.00S,2022-03-08T02:02:39.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630535,,,1610612757,45,31,2022-03-08T02:03:27Z,2885000,,,0,,G. Brown III Free Throw 2 of 2 (1 PTS),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
298,PT05M49.00S,2022-03-08T02:03:14.8Z,2,REGULAR,foul,technical,['1freethrow'],1630535,,,1610612750,45,31,2022-03-08T02:03:29Z,2890000,,,0,,G. Brown III defensive-3-second technical FOUL (1 Tech),[1630535],1610612757.0,POR,defensive-3-second,,,Brown III,G. Brown III,,,,,1662.0,2.0,1.0,,,,,,,,,,,,,,,,,,
301,PT05M49.00S,2022-03-08T02:03:33.9Z,2,REGULAR,freethrow,1 of 1,[],1627736,,,1610612750,46,31,2022-03-08T02:03:33Z,2900000,,,0,,M. Beasley technical Free Throw 1 of 1 (4 PTS),[1627736],1610612750.0,MIN,technical,,,Beasley,M. Beasley,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
302,PT05M36.00S,2022-03-08T02:03:59.5Z,2,REGULAR,3pt,Jump Shot,[],1627736,25.57490144546649,82.35294117647058,1610612750,46,31,2022-03-08T02:04:25Z,2910000,-162.0,188.0,1,left,MISS M. Beasley 24' step back 3PT,[1627736],1610612750.0,MIN,step back,,,Beasley,M. Beasley,,,,,,,,,,Missed,,,24.8,,,,,,,,,,,,
303,PT05M35.00S,2022-03-08T02:04:00.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,46,31,2022-03-08T02:04:23Z,2920000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,
304,PT05M35.00S,2022-03-08T02:04:03.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,46,31,2022-03-08T02:04:16Z,2930000,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,2002.0,,,,,,,,,,,,,,,,,,,,
305,PT05M20.00S,2022-03-08T02:04:28.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628404,86.28449408672799,39.950980392156865,1610612757,46,31,2022-03-08T02:04:32Z,2940000,-50.0,76.0,1,right,MISS J. Hart 9' turnaround fadeaway Shot,[1628404],1610612757.0,POR,turnaround fadeaway,,,Hart,J. Hart,,,,,,,,,,Missed,,,9.14,,,,,,,,,,,,
306,PT05M16.00S,2022-03-08T02:04:32.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,46,31,2022-03-08T02:04:32Z,2950000,,,0,,K. Towns REBOUND (Off:3 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,305.0,,6.0,3.0,3.0,,,,,,,,,
307,PT05M13.00S,2022-03-08T02:04:34.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630183,8.492115637319317,48.77450980392157,1610612750,46,31,2022-03-08T02:04:43Z,2960000,6.0,27.0,1,left,MISS J. McDaniels running Layup,[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,,,,,,Missed,,,2.8,,,,,,,,,,,,
308,PT05M10.00S,2022-03-08T02:04:37.7Z,2,REGULAR,rebound,defensive,[],1629604,,,1610612757,46,31,2022-03-08T02:04:43Z,2970000,,,0,,C. Elleby REBOUND (Off:0 Def:2),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,307.0,,2.0,2.0,0.0,,,,,,,,,
309,PT05M07.00S,2022-03-08T02:04:45.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,46,31,2022-03-08T02:04:45Z,2980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M55.00S,2022-03-08T02:05:20.4Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612757,46,31,2022-03-08T02:05:28Z,2990000,,,0,,J. Hart bad pass TURNOVER (2 TO),"[1628404, 1629020]",1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,2.0,Vanderbilt,1629020.0,
311,PT04M55.00S,2022-03-08T02:05:20.4Z,2,REGULAR,steal,,[],1629020,,,1610612750,46,31,2022-03-08T02:05:21Z,3000000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M55.00S,2022-03-08T02:05:23.5Z,2,REGULAR,foul,personal,[],1630535,,,1610612750,46,31,2022-03-08T02:05:51Z,3010000,,,0,,G. Brown III personal FOUL (3 PF),"[1630535, 1629020]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,1628171.0,3.0,1.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,,,
314,PT04M49.00S,2022-03-08T02:06:03.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,8.229303547963205,95.09803921568627,1610612750,49,31,2022-03-08T02:06:08Z,3030000,-225.0,25.0,1,left,M. Beasley 3PT  (7 PTS) (P. Beverley 2 AST),"[1627736, 201976]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Made,7.0,,22.69,,,,P. Beverley,201976.0,2.0,,,,,,
316,PT04M39.00S,2022-03-08T02:06:16.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612757,49,31,2022-03-08T02:06:22Z,3050000,,,0,,K. Towns shooting personal FOUL (2 PF) (Williams 2 FT),"[1626157, 1630314]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,1628171.0,2.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
318,PT04M39.00S,2022-03-08T02:06:42.2Z,2,REGULAR,freethrow,1 of 2,[],1630314,,,1610612757,49,31,2022-03-08T02:07:09Z,3070000,,,0,,MISS B. Williams Free Throw 1 of 2,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,
319,PT04M39.00S,2022-03-08T02:06:42.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,49,31,2022-03-08T02:07:09Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,318.0,,,,,,,,,,,,,
320,PT04M39.00S,2022-03-08T02:06:44.0Z,2,REGULAR,substitution,out,[],1630535,,,1610612757,49,31,2022-03-08T02:06:50Z,3090000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT04M39.00S,2022-03-08T02:06:44.0Z,2,REGULAR,substitution,in,[],1630570,,,1610612757,49,31,2022-03-08T02:06:50Z,3100000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT04M39.00S,2022-03-08T02:06:42.2Z,2,REGULAR,freethrow,2 of 2,[],1630314,,,1610612757,49,31,2022-03-08T02:07:09Z,3110000,,,0,,MISS B. Williams Free Throw 2 of 2,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,
323,PT04M37.00S,2022-03-08T02:06:44.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,49,31,2022-03-08T02:07:09Z,3120000,,,0,,K. Towns REBOUND (Off:3 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,322.0,,7.0,4.0,3.0,,,,,,,,,
324,PT04M23.00S,2022-03-08T02:07:23.1Z,2,REGULAR,foul,personal,[],1630314,,,1610612750,49,31,2022-03-08T02:07:30Z,3130000,,,0,,B. Williams personal FOUL (3 PF),"[1630314, 1626157]",1610612757.0,POR,,,,Williams,B. Williams,,,,,1662.0,3.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
326,PT04M23.00S,2022-03-08T02:07:43.2Z,2,REGULAR,substitution,out,[],1630314,,,1610612750,49,31,2022-03-08T02:07:45Z,3150000,,,0,,SUB out: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT04M23.00S,2022-03-08T02:07:43.2Z,2,REGULAR,substitution,in,[],1630553,,,1610612750,49,31,2022-03-08T02:07:45Z,3160000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT04M18.00S,2022-03-08T02:07:55.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,6.258212877792378,94.36274509803921,1610612750,49,31,2022-03-08T02:08:25Z,3170000,-222.0,6.0,1,left,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Missed,,,22.19,,,,,,,,,,,,
329,PT04M15.00S,2022-03-08T02:07:58.7Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,49,31,2022-03-08T02:08:25Z,3180000,,,0,,K. Towns REBOUND (Off:4 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,328.0,,8.0,4.0,4.0,,,,,,,,,
331,PT04M03.00S,2022-03-08T02:08:18.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630553,,,1610612750,49,31,2022-03-08T02:08:24Z,3200000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Towns 2 FT),"[1630553, 1626157]",1610612757.0,POR,shooting,,,Johnson,K. Johnson,,,,,1662.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
333,PT04M03.00S,2022-03-08T02:08:47.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,50,31,2022-03-08T02:08:47Z,3220000,,,0,,K. Towns Free Throw 1 of 2 (13 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
334,PT04M03.00S,2022-03-08T02:09:09.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,51,31,2022-03-08T02:09:09Z,3230000,,,0,,K. Towns Free Throw 2 of 2 (14 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
335,PT03M51.00S,2022-03-08T02:09:24.4Z,2,REGULAR,2pt,Jump Shot,[],1628404,77.7431011826544,49.26470588235294,1610612757,51,31,2022-03-08T02:09:31Z,3240000,-4.0,157.0,1,right,MISS J. Hart 15' pullup Shot,[1628404],1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,,,,,,Missed,,,15.67,,,,,,,,,,,,
336,PT03M46.00S,2022-03-08T02:09:29.4Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,51,31,2022-03-08T02:09:31Z,3250000,,,0,,P. Beverley REBOUND (Off:1 Def:4),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,335.0,,5.0,4.0,1.0,,,,,,,,,
337,PT03M40.00S,2022-03-08T02:09:35.0Z,2,REGULAR,3pt,Jump Shot,[],1627736,30.962549277266753,64.2156862745098,1610612750,51,31,2022-03-08T02:09:41Z,3260000,-71.0,239.0,1,left,MISS M. Beasley 24' pullup 3PT,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,,,,Missed,,,24.89,,,,,,,,,,,,
338,PT03M37.00S,2022-03-08T02:09:38.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,51,31,2022-03-08T02:09:41Z,3270000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,337.0,,1.0,1.0,0.0,,,,,,,,,
339,PT03M35.00S,2022-03-08T02:09:44.8Z,2,REGULAR,foul,offensive,['inpenalty'],1630553,,,1610612757,51,31,2022-03-08T02:10:01Z,3280000,,,0,,K. Johnson charge offensive FOUL (2 PF),"[1630553, 201976]",1610612757.0,POR,charge,,,Johnson,K. Johnson,,,,,2002.0,2.0,0.0,Beverley,201976.0,,,,,,,,,,,,,,,,
341,PT03M35.00S,2022-03-08T02:09:44.8Z,2,REGULAR,turnover,offensive foul,[],1630553,,,1610612757,51,31,2022-03-08T02:09:44Z,3300000,,,0,,K. Johnson offensive foul TURNOVER (2 TO),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,2002.0,,,,,,,,,,,,,,,,,2.0,,,
342,PT03M35.00S,2022-03-08T02:09:56.8Z,2,REGULAR,substitution,out,[],1629020,,,1610612750,51,31,2022-03-08T02:10:13Z,3310000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT03M35.00S,2022-03-08T02:09:56.8Z,2,REGULAR,substitution,in,[],1629669,,,1610612750,51,31,2022-03-08T02:10:13Z,3320000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT03M20.00S,2022-03-08T02:10:27.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201976,23.603810775295663,86.76470588235294,1610612750,51,31,2022-03-08T02:10:32Z,3330000,-184.0,169.0,1,left,MISS P. Beverley 25' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,Missed,,,25.0,,,,,,,,,,,,
345,PT03M18.00S,2022-03-08T02:10:29.7Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,51,31,2022-03-08T02:10:32Z,3340000,,,0,,T. Watford REBOUND (Off:2 Def:3),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,344.0,,5.0,3.0,2.0,,,,,,,,,
346,PT03M11.00S,2022-03-08T02:10:36.4Z,2,REGULAR,3pt,Jump Shot,[],1628404,79.97700394218134,90.68627450980392,1610612757,51,31,2022-03-08T02:10:42Z,3350000,203.0,136.0,1,right,MISS J. Hart 24' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,Missed,,,24.45,,,,,,,,,,,,
347,PT03M10.00S,2022-03-08T02:10:37.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,51,31,2022-03-08T02:10:42Z,3360000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,
348,PT03M10.00S,2022-03-08T02:10:42.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,51,31,2022-03-08T02:10:42Z,3370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT02M53.00S,2022-03-08T02:11:07.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,7.440867279894875,49.754901960784316,1610612750,51,31,2022-03-08T02:11:12Z,3380000,1.0,17.0,1,left,MISS M. Beasley driving Layup,[1627736],1610612750.0,MIN,driving,,,Beasley,M. Beasley,,,,,,,,,,Missed,,,1.74,,,,,,,,,,,,
350,PT02M49.00S,2022-03-08T02:11:11.0Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,51,31,2022-03-08T02:11:12Z,3390000,,,0,,K. Towns REBOUND (Off:5 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,349.0,,9.0,4.0,5.0,,,,,,,,,
351,PT02M49.00S,2022-03-08T02:11:10.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626157,5.590000152587891,50.0,1610612750,53,31,2022-03-08T02:11:10Z,3400000,0.0,0.0,1,left,K. Towns tip DUNK (16 PTS),[1626157],1610612750.0,MIN,tip,,,Towns,K. Towns,,,,,,,,,,Made,16.0,,0.0,,,,,,,,,,,,
352,PT02M32.00S,2022-03-08T02:11:27.2Z,2,REGULAR,2pt,Jump Shot,[],1629604,74.45795006570303,48.529411764705884,1610612757,53,31,2022-03-08T02:11:32Z,3410000,-7.0,188.0,1,right,MISS C. Elleby 18' pullup Shot,[1629604],1610612757.0,POR,pullup,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,18.77,,,,,,,,,,,,
353,PT02M31.00S,2022-03-08T02:11:28.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,53,31,2022-03-08T02:11:32Z,3420000,,,0,,K. Towns REBOUND (Off:5 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,352.0,,10.0,5.0,5.0,,,,,,,,,
