actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
261,PT05M18.00S,2022-11-16T03:52:56.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,89.43823915900131,50.49019607843137,1610612757,42,48,2022-11-16T03:53:02Z,2590000,False,2.0,47.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 1630170]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,4.69,Missed,,,,,,,,,,,Vassell,1630170.0,,,,
262,PT05M18.00S,2022-11-16T03:52:56.6Z,2,REGULAR,block,,[],1630170,,,1610612757,42,48,2022-11-16T03:52:58Z,2600000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT05M18.00S,2022-11-16T03:52:56.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,42,48,2022-11-16T03:53:02Z,2610000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,261.0,,,,,,,,,,,,,,
265,PT05M18.00S,2022-11-16T03:53:01.2Z,2,REGULAR,substitution,out,[],1629640,,,1610612757,42,48,2022-11-16T03:53:04Z,2630000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M18.00S,2022-11-16T03:53:01.2Z,2,REGULAR,substitution,in,[],1626196,,,1610612757,42,48,2022-11-16T03:53:04Z,2640000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M18.00S,2022-11-16T03:53:22.4Z,2,REGULAR,foul,personal,[],1630170,,,1610612757,42,48,2022-11-16T03:53:51Z,2650000,False,,,0,,D. Vassell personal FOUL (2 PF),"[1630170, 1629014]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Simons,1629014.0
269,PT05M11.00S,2022-11-16T03:53:58.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612757,42,48,2022-11-16T03:54:07Z,2670000,False,,,0,,C. Bassey shooting personal FOUL (3 PF) (Grant 2 FT),"[1629646, 203924]",1610612759.0,SAS,shooting,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),8-16 Left,202053.0,,,,,,,,,,,,,,,,3.0,0.0,Grant,203924.0
271,PT05M11.00S,2022-11-16T03:54:26.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203924,,,1610612757,42,48,2022-11-16T03:54:26Z,2690000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
272,PT05M11.00S,2022-11-16T03:54:26.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,42,48,2022-11-16T03:54:26Z,2700000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,,,
273,PT05M11.00S,2022-11-16T03:54:41.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203924,,,1610612757,43,48,2022-11-16T03:54:41Z,2710000,False,,,0,,J. Grant Free Throw 2 of 2 (13 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
274,PT05M03.00S,2022-11-16T03:54:58.1Z,2,REGULAR,foul,offensive,['inpenalty'],203926,,,1610612759,43,48,2022-11-16T03:55:03Z,2720000,False,,,0,,D. McDermott offensive FOUL (2 PF),"[203926, 1628404]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,202053.0,,,,,,,,,,,,,,,,2.0,0.0,Hart,1628404.0
276,PT05M03.00S,2022-11-16T03:54:58.1Z,2,REGULAR,turnover,offensive foul,[],203926,,,1610612759,43,48,2022-11-16T03:54:58Z,2740000,False,,,0,,D. McDermott offensive foul TURNOVER (1 TO),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,202053.0,1.0,,,,,,,,,,,,,,,,,,
277,PT04M54.00S,2022-11-16T03:55:12.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629014,92.85479632063075,53.18627450980392,1610612757,45,48,2022-11-16T03:55:15Z,2750000,False,16.0,15.0,1,right,A. Simons driving floating Jump Shot (4 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,2.17,Made,4.0,,,,,,,,,,,,,,,
278,PT04M35.00S,2022-11-16T03:55:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,5.995400788436268,52.20588235294118,1610612759,45,48,2022-11-16T03:55:35Z,2760000,False,-11.0,4.0,1,left,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,1.17,Missed,,,,,,,,,,,,,,,,
279,PT04M33.00S,2022-11-16T03:55:33.6Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,45,48,2022-11-16T03:55:35Z,2770000,False,,,0,,J. Grant REBOUND (Off:1 Def:4),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,278.0,5.0,4.0,1.0,,,,,,,,,,,
280,PT04M27.00S,2022-11-16T03:55:39.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203924,94.30026281208936,52.69607843137255,1610612757,45,48,2022-11-16T03:55:44Z,2780000,False,13.0,1.0,1,right,MISS J. Grant running Layup,[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,1.35,Missed,,,,,,,,,,,,,,,,
281,PT04M24.00S,2022-11-16T03:55:42.1Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,45,48,2022-11-16T03:55:42Z,2790000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,280.0,3.0,1.0,2.0,,,,,,,,,,,
282,PT04M19.00S,2022-11-16T03:55:46.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,74.98357424441524,85.04901960784314,1610612757,48,48,2022-11-16T03:55:53Z,2800000,False,175.0,183.0,1,right,A. Simons 25' 3PT  (7 PTS) (J. Hart 3 AST),"[1629014, 1628404]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,25.31,Made,7.0,,,,,J. Hart,1628404.0,3.0,,,,,,,,
284,PT03M53.00S,2022-11-16T03:56:14.6Z,2,REGULAR,turnover,out-of-bounds,[],1629676,,,1610612759,48,48,2022-11-16T03:56:21Z,2820000,False,,,0,,I. Roby bad pass out-of-bounds TURNOVER (1 TO),[1629676],1610612759.0,SAS,bad pass,,,Roby,I. Roby,,,,,Mid-Range,8-16 Left,2714.0,1.0,,,,,,,,,,,,,,,,,,
285,PT03M53.00S,2022-11-16T03:56:16.7Z,2,REGULAR,substitution,out,[],1629676,,,1610612757,48,48,2022-11-16T03:56:26Z,2830000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M53.00S,2022-11-16T03:56:16.7Z,2,REGULAR,substitution,out,[],1629646,,,1610612757,48,48,2022-11-16T03:56:26Z,2840000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M53.00S,2022-11-16T03:56:16.7Z,2,REGULAR,substitution,in,[],1629640,,,1610612757,48,48,2022-11-16T03:56:26Z,2850000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M53.00S,2022-11-16T03:56:16.7Z,2,REGULAR,substitution,in,[],1627751,,,1610612757,48,48,2022-11-16T03:56:26Z,2860000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M38.00S,2022-11-16T03:56:43.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203924,70.77858081471747,84.80392156862744,1610612757,48,48,2022-11-16T03:56:49Z,2870000,False,174.0,222.0,1,right,MISS J. Grant 28' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,28.22,Missed,,,,,,,,,,,,,,,,
290,PT03M37.00S,2022-11-16T03:56:44.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,48,48,2022-11-16T03:56:49Z,2880000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,289.0,,,,,,,,,,,,,,
292,PT03M20.00S,2022-11-16T03:57:16.9Z,2,REGULAR,turnover,out-of-bounds,[],203926,,,1610612759,48,48,2022-11-16T03:57:25Z,2900000,False,,,0,,D. McDermott bad pass out-of-bounds TURNOVER (2 TO),[203926],1610612759.0,SAS,bad pass,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,2714.0,2.0,,,,,,,,,,,,,,,,,,
294,PT03M13.00S,2022-11-16T03:57:38.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612757,48,48,2022-11-16T03:57:44Z,2920000,False,,,0,,J. Richardson personal FOUL (1 PF) (Lillard 2 FT),"[1626196, 203081]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Right,1627519.0,,,,,,,,,,,,,,,,1.0,0.0,Lillard,203081.0
296,PT03M13.00S,2022-11-16T03:57:52.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203081,,,1610612757,48,48,2022-11-16T03:57:52Z,2940000,False,,,0,,MISS D. Lillard Free Throw 1 of 2,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
297,PT03M13.00S,2022-11-16T03:57:52.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,48,48,2022-11-16T03:57:52Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,
298,PT03M13.00S,2022-11-16T03:57:53.9Z,2,REGULAR,substitution,out,[],203926,,,1610612757,48,48,2022-11-16T03:57:57Z,2960000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M13.00S,2022-11-16T03:57:53.9Z,2,REGULAR,substitution,in,[],1630200,,,1610612757,48,48,2022-11-16T03:57:57Z,2970000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M13.00S,2022-11-16T03:58:12.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203081,,,1610612757,49,48,2022-11-16T03:58:12Z,2980000,False,,,0,,D. Lillard Free Throw 2 of 2 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
301,PT02M58.00S,2022-11-16T03:58:28.6Z,2,REGULAR,3pt,Jump Shot,[],1630170,33.722076215505915,34.068627450980394,1610612759,49,51,2022-11-16T03:58:33Z,2990000,False,80.0,264.0,1,left,D. Vassell 27' 3PT pullup (16 PTS) (K. Johnson 4 AST),"[1630170, 1629640]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,27.62,Made,16.0,,,,,K. Johnson,1629640.0,4.0,,,,,,,,
303,PT02M43.00S,2022-11-16T03:58:43.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,91.93495400788436,43.627450980392155,1610612757,51,51,2022-11-16T03:58:46Z,3010000,False,-32.0,23.0,1,right,D. Eubanks Hook (4 PTS) (D. Lillard 4 AST),"[1629234, 203081]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,3.95,Made,4.0,,,,,D. Lillard,203081.0,4.0,,,,,,,,
305,PT02M16.00S,2022-11-16T03:59:10.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,16.90210249671485,39.705882352941174,1610612759,51,51,2022-11-16T03:59:14Z,3030000,False,51.0,106.0,1,left,MISS T. Jones 11' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,11.82,Missed,,,,,,,,,,,,,,,,
306,PT02M14.00S,2022-11-16T03:59:12.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,51,51,2022-11-16T03:59:12Z,3040000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,305.0,3.0,2.0,1.0,,,,,,,,,,,
307,PT02M00.00S,2022-11-16T03:59:26.1Z,2,REGULAR,2pt,Jump Shot,[],203081,84.44480946123521,33.088235294117645,1610612757,51,51,2022-11-16T03:59:33Z,3050000,False,-85.0,94.0,1,right,MISS D. Lillard 12' fadeaway Shot,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,,,12.62,Missed,,,,,,,,,,,,,,,,
308,PT01M56.00S,2022-11-16T03:59:30.1Z,2,REGULAR,rebound,offensive,[],1629014,,,1610612757,51,51,2022-11-16T04:31:19Z,3060000,False,,,0,,A. Simons REBOUND (Off:1 Def:0),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,,,307.0,1.0,0.0,1.0,,,,,,,,,,,
309,PT01M55.00S,2022-11-16T03:59:31.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,82.34231274638634,94.36274509803921,1610612757,54,51,2022-11-16T03:59:42Z,3070000,False,222.0,113.0,1,right,A. Simons 24' 3PT  (10 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,24.92,Made,10.0,,,,,,,,,,,,,,,
311,PT01M41.00S,2022-11-16T03:59:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,8.492115637319317,45.588235294117645,1610612759,54,51,2022-11-16T03:59:51Z,3090000,False,22.0,27.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1629234]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,3.51,Missed,,,,,,,,,,,Eubanks,1629234.0,,,,
312,PT01M41.00S,2022-11-16T03:59:45.5Z,2,REGULAR,block,,[],1629234,,,1610612759,54,51,2022-11-16T03:59:47Z,3100000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
313,PT01M39.00S,2022-11-16T03:59:47.5Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,54,51,2022-11-16T03:59:51Z,3110000,False,,,0,,J. Grant REBOUND (Off:1 Def:5),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,311.0,6.0,5.0,1.0,,,,,,,,,,,
314,PT01M34.00S,2022-11-16T03:59:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.30026281208936,51.470588235294116,1610612757,56,51,2022-11-16T03:59:58Z,3120000,False,7.0,1.0,1,right,J. Hart running Layup (2 PTS),[1628404],1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,0.75,Made,2.0,,,,,,,,,,,,,,,
315,PT01M21.00S,2022-11-16T04:00:10.5Z,2,REGULAR,foul,personal,[],1629234,,,1610612759,56,51,2022-11-16T04:00:15Z,3130000,False,,,0,,D. Eubanks personal FOUL (2 PF),"[1629234, 1627751]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,1627519.0,,,,,,,,,,,,,,,,2.0,0.0,Poeltl,1627751.0
317,PT01M21.00S,2022-11-16T04:00:18.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,56,51,2022-11-16T04:00:18Z,3150000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M11.00S,2022-11-16T04:03:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.389618922470433,48.28431372549019,1610612759,56,53,2022-11-16T04:03:30Z,3160000,False,9.0,8.0,1,left,J. Poeltl Layup (13 PTS) (J. Richardson 2 AST),"[1627751, 1626196]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,1.15,Made,13.0,,,,,J. Richardson,1626196.0,2.0,,,,,,,,
320,PT00M46.90S,2022-11-16T04:03:51.2Z,2,REGULAR,3pt,Jump Shot,[],203924,77.21747700394218,87.74509803921569,1610612757,59,53,2022-11-16T04:03:55Z,3180000,False,189.0,162.0,1,right,J. Grant 24' 3PT  (16 PTS) (J. Hart 4 AST),"[203924, 1628404]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,24.85,Made,16.0,,,,,J. Hart,1628404.0,4.0,,,,,,,,
322,PT00M33.60S,2022-11-16T04:04:08.8Z,2,REGULAR,3pt,Jump Shot,[],1629640,5.995400788436268,95.34313725490196,1610612759,59,56,2022-11-16T04:04:14Z,3200000,False,-227.0,4.0,1,left,K. Johnson 3PT  (6 PTS) (T. Jones 4 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,22.67,Made,6.0,,,,,T. Jones,1630200.0,4.0,,,,,,,,
324,PT00M18.90S,2022-11-16T04:04:29.1Z,2,REGULAR,3pt,Jump Shot,[],203924,76.16622864651774,87.74509803921569,1610612757,62,56,2022-11-16T04:04:33Z,3220000,False,189.0,172.0,1,right,J. Grant 25' 3PT  (19 PTS) (D. Eubanks 1 AST),"[203924, 1629234]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,25.5,Made,19.0,,,,,D. Eubanks,1629234.0,1.0,,,,,,,,
326,PT00M00.80S,2022-11-16T04:04:50.1Z,2,REGULAR,3pt,Jump Shot,[],1630170,33.98488830486202,32.35294117647059,1610612759,62,56,2022-11-16T04:04:56Z,3240000,False,88.0,267.0,1,left,MISS D. Vassell 28' step back 3PT,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,28.12,Missed,,,,,,,,,,,,,,,,
327,PT00M00.80S,2022-11-16T04:04:50.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,62,56,2022-11-16T04:04:56Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,326.0,,,,,,,,,,,,,,
328,PT00M00.00S,2022-11-16T04:04:54.3Z,2,REGULAR,period,end,[],0,,,1610612759,62,56,2022-11-16T04:04:54Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-11-16T04:19:09.0Z,3,REGULAR,substitution,out,['startperiod'],1629234,,,1610612759,62,56,2022-11-16T04:19:42Z,3270000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-11-16T04:19:09.0Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612759,62,56,2022-11-16T04:19:42Z,3280000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-11-16T04:19:09.0Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612759,62,56,2022-11-16T04:19:42Z,3290000,False,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-11-16T04:19:09.0Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612759,62,56,2022-11-16T04:19:42Z,3300000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-11-16T04:20:09.7Z,3,REGULAR,period,start,[],0,,,1610612757,62,56,2022-11-16T04:20:09Z,3310000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M48.00S,2022-11-16T04:20:20.8Z,3,REGULAR,turnover,lost ball,[],1628404,,,1610612757,62,56,2022-11-16T04:20:26Z,3320000,False,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 1630200]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,Jones,1630200.0,,,,,,
335,PT11M48.00S,2022-11-16T04:20:20.8Z,3,REGULAR,steal,,[],1630200,,,1610612759,62,56,2022-11-16T04:20:22Z,3330000,False,,,0,,T. Jones STEAL (3 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
336,PT11M44.00S,2022-11-16T04:20:24.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,95.3515111695138,50.245098039215684,1610612759,62,58,2022-11-16T04:20:30Z,3340000,False,1.0,-9.0,1,right,T. Jones running Layup (2 PTS),[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,0.89,Made,2.0,,,,,,,,,,,,,,,
337,PT11M28.00S,2022-11-16T04:20:40.6Z,3,REGULAR,3pt,Jump Shot,[],1629014,16.63929040735874,94.6078431372549,1610612757,65,58,2022-11-16T04:20:45Z,3350000,False,-223.0,104.0,1,left,A. Simons 24' 3PT  (13 PTS) (D. Lillard 5 AST),"[1629014, 203081]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,24.6,Made,13.0,,,,,D. Lillard,203081.0,5.0,,,,,,,,
339,PT11M18.00S,2022-11-16T04:20:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.51182654402102,54.166666666666664,1610612759,65,60,2022-11-16T04:20:56Z,3370000,False,21.0,8.0,1,right,J. Poeltl driving Layup (15 PTS) (T. Jones 5 AST),"[1627751, 1630200]",1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,2.25,Made,15.0,,,,,T. Jones,1630200.0,5.0,,,,,,,,
341,PT11M01.00S,2022-11-16T04:21:07.8Z,3,REGULAR,3pt,Jump Shot,[],203924,9.017739816031538,3.9215686274509802,1610612757,68,60,2022-11-16T04:21:12Z,3390000,False,230.0,32.0,1,left,J. Grant 3PT  (22 PTS) (J. Nurkic 1 AST),"[203924, 203994]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,,23.27,Made,22.0,,,,,J. Nurkic,203994.0,1.0,,,,,,,,
343,PT10M44.00S,2022-11-16T04:21:24.7Z,3,REGULAR,3pt,Jump Shot,[],1629640,79.58278580814718,92.40196078431373,1610612759,68,63,2022-11-16T04:21:28Z,3410000,False,212.0,139.0,1,right,K. Johnson 25' 3PT  (9 PTS) (T. Jones 6 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,25.37,Made,9.0,,,,,T. Jones,1630200.0,6.0,,,,,,,,
345,PT10M30.00S,2022-11-16T04:21:39.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,5.863994743758213,47.549019607843135,1610612757,70,63,2022-11-16T04:21:43Z,3430000,False,12.0,3.0,1,left,J. Nurkic cutting Layup (4 PTS) (D. Lillard 6 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,1.26,Made,4.0,,,,,D. Lillard,203081.0,6.0,,,,,,,,
347,PT10M21.00S,2022-11-16T04:21:48.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.77463863337714,52.450980392156865,1610612759,70,63,2022-11-16T04:21:54Z,3450000,False,12.0,6.0,1,right,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,1.37,Missed,,,,,,,,,,,,,,,,
348,PT10M20.00S,2022-11-16T04:21:49.7Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,70,63,2022-11-16T04:21:49Z,3460000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,347.0,5.0,2.0,3.0,,,,,,,,,,,
349,PT10M20.00S,2022-11-16T04:21:52.7Z,3,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,70,63,2022-11-16T04:22:02Z,3470000,False,,,0,,J. Poeltl step out-of-bounds TURNOVER (4 TO),[1627751],1610612759.0,SAS,step,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1627519.0,4.0,,,,,,,,,,,,,,,,,,
350,PT10M08.00S,2022-11-16T04:22:16.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,5.338370565045992,50.49019607843137,1610612757,72,63,2022-11-16T04:22:22Z,3480000,False,-2.0,-2.0,1,left,J. Nurkic Layup (6 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,0.34,Made,6.0,,,,,,,,,,,,,,,
