actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
168,PT11M03.00S,2023-01-20T03:40:47.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629680,6.783837056504599,65.19607843137256,1610612755,14,28,2023-01-20T03:40:58Z,1630000,False,-76.0,11.0,1,left,MISS M. Thybulle 7' floating Shot,[1629680],1610612755.0,PHI,floating,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,,,,,,,,,,,
169,PT10M58.00S,2023-01-20T03:40:52.5Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612755,14,28,2023-01-20T03:40:52Z,1640000,False,,,0,,M. Harrell REBOUND (Off:2 Def:0),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,168.0,2.0,0.0,2.0,,,,,,,,,,,,,,
170,PT10M58.00S,2023-01-20T03:40:52.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626149,5.590000152587891,50.0,1610612755,14,30,2023-01-20T03:40:52Z,1650000,False,0.0,0.0,1,left,M. Harrell tip DUNK (2 PTS),[1626149],1610612755.0,PHI,tip,,,Harrell,M. Harrell,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,2.0,,,
171,PT10M51.00S,2023-01-20T03:41:01.2Z,2,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,14,30,2023-01-20T03:41:12Z,1660000,False,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (3 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627526.0,,,,,,,3.0,,,,,,
172,PT10M39.00S,2023-01-20T03:41:21.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630178,9.280551905387648,37.254901960784316,1610612755,14,32,2023-01-20T03:59:20Z,1670000,False,64.0,35.0,1,left,T. Maxey 7' driving bank Hook (8 PTS),[1630178],1610612755.0,PHI,driving bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,7.25,Made,,,,,,,,,,,,,,,8.0,,,
173,PT10M29.00S,2023-01-20T03:41:34.4Z,2,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612757,14,32,2023-01-20T03:41:41Z,1680000,False,,,0,,M. Thybulle shooting personal FOUL (2 PF) (Lillard 2 FT),"[1629680, 203081]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,2.0,0.0,Lillard,203081.0,,,,,,,,,
175,PT10M29.00S,2023-01-20T03:42:03.2Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,15,32,2023-01-20T03:42:03Z,1700000,False,,,0,,D. Lillard Free Throw 1 of 2 (3 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
176,PT10M29.00S,2023-01-20T03:42:21.8Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,16,32,2023-01-20T03:42:21Z,1710000,False,,,0,,D. Lillard Free Throw 2 of 2 (4 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
177,PT10M11.00S,2023-01-20T03:42:40.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,6.389618922470433,51.71568627450981,1610612755,16,34,2023-01-20T03:42:45Z,1720000,False,-9.0,8.0,1,left,M. Harrell alley-oop DUNK (4 PTS) (G. Niang 1 AST),"[1626149, 1627777]",1610612755.0,PHI,alley-oop,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,,,,,,4.0,G. Niang,1627777.0,1.0
179,PT09M57.00S,2023-01-20T03:42:54.5Z,2,REGULAR,3pt,Jump Shot,[],1628404,70.51576872536137,75.0,1610612757,19,34,2023-01-20T03:43:00Z,1740000,False,125.0,225.0,1,right,J. Hart 25' 3PT  (3 PTS) (D. Lillard 1 AST),"[1628404, 203081]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,25.71,Made,,,,,,,,,,,,,,,3.0,D. Lillard,203081.0,1.0
181,PT09M46.00S,2023-01-20T03:43:06.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,7.046649145860711,43.872549019607845,1610612755,19,36,2023-01-20T03:43:09Z,1760000,False,31.0,14.0,1,left,T. Maxey driving floating Jump Shot (10 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,,,,,,,,,,,10.0,,,
182,PT09M36.00S,2023-01-20T03:43:17.6Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612757,19,36,2023-01-20T04:01:09Z,1770000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1629680]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,
183,PT09M36.00S,2023-01-20T03:43:17.6Z,2,REGULAR,steal,,[],1629680,,,1610612755,19,36,2023-01-20T03:43:19Z,1780000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
184,PT09M33.00S,2023-01-20T03:43:20.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629680,5.732588699080158,49.50980392156863,1610612755,19,38,2023-01-20T04:01:23Z,1790000,False,2.0,1.0,1,left,M. Thybulle running DUNK (2 PTS),[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,,,,,,,2.0,,,
185,PT09M16.00S,2023-01-20T03:43:34.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,88.12417871222075,37.254901960784316,1610612757,19,38,2023-01-20T03:43:39Z,1800000,False,-64.0,59.0,1,right,MISS J. Hart 8' turnaround Shot,[1628404],1610612757.0,POR,turnaround,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Left,8.69,Missed,,,,,,,,,,,,,,,,,,
186,PT09M14.00S,2023-01-20T03:43:36.7Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,19,38,2023-01-20T03:43:39Z,1810000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Left,,,185.0,1.0,0.0,1.0,,,,,,,,,,,,,,
187,PT09M12.00S,2023-01-20T03:43:40.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203081,80.50262812089356,92.64705882352942,1610612757,19,38,2023-01-20T03:43:55Z,1820000,False,213.0,131.0,1,right,MISS D. Lillard 25' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
188,PT09M08.00S,2023-01-20T03:43:44.5Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,19,38,2023-01-20T03:43:55Z,1830000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,187.0,1.0,0.0,1.0,,,,,,,,,,,,,,
189,PT09M07.00S,2023-01-20T03:43:45.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,93.64323258869908,48.77450980392157,1610612757,19,38,2023-01-20T03:43:59Z,1840000,False,-6.0,7.0,1,right,MISS J. Walker putback Layup - blocked,"[1631133, 1626149]",1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,Harrell,1626149.0,,,,,,,
190,PT09M07.00S,2023-01-20T03:43:45.4Z,2,REGULAR,block,,[],1626149,,,1610612757,19,38,2023-01-20T03:43:47Z,1850000,False,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT09M07.00S,2023-01-20T03:43:45.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,19,38,2023-01-20T03:43:59Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,189.0,,,,,,,,,,,,,,,,,
193,PT08M59.00S,2023-01-20T03:44:15.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1631101,91.27792378449409,21.568627450980394,1610612757,19,38,2023-01-20T03:44:19Z,1880000,False,-142.0,29.0,1,right,MISS S. Sharpe 14' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,14.52,Missed,,,,,,,,,,,,,,,,,,
194,PT08M56.00S,2023-01-20T03:44:18.2Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612757,19,38,2023-01-20T03:44:19Z,1890000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,193.0,3.0,2.0,1.0,,,,,,,,,,,,,,
195,PT08M52.00S,2023-01-20T03:44:22.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203081,71.17279894875165,78.92156862745098,1610612757,19,38,2023-01-20T03:44:25Z,1900000,False,145.0,218.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
196,PT08M49.00S,2023-01-20T03:44:25.0Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,19,38,2023-01-20T03:44:25Z,1910000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,,
197,PT08M40.00S,2023-01-20T03:44:34.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,20.05584756898817,61.274509803921575,1610612755,19,40,2023-01-20T03:44:38Z,1920000,False,-56.0,136.0,1,left,S. Milton 14' turnaround Jump Shot (4 PTS),[1629003],1610612755.0,PHI,turnaround,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,14.72,Made,,,,,,,,,,,,,,,4.0,,,
198,PT08M23.00S,2023-01-20T03:44:51.2Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612757,19,40,2023-01-20T03:45:00Z,1930000,False,,,0,,D. Lillard bad pass TURNOVER (4 TO),"[203081, 1626149]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,4.0,Harrell,1626149.0,,,,
199,PT08M23.00S,2023-01-20T03:44:51.2Z,2,REGULAR,steal,,[],1626149,,,1610612755,19,40,2023-01-20T03:44:52Z,1940000,False,,,0,,M. Harrell STEAL (1 STL),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
200,PT08M23.00S,2023-01-20T03:44:53.7Z,2,REGULAR,foul,personal,[],203994,,,1610612755,19,40,2023-01-20T03:45:24Z,1950000,False,,,0,,J. Nurkic personal FOUL (3 PF),"[203994, 1626149]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,3.0,0.0,Harrell,1626149.0,,,,,,,,,
203,PT08M23.00S,2023-01-20T03:46:29.7Z,2,REGULAR,substitution,out,[],1631133,,,1610612755,19,40,2023-01-20T03:47:00Z,1980000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M23.00S,2023-01-20T03:46:29.7Z,2,REGULAR,substitution,out,[],203994,,,1610612755,19,40,2023-01-20T03:47:00Z,1990000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M23.00S,2023-01-20T03:46:29.7Z,2,REGULAR,substitution,in,[],203924,,,1610612755,19,40,2023-01-20T03:47:00Z,2010000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M23.00S,2023-01-20T03:46:29.7Z,2,REGULAR,substitution,in,[],1629234,,,1610612755,19,40,2023-01-20T03:47:00Z,2020000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M23.00S,2023-01-20T03:46:29.7Z,2,REGULAR,substitution,in,[],1629014,,,1610612755,19,40,2023-01-20T03:47:00Z,2030000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M23.00S,2023-01-20T03:46:29.7Z,2,REGULAR,substitution,out,[],1631101,,,1610612755,19,40,2023-01-20T03:47:34Z,2035000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M16.00S,2023-01-20T03:47:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629003,8.886333771353483,52.94117647058824,1610612755,19,40,2023-01-20T04:06:00Z,2040000,False,-15.0,31.0,1,left,MISS S. Milton driving finger roll Layup,[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
210,PT08M14.00S,2023-01-20T03:47:13.2Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,19,40,2023-01-20T03:47:18Z,2050000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,,
211,PT08M11.00S,2023-01-20T03:47:20.1Z,2,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612757,19,40,2023-01-20T03:47:57Z,2060000,False,,,0,,M. Harrell shooting personal FOUL (2 PF) (Hart 2 FT),"[1626149, 1628404]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,2.0,0.0,Hart,1628404.0,,,,,,,,,
214,PT08M11.00S,2023-01-20T03:47:48.9Z,2,REGULAR,freethrow,1 of 2,[],1628404,,,1610612757,19,40,2023-01-20T03:47:48Z,2080000,False,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
215,PT08M11.00S,2023-01-20T03:47:48.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,19,40,2023-01-20T03:47:48Z,2090000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,214.0,,,,,,,,,,,,,,,,,
216,PT08M11.00S,2023-01-20T03:48:07.9Z,2,REGULAR,freethrow,2 of 2,[],1628404,,,1610612757,20,40,2023-01-20T03:48:08Z,2100000,False,,,0,,J. Hart Free Throw 2 of 2 (4 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
217,PT07M54.00S,2023-01-20T03:48:25.8Z,2,REGULAR,3pt,Jump Shot,[],1630178,32.14520367936925,71.81372549019608,1610612755,20,40,2023-01-20T03:48:34Z,2110000,False,-109.0,250.0,1,left,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
218,PT07M52.00S,2023-01-20T03:48:27.8Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,20,40,2023-01-20T03:48:34Z,2120000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,217.0,1.0,1.0,0.0,,,,,,,,,,,,,,
219,PT07M48.00S,2023-01-20T03:48:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.1688567674113,51.71568627450981,1610612757,22,40,2023-01-20T03:48:38Z,2130000,False,9.0,2.0,1,right,J. Hart running Layup (6 PTS) (D. Lillard 2 AST),"[1628404, 203081]",1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,,,,,,,6.0,D. Lillard,203081.0,2.0
221,PT07M48.00S,2023-01-20T03:48:39.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,22,40,2023-01-20T03:48:39Z,2150000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M48.00S,2023-01-20T03:50:59.5Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,22,40,2023-01-20T03:51:31Z,2160000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M48.00S,2023-01-20T03:50:59.5Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,22,40,2023-01-20T03:51:31Z,2170000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M48.00S,2023-01-20T03:50:59.5Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,22,40,2023-01-20T03:51:31Z,2180000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M48.00S,2023-01-20T03:50:59.5Z,2,REGULAR,substitution,in,[],202699,,,1610612755,22,40,2023-01-20T03:51:31Z,2190000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M48.00S,2023-01-20T03:50:59.5Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,22,40,2023-01-20T03:51:31Z,2200000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M48.00S,2023-01-20T03:50:59.5Z,2,REGULAR,substitution,in,[],201935,,,1610612755,22,40,2023-01-20T03:51:31Z,2210000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M32.00S,2023-01-20T03:52:05.0Z,2,REGULAR,turnover,traveling,[],1629001,,,1610612755,22,40,2023-01-20T03:52:11Z,2220000,False,,,0,,D. Melton traveling TURNOVER (1 TO),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,,,,,,,1146.0,,,,,,,1.0,,,,,,
230,PT07M17.00S,2023-01-20T03:52:39.9Z,2,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,22,40,2023-01-20T03:52:49Z,2230000,False,,,0,,A. Simons bad pass out-of-bounds TURNOVER (2 TO),[1629014],1610612757.0,POR,bad pass,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,1146.0,,,,,,,2.0,,,,,,
231,PT07M17.00S,2023-01-20T03:52:42.2Z,2,REGULAR,substitution,out,[],1626149,,,1610612755,22,40,2023-01-20T03:52:50Z,2240000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M17.00S,2023-01-20T03:52:42.2Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,22,40,2023-01-20T03:52:50Z,2250000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M17.00S,2023-01-20T03:52:42.2Z,2,REGULAR,substitution,in,[],203954,,,1610612755,22,40,2023-01-20T03:52:50Z,2260000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M17.00S,2023-01-20T03:52:42.2Z,2,REGULAR,substitution,in,[],200782,,,1610612755,22,40,2023-01-20T03:52:50Z,2270000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M54.00S,2023-01-20T03:53:31.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,20.844283837056505,7.107843137254902,1610612755,22,40,2023-01-20T03:53:37Z,2290000,False,214.0,143.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
237,PT06M51.00S,2023-01-20T03:53:34.9Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612757,22,40,2023-01-20T03:53:37Z,2300000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,236.0,3.0,3.0,0.0,,,,,,,,,,,,,,
238,PT06M43.00S,2023-01-20T03:53:42.3Z,2,REGULAR,3pt,Jump Shot,[],203924,70.90998685939553,20.833333333333336,1610612757,22,40,2023-01-20T03:53:46Z,2310000,False,-146.0,221.0,1,right,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
239,PT06M41.00S,2023-01-20T03:53:44.3Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612755,22,40,2023-01-20T03:53:46Z,2320000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,238.0,1.0,1.0,0.0,,,,,,,,,,,,,,
240,PT06M26.00S,2023-01-20T03:54:00.2Z,2,REGULAR,3pt,Jump Shot,[],203954,24.78646517739816,85.7843137254902,1610612755,22,43,2023-01-20T03:54:04Z,2330000,False,-179.0,180.0,1,left,J. Embiid 25' 3PT  (13 PTS) (T. Harris 1 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,25.41,Made,,,,,,,,,,,,,,,13.0,T. Harris,202699.0,1.0
242,PT06M09.00S,2023-01-20T03:54:16.2Z,2,REGULAR,2pt,Jump Shot,[],1629234,75.90341655716163,58.333333333333336,1610612757,24,43,2023-01-20T03:54:21Z,2350000,False,42.0,174.0,1,right,D. Eubanks 17' Jump Shot (4 PTS) (A. Simons 1 AST),"[1629234, 1629014]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,17.89,Made,,,,,,,,,,,,,,,4.0,A. Simons,1629014.0,1.0
244,PT05M54.00S,2023-01-20T03:54:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.783837056504599,51.225490196078425,1610612755,24,45,2023-01-20T03:54:41Z,2370000,False,-6.0,11.0,1,left,J. Embiid cutting finger roll Layup (15 PTS) (J. Harden 7 AST),"[203954, 201935]",1610612755.0,PHI,cutting finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,,,,,,,,,,,15.0,J. Harden,201935.0,7.0
246,PT05M37.00S,2023-01-20T03:54:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,93.77463863337714,47.549019607843135,1610612757,26,45,2023-01-20T03:54:53Z,2390000,False,-12.0,6.0,1,right,D. Eubanks cutting finger roll Layup (6 PTS) (D. Lillard 3 AST),"[1629234, 203081]",1610612757.0,POR,cutting finger roll,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,,,,,,6.0,D. Lillard,203081.0,3.0
248,PT05M11.00S,2023-01-20T03:55:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.521024967148489,51.470588235294116,1610612755,26,47,2023-01-20T04:10:07Z,2410000,False,-7.0,9.0,1,left,J. Harden driving finger roll Layup (4 PTS) (J. Embiid 1 AST),"[201935, 203954]",1610612755.0,PHI,driving finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,,,,,,4.0,J. Embiid,203954.0,1.0
250,PT04M56.00S,2023-01-20T03:55:29.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,94.1688567674113,46.32352941176471,1610612757,26,47,2023-01-20T03:55:33Z,2430000,False,-18.0,2.0,1,right,MISS J. Grant Layup - blocked,"[203924, 1629001]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,Melton,1629001.0,,,,,,,
251,PT04M56.00S,2023-01-20T03:55:29.0Z,2,REGULAR,block,,[],1629001,,,1610612757,26,47,2023-01-20T03:55:30Z,2440000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
252,PT04M54.00S,2023-01-20T03:55:31.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,26,47,2023-01-20T03:55:33Z,2450000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,250.0,4.0,4.0,0.0,,,,,,,,,,,,,,
253,PT04M47.00S,2023-01-20T03:55:41.0Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612755,26,47,2023-01-20T03:55:47Z,2460000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Harden 2 FT),"[1628404, 201935]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,2.0,0.0,Harden,201935.0,,,,,,,,,
