actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
270,PT02M15.00S,2022-01-22T01:57:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,7.178055190538765,50.73529411764706,1610612761,51,49,2022-01-22T01:58:38Z,2640000,-4.0,15.0,1,left,C. Boucher cutting Layup (2 PTS) (O. Anunoby 1 AST),"[1628449, 1628384]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,,,1.54,Made,2.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,
272,PT01M56.00S,2022-01-22T01:57:43.7Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612764,51,49,2022-01-22T01:57:49Z,2660000,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 1628449]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,2.0,,,,,,,,,,,Boucher,1628449.0,,,,,,
273,PT01M56.00S,2022-01-22T01:57:43.7Z,2,REGULAR,steal,,[],1628449,,,1610612761,51,49,2022-01-22T01:57:46Z,2670000,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
274,PT01M42.00S,2022-01-22T01:57:57.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,35.03613666228647,65.19607843137256,1610612761,51,49,2022-01-22T01:58:02Z,2680000,-76.0,277.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,28.7,Missed,,,,,,,,,,,,,,,,
275,PT01M39.00S,2022-01-22T01:58:00.5Z,2,REGULAR,rebound,defensive,[],203915,,,1610612764,51,49,2022-01-22T01:58:02Z,2690000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:3),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,274.0,4.0,3.0,1.0,,,,,,,,
276,PT01M34.00S,2022-01-22T01:58:06.5Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612764,51,49,2022-01-22T01:58:12Z,2700000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1630567]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,1.0,,,,,,,,,,,Barnes,1630567.0,,,,,,
277,PT01M34.00S,2022-01-22T01:58:06.5Z,2,REGULAR,steal,,[],1630567,,,1610612761,51,49,2022-01-22T02:01:06Z,2710000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
278,PT01M28.00S,2022-01-22T01:58:11.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,8.492115637319317,54.166666666666664,1610612761,51,51,2022-01-22T01:58:20Z,2720000,-21.0,27.0,1,left,P. Siakam Layup (9 PTS) (F. VanVleet 6 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,3.43,Made,9.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,,,
279,PT01M21.00S,2022-01-22T01:58:18.8Z,2,REGULAR,turnover,lost ball,[],203484,,,1610612764,51,51,2022-01-22T01:58:26Z,2730000,,,0,,K. Caldwell-Pope lost ball TURNOVER (2 TO),"[203484, 1627832]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,2.0,,,,,,,,,,,VanVleet,1627832.0,,,,,,
280,PT01M21.00S,2022-01-22T01:58:18.8Z,2,REGULAR,steal,,[],1627832,,,1610612761,51,51,2022-01-22T02:01:44Z,2740000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
281,PT01M17.00S,2022-01-22T01:58:22.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,8.360709592641262,52.94117647058824,1610612761,51,53,2022-01-22T01:58:30Z,2750000,-15.0,26.0,1,left,S. Barnes DUNK (17 PTS) (F. VanVleet 7 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,3.0,Made,17.0,F. VanVleet,1627832.0,7.0,,,,,,,,,,,,
284,PT00M58.70S,2022-01-22T01:58:43.2Z,2,REGULAR,foul,personal,[],1628384,,,1610612764,51,53,2022-01-22T01:58:51Z,2770000,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 203078]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,1626302.0,,,,,,,,,,,,,,2.0,0.0,Beal,203078.0,,
286,PT00M53.90S,2022-01-22T01:59:14.6Z,2,REGULAR,turnover,backcourt,[],203078,,,1610612764,51,53,2022-01-22T01:59:20Z,2790000,,,0,,B. Beal backcourt TURNOVER (5 TO),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,1626302.0,5.0,,,,,,,,,,,,,,,,,,
287,PT00M31.90S,2022-01-22T01:59:58.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628449,9.674770039421814,48.28431372549019,1610612761,51,55,2022-01-22T02:00:03Z,2800000,9.0,38.0,1,left,C. Boucher Layup (4 PTS) (F. VanVleet 8 AST),"[1628449, 1627832]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,3.94,Made,4.0,F. VanVleet,1627832.0,8.0,,,,,,,,,,,,
289,PT00M08.00S,2022-01-22T02:00:23.8Z,2,REGULAR,3pt,Jump Shot,[],203915,65.25952693823915,25.735294117647058,1610612764,54,55,2022-01-22T02:00:30Z,2820000,-121.0,274.0,1,right,S. Dinwiddie 29' 3PT step back (6 PTS) (B. Beal 7 AST),"[203915, 203078]",1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,,,29.97,Made,6.0,B. Beal,203078.0,7.0,,,,,,,,,,,,
291,PT00M00.00S,2022-01-22T02:00:40.0Z,2,REGULAR,period,end,[],0,,,1610612761,54,55,2022-01-22T02:00:40Z,2840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT12M00.00S,2022-01-22T02:15:12.3Z,3,REGULAR,substitution,out,['startperiod'],1626149,,,1610612761,54,55,2022-01-22T02:15:49Z,2850000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2022-01-22T02:15:12.3Z,3,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,54,55,2022-01-22T02:15:49Z,2860000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2022-01-22T02:15:12.3Z,3,REGULAR,substitution,in,['startperiod'],1629655,,,1610612761,54,55,2022-01-22T02:15:49Z,2870000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2022-01-22T02:15:12.3Z,3,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,54,55,2022-01-22T02:15:49Z,2880000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2022-01-22T02:16:10.0Z,3,REGULAR,period,start,[],0,,,1610612764,54,55,2022-01-22T02:16:10Z,2890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT11M44.00S,2022-01-22T02:16:25.9Z,3,REGULAR,2pt,Jump Shot,[],203484,21.23850197109067,26.96078431372549,1610612764,56,55,2022-01-22T02:16:33Z,2900000,115.0,147.0,1,left,K. Caldwell-Pope 18' pullup Jump Shot (10 PTS) (S. Dinwiddie 3 AST),"[203484, 203915]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,18.68,Made,10.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,
299,PT11M18.00S,2022-01-22T02:16:50.7Z,3,REGULAR,3pt,Jump Shot,[],1627783,70.90998685939553,74.50980392156863,1610612761,56,55,2022-01-22T02:16:57Z,2920000,123.0,221.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,25.26,Missed,,,,,,,,,,,,,,,,
300,PT11M13.00S,2022-01-22T02:16:55.7Z,3,REGULAR,rebound,defensive,[],203484,,,1610612764,56,55,2022-01-22T02:16:57Z,2930000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,299.0,3.0,3.0,0.0,,,,,,,,
301,PT11M08.00S,2022-01-22T02:17:03.1Z,3,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612764,56,55,2022-01-22T02:17:11Z,2940000,,,0,,S. Barnes shooting personal FOUL (1 PF) (Gafford 2 FT),"[1630567, 1629655]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Gafford,1629655.0,,
303,PT11M08.00S,2022-01-22T02:17:27.5Z,3,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,57,55,2022-01-22T02:17:27Z,2960000,,,0,,D. Gafford Free Throw 1 of 2 (7 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
304,PT11M08.00S,2022-01-22T02:17:44.9Z,3,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,58,55,2022-01-22T02:17:45Z,2970000,,,0,,D. Gafford Free Throw 2 of 2 (8 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
305,PT10M53.00S,2022-01-22T02:18:01.0Z,3,REGULAR,2pt,Jump Shot,[],1630567,81.2910643889619,32.1078431372549,1610612761,58,57,2022-01-22T02:18:08Z,2980000,-89.0,123.0,1,right,S. Barnes 15' floating Jump Shot (19 PTS) (F. VanVleet 9 AST),"[1630567, 1627832]",1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,,,15.24,Made,19.0,F. VanVleet,1627832.0,9.0,,,,,,,,,,,,
307,PT10M38.00S,2022-01-22T02:18:16.3Z,3,REGULAR,turnover,lost ball,[],203078,,,1610612764,58,57,2022-01-22T02:18:24Z,3000000,,,0,,B. Beal lost ball TURNOVER (6 TO),"[203078, 1628384]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,6.0,,,,,,,,,,,Anunoby,1628384.0,,,,,,
308,PT10M38.00S,2022-01-22T02:18:16.3Z,3,REGULAR,steal,,[],1628384,,,1610612761,58,57,2022-01-22T02:18:18Z,3010000,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
309,PT10M26.00S,2022-01-22T02:18:28.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630567,89.17542706964521,54.90196078431373,1610612761,58,59,2022-01-22T02:18:42Z,3020000,25.0,49.0,1,right,S. Barnes Hook (21 PTS) (F. VanVleet 10 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,5.51,Made,21.0,F. VanVleet,1627832.0,10.0,,,,,,,,,,,,
311,PT10M19.00S,2022-01-22T02:18:36.6Z,3,REGULAR,foul,personal,[],1630567,,,1610612764,58,59,2022-01-22T02:18:47Z,3040000,,,0,,S. Barnes personal FOUL (2 PF),"[1630567, 203078]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1626302.0,,,,,,,,,,,,,,2.0,0.0,Beal,203078.0,,
313,PT10M13.00S,2022-01-22T02:18:58.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.492115637319317,55.392156862745104,1610612764,60,59,2022-01-22T02:19:03Z,3060000,-27.0,27.0,1,left,B. Beal driving Layup (10 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,3.84,Made,10.0,,,,,,,,,,,,,,,
314,PT10M07.00S,2022-01-22T02:19:04.0Z,3,REGULAR,3pt,Jump Shot,[],1627832,69.20170827858082,78.67647058823529,1610612761,60,62,2022-01-22T02:19:09Z,3070000,143.0,237.0,1,right,F. VanVleet 27' 3PT pullup (10 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,27.7,Made,10.0,,,,,,,,,,,,,,,
315,PT09M50.00S,2022-01-22T02:19:21.6Z,3,REGULAR,3pt,Jump Shot,[],203915,33.590670170827856,70.09803921568627,1610612764,63,62,2022-01-22T02:19:27Z,3080000,-100.0,263.0,1,left,S. Dinwiddie 28' 3PT  (9 PTS) (D. Avdija 4 AST),"[203915, 1630166]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,28.18,Made,9.0,D. Avdija,1630166.0,4.0,,,,,,,,,,,,
318,PT09M42.00S,2022-01-22T02:19:37.1Z,3,REGULAR,foul,offensive,[],1630567,,,1610612761,63,62,2022-01-22T02:19:45Z,3110000,,,0,,S. Barnes offensive FOUL (3 PF),"[1630567, 203915]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,200833.0,,,,,,,,,,,,,,3.0,0.0,Dinwiddie,203915.0,,
320,PT09M42.00S,2022-01-22T02:19:37.1Z,3,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,63,62,2022-01-22T02:19:37Z,3130000,,,0,,S. Barnes offensive foul TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,200833.0,1.0,,,,,,,,,,,,,,,,,,
321,PT09M27.00S,2022-01-22T02:19:59.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203078,9.937582128777924,37.745098039215684,1610612764,63,62,2022-01-22T02:20:05Z,3140000,61.0,41.0,1,left,MISS B. Beal 7' pullup Shot - blocked,"[203078, 1627832]",1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,7.37,Missed,,,,,,,,,,,,,,,VanVleet,1627832.0
322,PT09M27.00S,2022-01-22T02:19:59.5Z,3,REGULAR,block,,[],1627832,,,1610612764,63,62,2022-01-22T02:20:02Z,3150000,,,0,,F. VanVleet BLOCK (2 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
323,PT09M24.00S,2022-01-22T02:20:02.5Z,3,REGULAR,rebound,offensive,[],203078,,,1610612764,63,62,2022-01-22T02:20:05Z,3160000,,,0,,B. Beal REBOUND (Off:2 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,321.0,4.0,2.0,2.0,,,,,,,,
324,PT09M23.00S,2022-01-22T02:20:04.0Z,3,REGULAR,turnover,bad pass,[],203078,,,1610612764,63,62,2022-01-22T02:20:10Z,3170000,,,0,,B. Beal bad pass TURNOVER (7 TO),"[203078, 1628384]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,7.0,,,,,,,,,,,Anunoby,1628384.0,,,,,,
325,PT09M23.00S,2022-01-22T02:20:04.0Z,3,REGULAR,steal,,[],1628384,,,1610612761,63,62,2022-01-22T02:20:05Z,3180000,,,0,,O. Anunoby STEAL (3 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
326,PT09M04.00S,2022-01-22T02:20:22.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629018,82.60512483574244,38.970588235294116,1610612761,63,62,2022-01-22T02:20:27Z,3190000,-55.0,111.0,1,right,MISS G. Trent Jr. 12' floating Shot,[1629018],1610612761.0,TOR,floating,,,Trent Jr.,G. Trent Jr.,,,,,,,12.39,Missed,,,,,,,,,,,,,,,,
327,PT09M02.00S,2022-01-22T02:20:25.0Z,3,REGULAR,rebound,offensive,[],1629018,,,1610612761,63,62,2022-01-22T02:20:25Z,3200000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:0),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,326.0,1.0,0.0,1.0,,,,,,,,
328,PT08M55.00S,2022-01-22T02:20:31.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,90.88370565045992,52.69607843137255,1610612761,63,62,2022-01-22T02:20:40Z,3210000,13.0,33.0,1,right,MISS P. Siakam Layup,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,3.58,Missed,,,,,,,,,,,,,,,,
329,PT08M48.00S,2022-01-22T02:20:38.9Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612761,63,62,2022-01-22T02:20:38Z,3220000,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,328.0,4.0,2.0,2.0,,,,,,,,
330,PT08M48.00S,2022-01-22T02:20:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,94.40999984741211,50.0,1610612761,63,64,2022-01-22T02:20:38Z,3230000,0.0,0.0,1,right,P. Siakam putback Layup (11 PTS),[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,
331,PT08M42.00S,2022-01-22T02:20:44.5Z,3,REGULAR,3pt,Jump Shot,[],1630166,7.30946123521682,97.79411764705883,1610612764,63,64,2022-01-22T02:20:49Z,3240000,-239.0,16.0,1,left,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,23.95,Missed,,,,,,,,,,,,,,,,
332,PT08M40.00S,2022-01-22T02:20:46.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,63,64,2022-01-22T02:20:49Z,3250000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,331.0,1.0,1.0,0.0,,,,,,,,
333,PT08M40.00S,2022-01-22T02:20:49.6Z,3,REGULAR,turnover,traveling,[],1630567,,,1610612761,63,64,2022-01-22T02:21:18Z,3260000,,,0,,S. Barnes traveling TURNOVER (2 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1626302.0,2.0,,,,,,,,,,,,,,,,,,
334,PT08M27.00S,2022-01-22T02:21:20.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,7.178055190538765,4.6568627450980395,1610612764,66,64,2022-01-22T02:21:26Z,3270000,227.0,15.0,1,left,D. Avdija 3PT  (7 PTS) (S. Dinwiddie 4 AST),"[1630166, 203915]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,22.72,Made,7.0,S. Dinwiddie,203915.0,4.0,,,,,,,,,,,,
336,PT07M57.00S,2022-01-22T02:21:50.5Z,3,REGULAR,2pt,Jump Shot,[],1630567,80.1084099868594,30.392156862745097,1610612761,66,66,2022-01-22T02:21:56Z,3290000,-98.0,134.0,1,right,S. Barnes 16' pullup Jump Shot (23 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,,,16.64,Made,23.0,,,,,,,,,,,,,,,
337,PT07M39.00S,2022-01-22T02:22:08.4Z,3,REGULAR,2pt,Jump Shot,[],203484,15.062417871222076,69.6078431372549,1610612764,66,66,2022-01-22T02:22:16Z,3300000,-98.0,89.0,1,left,MISS K. Caldwell-Pope 13' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,13.24,Missed,,,,,,,,,,,,,,,,
338,PT07M37.00S,2022-01-22T02:22:10.4Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612764,66,66,2022-01-22T02:22:16Z,3310000,,,0,,D. Gafford REBOUND (Off:3 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,337.0,4.0,1.0,3.0,,,,,,,,
339,PT07M33.00S,2022-01-22T02:22:15.4Z,3,REGULAR,turnover,lost ball,[],1629655,,,1610612764,66,66,2022-01-22T02:22:21Z,3320000,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1628384]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,1.0,,,,,,,,,,,Anunoby,1628384.0,,,,,,
340,PT07M33.00S,2022-01-22T02:22:15.4Z,3,REGULAR,steal,,[],1628384,,,1610612761,66,66,2022-01-22T02:22:17Z,3330000,,,0,,O. Anunoby STEAL (4 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
341,PT07M22.00S,2022-01-22T02:22:25.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,76.2976346911958,9.558823529411764,1610612761,66,66,2022-01-22T02:22:31Z,3340000,-202.0,170.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,26.44,Missed,,,,,,,,,,,,,,,,
342,PT07M18.00S,2022-01-22T02:22:29.6Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,66,66,2022-01-22T02:22:31Z,3350000,,,0,,D. Gafford REBOUND (Off:3 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,341.0,5.0,2.0,3.0,,,,,,,,
343,PT07M04.00S,2022-01-22T02:22:43.3Z,3,REGULAR,3pt,Jump Shot,[],203915,33.85348226018397,71.07843137254902,1610612764,69,66,2022-01-22T02:22:48Z,3360000,-105.0,266.0,1,left,S. Dinwiddie 28' 3PT pullup (12 PTS),[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,28.58,Made,12.0,,,,,,,,,,,,,,,
344,PT06M55.00S,2022-01-22T02:23:00.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,69,66,2022-01-22T02:23:00Z,3370000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT06M55.00S,2022-01-22T02:24:20.2Z,3,REGULAR,substitution,out,[],1629655,,,1610612761,69,66,2022-01-22T02:25:42Z,3380000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
346,PT06M55.00S,2022-01-22T02:24:20.2Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,69,66,2022-01-22T02:25:42Z,3390000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
347,PT06M55.00S,2022-01-22T02:24:20.2Z,3,REGULAR,substitution,in,[],1628418,,,1610612761,69,66,2022-01-22T02:25:42Z,3400000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,
348,PT06M55.00S,2022-01-22T02:24:20.2Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,69,66,2022-01-22T02:25:42Z,3410000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
349,PT06M47.00S,2022-01-22T02:26:03.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,82.07950065703022,48.529411764705884,1610612761,69,68,2022-01-22T02:26:28Z,3420000,-7.0,116.0,1,right,G. Trent Jr. 11' floating Jump Shot (11 PTS),[1629018],1610612761.0,TOR,floating,,,Trent Jr.,G. Trent Jr.,,,,,,,11.62,Made,11.0,,,,,,,,,,,,,,,
350,PT06M47.00S,2022-01-22T02:26:07.8Z,3,REGULAR,foul,personal,['1freethrow'],203078,,,1610612761,69,68,2022-01-22T02:26:14Z,3430000,,,0,,B. Beal shooting personal FOUL (1 PF) (Trent Jr. 1 FT),"[203078, 1629018]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Trent Jr.,1629018.0,,
352,PT06M47.00S,2022-01-22T02:26:30.7Z,3,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,69,69,2022-01-22T02:26:30Z,3450000,,,0,,G. Trent Jr. Free Throw 1 of 1 (12 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
353,PT06M33.00S,2022-01-22T02:26:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.046649145860711,56.61764705882353,1610612764,71,69,2022-01-22T02:26:50Z,3460000,-33.0,14.0,1,left,B. Beal Layup (12 PTS) (D. Avdija 5 AST),"[203078, 1630166]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,3.58,Made,12.0,D. Avdija,1630166.0,5.0,,,,,,,,,,,,
355,PT06M13.00S,2022-01-22T02:27:05.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,91.5407358738502,46.81372549019608,1610612761,71,71,2022-01-22T02:27:11Z,3480000,-16.0,27.0,1,right,F. VanVleet driving finger roll Layup (12 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,,,3.13,Made,12.0,,,,,,,,,,,,,,,
356,PT06M06.00S,2022-01-22T02:27:12.8Z,3,REGULAR,3pt,Jump Shot,[],1630166,27.020367936925098,17.15686274509804,1610612764,71,71,2022-01-22T02:27:18Z,3490000,164.0,201.0,1,left,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,25.99,Missed,,,,,,,,,,,,,,,,
357,PT06M02.00S,2022-01-22T02:27:16.8Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,71,71,2022-01-22T02:27:18Z,3500000,,,0,,O. Anunoby REBOUND (Off:1 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,356.0,7.0,6.0,1.0,,,,,,,,
358,PT05M56.00S,2022-01-22T02:27:23.3Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612761,71,71,2022-01-22T02:27:28Z,3510000,,,0,,O. Anunoby bad pass TURNOVER (3 TO),"[1628384, 203484]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,3.0,,,,,,,,,,,Caldwell-Pope,203484.0,,,,,,
359,PT05M56.00S,2022-01-22T02:27:23.3Z,3,REGULAR,steal,,[],203484,,,1610612764,71,71,2022-01-22T02:27:25Z,3520000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
