actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
648,PT01M59.00S,2021-12-31T02:11:28.2Z,4,REGULAR,turnover,bad pass,[],1629005,,,1610612739,109,91,2021-12-31T02:11:33Z,6260000,,,0,,M. Newman bad pass TURNOVER (1 TO),"[1629005, 1628591]",1610612739.0,CLE,,,,Newman,M. Newman,,,,,1.0,Sword,1628591.0,,,,,,,,,,,,,,,,,
649,PT01M59.00S,2021-12-31T02:11:28.2Z,4,REGULAR,steal,,[],1628591,,,1610612764,109,91,2021-12-31T02:11:30Z,6270000,,,0,,C. Sword STEAL (1 STL),[1628591],1610612764.0,WAS,,,,Sword,C. Sword,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M52.00S,2021-12-31T02:11:35.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630225,8.886333771353483,4.6568627450980395,1610612764,109,91,2021-12-31T02:11:40Z,6280000,227.0,31.0,1,left,MISS I. Todd pullup 3PT,[1630225],1610612764.0,WAS,pullup,,,Todd,I. Todd,,,,,,,,22.88,Missed,,,,,,,,,,,,,,,
651,PT01M50.00S,2021-12-31T02:11:37.2Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612739,109,91,2021-12-31T02:11:40Z,6290000,,,0,,T. Fall REBOUND (Off:0 Def:1),[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,,,,,,,,650.0,1.0,1.0,0.0,,,,,,,
652,PT01M36.00S,2021-12-31T02:11:51.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630612,93.51182654402102,56.61764705882353,1610612739,109,91,2021-12-31T02:11:57Z,6300000,33.0,8.0,1,right,MISS R. Nembhard Jr. Layup - blocked,"[1630612, 1630225]",1610612739.0,CLE,,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,3.42,Missed,,,,,,,,,Todd,1630225.0,,,,,
653,PT01M36.00S,2021-12-31T02:11:51.9Z,4,REGULAR,block,,[],1630225,,,1610612739,109,91,2021-12-31T02:11:54Z,6310000,,,0,,I. Todd BLOCK (1 BLK),[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M32.00S,2021-12-31T02:11:55.9Z,4,REGULAR,rebound,defensive,[],1630692,,,1610612764,109,91,2021-12-31T02:11:57Z,6320000,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,652.0,1.0,1.0,0.0,,,,,,,
655,PT01M29.00S,2021-12-31T02:11:59.8Z,4,REGULAR,foul,personal,['2freethrow'],202334,,,1610612764,109,91,2021-12-31T02:12:06Z,6330000,,,0,,E. Davis shooting personal FOUL (2 PF) (Todd 2 FT),"[202334, 1630225]",1610612739.0,CLE,shooting,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Todd,1630225.0
657,PT01M29.00S,2021-12-31T02:12:23.3Z,4,REGULAR,freethrow,1 of 2,[],1630225,,,1610612764,110,91,2021-12-31T02:12:51Z,6350000,,,0,,I. Todd Free Throw 1 of 2 (1 PTS),[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
658,PT01M29.00S,2021-12-31T02:12:23.3Z,4,REGULAR,freethrow,2 of 2,[],1630225,,,1610612764,110,91,2021-12-31T02:12:51Z,6360000,,,0,,MISS I. Todd Free Throw 2 of 2,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,,,,,Missed,,,,,,,,,,,,,,,
659,PT01M27.00S,2021-12-31T02:12:25.3Z,4,REGULAR,rebound,offensive,[],1630225,,,1610612764,110,91,2021-12-31T02:12:51Z,6370000,,,0,,I. Todd REBOUND (Off:1 Def:0),[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,,,,,,,,,,658.0,1.0,0.0,1.0,,,,,,,
660,PT01M16.00S,2021-12-31T02:12:48.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630225,9.674770039421814,80.3921568627451,1610612764,110,91,2021-12-31T02:12:54Z,6380000,-152.0,38.0,1,left,MISS I. Todd 15' turnaround fadeaway Shot,[1630225],1610612764.0,WAS,turnaround fadeaway,,,Todd,I. Todd,,,,,,,,15.68,Missed,,,,,,,,,,,,,,,
661,PT01M12.00S,2021-12-31T02:12:52.2Z,4,REGULAR,rebound,defensive,[],1629685,,,1610612739,110,91,2021-12-31T02:12:54Z,6390000,,,0,,D. Windler REBOUND (Off:1 Def:5),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,660.0,6.0,5.0,1.0,,,,,,,
662,PT00M51.00S,2021-12-31T02:13:15.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,110,91,2021-12-31T02:13:25Z,6400000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,202901.0,,,,
663,PT00M31.00S,2021-12-31T02:13:56.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630692,31.225361366622867,26.225490196078432,1610612764,110,91,2021-12-31T02:14:03Z,6410000,119.0,241.0,1,left,MISS J. Goodwin 26' 3PT,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,26.87,Missed,,,,,,,,,,,,,,,
664,PT00M25.60S,2021-12-31T02:14:01.6Z,4,REGULAR,rebound,defensive,[],1629005,,,1610612739,110,91,2021-12-31T02:14:03Z,6420000,,,0,,M. Newman REBOUND (Off:0 Def:1),[1629005],1610612739.0,CLE,,,,Newman,M. Newman,,,,,,,,,,,,,,663.0,1.0,1.0,0.0,,,,,,,
665,PT00M20.20S,2021-12-31T02:14:08.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630692,,,1610612739,110,91,2021-12-31T02:14:20Z,6430000,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Newman 2 FT),"[1630692, 1629005]",1610612764.0,WAS,shooting,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Newman,1629005.0
667,PT00M20.20S,2021-12-31T02:14:30.7Z,4,REGULAR,freethrow,1 of 2,[],1629005,,,1610612739,110,92,2021-12-31T02:14:30Z,6450000,,,0,,M. Newman Free Throw 1 of 2 (7 PTS),[1629005],1610612739.0,CLE,,,,Newman,M. Newman,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
668,PT00M20.20S,2021-12-31T02:14:30.7Z,4,REGULAR,freethrow,2 of 2,[],1629005,,,1610612739,110,93,2021-12-31T02:17:30Z,6460000,,,0,,M. Newman Free Throw 2 of 2 (8 PTS),[1629005],1610612739.0,CLE,,,,Newman,M. Newman,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
669,PT00M00.00S,2021-12-31T02:15:08.7Z,4,REGULAR,period,end,[],0,,,1610612764,110,93,2021-12-31T02:15:08Z,6470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2021-12-31T02:15:16.0Z,4,REGULAR,game,end,[],0,,,0,110,93,2021-12-31T02:15:16Z,6480000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
