actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
441,PT00M02.60S,2022-01-20T01:45:55.8Z,3,REGULAR,rebound,offensive,[],1630178,,,1610612755,92,80,2022-01-20T01:53:37Z,4400000,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,440.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
442,PT00M02.60S,2022-01-20T01:45:59.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630178,94.40999984741211,50.0,1610612755,94,80,2022-01-20T01:45:59Z,4410000,0.0,0.0,1,right,T. Maxey tip Layup (10 PTS),[1630178],1610612755.0,PHI,tip,,,Maxey,T. Maxey,,,,,0.0,Made,,,,,10.0,,,,,,,,,,,,,,
443,PT00M00.40S,2022-01-20T01:46:01.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630181,32.769382391590014,42.64705882352941,1610612753,94,80,2022-01-20T01:46:10Z,4420000,37.0,256.0,1,left,MISS R. Hampton 25' running pullup 3PT,[1630181],1610612753.0,ORL,running pullup,,,Hampton,R. Hampton,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
444,PT00M00.40S,2022-01-20T01:46:01.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,94,80,2022-01-20T01:46:10Z,4430000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,,,
445,PT00M00.00S,2022-01-20T01:46:12.4Z,3,REGULAR,period,end,[],0,,,1610612753,94,80,2022-01-20T01:46:12Z,4440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,out,['startperiod'],1629718,,,1610612753,94,80,2022-01-20T01:49:38Z,4450000,,,0,,SUB out: C. Brown Jr.,[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,out,['startperiod'],1629643,,,1610612753,94,80,2022-01-20T01:49:38Z,4460000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,out,['startperiod'],1630181,,,1610612753,94,80,2022-01-20T01:49:38Z,4470000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,out,['startperiod'],201577,,,1610612753,94,80,2022-01-20T01:49:38Z,4480000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,out,['startperiod'],1630175,,,1610612753,94,80,2022-01-20T01:49:38Z,4490000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,in,['startperiod'],202699,,,1610612753,94,80,2022-01-20T01:49:38Z,4500000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,94,80,2022-01-20T01:49:38Z,4510000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,in,['startperiod'],203914,,,1610612753,94,80,2022-01-20T01:49:38Z,4520000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,94,80,2022-01-20T01:49:38Z,4530000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2022-01-20T01:47:51.3Z,4,REGULAR,substitution,in,['startperiod'],1629021,,,1610612753,94,80,2022-01-20T01:49:38Z,4540000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2022-01-20T01:49:42.8Z,4,REGULAR,period,start,[],0,,,1610612755,94,80,2022-01-20T01:49:42Z,4550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT11M46.00S,2022-01-20T01:49:56.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,84.67477003942182,63.970588235294116,1610612755,94,80,2022-01-20T01:50:04Z,4560000,70.0,92.0,1,right,MISS T. Maxey 11' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,11.52,Missed,,,,,,,,,,,,,,,,,,,
458,PT11M43.00S,2022-01-20T01:50:01.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,94,80,2022-01-20T01:50:01Z,4570000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,457.0,,,,,,,,,,,,,,,,,,
459,PT11M43.00S,2022-01-20T01:50:03.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,94,80,2022-01-20T01:50:03Z,4580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT11M27.00S,2022-01-20T01:50:24.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628964,8.722076215505908,54.411764705882355,1610612753,94,82,2022-01-20T01:50:34Z,4590000,-22.0,29.0,1,left,M. Bamba driving bank Hook (32 PTS) (J. Suggs 2 AST),"[1628964, 1630591]",1610612753.0,ORL,driving bank,,,Bamba,M. Bamba,,,,,3.69,Made,,,,,32.0,,,,,,J. Suggs,1630591.0,2.0,,,,,,
462,PT11M12.00S,2022-01-20T01:50:38.9Z,4,REGULAR,2pt,Jump Shot,[],202699,92.82194480946123,28.186274509803923,1610612755,96,82,2022-01-20T01:50:44Z,4610000,-109.0,15.0,1,right,T. Harris 11' pullup Jump Shot (16 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,11.01,Made,,,,,16.0,,,,,,,,,,,,,,
463,PT11M00.00S,2022-01-20T01:50:52.3Z,4,REGULAR,foul,personal,[],1627777,,,1610612753,96,82,2022-01-20T01:50:57Z,4620000,,,0,,G. Niang personal FOUL (1 PF),"[1627777, 1630591]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Suggs,1630591.0,
465,PT10M52.00S,2022-01-20T01:51:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.174113009198422,47.05882352941176,1610612753,96,82,2022-01-20T01:51:23Z,4640000,15.0,-4.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 203083]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,1.52,Missed,,,,,,Drummond,203083.0,,,,,,,,,,,,
466,PT10M52.00S,2022-01-20T01:51:17.4Z,4,REGULAR,block,,[],203083,,,1610612753,96,82,2022-01-20T01:51:19Z,4650000,,,0,,A. Drummond BLOCK (2 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT10M50.00S,2022-01-20T01:51:19.4Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,96,82,2022-01-20T01:51:23Z,4660000,,,0,,T. Maxey REBOUND (Off:1 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,465.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
468,PT10M48.00S,2022-01-20T01:51:22.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,92.95335085413929,51.470588235294116,1610612755,98,82,2022-01-20T01:51:28Z,4670000,7.0,14.0,1,right,T. Maxey running Layup (12 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,1.56,Made,,,,,12.0,,,,,,,,,,,,,,
469,PT10M28.00S,2022-01-20T01:51:41.1Z,4,REGULAR,3pt,Jump Shot,[],1629021,31.061103810775293,31.127450980392155,1610612753,98,82,2022-01-20T01:51:45Z,4680000,94.0,239.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
470,PT10M25.00S,2022-01-20T01:51:44.1Z,4,REGULAR,rebound,defensive,[],203083,,,1610612755,98,82,2022-01-20T01:51:45Z,4690000,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,469.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
471,PT10M10.00S,2022-01-20T01:52:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,94.26741130091985,50.73529411764706,1610612755,100,82,2022-01-20T01:52:06Z,4700000,4.0,1.0,1,right,G. Niang driving reverse Layup (5 PTS) (T. Harris 4 AST),"[1627777, 202699]",1610612755.0,PHI,driving reverse,,,Niang,G. Niang,,,,,0.4,Made,,,,,5.0,,,,,,T. Harris,202699.0,4.0,,,,,,
473,PT09M57.00S,2022-01-20T01:52:12.4Z,4,REGULAR,2pt,Jump Shot,[],203914,24.490801576872528,53.67647058823529,1610612753,100,84,2022-01-20T01:52:16Z,4720000,-18.0,178.0,1,left,G. Harris 17' pullup Jump Shot (5 PTS) (J. Suggs 3 AST),"[203914, 1630591]",1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,17.87,Made,,,,,5.0,,,,,,J. Suggs,1630591.0,3.0,,,,,,
475,PT09M46.00S,2022-01-20T01:52:25.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,94.13600525624179,51.470588235294116,1610612755,102,84,2022-01-20T01:52:30Z,4740000,7.0,3.0,1,right,A. Drummond Layup (6 PTS) (T. Maxey 1 AST),"[203083, 1630178]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,0.78,Made,,,,,6.0,,,,,,T. Maxey,1630178.0,1.0,,,,,,
477,PT09M46.00S,2022-01-20T01:52:28.3Z,4,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612755,102,84,2022-01-20T01:52:34Z,4760000,,,0,,F. Wagner shooting personal FOUL (3 PF) (Drummond 1 FT),"[1630532, 203083]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,1626302.0,3.0,0.0,Drummond,203083.0,
479,PT09M46.00S,2022-01-20T01:52:54.4Z,4,REGULAR,freethrow,1 of 1,[],203083,,,1610612755,103,84,2022-01-20T01:52:54Z,4780000,,,0,,A. Drummond Free Throw 1 of 1 (7 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
480,PT09M34.00S,2022-01-20T01:53:10.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.013797634691201,50.49019607843137,1610612753,103,86,2022-01-20T01:57:08Z,4790000,-2.0,13.0,1,left,M. Wagner cutting Layup (2 PTS) (J. Suggs 4 AST),"[1629021, 1630591]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,1.36,Made,,,,,2.0,,,,,,J. Suggs,1630591.0,4.0,,,,,,
482,PT09M20.00S,2022-01-20T01:53:25.3Z,4,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612755,103,86,2022-01-20T01:53:35Z,4810000,,,0,,M. Bamba shooting personal FOUL (4 PF) (Harris 2 FT),"[1628964, 202699]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,202027.0,4.0,0.0,Harris,202699.0,
485,PT09M20.00S,2022-01-20T01:53:58.1Z,4,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,104,86,2022-01-20T01:54:20Z,4830000,,,0,,T. Harris Free Throw 1 of 2 (17 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
486,PT09M20.00S,2022-01-20T01:53:58.1Z,4,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,104,86,2022-01-20T01:54:20Z,4840000,,,0,,MISS T. Harris Free Throw 2 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
487,PT09M18.00S,2022-01-20T01:54:00.1Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,104,86,2022-01-20T01:54:20Z,4850000,,,0,,F. Wagner REBOUND (Off:1 Def:10),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,486.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
488,PT09M03.00S,2022-01-20T01:54:34.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,8.065045992115643,52.205882352941174,1610612753,104,86,2022-01-20T01:58:12Z,4860000,-11.0,23.0,1,left,MISS M. Wagner driving Layup,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
489,PT09M01.00S,2022-01-20T01:54:36.0Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,104,86,2022-01-20T01:54:38Z,4870000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,488.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
490,PT08M50.00S,2022-01-20T01:54:47.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,93.47897503285151,50.49019607843137,1610612755,106,86,2022-01-20T01:55:02Z,4880000,2.0,9.0,1,right,A. Drummond finger roll Layup (9 PTS) (G. Niang 3 AST),"[203083, 1627777]",1610612755.0,PHI,finger roll,,,Drummond,A. Drummond,,,,,0.91,Made,,,,,9.0,,,,,,G. Niang,1627777.0,3.0,,,,,,
492,PT08M36.00S,2022-01-20T01:55:06.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,106,86,2022-01-20T01:55:06Z,4900000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT08M36.00S,2022-01-20T01:58:00.6Z,4,REGULAR,foul,technical,['1freethrow'],201577,,,1610612753,106,86,2022-01-20T01:58:08Z,4910000,,,0,,R. Lopez technical FOUL (1 Tech),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,202027.0,3.0,1.0,,,
494,PT08M36.00S,2022-01-20T01:58:09.2Z,4,REGULAR,freethrow,1 of 1,[],202699,,,1610612753,107,86,2022-01-20T01:58:09Z,4920000,,,0,,T. Harris technical Free Throw 1 of 1 (18 PTS),[202699],1610612755.0,PHI,technical,,,Harris,T. Harris,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
495,PT08M36.00S,2022-01-20T01:58:11.7Z,4,REGULAR,substitution,out,[],1629021,,,1610612753,107,86,2022-01-20T01:58:15Z,4930000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M36.00S,2022-01-20T01:58:11.7Z,4,REGULAR,substitution,in,[],1630175,,,1610612753,107,86,2022-01-20T01:58:15Z,4940000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M24.00S,2022-01-20T01:58:38.8Z,4,REGULAR,3pt,Jump Shot,[],1630532,30.27266754270697,25.490196078431367,1610612753,107,86,2022-01-20T01:58:44Z,4950000,123.0,232.0,1,left,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
498,PT08M22.00S,2022-01-20T01:58:40.8Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,107,86,2022-01-20T01:58:44Z,4960000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,497.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
499,PT08M06.00S,2022-01-20T01:58:55.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.29632063074901,50.73529411764706,1610612755,107,86,2022-01-20T01:59:17Z,4970000,4.0,20.0,1,right,MISS A. Drummond Layup,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,2.02,Missed,,,,,,,,,,,,,,,,,,,
500,PT08M05.00S,2022-01-20T01:58:56.9Z,4,REGULAR,rebound,offensive,[],203083,,,1610612755,107,86,2022-01-20T01:59:17Z,4980000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,499.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
501,PT08M01.00S,2022-01-20T01:59:01.6Z,4,REGULAR,turnover,bad pass,[],203083,,,1610612755,107,86,2022-01-20T01:59:08Z,4990000,,,0,,A. Drummond bad pass TURNOVER (4 TO),"[203083, 1630591]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,4.0,Suggs,1630591.0,,,,,,,,,
502,PT08M01.00S,2022-01-20T01:59:01.6Z,4,REGULAR,steal,,[],1630591,,,1610612753,107,86,2022-01-20T01:59:03Z,5000000,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT07M56.00S,2022-01-20T01:59:10.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,107,86,2022-01-20T01:59:10Z,5020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT07M56.00S,2022-01-20T01:59:52.1Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612753,107,86,2022-01-20T01:59:52Z,5030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT07M43.00S,2022-01-20T02:00:06.7Z,4,REGULAR,turnover,lost ball,[],1630175,,,1610612753,107,86,2022-01-20T02:00:11Z,5040000,,,0,,C. Anthony lost ball TURNOVER (5 TO),"[1630175, 1630178]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,5.0,Maxey,1630178.0,,,,,,,,,
507,PT07M43.00S,2022-01-20T02:00:06.7Z,4,REGULAR,steal,,[],1630178,,,1610612755,107,86,2022-01-20T02:00:08Z,5050000,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT07M40.00S,2022-01-20T02:00:11.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,95.05584756898817,49.01960784313726,1610612755,109,86,2022-01-20T02:00:26Z,5060000,-5.0,-6.0,1,right,T. Harris running Layup (20 PTS) (T. Maxey 2 AST),"[202699, 1630178]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,0.77,Made,,,,,20.0,,,,,,T. Maxey,1630178.0,2.0,,,,,,
510,PT07M40.00S,2022-01-20T02:00:13.8Z,4,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612755,109,86,2022-01-20T02:00:23Z,5080000,,,0,,F. Wagner shooting personal FOUL (4 PF) (Harris 1 FT),"[1630532, 202699]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,1626302.0,4.0,0.0,Harris,202699.0,
512,PT07M40.00S,2022-01-20T02:00:52.7Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],202699,,,1610612755,110,86,2022-01-20T02:00:52Z,5100000,,,0,,T. Harris Free Throw 1 of 1 (21 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,21.0,,,,,,,,,,,,,,
513,PT07M23.00S,2022-01-20T02:01:13.9Z,4,REGULAR,turnover,out-of-bounds,[],1628964,,,1610612753,110,86,2022-01-20T02:01:20Z,5110000,,,0,,M. Bamba lost ball out-of-bounds TURNOVER (1 TO),[1628964],1610612753.0,ORL,lost ball,,,Bamba,M. Bamba,,,,,,,,,,,,,,1.0,,,,,,1626302.0,,,,,
514,PT07M23.00S,2022-01-20T02:01:18.4Z,4,REGULAR,substitution,out,[],203083,,,1610612755,110,86,2022-01-20T02:01:21Z,5120000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M23.00S,2022-01-20T02:01:18.4Z,4,REGULAR,substitution,in,[],203954,,,1610612755,110,86,2022-01-20T02:01:21Z,5130000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT07M08.00S,2022-01-20T02:01:46.9Z,4,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612755,110,86,2022-01-20T02:01:53Z,5140000,,,0,,M. Bamba shooting personal FOUL (5 PF) (Embiid 2 FT),"[1628964, 203954]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,1628954.0,5.0,0.0,Embiid,203954.0,
518,PT07M08.00S,2022-01-20T02:02:14.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,111,86,2022-01-20T02:02:14Z,5160000,,,0,,J. Embiid Free Throw 1 of 2 (48 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,48.0,,,,,,,,,,,,,,
519,PT07M08.00S,2022-01-20T02:02:21.0Z,4,REGULAR,substitution,out,[],1630198,,,1610612755,111,86,2022-01-20T02:02:24Z,5170000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M08.00S,2022-01-20T02:02:21.0Z,4,REGULAR,substitution,in,[],203552,,,1610612755,111,86,2022-01-20T02:02:24Z,5180000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M08.00S,2022-01-20T02:02:35.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,112,86,2022-01-20T02:02:35Z,5190000,,,0,,J. Embiid Free Throw 2 of 2 (49 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,49.0,,,,,,,,,,,,,,
522,PT06M45.00S,2022-01-20T02:03:00.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,19.365965834428394,47.79411764705882,1610612753,112,86,2022-01-20T02:03:06Z,5200000,11.0,130.0,1,left,MISS C. Anthony 13' pullup Shot - blocked,"[1630175, 203954]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,13.0,Missed,,,,,,Embiid,203954.0,,,,,,,,,,,,
523,PT06M45.00S,2022-01-20T02:03:00.6Z,4,REGULAR,block,,[],203954,,,1610612753,112,86,2022-01-20T02:03:03Z,5210000,,,0,,J. Embiid BLOCK (3 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT06M42.00S,2022-01-20T02:03:03.6Z,4,REGULAR,rebound,defensive,[],203552,,,1610612755,112,86,2022-01-20T02:03:06Z,5220000,,,0,,S. Curry REBOUND (Off:0 Def:8),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,522.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
525,PT06M26.00S,2022-01-20T02:03:20.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612755,112,86,2022-01-20T02:16:08Z,5222500,,,0,,M. Bamba shooting personal FOUL (6 PF) (Embiid 2 FT),"[1628964, 203954]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,1626302.0,6.0,0.0,Embiid,203954.0,
629,PT06M26.00S,2022-01-20T02:03:44.5Z,4,REGULAR,substitution,out,[],1628964,,,1610612755,112,86,2022-01-20T02:30:21Z,5224375,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT06M26.00S,2022-01-20T02:03:44.5Z,4,REGULAR,substitution,in,[],1629021,,,1610612755,112,86,2022-01-20T02:30:21Z,5224687,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT06M26.00S,2022-01-20T02:04:08.6Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,113,86,2022-01-20T02:15:48Z,5225000,,,0,,J. Embiid Free Throw 1 of 2 (50 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,50.0,,,,,,,,,,,,,,
625,PT06M26.00S,2022-01-20T02:04:27.3Z,4,REGULAR,substitution,out,[],203914,,,1610612755,113,86,2022-01-20T02:24:37Z,5227187,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT06M26.00S,2022-01-20T02:04:27.3Z,4,REGULAR,substitution,in,[],1630181,,,1610612755,113,86,2022-01-20T02:24:37Z,5227343,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT06M26.00S,2022-01-20T02:04:08.6Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,113,86,2022-01-20T02:15:48Z,5227500,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
533,PT06M25.00S,2022-01-20T02:04:09.6Z,4,REGULAR,rebound,defensive,[],1630591,,,1610612753,113,86,2022-01-20T02:18:23Z,5228750,,,0,,J. Suggs REBOUND (Off:1 Def:8),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,532.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
