actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
363,PT07M27.00S,2022-02-16T02:03:30.1Z,3,REGULAR,3pt,Jump Shot,[],1630178,68.64323258869908,32.59803921568627,1610612755,48,83,2022-02-16T02:03:34Z,3620000,-87.0,242.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,,,25.74,Missed,,,,,,,,,,,,,
364,PT07M24.00S,2022-02-16T02:03:33.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,48,83,2022-02-16T02:03:34Z,3630000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,363.0,6.0,6.0,0.0,,,,,
365,PT07M22.00S,2022-02-16T02:03:36.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,6.356767411300922,51.470588235294116,1610612738,48,85,2022-02-16T02:03:43Z,3640000,-7.0,7.0,1,left,D. White running Layup (11 PTS) (A. Horford 2 AST),"[1628401, 201143]",1610612738.0,BOS,running,,,White,D. White,,,,,,,,,,1.04,Made,11.0,A. Horford,201143.0,2.0,,,,,,,,,
368,PT07M10.00S,2022-02-16T02:07:15.6Z,3,REGULAR,3pt,Jump Shot,[],1629680,93.74178712220763,4.166666666666657,1610612755,48,85,2022-02-16T02:07:22Z,3660000,-229.0,6.0,1,right,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,22.93,Missed,,,,,,,,,,,,,
369,PT07M07.00S,2022-02-16T02:07:18.2Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,48,85,2022-02-16T02:07:18Z,3670000,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,368.0,7.0,7.0,0.0,,,,,
370,PT06M55.00S,2022-02-16T02:07:30.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.718134034165573,77.69607843137254,1610612738,48,85,2022-02-16T02:07:35Z,3680000,-138.0,246.0,1,left,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,28.2,Missed,,,,,,,,,,,,,
371,PT06M52.00S,2022-02-16T02:07:33.0Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,48,85,2022-02-16T02:07:35Z,3690000,,,0,,J. Embiid REBOUND (Off:0 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,370.0,9.0,9.0,0.0,,,,,
372,PT06M46.00S,2022-02-16T02:07:43.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,48,85,2022-02-16T02:07:43Z,3700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M34.00S,2022-02-16T02:08:09.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201980,80.33837056504599,50.73529411764706,1610612755,48,85,2022-02-16T02:08:15Z,3710000,4.0,132.0,1,right,MISS D. Green 13' fadeaway Shot,[201980],1610612755.0,PHI,fadeaway,,,Green,D. Green,,,,,,,,,,13.24,Missed,,,,,,,,,,,,,
374,PT06M30.00S,2022-02-16T02:08:13.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,48,85,2022-02-16T02:08:15Z,3720000,,,0,,A. Horford REBOUND (Off:0 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,373.0,8.0,8.0,0.0,,,,,
375,PT06M24.00S,2022-02-16T02:08:20.1Z,3,REGULAR,3pt,Jump Shot,[],1629684,31.32391590013141,24.019607843137265,1610612738,48,85,2022-02-16T02:08:27Z,3730000,130.0,242.0,1,left,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,27.46,Missed,,,,,,,,,,,,,
376,PT06M22.00S,2022-02-16T02:08:22.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,48,85,2022-02-16T02:08:27Z,3740000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,
377,PT06M22.00S,2022-02-16T02:08:25.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,48,85,2022-02-16T02:08:25Z,3750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M22.00S,2022-02-16T02:08:28.9Z,3,REGULAR,substitution,out,[],201980,,,1610612755,48,85,2022-02-16T02:08:52Z,3760000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M22.00S,2022-02-16T02:08:28.9Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,48,85,2022-02-16T02:08:52Z,3770000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M06.00S,2022-02-16T02:09:14.2Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612755,48,85,2022-02-16T02:09:19Z,3780000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Niang 2 FT),"[1628369, 1627777]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,204058.0,3.0,0.0,Niang,1627777.0,,,,,,,,,,,,,,,
382,PT06M06.00S,2022-02-16T02:09:47.1Z,3,REGULAR,freethrow,1 of 2,[],1627777,,,1610612755,49,85,2022-02-16T02:09:47Z,3800000,,,0,,G. Niang Free Throw 1 of 2 (6 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
383,PT06M06.00S,2022-02-16T02:09:47.9Z,3,REGULAR,substitution,out,[],1629680,,,1610612755,49,85,2022-02-16T02:09:55Z,3810000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M06.00S,2022-02-16T02:09:47.9Z,3,REGULAR,substitution,in,[],1629003,,,1610612755,49,85,2022-02-16T02:09:55Z,3820000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M06.00S,2022-02-16T02:10:07.9Z,3,REGULAR,freethrow,2 of 2,[],1627777,,,1610612755,50,85,2022-02-16T02:10:08Z,3830000,,,0,,G. Niang Free Throw 2 of 2 (7 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
386,PT05M46.00S,2022-02-16T02:10:31.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,28.827201051248352,87.25490196078431,1610612738,50,85,2022-02-16T02:10:37Z,3840000,-186.0,218.0,1,left,MISS D. White 28' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,28.71,Missed,,,,,,,,,,,,,
387,PT05M41.00S,2022-02-16T02:10:36.6Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,50,85,2022-02-16T02:10:37Z,3850000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,386.0,2.0,2.0,0.0,,,,,
388,PT05M38.00S,2022-02-16T02:10:40.5Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612755,50,85,2022-02-16T02:10:47Z,3860000,,,0,,D. White shooting personal FOUL (3 PF) (Milton 2 FT),"[1628401, 1629003]",1610612738.0,BOS,shooting,,,White,D. White,,,,,101283.0,3.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,,
390,PT05M38.00S,2022-02-16T02:11:09.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629003,,,1610612755,51,85,2022-02-16T02:11:09Z,3880000,,,0,,S. Milton Free Throw 1 of 2 (3 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
391,PT05M38.00S,2022-02-16T02:11:20.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629003,,,1610612755,52,85,2022-02-16T02:11:20Z,3890000,,,0,,S. Milton Free Throw 2 of 2 (4 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
393,PT05M23.00S,2022-02-16T02:11:38.0Z,3,REGULAR,3pt,Jump Shot,[],201143,12.532851511169525,5.392156862745097,1610612738,52,88,2022-02-16T02:11:45Z,3910000,223.0,65.0,1,left,A. Horford 3PT  (6 PTS) (J. Brown 3 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,23.24,Made,6.0,J. Brown,1627759.0,3.0,,,,,,,,,
395,PT04M58.00S,2022-02-16T02:12:03.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,81.91524310118265,47.79411764705882,1610612755,54,88,2022-02-16T02:12:09Z,3930000,-11.0,117.0,1,right,S. Milton 11' driving floating Jump Shot (6 PTS) (T. Maxey 1 AST),"[1629003, 1630178]",1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,,,,,,11.8,Made,6.0,T. Maxey,1630178.0,1.0,,,,,,,,,
397,PT04M37.00S,2022-02-16T02:12:24.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.145203679369246,49.26470588235294,1610612738,54,90,2022-02-16T02:14:33Z,3950000,4.0,15.0,1,left,J. Tatum cutting Layup (20 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,,,1.52,Made,20.0,D. White,1628401.0,2.0,,,,,,,,,
399,PT04M19.00S,2022-02-16T02:12:41.4Z,3,REGULAR,3pt,Jump Shot,[],1630178,69.03745072273324,34.55882352941177,1610612755,54,90,2022-02-16T02:12:47Z,3970000,-77.0,239.0,1,right,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,25.07,Missed,,,,,,,,,,,,,
400,PT04M16.00S,2022-02-16T02:12:44.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,54,90,2022-02-16T02:12:47Z,3980000,,,0,,A. Horford REBOUND (Off:0 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,399.0,9.0,9.0,0.0,,,,,
401,PT04M10.00S,2022-02-16T02:12:50.9Z,3,REGULAR,3pt,Jump Shot,[],201143,33.952036793692514,63.72549019607843,1610612738,54,90,2022-02-16T02:12:56Z,3990000,-69.0,267.0,1,left,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,27.53,Missed,,,,,,,,,,,,,
402,PT04M07.00S,2022-02-16T02:12:53.9Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,54,90,2022-02-16T02:12:56Z,4000000,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,401.0,5.0,5.0,0.0,,,,,
403,PT04M00.00S,2022-02-16T02:13:00.7Z,3,REGULAR,3pt,Jump Shot,[],203954,67.9862023653088,55.14705882352941,1610612755,54,90,2022-02-16T02:13:05Z,4010000,26.0,248.0,1,right,MISS J. Embiid 24' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,24.97,Missed,,,,,,,,,,,,,
404,PT03M58.00S,2022-02-16T02:13:02.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,90,2022-02-16T02:13:05Z,4020000,,,0,,J. Tatum REBOUND (Off:2 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,403.0,11.0,9.0,2.0,,,,,
405,PT03M42.00S,2022-02-16T02:13:18.6Z,3,REGULAR,3pt,Jump Shot,[],1629684,9.510512483574246,97.79411764705883,1610612738,54,93,2022-02-16T02:13:24Z,4030000,-239.0,37.0,1,left,G. Williams 24' 3PT  (12 PTS) (J. Tatum 6 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,24.18,Made,12.0,J. Tatum,1628369.0,6.0,,,,,,,,,
407,PT03M34.00S,2022-02-16T02:13:32.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,54,93,2022-02-16T02:13:32Z,4050000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M34.00S,2022-02-16T02:16:39.6Z,3,REGULAR,substitution,out,[],203954,,,1610612755,54,93,2022-02-16T02:16:43Z,4060000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M34.00S,2022-02-16T02:16:39.6Z,3,REGULAR,substitution,in,[],1627788,,,1610612755,54,93,2022-02-16T02:16:43Z,4070000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M23.00S,2022-02-16T02:17:01.0Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612755,54,93,2022-02-16T02:17:06Z,4080000,,,0,,D. White shooting personal FOUL (4 PF) (Harris 2 FT),"[1628401, 202699]",1610612738.0,BOS,shooting,,,White,D. White,,,,,204058.0,4.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,
412,PT03M23.00S,2022-02-16T02:17:24.8Z,3,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,55,93,2022-02-16T02:17:24Z,4100000,,,0,,T. Harris Free Throw 1 of 2 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
413,PT03M23.00S,2022-02-16T02:17:28.4Z,3,REGULAR,substitution,out,[],201143,,,1610612755,55,93,2022-02-16T02:17:39Z,4110000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M23.00S,2022-02-16T02:17:28.4Z,3,REGULAR,substitution,in,[],1628464,,,1610612755,55,93,2022-02-16T02:17:39Z,4120000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M23.00S,2022-02-16T02:17:44.7Z,3,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,56,93,2022-02-16T02:17:44Z,4130000,,,0,,T. Harris Free Throw 2 of 2 (6 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
416,PT03M06.00S,2022-02-16T02:18:01.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,35.00328515111694,55.63725490196079,1610612738,56,96,2022-02-16T02:18:07Z,4140000,-28.0,277.0,1,left,J. Tatum 27' 3PT  (23 PTS) (D. Theis 2 AST),"[1628369, 1628464]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,27.79,Made,23.0,D. Theis,1628464.0,2.0,,,,,,,,,
418,PT02M37.00S,2022-02-16T02:18:29.9Z,3,REGULAR,2pt,Jump Shot,[],1629003,80.07555847568989,67.64705882352942,1610612755,56,96,2022-02-16T02:18:36Z,4160000,88.0,135.0,1,right,MISS S. Milton 16' driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,,,,,,16.11,Missed,,,,,,,,,,,,,
419,PT02M34.00S,2022-02-16T02:18:32.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,96,2022-02-16T02:18:32Z,4170000,,,0,,J. Tatum REBOUND (Off:2 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,418.0,12.0,10.0,2.0,,,,,
420,PT02M24.00S,2022-02-16T02:18:42.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.8823915900131425,47.79411764705882,1610612738,56,98,2022-02-16T02:18:48Z,4180000,11.0,12.0,1,left,J. Tatum driving Layup (25 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,1.64,Made,25.0,,,,,,,,,,,,
421,PT02M07.00S,2022-02-16T02:18:59.9Z,3,REGULAR,2pt,Jump Shot,[],202699,74.55650459921156,57.84313725490196,1610612755,56,98,2022-02-16T02:19:05Z,4190000,39.0,187.0,1,right,MISS T. Harris 19' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,,,19.08,Missed,,,,,,,,,,,,,
422,PT02M04.00S,2022-02-16T02:19:02.9Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,56,98,2022-02-16T02:19:05Z,4200000,,,0,,D. Theis REBOUND (Off:0 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,421.0,6.0,6.0,0.0,,,,,
423,PT01M50.00S,2022-02-16T02:19:17.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,21.994086727989497,90.68627450980392,1610612738,56,101,2022-02-16T02:20:29Z,4210000,-203.0,154.0,1,left,J. Tatum 25' 3PT pullup (28 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,25.52,Made,28.0,,,,,,,,,,,,
424,PT01M27.00S,2022-02-16T02:19:39.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,90.19382391590013,46.32352941176471,1610612755,56,101,2022-02-16T02:19:46Z,4220000,-18.0,40.0,1,right,MISS T. Harris Layup - blocked,"[202699, 1628401]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,4.38,Missed,,,,,,,,,White,1628401.0,,,
425,PT01M27.00S,2022-02-16T02:19:39.9Z,3,REGULAR,block,,[],1628401,,,1610612755,56,101,2022-02-16T02:19:43Z,4230000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
426,PT01M23.00S,2022-02-16T02:19:43.9Z,3,REGULAR,rebound,offensive,[],1629003,,,1610612755,56,101,2022-02-16T02:19:46Z,4240000,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,424.0,1.0,0.0,1.0,,,,,
427,PT01M23.00S,2022-02-16T02:19:44.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,68.64323258869908,39.950980392156865,1610612755,56,101,2022-02-16T02:19:51Z,4250000,-50.0,242.0,1,right,MISS F. Korkmaz 24' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,24.74,Missed,,,,,,,,,,,,,
428,PT01M23.00S,2022-02-16T02:19:44.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,56,101,2022-02-16T02:20:02Z,4260000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,427.0,,,,,,,,
429,PT01M23.00S,2022-02-16T02:19:49.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,56,101,2022-02-16T02:20:02Z,4270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M23.00S,2022-02-16T02:20:04.6Z,3,REGULAR,substitution,out,[],202699,,,1610612755,56,101,2022-02-16T02:20:11Z,4280000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
431,PT01M23.00S,2022-02-16T02:20:04.6Z,3,REGULAR,substitution,out,[],1628401,,,1610612755,56,101,2022-02-16T02:20:11Z,4290000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
432,PT01M23.00S,2022-02-16T02:20:04.6Z,3,REGULAR,substitution,in,[],1630194,,,1610612755,56,101,2022-02-16T02:20:11Z,4300000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
433,PT01M23.00S,2022-02-16T02:20:04.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612755,56,101,2022-02-16T02:20:11Z,4310000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
434,PT01M17.00S,2022-02-16T02:20:22.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,94.53022339027595,4.411764705882348,1610612755,56,101,2022-02-16T02:20:27Z,4320000,-228.0,-1.0,1,right,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,22.79,Missed,,,,,,,,,,,,,
435,PT01M15.00S,2022-02-16T02:20:24.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,101,2022-02-16T02:20:27Z,4330000,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,434.0,8.0,7.0,1.0,,,,,
436,PT01M06.00S,2022-02-16T02:20:32.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,30.929697766097235,79.90196078431373,1610612738,56,101,2022-02-16T02:20:39Z,4340000,-150.0,238.0,1,left,MISS J. Brown 28' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,,,28.12,Missed,,,,,,,,,,,,,
437,PT01M04.00S,2022-02-16T02:20:35.8Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,56,101,2022-02-16T02:20:35Z,4350000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,436.0,3.0,2.0,1.0,,,,,
438,PT00M59.80S,2022-02-16T02:20:40.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,31.061103810775293,28.186274509803923,1610612738,56,101,2022-02-16T02:20:45Z,4360000,109.0,239.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,26.32,Missed,,,,,,,,,,,,,
439,PT00M56.70S,2022-02-16T02:20:43.6Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,56,101,2022-02-16T02:20:45Z,4370000,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,438.0,2.0,1.0,1.0,,,,,
440,PT00M51.90S,2022-02-16T02:20:50.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612755,56,101,2022-02-16T02:21:01Z,4380000,,,0,,D. Theis shooting personal FOUL (3 PF) (Maxey 2 FT),"[1628464, 1630178]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,2714.0,3.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
442,PT00M51.90S,2022-02-16T02:21:17.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,57,101,2022-02-16T02:21:17Z,4400000,,,0,,T. Maxey Free Throw 1 of 2 (10 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
443,PT00M51.90S,2022-02-16T02:21:20.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612755,57,101,2022-02-16T02:21:26Z,4410000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
444,PT00M51.90S,2022-02-16T02:21:20.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612755,57,101,2022-02-16T02:21:26Z,4420000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
445,PT00M51.90S,2022-02-16T02:21:20.1Z,3,REGULAR,substitution,in,[],1630174,,,1610612755,57,101,2022-02-16T02:21:26Z,4430000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
446,PT00M51.90S,2022-02-16T02:21:20.1Z,3,REGULAR,substitution,in,[],1630573,,,1610612755,57,101,2022-02-16T02:21:26Z,4440000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M51.90S,2022-02-16T02:21:41.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,58,101,2022-02-16T02:21:41Z,4450000,,,0,,T. Maxey Free Throw 2 of 2 (11 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
448,PT00M35.70S,2022-02-16T02:21:58.8Z,3,REGULAR,2pt,Jump Shot,[],1630202,8.065045992115643,6.862745098039213,1610612738,58,101,2022-02-16T02:22:04Z,4460000,216.0,23.0,1,left,MISS P. Pritchard 21' Jump Shot,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,21.7,Missed,,,,,,,,,,,,,
449,PT00M32.30S,2022-02-16T02:22:02.2Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,58,101,2022-02-16T02:22:11Z,4470000,,,0,,F. Korkmaz REBOUND (Off:0 Def:3),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,448.0,3.0,3.0,0.0,,,,,
450,PT00M24.30S,2022-02-16T02:22:10.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,94.3988173455979,41.17647058823529,1610612755,58,101,2022-02-16T02:22:15Z,4480000,-44.0,0.0,1,right,MISS T. Maxey driving Layup - blocked,"[1630178, 1628464]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,,,4.41,Missed,,,,,,,,,Theis,1628464.0,,,
451,PT00M24.30S,2022-02-16T02:22:10.1Z,3,REGULAR,block,,[],1628464,,,1610612755,58,101,2022-02-16T02:22:12Z,4490000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
452,PT00M20.60S,2022-02-16T02:22:13.8Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,58,101,2022-02-16T02:22:13Z,4500000,,,0,,D. Theis REBOUND (Off:0 Def:7),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,450.0,7.0,7.0,0.0,,,,,
