actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
274,PT00M30.70S,2022-02-13T01:34:39.2Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,56,51,2022-02-13T01:34:39Z,2660000,,,0,,D. Garland REBOUND (Off:0 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,273.0,3.0,3.0,0.0,,,,,,,,,,,,,,
275,PT00M24.30S,2022-02-13T01:34:47.6Z,2,REGULAR,foul,personal,[],203954,,,1610612739,56,51,2022-02-13T01:34:58Z,2670000,,,0,,J. Embiid personal FOUL (1 PF),"[203954, 1628386]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,1162.0,1.0,0.0,,,,,,,Allen,1628386.0
277,PT00M24.30S,2022-02-13T01:35:05.9Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,56,51,2022-02-13T01:35:11Z,2690000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
278,PT00M24.30S,2022-02-13T01:35:05.9Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,56,51,2022-02-13T01:35:11Z,2700000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
279,PT00M13.30S,2022-02-13T01:35:35.6Z,2,REGULAR,turnover,traveling,[],1627747,,,1610612739,56,51,2022-02-13T01:35:41Z,2710000,,,0,,C. LeVert traveling TURNOVER (3 TO),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,3.0,,,203593.0,,,,,,,,,,
280,PT00M13.30S,2022-02-13T01:35:40.7Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,56,51,2022-02-13T01:35:43Z,2720000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
281,PT00M13.30S,2022-02-13T01:35:40.7Z,2,REGULAR,substitution,in,[],202699,,,1610612755,56,51,2022-02-13T01:35:43Z,2730000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
282,PT00M01.90S,2022-02-13T01:36:01.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,5.732588699080158,50.73529411764706,1610612755,58,51,2022-02-13T01:36:04Z,2740000,-4.0,1.0,1,left,T. Maxey driving finger roll Layup (10 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,0.4,Made,,,,,,,,,,,10.0,,,,,,,
283,PT00M00.00S,2022-02-13T01:36:08.4Z,2,REGULAR,period,end,[],0,,,1610612739,58,51,2022-02-13T01:36:08Z,2750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT12M00.00S,2022-02-13T01:46:00.0Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612739,58,51,2022-02-13T01:51:14Z,2760000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
285,PT12M00.00S,2022-02-13T01:46:00.0Z,3,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,58,51,2022-02-13T01:51:14Z,2770000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
286,PT12M00.00S,2022-02-13T01:46:00.0Z,3,REGULAR,substitution,in,['startperiod'],1629680,,,1610612739,58,51,2022-02-13T01:51:14Z,2780000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
287,PT12M00.00S,2022-02-13T01:46:00.0Z,3,REGULAR,substitution,in,['startperiod'],1630596,,,1610612739,58,51,2022-02-13T01:51:14Z,2790000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
288,PT12M00.00S,2022-02-13T01:51:21.6Z,3,REGULAR,period,start,[],0,,,1610612739,58,51,2022-02-13T01:51:21Z,2800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT11M35.00S,2022-02-13T01:51:46.5Z,3,REGULAR,3pt,Jump Shot,[],1629636,33.98488830486202,48.77450980392157,1610612739,58,54,2022-02-13T01:51:51Z,2810000,6.0,267.0,1,left,D. Garland 26' 3PT  (23 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,26.71,Made,,,,,,,,,,,23.0,E. Mobley,1630596.0,1.0,,,,
291,PT11M09.00S,2022-02-13T01:52:10.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,81.2910643889619,36.76470588235294,1610612755,58,54,2022-02-13T01:52:15Z,2830000,-66.0,123.0,1,right,MISS J. Embiid 14' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,14.0,Missed,,,,,,,,,,,,,,,,,,
292,PT11M08.00S,2022-02-13T01:52:11.8Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,58,54,2022-02-13T01:52:15Z,2840000,,,0,,D. Garland REBOUND (Off:0 Def:4),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,291.0,4.0,4.0,0.0,,,,,,,,,,,,,,
293,PT10M58.00S,2022-02-13T01:52:22.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,6.258212877792378,54.41176470588235,1610612739,58,54,2022-02-13T01:52:45Z,2850000,-22.0,6.0,1,left,MISS J. Allen bank Hook,[1628386],1610612739.0,CLE,bank,,,Allen,J. Allen,,,,,2.3,Missed,,,,,,,,,,,,,,,,,,
294,PT10M56.00S,2022-02-13T01:52:24.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,58,54,2022-02-13T01:52:28Z,2860000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,293.0,6.0,6.0,0.0,,,,,,,,,,,,,,
295,PT10M43.00S,2022-02-13T01:52:37.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,93.51182654402102,52.94117647058824,1610612755,58,54,2022-02-13T01:52:42Z,2870000,15.0,8.0,1,right,MISS M. Thybulle Layup,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,1.7,Missed,,,,,,,,,,,,,,,,,,
296,PT10M41.00S,2022-02-13T01:52:39.9Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,58,54,2022-02-13T01:52:42Z,2880000,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,295.0,2.0,1.0,1.0,,,,,,,,,,,,,,
297,PT10M21.00S,2022-02-13T01:52:59.4Z,3,REGULAR,3pt,Jump Shot,[],1629731,25.443495400788436,83.33333333333334,1610612739,58,54,2022-02-13T01:53:04Z,2890000,-167.0,187.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,
298,PT10M18.00S,2022-02-13T01:53:02.4Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,58,54,2022-02-13T01:53:04Z,2900000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,297.0,2.0,2.0,0.0,,,,,,,,,,,,,,
299,PT10M08.00S,2022-02-13T01:53:12.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202699,87.20433639947439,48.03921568627451,1610612755,60,54,2022-02-13T01:53:17Z,2910000,-10.0,68.0,1,right,T. Harris 6' driving Hook (7 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,6.85,Made,,,,,,,,,,,7.0,,,,,,,
300,PT10M02.00S,2022-02-13T01:53:18.5Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,60,54,2022-02-13T01:53:23Z,2920000,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1629680]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,3.0,Thybulle,1629680.0,,,,,,,,,,,
301,PT10M02.00S,2022-02-13T01:53:18.5Z,3,REGULAR,steal,,[],1629680,,,1610612755,60,54,2022-02-13T01:53:21Z,2930000,,,0,,M. Thybulle STEAL (4 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
302,PT09M59.00S,2022-02-13T01:53:24.1Z,3,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,60,54,2022-02-13T01:53:31Z,2940000,,,0,,T. Harris bad pass out-of-bounds TURNOVER (2 TO),[202699],1610612755.0,PHI,bad pass,,,Harris,T. Harris,,,,,,,,,,,2.0,,,203593.0,,,,,,,,,,
303,PT09M48.00S,2022-02-13T01:53:37.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629636,6.1268068331143235,46.32352941176471,1610612739,60,54,2022-02-13T01:54:40Z,2950000,18.0,5.0,1,left,MISS D. Garland driving bank Hook,[1629636],1610612739.0,CLE,driving bank,,,Garland,D. Garland,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,
304,PT09M47.00S,2022-02-13T01:53:38.5Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,60,54,2022-02-13T01:54:40Z,2960000,,,0,,J. Allen REBOUND (Off:2 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,303.0,3.0,1.0,2.0,,,,,,,,,,,,,,
305,PT09M47.00S,2022-02-13T01:53:41.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,5.590000152587891,50.0,1610612739,60,56,2022-02-13T01:53:41Z,2970000,0.0,0.0,1,left,J. Allen putback Layup (8 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,0.0,Made,,,,,,,,,,,8.0,,,,,,,
306,PT09M47.00S,2022-02-13T01:53:42.6Z,3,REGULAR,foul,personal,['1freethrow'],1629680,,,1610612739,60,56,2022-02-13T01:53:53Z,2980000,,,0,,M. Thybulle shooting personal FOUL (3 PF) (Allen 1 FT),"[1629680, 1628386]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,1162.0,3.0,0.0,,,,,,,Allen,1628386.0
308,PT09M47.00S,2022-02-13T01:54:02.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628386,,,1610612739,60,57,2022-02-13T01:54:02Z,3000000,,,0,,J. Allen Free Throw 1 of 1 (9 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
309,PT09M47.00S,2022-02-13T01:54:07.0Z,3,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,60,57,2022-02-13T01:54:16Z,3010000,,,0,,T. Harris bad pass out-of-bounds TURNOVER (3 TO),[202699],1610612755.0,PHI,bad pass,,,Harris,T. Harris,,,,,,,,,,,3.0,,,1155.0,,,,,,,,,,
310,PT09M37.00S,2022-02-13T01:54:21.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,4.418528252299605,54.41176470588235,1610612739,60,59,2022-02-13T01:54:25Z,3020000,-22.0,-11.0,1,left,D. Garland driving Layup (25 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,2.47,Made,,,,,,,,,,,25.0,,,,,,,
311,PT09M11.00S,2022-02-13T01:54:49.3Z,3,REGULAR,3pt,Jump Shot,[],203954,71.17279894875165,16.176470588235293,1610612755,60,59,2022-02-13T01:55:01Z,3030000,-169.0,218.0,1,right,MISS J. Embiid 27' step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,27.63,Missed,,,,,,,,,,,,,,,,,,
312,PT09M10.00S,2022-02-13T01:54:50.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,60,59,2022-02-13T01:55:01Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,
313,PT09M10.00S,2022-02-13T01:54:53.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,60,59,2022-02-13T01:55:06Z,3050000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,1155.0,,,,,,,,,,
314,PT08M50.00S,2022-02-13T01:55:21.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,7.835085413929041,55.88235294117647,1610612739,60,59,2022-02-13T01:55:31Z,3060000,-29.0,21.0,1,left,MISS D. Garland driving floating Shot - blocked,"[1629636, 1629680]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,3.62,Missed,,,,,,,,,,,,,,,Thybulle,1629680.0,,
315,PT08M50.00S,2022-02-13T01:55:21.6Z,3,REGULAR,block,,[],1629680,,,1610612739,60,59,2022-02-13T01:55:23Z,3070000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
316,PT08M50.00S,2022-02-13T01:55:21.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,60,59,2022-02-13T01:55:31Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,
317,PT08M50.00S,2022-02-13T01:55:28.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,60,59,2022-02-13T01:55:28Z,3090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT08M47.00S,2022-02-13T01:55:49.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630596,12.040078843626807,50.49019607843137,1610612739,60,61,2022-02-13T01:55:53Z,3110000,-2.0,61.0,1,left,E. Mobley 6' pullup Jump Shot (6 PTS) (D. Wade 2 AST),"[1630596, 1629731]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,6.08,Made,,,,,,,,,,,6.0,D. Wade,1629731.0,2.0,,,,
321,PT08M47.00S,2022-02-13T01:55:52.7Z,3,REGULAR,foul,personal,['1freethrow'],202699,,,1610612739,60,61,2022-02-13T01:55:57Z,3130000,,,0,,T. Harris shooting personal FOUL (2 PF) (Mobley 1 FT),"[202699, 1630596]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,,,1155.0,2.0,0.0,,,,,,,Mobley,1630596.0
323,PT08M47.00S,2022-02-13T01:56:08.5Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630596,,,1610612739,60,62,2022-02-13T01:56:08Z,3150000,,,0,,E. Mobley Free Throw 1 of 1 (7 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
324,PT08M28.00S,2022-02-13T01:56:29.3Z,3,REGULAR,3pt,Jump Shot,[],201980,68.15045992115637,29.901960784313726,1610612755,63,62,2022-02-13T01:56:33Z,3160000,-100.0,247.0,1,right,D. Green 26' 3PT  (6 PTS) (J. Embiid 7 AST),"[201980, 203954]",1610612755.0,PHI,,,,Green,D. Green,,,,,26.66,Made,,,,,,,,,,,6.0,J. Embiid,203954.0,7.0,,,,
326,PT08M15.00S,2022-02-13T01:56:45.2Z,3,REGULAR,foul,personal,[],202699,,,1610612739,63,62,2022-02-13T01:56:51Z,3180000,,,0,,T. Harris personal FOUL (3 PF),"[202699, 1630596]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,1162.0,3.0,0.0,,,,,,,Mobley,1630596.0
328,PT08M11.00S,2022-02-13T01:57:11.3Z,3,REGULAR,2pt,Jump Shot,[],1629636,22.026938239159,63.23529411764706,1610612739,63,62,2022-02-13T01:57:16Z,3200000,-66.0,155.0,1,left,MISS D. Garland 16' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,16.82,Missed,,,,,,,,,,,,,,,,,,
329,PT08M07.00S,2022-02-13T01:57:15.3Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,63,62,2022-02-13T01:57:16Z,3210000,,,0,,J. Embiid REBOUND (Off:0 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,328.0,7.0,7.0,0.0,,,,,,,,,,,,,,
330,PT08M04.00S,2022-02-13T01:57:19.7Z,3,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612755,63,62,2022-02-13T01:57:28Z,3220000,,,0,,D. Wade shooting personal FOUL (3 PF) (Maxey 2 FT),"[1629731, 1630178]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,,1162.0,3.0,0.0,,,,,,,Maxey,1630178.0
332,PT08M04.00S,2022-02-13T01:57:48.1Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,63,62,2022-02-13T01:57:48Z,3240000,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Missed,,,,,,,,,,,,,,,,,,
333,PT08M04.00S,2022-02-13T01:57:48.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,63,62,2022-02-13T01:57:48Z,3250000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,332.0,,,,,,,,,,,,,,,,,
334,PT08M04.00S,2022-02-13T01:58:10.3Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,64,62,2022-02-13T01:58:10Z,3260000,,,0,,T. Maxey Free Throw 2 of 2 (11 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
335,PT07M46.00S,2022-02-13T01:58:29.4Z,3,REGULAR,3pt,Jump Shot,[],1629731,32.013797634691194,37.99019607843137,1610612739,64,65,2022-02-13T01:58:34Z,3270000,60.0,248.0,1,left,D. Wade 25' 3PT  (3 PTS) (E. Mobley 2 AST),"[1629731, 1630596]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,25.55,Made,,,,,,,,,,,3.0,E. Mobley,1630596.0,2.0,,,,
337,PT07M35.00S,2022-02-13T01:58:43.4Z,3,REGULAR,2pt,Jump Shot,[],202699,88.91261498028909,31.61764705882353,1610612755,64,65,2022-02-13T02:03:47Z,3290000,-92.0,52.0,1,right,MISS T. Harris 10' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,10.54,Missed,,,,,,,,,,,,,,,,,,
338,PT07M34.00S,2022-02-13T01:58:44.4Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,64,65,2022-02-13T02:03:47Z,3300000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,337.0,2.0,2.0,0.0,,,,,,,,,,,,,,
354,PT07M26.00S,2022-02-13T01:58:47.8Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,64,65,2022-02-13T02:06:34Z,3305000,,,0,,D. Garland bad pass TURNOVER (4 TO),"[1629636, 203954]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,4.0,Embiid,203954.0,,,,,,,,,,,
355,PT07M26.00S,2022-02-13T01:58:47.8Z,3,REGULAR,steal,,[],203954,,,1610612755,64,65,2022-02-13T02:02:42Z,3307500,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
341,PT07M20.00S,2022-02-13T01:59:04.0Z,3,REGULAR,foul,personal,[],1629731,,,1610612755,64,65,2022-02-13T01:59:08Z,3330000,,,0,,D. Wade personal FOUL (4 PF),"[1629731, 203954]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,1155.0,4.0,0.0,,,,,,,Embiid,203954.0
343,PT07M20.00S,2022-02-13T01:59:08.1Z,3,REGULAR,substitution,out,[],202699,,,1610612755,64,65,2022-02-13T01:59:13Z,3350000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
344,PT07M20.00S,2022-02-13T01:59:08.1Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,64,65,2022-02-13T01:59:13Z,3360000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
345,PT07M20.00S,2022-02-13T01:59:08.1Z,3,REGULAR,substitution,out,[],1629731,,,1610612755,64,65,2022-02-13T01:59:20Z,3370000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
346,PT07M20.00S,2022-02-13T01:59:08.1Z,3,REGULAR,substitution,in,[],1627747,,,1610612755,64,65,2022-02-13T01:59:20Z,3380000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
347,PT07M14.00S,2022-02-13T01:59:38.1Z,3,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,64,65,2022-02-13T01:59:46Z,3390000,,,0,,T. Maxey lost ball out-of-bounds TURNOVER (1 TO),[1630178],1610612755.0,PHI,lost ball,,,Maxey,T. Maxey,,,,,,,,,,,1.0,,,1162.0,,,,,,,,,,
348,PT07M03.00S,2022-02-13T02:00:00.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,16.245072273324574,42.64705882352941,1610612739,64,65,2022-02-13T02:00:05Z,3400000,37.0,100.0,1,left,MISS C. LeVert 10' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,10.67,Missed,,,,,,,,,,,,,,,,,,
349,PT07M00.00S,2022-02-13T02:00:03.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,64,65,2022-02-13T02:00:05Z,3410000,,,0,,J. Embiid REBOUND (Off:0 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,348.0,8.0,8.0,0.0,,,,,,,,,,,,,,
350,PT06M55.00S,2022-02-13T02:00:07.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201980,75.1149802890933,10.294117647058822,1610612755,64,65,2022-02-13T02:02:36Z,3420000,-199.0,181.0,1,right,MISS D. Green 26' running 3PT,[201980],1610612755.0,PHI,running,,,Green,D. Green,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,
351,PT06M53.00S,2022-02-13T02:00:09.5Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,64,65,2022-02-13T02:00:14Z,3430000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,350.0,4.0,2.0,2.0,,,,,,,,,,,,,,
352,PT06M45.00S,2022-02-13T02:00:21.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,64,65,2022-02-13T02:00:21Z,3440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT06M45.00S,2022-02-13T02:00:25.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,64,65,2022-02-13T02:00:25Z,3450000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M36.00S,2022-02-13T02:03:51.0Z,3,REGULAR,2pt,Jump Shot,[],1628386,4.28712220762155,74.01960784313727,1610612739,64,65,2022-02-13T02:03:56Z,3460000,-120.0,-12.0,1,left,MISS J. Allen 12' Jump Shot,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,12.07,Missed,,,,,,,,,,,,,,,,,,
357,PT06M33.00S,2022-02-13T02:03:54.0Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,64,65,2022-02-13T02:03:56Z,3470000,,,0,,J. Embiid REBOUND (Off:0 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,356.0,9.0,9.0,0.0,,,,,,,,,,,,,,
358,PT06M13.00S,2022-02-13T02:04:13.3Z,3,REGULAR,2pt,Jump Shot,[],1630178,69.85873850197109,48.529411764705884,1610612755,66,65,2022-02-13T02:04:18Z,3480000,-7.0,231.0,1,right,T. Maxey 23' pullup Jump Shot (13 PTS) (J. Embiid 8 AST),"[1630178, 203954]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,23.09,Made,,,,,,,,,,,13.0,J. Embiid,203954.0,8.0,,,,
360,PT05M46.00S,2022-02-13T02:04:40.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,13.091327201051248,42.64705882352941,1610612739,66,65,2022-02-13T02:04:45Z,3500000,37.0,71.0,1,left,MISS E. Mobley 7' driving Hook,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,7.96,Missed,,,,,,,,,,,,,,,,,,
361,PT05M45.00S,2022-02-13T02:04:41.8Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612755,66,65,2022-02-13T02:04:45Z,3510000,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,360.0,2.0,2.0,0.0,,,,,,,,,,,,,,
362,PT05M37.00S,2022-02-13T02:04:50.3Z,3,REGULAR,turnover,bad pass,[],203954,,,1610612755,66,65,2022-02-13T02:04:54Z,3520000,,,0,,J. Embiid bad pass TURNOVER (3 TO),"[203954, 1630596]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,3.0,Mobley,1630596.0,,,,,,,,,,,
363,PT05M37.00S,2022-02-13T02:04:50.3Z,3,REGULAR,steal,,[],1630596,,,1610612739,66,65,2022-02-13T02:04:51Z,3530000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
364,PT05M23.00S,2022-02-13T02:05:04.2Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,66,65,2022-02-13T02:05:08Z,3540000,,,0,,D. Garland bad pass TURNOVER (5 TO),"[1629636, 203954]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,5.0,Embiid,203954.0,,,,,,,,,,,
