actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
251,PT04M20.00S,2024-04-02T00:49:46.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627749,95.0886990801577,4.166666666666666,1610612737,45,50,2024-04-02T00:49:54Z,2490000,False,-229.0,-6.0,1,right,D. Murray 3PT running (9 PTS) (V. Krejci 1 AST),"[1627749, 1630249]",1610612737.0,ATL,running,,,Murray,D. Murray,,,,,,Left Corner 3,24+ Left,22.93,Made,,,,,9.0,,,,V. Krejci,1630249.0,1.0,,,,,,
253,PT04M19.00S,2024-04-02T00:49:55.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,45,50,2024-04-02T00:49:55Z,2510000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M19.00S,2024-04-02T00:52:33.5Z,2,REGULAR,substitution,out,[],1630678,,,1610612741,45,50,2024-04-02T00:52:53Z,2520000,False,,,0,,SUB out: T. Taylor,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M19.00S,2024-04-02T00:52:33.5Z,2,REGULAR,substitution,out,[],1630249,,,1610612741,45,50,2024-04-02T00:52:53Z,2530000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M19.00S,2024-04-02T00:52:33.5Z,2,REGULAR,substitution,in,[],201942,,,1610612741,45,50,2024-04-02T00:52:53Z,2540000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M19.00S,2024-04-02T00:52:33.5Z,2,REGULAR,substitution,in,[],1630552,,,1610612741,45,50,2024-04-02T00:52:53Z,2550000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M58.00S,2024-04-02T00:53:21.6Z,2,REGULAR,substitution,out,[],1631207,,,1610612741,45,50,2024-04-02T00:53:33Z,2570000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M58.00S,2024-04-02T00:53:21.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,45,50,2024-04-02T00:53:33Z,2580000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M53.00S,2024-04-02T00:53:42.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,5.469776609724048,50.73529411764706,1610612741,45,50,2024-04-02T00:53:47Z,2590000,False,-4.0,-1.0,1,left,MISS D. DeRozan driving reverse DUNK,[201942],1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,,Restricted Area,0-8 Center,0.39,Missed,,,,,,,,,,,,,,,,,
262,PT03M51.00S,2024-04-02T00:53:44.0Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,45,50,2024-04-02T00:53:47Z,2600000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Restricted Area,0-8 Center,,,261.0,3.0,3.0,0.0,,,,,,,,,,,,,
263,PT03M36.00S,2024-04-02T00:53:59.1Z,2,REGULAR,3pt,Jump Shot,[],1630552,93.24901445466492,3.431372549019608,1610612737,45,50,2024-04-02T00:54:05Z,2610000,False,-233.0,11.0,1,right,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,
264,PT03M33.00S,2024-04-02T00:54:02.1Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,45,50,2024-04-02T00:54:19Z,2620000,False,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Left Corner 3,24+ Left,,,263.0,4.0,1.0,3.0,,,,,,,,,,,,,
266,PT03M23.00S,2024-04-02T00:54:32.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203992,93.51182654402102,50.98039215686274,1610612737,45,52,2024-04-02T00:54:37Z,2640000,False,5.0,8.0,1,right,B. Bogdanovic driving finger roll Layup (7 PTS),[203992],1610612737.0,ATL,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,7.0,,,,,,,,,,,,
267,PT03M15.00S,2024-04-02T00:54:40.0Z,2,REGULAR,3pt,Jump Shot,[],1630245,27.283180026281208,20.098039215686274,1610612741,45,52,2024-04-02T00:54:45Z,2650000,False,150.0,204.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,
268,PT03M11.00S,2024-04-02T00:54:44.0Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,45,52,2024-04-02T00:54:45Z,2660000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Above the Break 3,24+ Right Center,,,267.0,5.0,2.0,3.0,,,,,,,,,,,,,
269,PT03M03.00S,2024-04-02T00:54:52.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203991,90.09526938239159,51.470588235294116,1610612737,45,52,2024-04-02T00:54:57Z,2670000,False,7.0,41.0,1,right,MISS C. Capela driving Hook,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,,
270,PT03M00.00S,2024-04-02T00:54:55.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,45,52,2024-04-02T00:54:57Z,2680000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Restricted Area,0-8 Center,,,269.0,5.0,4.0,1.0,,,,,,,,,,,,,
271,PT02M48.00S,2024-04-02T00:55:06.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,16.90210249671485,59.068627450980394,1610612741,45,52,2024-04-02T00:55:10Z,2690000,False,-45.0,106.0,1,left,MISS D. DeRozan 11' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),8-16 Center,11.56,Missed,,,,,,,,,,,,,,,,,
272,PT02M46.00S,2024-04-02T00:55:08.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,45,52,2024-04-02T00:55:10Z,2700000,False,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,In The Paint (Non-RA),8-16 Center,,,271.0,6.0,3.0,3.0,,,,,,,,,,,,,
273,PT02M40.00S,2024-04-02T00:55:14.3Z,2,REGULAR,2pt,Jump Shot,[],1627749,78.66294349540078,31.862745098039213,1610612737,45,52,2024-04-02T00:56:19Z,2710000,False,-91.0,148.0,1,right,MISS D. Murray 17' step back Shot,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,,Mid-Range,16-24 Left Center,17.37,Missed,,,,,,,,,,,,,,,,,
274,PT02M38.00S,2024-04-02T00:55:16.3Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,45,52,2024-04-02T00:55:18Z,2720000,False,,,0,,A. Caruso REBOUND (Off:1 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Mid-Range,16-24 Left Center,,,273.0,4.0,3.0,1.0,,,,,,,,,,,,,
275,PT02M34.00S,2024-04-02T00:55:20.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,5.863994743758213,48.77450980392157,1610612741,47,52,2024-04-02T00:55:28Z,2730000,False,6.0,3.0,1,left,A. Dosunmu running Layup (10 PTS) (A. Caruso 2 AST),"[1630245, 1627936]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,10.0,,,,A. Caruso,1627936.0,2.0,,,,,,
277,PT02M15.00S,2024-04-02T00:55:39.9Z,2,REGULAR,turnover,lost ball,[],1629631,,,1610612737,47,52,2024-04-02T00:55:45Z,2750000,False,,,0,,D. Hunter lost ball TURNOVER (1 TO),"[1629631, 1630245]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,,,,
278,PT02M15.00S,2024-04-02T00:55:39.9Z,2,REGULAR,steal,,[],1630245,,,1610612741,47,52,2024-04-02T00:58:27Z,2760000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
279,PT02M09.00S,2024-04-02T00:55:45.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,6.1268068331143235,47.794117647058826,1610612741,47,52,2024-04-02T00:55:49Z,2770000,False,11.0,5.0,1,left,MISS C. White running Layup,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,,Restricted Area,0-8 Center,1.21,Missed,,,,,,,,,,,,,,,,,
280,PT02M08.00S,2024-04-02T00:55:47.0Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,47,52,2024-04-02T00:55:47Z,2780000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Restricted Area,0-8 Center,,,279.0,2.0,2.0,0.0,,,,,,,,,,,,,
282,PT02M06.00S,2024-04-02T00:55:51.1Z,2,REGULAR,foul,personal,[],1627936,,,1610612737,47,52,2024-04-02T00:55:56Z,2800000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 203992]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,1148.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,0.0,Bogdanovic,203992.0,,
284,PT02M04.00S,2024-04-02T00:56:10.4Z,2,REGULAR,3pt,Jump Shot,[],1629631,94.95729303547962,2.941176470588235,1610612737,47,52,2024-04-02T00:56:16Z,2820000,False,-235.0,-5.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,
285,PT02M03.00S,2024-04-02T00:56:11.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,47,52,2024-04-02T00:56:16Z,2830000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Left Corner 3,24+ Left,,,284.0,,,,,,,,,,,,,,,,
287,PT01M54.00S,2024-04-02T00:56:43.0Z,2,REGULAR,foul,personal,[],1629631,,,1610612741,47,52,2024-04-02T00:56:49Z,2850000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 201942]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,1627961.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
289,PT01M54.00S,2024-04-02T00:56:49.1Z,2,REGULAR,substitution,out,[],203992,,,1610612741,47,52,2024-04-02T00:56:53Z,2870000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M54.00S,2024-04-02T00:56:49.1Z,2,REGULAR,substitution,in,[],1630249,,,1610612741,47,52,2024-04-02T00:56:53Z,2880000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M49.00S,2024-04-02T00:57:08.8Z,2,REGULAR,turnover,traveling,[],201942,,,1610612741,47,52,2024-04-02T00:57:13Z,2890000,False,,,0,,D. DeRozan traveling TURNOVER (3 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1628953.0,In The Paint (Non-RA),8-16 Right,,,,,,,,3.0,,,,,,,,,,,
292,PT01M42.00S,2024-04-02T00:57:26.1Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612737,47,52,2024-04-02T00:57:39Z,2900000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Johnson 2 FT),"[201942, 1630552]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,1627961.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Johnson,1630552.0,,
294,PT01M42.00S,2024-04-02T00:58:04.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630552,,,1610612737,47,52,2024-04-02T00:58:04Z,2920000,False,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
295,PT01M42.00S,2024-04-02T00:58:04.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,47,52,2024-04-02T00:58:04Z,2930000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,,
296,PT01M42.00S,2024-04-02T00:58:09.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630552,,,1610612737,47,53,2024-04-02T00:58:09Z,2940000,False,,,0,,J. Johnson Free Throw 2 of 2 (9 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
297,PT01M31.00S,2024-04-02T00:58:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.258212877792378,48.28431372549019,1610612741,49,53,2024-04-02T00:58:32Z,2950000,False,9.0,6.0,1,left,C. White driving finger roll Layup (9 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,9.0,,,,,,,,,,,,
298,PT01M12.00S,2024-04-02T00:58:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.11760840998686,53.431372549019606,1610612737,49,55,2024-04-02T00:58:49Z,2960000,False,17.0,12.0,1,right,D. Murray driving Layup (11 PTS) (D. Hunter 3 AST),"[1627749, 1629631]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,11.0,,,,D. Hunter,1629631.0,3.0,,,,,,
300,PT01M00.00S,2024-04-02T00:58:58.1Z,2,REGULAR,2pt,Jump Shot,[],1629632,28.728646517739815,63.23529411764706,1610612741,51,55,2024-04-02T01:01:01Z,2980000,False,-66.0,218.0,1,left,C. White 22' pullup Jump Shot (11 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,,Mid-Range,16-24 Center,22.74,Made,,,,,11.0,,,,,,,,,,,,
301,PT00M51.30S,2024-04-02T00:59:09.1Z,2,REGULAR,3pt,Jump Shot,[],1630249,67.62483574244416,71.07843137254902,1610612737,51,58,2024-04-02T00:59:37Z,2990000,False,105.0,252.0,1,right,V. Krejci 27' 3PT pullup (12 PTS),[1630249],1610612737.0,ATL,pullup,,,Krejci,V. Krejci,,,,,,Above the Break 3,24+ Right Center,27.3,Made,,,,,12.0,,,,,,,,,,,,
302,PT00M40.40S,2024-04-02T00:59:26.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630249,,,1610612741,51,58,2024-04-02T00:59:37Z,3000000,False,,,0,,V. Krejci shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630249, 201942]",1610612737.0,ATL,shooting,,,Krejci,V. Krejci,,,,,1627961.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
304,PT00M40.40S,2024-04-02T00:59:53.1Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,52,58,2024-04-02T00:59:53Z,3020000,False,,,0,,D. DeRozan Free Throw 1 of 2 (12 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
305,PT00M40.40S,2024-04-02T01:00:09.1Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,53,58,2024-04-02T01:00:09Z,3030000,False,,,0,,D. DeRozan Free Throw 2 of 2 (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
306,PT00M22.30S,2024-04-02T01:00:30.8Z,2,REGULAR,turnover,bad pass,[],1630249,,,1610612737,53,58,2024-04-02T01:00:36Z,3040000,False,,,0,,V. Krejci bad pass TURNOVER (1 TO),"[1630249, 1629632]",1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,White,1629632.0,,,,,,,,,
307,PT00M22.30S,2024-04-02T01:00:30.8Z,2,REGULAR,steal,,[],1629632,,,1610612741,53,58,2024-04-02T01:00:33Z,3050000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
308,PT00M18.00S,2024-04-02T01:00:38.3Z,2,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,53,58,2024-04-02T01:00:44Z,3060000,False,,,0,,A. Dosunmu lost ball out-of-bounds TURNOVER (1 TO),[1630245],1610612741.0,CHI,lost ball,,,Dosunmu,A. Dosunmu,,,,,1148.0,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,
309,PT00M00.80S,2024-04-02T01:01:05.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,80.3712220762155,5.88235294117647,1610612737,53,61,2024-04-02T01:23:40Z,3070000,False,-221.0,132.0,1,right,V. Krejci 25' 3PT  (15 PTS) (D. Hunter 4 AST),"[1630249, 1629631]",1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,Above the Break 3,24+ Left Center,25.71,Made,,,,,15.0,,,,D. Hunter,1629631.0,4.0,,,,,,
311,PT00M00.00S,2024-04-02T01:01:07.8Z,2,REGULAR,period,end,[],0,,,1610612741,53,61,2024-04-02T01:01:07Z,3090000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2024-04-02T01:16:06.4Z,3,REGULAR,substitution,out,['startperiod'],1630552,,,1610612741,53,61,2024-04-02T01:16:19Z,3100000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2024-04-02T01:16:06.4Z,3,REGULAR,substitution,in,['startperiod'],203992,,,1610612741,53,61,2024-04-02T01:16:19Z,3110000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-04-02T01:16:20.0Z,3,REGULAR,period,start,[],0,,,1610612741,53,61,2024-04-02T01:16:20Z,3120000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M48.00S,2024-04-02T01:16:31.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.24901445466492,46.568627450980394,1610612741,55,61,2024-04-02T01:16:36Z,3130000,False,-17.0,11.0,1,right,D. DeRozan driving Layup (15 PTS) (A. Caruso 3 AST),"[201942, 1627936]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,15.0,,,,A. Caruso,1627936.0,3.0,,,,,,
321,PT11M24.00S,2024-04-02T01:16:55.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203992,6.389618922470433,46.07843137254902,1610612737,55,61,2024-04-02T01:16:58Z,3150000,False,20.0,8.0,1,left,MISS B. Bogdanovic driving finger roll Layup,[203992],1610612737.0,ATL,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,
322,PT11M22.00S,2024-04-02T01:16:56.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,55,61,2024-04-02T01:16:56Z,3160000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Restricted Area,0-8 Center,,,321.0,6.0,5.0,1.0,,,,,,,,,,,,,
323,PT11M19.00S,2024-04-02T01:17:00.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,94.1688567674113,51.225490196078425,1610612741,57,61,2024-04-02T01:17:06Z,3170000,False,6.0,2.0,1,right,A. Dosunmu running Layup (12 PTS) (D. DeRozan 5 AST),"[1630245, 201942]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,12.0,,,,D. DeRozan,201942.0,5.0,,,,,,
325,PT11M02.00S,2024-04-02T01:17:17.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,16.113666228646515,44.11764705882353,1610612737,57,63,2024-04-02T01:17:24Z,3190000,False,29.0,99.0,1,left,D. Hunter 10' pullup Jump Shot (5 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,In The Paint (Non-RA),8-16 Center,10.33,Made,,,,,5.0,,,,,,,,,,,,
326,PT10M38.00S,2024-04-02T01:17:41.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,85.62746386333771,52.69607843137255,1610612741,57,63,2024-04-02T01:19:16Z,3200000,False,13.0,83.0,1,right,MISS C. White 8' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,,In The Paint (Non-RA),8-16 Center,8.37,Missed,,,,,,,,,,,,,,,,,
327,PT10M36.00S,2024-04-02T01:17:43.0Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612737,57,63,2024-04-02T01:17:45Z,3210000,False,,,0,,V. Krejci REBOUND (Off:0 Def:2),[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,In The Paint (Non-RA),8-16 Center,,,326.0,2.0,2.0,0.0,,,,,,,,,,,,,
328,PT10M29.00S,2024-04-02T01:17:50.9Z,3,REGULAR,3pt,Jump Shot,[],1630249,25.312089356110377,81.86274509803921,1610612737,57,66,2024-04-02T01:17:55Z,3220000,False,-159.0,185.0,1,left,V. Krejci 24' 3PT  (18 PTS) (D. Murray 3 AST),"[1630249, 1627749]",1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,Above the Break 3,24+ Left Center,24.44,Made,,,,,18.0,,,,D. Murray,1627749.0,3.0,,,,,,
330,PT10M10.00S,2024-04-02T01:18:08.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.32917214191852,50.245098039215684,1610612741,57,66,2024-04-02T01:20:05Z,3240000,False,1.0,20.0,1,right,MISS N. Vucevic driving Layup,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,
331,PT10M08.00S,2024-04-02T01:18:10.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,57,66,2024-04-02T01:18:13Z,3250000,False,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,,,330.0,7.0,4.0,3.0,,,,,,,,,,,,,
332,PT10M01.00S,2024-04-02T01:18:17.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.383048620236531,50.0,1610612737,57,68,2024-04-02T01:18:21Z,3260000,False,0.0,55.0,1,left,C. Capela Hook (8 PTS) (D. Murray 4 AST),"[203991, 1627749]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,,,,,8.0,,,,D. Murray,1627749.0,4.0,,,,,,
334,PT09M46.00S,2024-04-02T01:18:32.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.11760840998686,52.94117647058824,1610612741,59,68,2024-04-02T01:18:36Z,3280000,False,15.0,12.0,1,right,C. White driving Layup (13 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,13.0,,,,,,,,,,,,
335,PT09M24.00S,2024-04-02T01:18:57.7Z,3,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612737,59,68,2024-04-02T01:19:25Z,3290000,False,,,0,,C. White shooting personal FOUL (3 PF) (Bogdanovic 2 FT),"[1629632, 203992]",1610612741.0,CHI,shooting,,,White,C. White,,,,,1628953.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,3.0,0.0,Bogdanovic,203992.0,,
337,PT09M24.00S,2024-04-02T01:19:26.4Z,3,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,59,69,2024-04-02T01:19:26Z,3310000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (8 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
338,PT09M24.00S,2024-04-02T01:19:42.5Z,3,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,59,70,2024-04-02T01:19:42Z,3320000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (9 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
339,PT09M05.00S,2024-04-02T01:20:02.0Z,3,REGULAR,3pt,Jump Shot,[],1627936,95.74572930354796,98.0392156862745,1610612741,62,70,2024-04-02T01:20:06Z,3330000,False,240.0,-13.0,1,right,A. Caruso 24' 3PT  (5 PTS) (A. Dosunmu 1 AST),"[1627936, 1630245]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Right Corner 3,24+ Right,24.05,Made,,,,,5.0,,,,A. Dosunmu,1630245.0,1.0,,,,,,
341,PT08M51.00S,2024-04-02T01:20:16.8Z,3,REGULAR,3pt,Jump Shot,[],1629631,30.042706964520367,69.11764705882352,1610612737,62,73,2024-04-02T01:20:20Z,3350000,False,-96.0,230.0,1,left,D. Hunter 24' 3PT pullup (8 PTS) (V. Krejci 2 AST),"[1629631, 1630249]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Left Center,24.9,Made,,,,,8.0,,,,V. Krejci,1630249.0,2.0,,,,,,
