actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
424,PT06M03.00S,2023-12-13T02:36:47.6Z,3,REGULAR,3pt,Jump Shot,[],1629632,76.95466491458606,9.803921568627452,1610612741,64,77,2023-12-13T02:37:39Z,4180000,False,-201.0,164.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
425,PT06M00.00S,2023-12-13T02:36:50.6Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,64,77,2023-12-13T02:36:51Z,4190000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,424.0,4.0,4.0,0.0,,,,,,,,,
426,PT05M48.00S,2023-12-13T02:37:02.6Z,3,REGULAR,3pt,Jump Shot,[],1629008,31.35676741130092,64.95098039215686,1610612743,64,80,2023-12-13T02:37:07Z,4200000,False,-75.0,242.0,1,left,M. Porter Jr. 25' 3PT pullup (15 PTS) (A. Gordon 5 AST),"[1629008, 203932]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.36,Made,15.0,A. Gordon,203932.0,5.0,,,,,,,,,,,,,,
429,PT05M36.00S,2023-12-13T02:37:25.9Z,3,REGULAR,substitution,out,[],1631212,,,1610612741,64,80,2023-12-13T02:37:32Z,4230000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M36.00S,2023-12-13T02:37:25.9Z,3,REGULAR,substitution,in,[],201599,,,1610612741,64,80,2023-12-13T02:37:32Z,4240000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M22.00S,2023-12-13T02:37:51.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.88370565045992,39.705882352941174,1610612741,66,80,2023-12-13T02:37:55Z,4250000,False,-51.0,33.0,1,right,N. Vucevic 6' turnaround Hook (21 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.13,Made,21.0,,,,,,,,,,,,,,,,,
432,PT04M58.00S,2023-12-13T02:38:15.6Z,3,REGULAR,3pt,Jump Shot,[],1631124,24.52365308804205,82.84313725490196,1610612743,66,80,2023-12-13T02:38:25Z,4260000,False,-164.0,178.0,1,left,MISS J. Strawther 24' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,24.22,Missed,,,,,,,,,,,,,,,,,,
433,PT04M56.00S,2023-12-13T02:38:17.6Z,3,REGULAR,rebound,offensive,[],201599,,,1610612743,66,80,2023-12-13T02:38:25Z,4270000,False,,,0,,D. Jordan REBOUND (Off:3 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,432.0,4.0,1.0,3.0,,,,,,,,,
434,PT04M56.00S,2023-12-13T02:38:24.0Z,3,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612743,66,80,2023-12-13T02:38:29Z,4280000,False,,,0,,C. White shooting personal FOUL (1 PF) (Jordan 2 FT),"[1629632, 201599]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,,,,1.0,0.0,Jordan,201599.0,,,,,
436,PT04M56.00S,2023-12-13T02:38:50.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201599,,,1610612743,66,81,2023-12-13T02:38:50Z,4300000,False,,,0,,D. Jordan Free Throw 1 of 2 (5 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
437,PT04M56.00S,2023-12-13T02:38:50.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201599,,,1610612743,66,81,2023-12-13T02:39:20Z,4310000,False,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
438,PT04M54.00S,2023-12-13T02:38:52.1Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612741,66,81,2023-12-13T02:39:20Z,4320000,False,,,0,,T. Craig REBOUND (Off:2 Def:3),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,437.0,5.0,3.0,2.0,,,,,,,,,
439,PT04M41.00S,2023-12-13T02:39:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,94.43166885676742,50.245098039215684,1610612741,68,81,2023-12-13T02:39:31Z,4330000,False,1.0,0.0,1,right,T. Craig cutting Layup (2 PTS) (N. Vucevic 4 AST),"[1628470, 202696]",1610612741.0,CHI,cutting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,0.12,Made,2.0,N. Vucevic,202696.0,4.0,,,,,,,,,,,,,,
441,PT04M22.00S,2023-12-13T02:39:47.8Z,3,REGULAR,3pt,Jump Shot,[],1629008,32.276609724047304,60.78431372549019,1610612743,68,81,2023-12-13T02:40:06Z,4350000,False,-54.0,251.0,1,left,MISS M. Porter Jr. 25' step back 3PT,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
442,PT04M18.00S,2023-12-13T02:39:51.8Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,68,81,2023-12-13T02:39:58Z,4360000,False,,,0,,C. Braun REBOUND (Off:1 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,,,441.0,2.0,1.0,1.0,,,,,,,,,
443,PT04M16.00S,2023-12-13T02:39:53.8Z,3,REGULAR,turnover,lost ball,[],1631128,,,1610612743,68,81,2023-12-13T02:40:01Z,4370000,False,,,0,,C. Braun lost ball TURNOVER (2 TO),"[1631128, 1628470]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,,,Craig,1628470.0
444,PT04M16.00S,2023-12-13T02:39:53.8Z,3,REGULAR,steal,,[],1628470,,,1610612741,68,81,2023-12-13T02:43:46Z,4380000,False,,,0,,T. Craig STEAL (1 STL),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
445,PT04M10.00S,2023-12-13T02:40:00.5Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629632,78.0059132720105,90.19607843137256,1610612741,71,81,2023-12-13T02:42:33Z,4390000,False,201.0,154.0,1,right,C. White 25' 3PT running (23 PTS) (J. Carter 1 AST),"[1629632, 1628975]",1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.33,Made,23.0,J. Carter,1628975.0,1.0,,,,,,,,,,,,,,
447,PT04M10.00S,2023-12-13T02:40:06.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,71,81,2023-12-13T02:40:06Z,4410000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M10.00S,2023-12-13T02:42:23.5Z,3,REGULAR,substitution,out,[],1630172,,,1610612743,71,81,2023-12-13T02:42:40Z,4420000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M10.00S,2023-12-13T02:42:23.5Z,3,REGULAR,substitution,out,[],203932,,,1610612743,71,81,2023-12-13T02:42:40Z,4430000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M10.00S,2023-12-13T02:42:23.5Z,3,REGULAR,substitution,in,[],201942,,,1610612743,71,81,2023-12-13T02:42:40Z,4440000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M10.00S,2023-12-13T02:42:23.5Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,71,81,2023-12-13T02:42:40Z,4450000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M55.00S,2023-12-13T02:43:17.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,15.982260183968464,50.0,1610612743,71,83,2023-12-13T02:43:23Z,4460000,False,0.0,98.0,1,left,M. Porter Jr. 9' driving floating Jump Shot (17 PTS) (P. Watson 1 AST),"[1629008, 1631212]",1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.77,Made,17.0,P. Watson,1631212.0,1.0,,,,,,,,,,,,,,
454,PT03M55.00S,2023-12-13T02:43:20.1Z,3,REGULAR,foul,personal,['1freethrow'],201942,,,1610612743,71,83,2023-12-13T02:43:28Z,4480000,False,,,0,,D. DeRozan shooting personal FOUL (3 PF) (Porter Jr. 1 FT),"[201942, 1629008]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1193.0,,,,,3.0,0.0,Porter Jr.,1629008.0,,,,,
456,PT03M55.00S,2023-12-13T02:43:39.2Z,3,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,71,83,2023-12-13T02:43:39Z,4500000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 1,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
457,PT03M54.00S,2023-12-13T02:43:39.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,71,83,2023-12-13T02:43:39Z,4510000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,456.0,,,,,,,,,,,,
459,PT03M40.00S,2023-12-13T02:44:11.8Z,3,REGULAR,3pt,Jump Shot,[],1628975,81.2910643889619,5.147058823529411,1610612741,71,83,2023-12-13T02:44:53Z,4530000,False,-224.0,123.0,1,right,MISS J. Carter 25' step back 3PT,[1628975],1610612741.0,CHI,step back,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
463,PT03M36.00S,2023-12-13T02:44:15.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,71,83,2023-12-13T02:44:45Z,4540000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,459.0,,,,,,,,,,,,
460,PT03M36.00S,2023-12-13T02:44:41.7Z,3,REGULAR,jumpball,recovered,[],1628975,,,1610612741,71,83,2023-12-13T02:44:41Z,4550000,False,,,0,,Jump Ball N. Vucevic vs. D. Jordan: Tip to J. Carter,"[1628975, 202696, 201599]",1610612741.0,CHI,lodgedball,J. Carter,1628975.0,Carter,J. Carter,Vucevic,202696.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,,
464,PT03M24.00S,2023-12-13T02:44:55.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,95.0886990801577,96.81372549019608,1610612741,71,83,2023-12-13T02:45:48Z,4580000,False,234.0,-6.0,1,right,MISS J. Carter 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
470,PT03M24.00S,2023-12-13T02:44:55.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,71,83,2023-12-13T02:46:22Z,4585000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,464.0,,,,,,,,,,,,
465,PT03M24.00S,2023-12-13T02:45:08.6Z,3,REGULAR,substitution,out,[],1629632,,,1610612741,71,83,2023-12-13T02:45:12Z,4590000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M24.00S,2023-12-13T02:45:08.6Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,71,83,2023-12-13T02:45:12Z,4600000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M21.00S,2023-12-13T02:45:40.4Z,3,REGULAR,jumpball,recovered,[],202696,,,1610612741,71,83,2023-12-13T02:45:40Z,4610000,False,,,0,,Jump Ball T. Craig vs. D. Jordan: Tip to N. Vucevic,"[202696, 1628470, 201599]",1610612741.0,CHI,heldball,N. Vucevic,202696.0,Vucevic,N. Vucevic,Craig,1628470.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,,
471,PT03M16.00S,2023-12-13T02:45:45.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628470,94.69448094612353,96.32352941176471,1610612741,71,83,2023-12-13T02:45:55Z,4640000,False,232.0,-3.0,1,right,MISS T. Craig 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
472,PT03M16.00S,2023-12-13T02:45:45.0Z,3,REGULAR,rebound,offensive,[],1628975,,,1610612741,71,83,2023-12-13T02:45:55Z,4650000,False,,,0,,J. Carter REBOUND (Off:1 Def:0),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Right Corner 3,24+ Right,,,,,,,,471.0,1.0,0.0,1.0,,,,,,,,,
473,PT03M09.00S,2023-12-13T02:45:52.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202696,66.3107752956636,52.69607843137255,1610612741,71,83,2023-12-13T02:46:00Z,4660000,False,13.0,264.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
474,PT03M09.00S,2023-12-13T02:45:52.8Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,71,83,2023-12-13T02:46:00Z,4670000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,473.0,5.0,5.0,0.0,,,,,,,,,
476,PT02M59.00S,2023-12-13T02:46:18.6Z,3,REGULAR,3pt,Jump Shot,[],1631128,32.276609724047304,34.80392156862745,1610612743,71,83,2023-12-13T02:47:53Z,4690000,False,76.0,251.0,1,left,MISS C. Braun 26' pullup 3PT,[1631128],1610612743.0,DEN,pullup,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
477,PT02M55.00S,2023-12-13T02:46:22.6Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,71,83,2023-12-13T02:46:26Z,4700000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,476.0,3.0,3.0,0.0,,,,,,,,,
478,PT02M42.00S,2023-12-13T02:46:36.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.51182654402102,48.03921568627451,1610612741,73,83,2023-12-13T02:46:42Z,4710000,False,-10.0,8.0,1,right,D. DeRozan driving finger roll Layup (12 PTS) (J. Carter 2 AST),"[201942, 1628975]",1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.3,Made,12.0,J. Carter,1628975.0,2.0,,,,,,,,,,,,,,
480,PT02M30.00S,2023-12-13T02:46:47.9Z,3,REGULAR,3pt,Jump Shot,[],1629008,27.808804204993432,80.3921568627451,1610612743,73,83,2023-12-13T02:46:51Z,4730000,False,-152.0,209.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
481,PT02M28.00S,2023-12-13T02:46:49.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,73,83,2023-12-13T02:46:51Z,4740000,False,,,0,,N. Vucevic REBOUND (Off:4 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,480.0,15.0,11.0,4.0,,,,,,,,,
482,PT02M21.00S,2023-12-13T02:46:57.5Z,3,REGULAR,3pt,Jump Shot,[],1628975,73.53810775295663,18.137254901960784,1610612741,76,83,2023-12-13T02:47:04Z,4750000,False,-159.0,196.0,1,right,J. Carter 25' 3PT  (9 PTS) (D. DeRozan 3 AST),"[1628975, 201942]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.27,Made,9.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,
484,PT02M19.00S,2023-12-13T02:47:03.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,76,83,2023-12-13T02:47:03Z,4770000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M19.00S,2023-12-13T02:48:22.8Z,3,REGULAR,substitution,out,[],202696,,,1610612743,76,83,2023-12-13T02:48:44Z,4780000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M19.00S,2023-12-13T02:48:22.8Z,3,REGULAR,substitution,out,[],1631128,,,1610612743,76,83,2023-12-13T02:48:44Z,4790000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT02M19.00S,2023-12-13T02:48:22.8Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,76,83,2023-12-13T02:48:44Z,4800000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT02M19.00S,2023-12-13T02:48:22.8Z,3,REGULAR,substitution,in,[],203083,,,1610612743,76,83,2023-12-13T02:48:44Z,4810000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M19.00S,2023-12-13T02:48:22.8Z,3,REGULAR,substitution,in,[],203200,,,1610612743,76,83,2023-12-13T02:48:44Z,4820000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M19.00S,2023-12-13T02:48:22.8Z,3,REGULAR,substitution,in,[],202704,,,1610612743,76,83,2023-12-13T02:48:44Z,4830000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M10.00S,2023-12-13T02:48:51.4Z,3,REGULAR,foul,offensive,[],202704,,,1610612743,76,83,2023-12-13T02:50:26Z,4840000,False,,,0,,R. Jackson charge offensive FOUL (3 PF),"[202704, 1628470]",1610612743.0,DEN,charge,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,,,,,,,200834.0,,,,,3.0,0.0,Craig,1628470.0,,,,,
493,PT02M10.00S,2023-12-13T02:48:51.4Z,3,REGULAR,turnover,offensive foul,[],202704,,,1610612743,76,83,2023-12-13T02:48:51Z,4860000,False,,,0,,R. Jackson offensive foul TURNOVER (1 TO),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,,,,,,,200834.0,,,,,,,,,1.0,,,,
494,PT01M56.00S,2023-12-13T02:49:14.5Z,3,REGULAR,turnover,bad pass,[],1628470,,,1610612741,76,83,2023-12-13T02:49:22Z,4870000,False,,,0,,T. Craig bad pass TURNOVER (2 TO),"[1628470, 1631212]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Watson,1631212.0
495,PT01M56.00S,2023-12-13T02:49:14.5Z,3,REGULAR,steal,,[],1631212,,,1610612743,76,83,2023-12-13T02:49:23Z,4880000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
496,PT01M54.00S,2023-12-13T02:49:25.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631212,9.937582128777924,50.98039215686274,1610612743,76,83,2023-12-13T02:49:51Z,4890000,False,-5.0,41.0,1,left,MISS P. Watson running Layup,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,,,,,
497,PT01M52.00S,2023-12-13T02:49:27.5Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,76,83,2023-12-13T02:49:51Z,4900000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,496.0,2.0,2.0,0.0,,,,,,,,,
498,PT01M47.00S,2023-12-13T02:49:30.3Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630245,93.64323258869908,8.823529411764707,1610612741,78,83,2023-12-13T02:51:30Z,4910000,False,-206.0,7.0,1,right,A. Dosunmu 20' running pullup Jump Shot (4 PTS),[1630245],1610612741.0,CHI,running pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,20.6,Made,4.0,,,,,,,,,,,,,,,,,
499,PT01M30.00S,2023-12-13T02:49:45.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612743,78,83,2023-12-13T02:50:18Z,4920000,False,,,0,,T. Craig personal FOUL (4 PF) (Jordan 2 FT),"[1628470, 201599]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,4.0,0.0,Jordan,201599.0,,,,,
501,PT01M30.00S,2023-12-13T02:50:19.0Z,3,REGULAR,freethrow,1 of 2,[],201599,,,1610612743,78,83,2023-12-13T02:50:19Z,4940000,False,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
502,PT01M30.00S,2023-12-13T02:50:19.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,78,83,2023-12-13T02:50:19Z,4950000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,
503,PT01M30.00S,2023-12-13T02:50:39.7Z,3,REGULAR,freethrow,2 of 2,[],201599,,,1610612743,78,84,2023-12-13T02:50:39Z,4960000,False,,,0,,D. Jordan Free Throw 2 of 2 (6 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
504,PT01M16.00S,2023-12-13T02:50:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.30026281208936,53.92156862745098,1610612741,78,84,2023-12-13T02:51:01Z,4970000,False,20.0,1.0,1,right,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
505,PT01M13.00S,2023-12-13T02:50:59.1Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,78,84,2023-12-13T02:50:59Z,4980000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,504.0,3.0,2.0,1.0,,,,,,,,,
506,PT01M13.00S,2023-12-13T02:50:59.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612741,78,84,2023-12-13T02:50:59Z,4990000,False,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
507,PT01M12.00S,2023-12-13T02:50:59.8Z,3,REGULAR,rebound,defensive,[],202704,,,1610612743,78,84,2023-12-13T02:50:59Z,5000000,False,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,506.0,2.0,2.0,0.0,,,,,,,,,
508,PT01M10.00S,2023-12-13T02:51:02.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203200,9.411957950065702,3.1862745098039214,1610612743,78,87,2023-12-13T02:51:07Z,5010000,False,234.0,36.0,1,left,J. Holiday 3PT running (6 PTS) (R. Jackson 3 AST),"[203200, 202704]",1610612743.0,DEN,running,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.69,Made,6.0,R. Jackson,202704.0,3.0,,,,,,,,,,,,,,
510,PT00M48.70S,2023-12-13T02:51:24.3Z,3,REGULAR,3pt,Jump Shot,[],1628975,80.3712220762155,6.862745098039216,1610612741,78,87,2023-12-13T02:53:31Z,5030000,False,-216.0,132.0,1,right,MISS J. Carter 25' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
511,PT00M46.40S,2023-12-13T02:51:26.6Z,3,REGULAR,rebound,defensive,[],1631124,,,1610612743,78,87,2023-12-13T02:51:28Z,5040000,False,,,0,,J. Strawther REBOUND (Off:0 Def:5),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,,,,,,,,510.0,5.0,5.0,0.0,,,,,,,,,
