actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
494,PT10M34.00S,2025-01-09T04:28:32.4Z,4,REGULAR,steal,,[],1629018,,,1610612749,95,81,2025-01-09T04:28:35Z,4860000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
495,PT10M28.00S,2025-01-09T04:28:37.9Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629018,24.655059132720105,84.06862745098039,1610612749,98,81,2025-01-09T04:30:48Z,4870000,False,-170.0,179.0,1,left,G. Trent Jr. 24' 3PT running pullup (5 PTS),[1629018],1610612749.0,MIL,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,Made,5.0,24.73,,,,,,,,,,,,,,
496,PT10M22.00S,2025-01-09T04:28:50.7Z,4,REGULAR,foul,personal,[],1626171,,,1610612759,98,81,2025-01-09T04:29:02Z,4880000,False,,,0,,B. Portis personal FOUL (2 PF),"[1626171, 1641705]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,202027.0,2.0,0.0,,,,,,,,,,,,,,,,Wembanyama,1641705.0
498,PT10M09.00S,2025-01-09T04:29:22.6Z,4,REGULAR,3pt,Jump Shot,[],203084,95.22010512483574,96.32352941176471,1610612759,98,81,2025-01-09T04:29:52Z,4900000,False,232.0,-8.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,Missed,,23.17,,,,,,,,,,,,,,
499,PT10M07.00S,2025-01-09T04:29:24.6Z,4,REGULAR,rebound,offensive,[],1629640,,,1610612759,98,81,2025-01-09T04:29:52Z,4910000,False,,,0,,K. Johnson REBOUND (Off:4 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,498.0,9.0,5.0,4.0,,,,,,,,,,
500,PT10M06.00S,2025-01-09T04:29:29.1Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629640,94.40999984741211,50.0,1610612759,98,83,2025-01-09T04:29:41Z,4920000,False,0.0,0.0,1,right,K. Johnson tip DUNK (11 PTS),[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,Made,11.0,0.0,,,,,,,,,,,,,,
501,PT09M50.00S,2025-01-09T04:29:48.7Z,4,REGULAR,3pt,Jump Shot,[],1629018,25.57490144546649,8.823529411764707,1610612749,101,83,2025-01-09T04:29:55Z,4930000,False,206.0,188.0,1,left,G. Trent Jr. 27' 3PT  (8 PTS) (B. Portis 1 AST),"[1629018, 1626171]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,Made,8.0,27.87,,,,,,,,,,B. Portis,1626171.0,1.0,,
503,PT09M41.00S,2025-01-09T04:29:57.2Z,4,REGULAR,3pt,Jump Shot,[],1630577,70.12155059132719,13.970588235294118,1610612759,101,83,2025-01-09T04:30:02Z,4950000,False,-180.0,228.0,1,right,MISS J. Champagnie 29' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,Missed,,29.09,,,,,,,,,,,,,,
504,PT09M38.00S,2025-01-09T04:30:00.2Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,101,83,2025-01-09T04:30:02Z,4960000,False,,,0,,B. Lopez REBOUND (Off:2 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,,503.0,5.0,3.0,2.0,,,,,,,,,,
505,PT09M18.00S,2025-01-09T04:30:20.8Z,4,REGULAR,3pt,Jump Shot,[],203114,31.225361366622867,70.83333333333334,1610612749,101,83,2025-01-09T04:30:30Z,4970000,False,-104.0,241.0,1,left,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,Missed,,26.26,,,,,,,,,,,,,,
506,PT09M14.00S,2025-01-09T04:30:24.0Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,101,83,2025-01-09T04:30:24Z,4980000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,505.0,8.0,5.0,3.0,,,,,,,,,,
507,PT09M10.00S,2025-01-09T04:30:28.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,72.35545335085413,80.63725490196079,1610612759,101,86,2025-01-09T04:30:37Z,4990000,False,153.0,207.0,1,right,K. Johnson 25' 3PT running (14 PTS) (T. Jones 5 AST),"[1629640, 1630200]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,Made,14.0,25.78,,,,,,,,,,T. Jones,1630200.0,5.0,,
509,PT08M42.00S,2025-01-09T04:30:56.3Z,4,REGULAR,2pt,Jump Shot,[],1626171,9.806176084099869,76.22549019607843,1610612749,101,86,2025-01-09T04:31:01Z,5010000,False,-131.0,40.0,1,left,MISS B. Portis 13' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,Missed,,13.7,,,,,,,,,,,,,,
510,PT08M39.00S,2025-01-09T04:30:59.3Z,4,REGULAR,rebound,defensive,[],1630577,,,1610612759,101,86,2025-01-09T04:31:01Z,5020000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,509.0,3.0,3.0,0.0,,,,,,,,,,
511,PT08M36.00S,2025-01-09T04:31:03.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629640,93.64323258869908,42.8921568627451,1610612759,101,86,2025-01-09T04:32:02Z,5030000,False,-36.0,7.0,1,right,MISS K. Johnson running Layup - blocked,"[1629640, 201572]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,Missed,,3.62,,,,,,,,Lopez,201572.0,,,,,
512,PT08M36.00S,2025-01-09T04:31:03.0Z,4,REGULAR,block,,[],201572,,,1610612759,101,86,2025-01-09T04:31:06Z,5040000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
513,PT08M32.00S,2025-01-09T04:31:07.0Z,4,REGULAR,rebound,defensive,[],203114,,,1610612749,101,86,2025-01-09T04:31:16Z,5050000,False,,,0,,K. Middleton REBOUND (Off:0 Def:5),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,511.0,5.0,5.0,0.0,,,,,,,,,,
514,PT08M15.00S,2025-01-09T04:31:24.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.1268068331143235,50.73529411764706,1610612749,103,86,2025-01-09T04:31:29Z,5060000,False,-4.0,5.0,1,left,B. Portis reverse Layup (4 PTS) (D. Lillard 7 AST),"[1626171, 203081]",1610612749.0,MIL,reverse,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,Made,4.0,0.63,,,,,,,,,,D. Lillard,203081.0,7.0,,
516,PT07M54.00S,2025-01-09T04:31:44.4Z,4,REGULAR,3pt,Jump Shot,[],1630200,67.62483574244416,65.44117647058823,1610612759,103,86,2025-01-09T04:31:54Z,5080000,False,77.0,252.0,1,right,MISS T. Jones 26' 3PT - blocked,"[1630200, 1626171]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,Missed,,26.34,,,,,,,,Portis,1626171.0,,,,,
517,PT07M54.00S,2025-01-09T04:31:44.4Z,4,REGULAR,block,,[],1626171,,,1610612759,103,86,2025-01-09T04:31:48Z,5090000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
518,PT07M53.00S,2025-01-09T04:31:45.4Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,103,86,2025-01-09T04:32:29Z,5100000,False,,,0,,D. Lillard REBOUND (Off:0 Def:5),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,516.0,5.0,5.0,0.0,,,,,,,,,,
519,PT07M50.00S,2025-01-09T04:31:51.0Z,4,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612749,103,86,2025-01-09T04:32:11Z,5110000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Portis 2 FT),"[1630577, 1626171]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,202027.0,2.0,0.0,,,,,,,,,,,,,,,,Portis,1626171.0
521,PT07M50.00S,2025-01-09T04:32:23.8Z,4,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,103,86,2025-01-09T04:32:23Z,5130000,False,,,0,,MISS B. Portis Free Throw 1 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
522,PT07M50.00S,2025-01-09T04:32:23.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,103,86,2025-01-09T04:32:23Z,5140000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,
523,PT07M50.00S,2025-01-09T04:32:26.1Z,4,REGULAR,substitution,out,[],203114,,,1610612749,103,86,2025-01-09T04:32:42Z,5150000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M50.00S,2025-01-09T04:32:26.1Z,4,REGULAR,substitution,out,[],1630200,,,1610612749,103,86,2025-01-09T04:32:42Z,5160000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M50.00S,2025-01-09T04:32:26.1Z,4,REGULAR,substitution,out,[],1629640,,,1610612749,103,86,2025-01-09T04:32:42Z,5170000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M50.00S,2025-01-09T04:32:26.1Z,4,REGULAR,substitution,in,[],1627752,,,1610612749,103,86,2025-01-09T04:32:42Z,5180000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M50.00S,2025-01-09T04:32:26.1Z,4,REGULAR,substitution,in,[],101108,,,1610612749,103,86,2025-01-09T04:32:42Z,5190000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M50.00S,2025-01-09T04:32:26.1Z,4,REGULAR,substitution,in,[],1642264,,,1610612749,103,86,2025-01-09T04:32:42Z,5200000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M50.00S,2025-01-09T04:32:53.6Z,4,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,104,86,2025-01-09T04:32:53Z,5210000,False,,,0,,B. Portis Free Throw 2 of 2 (5 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
530,PT07M41.00S,2025-01-09T04:33:03.6Z,4,REGULAR,2pt,Jump Shot,[],1642264,94.69448094612353,77.45098039215686,1610612759,104,86,2025-01-09T04:33:10Z,5220000,False,137.0,-3.0,1,right,MISS S. Castle 13' pullup Shot,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,,Missed,,13.73,,,,,,,,,,,,,,
531,PT07M38.00S,2025-01-09T04:33:06.6Z,4,REGULAR,rebound,defensive,[],1627752,,,1610612749,104,86,2025-01-09T04:33:10Z,5230000,False,,,0,,T. Prince REBOUND (Off:0 Def:4),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,,,,,,,530.0,4.0,4.0,0.0,,,,,,,,,,
532,PT07M37.00S,2025-01-09T04:33:12.1Z,4,REGULAR,foul,personal,[],203084,,,1610612749,104,86,2025-01-09T04:33:30Z,5240000,False,,,0,,H. Barnes personal FOUL (1 PF),"[203084, 203081]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,1204.0,1.0,0.0,,,,,,,,,,,,,,,,Lillard,203081.0
534,PT07M23.00S,2025-01-09T04:33:34.8Z,4,REGULAR,2pt,Hook,[],201572,6.915243101182654,30.14705882352941,1610612749,106,86,2025-01-09T04:33:39Z,5260000,False,99.0,13.0,1,left,B. Lopez 10' turnaround Hook (22 PTS) (B. Portis 2 AST),"[201572, 1626171]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,,,,Made,22.0,10.01,,,,,,,,,,B. Portis,1626171.0,2.0,,
535,PT07M16.00S,2025-01-09T04:33:42.1Z,4,REGULAR,3pt,Jump Shot,[],203084,74.58935611038108,10.049019607843137,1610612759,106,86,2025-01-09T04:39:28Z,5270000,False,-200.0,186.0,1,right,MISS H. Barnes 27' step back 3PT,[203084],1610612759.0,SAS,step back,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,Missed,,27.32,,,,,,,,,,,,,,
536,PT07M14.00S,2025-01-09T04:33:44.1Z,4,REGULAR,rebound,offensive,[],1641705,,,1610612759,106,86,2025-01-09T04:33:51Z,5280000,False,,,0,,V. Wembanyama REBOUND (Off:4 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,535.0,9.0,5.0,4.0,,,,,,,,,,
537,PT07M03.00S,2025-01-09T04:33:55.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,95.6143232588699,96.07843137254902,1610612759,106,86,2025-01-09T04:34:01Z,5290000,False,230.0,-11.0,1,right,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,Missed,,23.07,,,,,,,,,,,,,,
538,PT07M00.00S,2025-01-09T04:33:58.9Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,106,86,2025-01-09T04:34:01Z,5300000,False,,,0,,B. Portis REBOUND (Off:2 Def:9),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,,,,537.0,11.0,9.0,2.0,,,,,,,,,,
539,PT06M52.00S,2025-01-09T04:34:07.4Z,4,REGULAR,3pt,Jump Shot,[],1629018,27.54599211563732,80.88235294117648,1610612749,109,86,2025-01-09T04:35:29Z,5310000,False,-154.0,206.0,1,left,G. Trent Jr. 25' 3PT  (11 PTS) (D. Lillard 8 AST),"[1629018, 203081]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,Made,11.0,25.78,,,,,,,,,,D. Lillard,203081.0,8.0,,
541,PT06M52.00S,2025-01-09T04:34:12.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,109,86,2025-01-09T04:34:12Z,5330000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M52.00S,2025-01-09T04:36:40.4Z,4,REGULAR,substitution,out,[],1626171,,,1610612759,109,86,2025-01-09T04:37:33Z,5340000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M52.00S,2025-01-09T04:36:40.4Z,4,REGULAR,substitution,out,[],1630577,,,1610612759,109,86,2025-01-09T04:37:33Z,5350000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M52.00S,2025-01-09T04:36:40.4Z,4,REGULAR,substitution,out,[],203084,,,1610612759,109,86,2025-01-09T04:37:33Z,5360000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M52.00S,2025-01-09T04:36:40.4Z,4,REGULAR,substitution,in,[],203507,,,1610612759,109,86,2025-01-09T04:37:33Z,5370000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M52.00S,2025-01-09T04:36:40.4Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,109,86,2025-01-09T04:37:33Z,5380000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M52.00S,2025-01-09T04:36:40.4Z,4,REGULAR,substitution,in,[],1629640,,,1610612759,109,86,2025-01-09T04:37:33Z,5390000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M37.00S,2025-01-09T04:38:02.1Z,4,REGULAR,3pt,Jump Shot,[],1630170,67.49342969776609,65.93137254901961,1610612759,109,86,2025-01-09T04:38:12Z,5400000,False,80.0,253.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,Missed,,26.54,,,,,,,,,,,,,,
550,PT06M34.00S,2025-01-09T04:38:05.1Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,109,86,2025-01-09T04:38:12Z,5410000,False,,,0,,B. Lopez REBOUND (Off:2 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,549.0,6.0,4.0,2.0,,,,,,,,,,
551,PT06M28.00S,2025-01-09T04:38:11.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.915243101182654,49.50980392156863,1610612749,111,86,2025-01-09T04:38:15Z,5420000,False,2.0,13.0,1,left,D. Lillard driving finger roll Layup (26 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,Made,26.0,1.27,,,,,,,,,,,,,,
552,PT06M14.00S,2025-01-09T04:38:29.1Z,4,REGULAR,foul,personal,['2freethrow'],203507,,,1610612759,111,86,2025-01-09T04:38:38Z,5430000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Johnson 2 FT),"[203507, 1629640]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,,,,,,,,,,,,,,,,Johnson,1629640.0
554,PT06M14.00S,2025-01-09T04:38:54.2Z,4,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,111,87,2025-01-09T04:38:54Z,5450000,False,,,0,,K. Johnson Free Throw 1 of 2 (15 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
555,PT06M14.00S,2025-01-09T04:39:09.5Z,4,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,111,88,2025-01-09T04:39:09Z,5460000,False,,,0,,K. Johnson Free Throw 2 of 2 (16 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
556,PT05M58.00S,2025-01-09T04:39:27.9Z,4,REGULAR,3pt,Jump Shot,[],1629018,31.09395532194481,24.264705882352942,1610612749,114,88,2025-01-09T04:39:33Z,5470000,False,129.0,240.0,1,left,G. Trent Jr. 27' 3PT  (14 PTS) (G. Antetokounmpo 8 AST),"[1629018, 203507]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,Made,14.0,27.22,,,,,,,,,,G. Antetokounmpo,203507.0,8.0,,
558,PT05M43.00S,2025-01-09T04:39:42.4Z,4,REGULAR,3pt,Jump Shot,[],1629640,67.49342969776609,31.372549019607842,1610612759,114,91,2025-01-09T04:39:48Z,5490000,False,-93.0,253.0,1,right,K. Johnson 26' 3PT  (19 PTS) (C. Paul 6 AST),"[1629640, 101108]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,Made,19.0,26.97,,,,,,,,,,C. Paul,101108.0,6.0,,
560,PT05M27.00S,2025-01-09T04:39:58.6Z,4,REGULAR,turnover,bad pass,[],203507,,,1610612749,114,91,2025-01-09T04:40:03Z,5510000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (4 TO),"[203507, 1641705]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,4.0,Wembanyama,1641705.0,,,,,,,
561,PT05M27.00S,2025-01-09T04:39:58.6Z,4,REGULAR,steal,,[],1641705,,,1610612759,114,91,2025-01-09T05:03:05Z,5520000,False,,,0,,V. Wembanyama STEAL (2 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
562,PT05M19.00S,2025-01-09T04:40:06.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,92.32917214191852,58.57843137254902,1610612759,114,91,2025-01-09T04:40:10Z,5530000,False,43.0,20.0,1,right,MISS K. Johnson Layup,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,Missed,,4.72,,,,,,,,,,,,,,
563,PT05M17.00S,2025-01-09T04:40:08.4Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,114,91,2025-01-09T04:40:10Z,5540000,False,,,0,,B. Lopez REBOUND (Off:2 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,562.0,7.0,5.0,2.0,,,,,,,,,,
564,PT05M10.00S,2025-01-09T04:40:18.8Z,4,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612749,114,91,2025-01-09T04:40:43Z,5550000,False,,,0,,V. Wembanyama shooting personal FOUL (4 PF) (Antetokounmpo 2 FT),"[1641705, 203507]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1204.0,4.0,0.0,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
566,PT05M10.00S,2025-01-09T04:41:02.7Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,115,91,2025-01-09T04:41:37Z,5570000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (23 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
567,PT05M10.00S,2025-01-09T04:41:02.7Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,115,91,2025-01-09T04:41:37Z,5580000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
568,PT05M09.00S,2025-01-09T04:41:03.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612759,115,91,2025-01-09T04:41:37Z,5590000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,567.0,,,,,,,,,,,,,
569,PT05M09.00S,2025-01-09T04:41:37.4Z,4,REGULAR,foul,personal,[],201572,,,1610612759,115,91,2025-01-09T04:41:46Z,5600000,False,,,0,,B. Lopez loose ball personal FOUL (2 PF),"[201572, 1641705]",1610612749.0,MIL,loose ball,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,202027.0,2.0,1.0,,,,,,,,,,,,,,,,Wembanyama,1641705.0
571,PT04M54.00S,2025-01-09T04:41:59.8Z,4,REGULAR,3pt,Jump Shot,[],1629640,70.51576872536137,17.401960784313726,1610612759,115,91,2025-01-09T04:42:06Z,5620000,False,-163.0,225.0,1,right,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,Missed,,27.76,,,,,,,,,,,,,,
572,PT04M50.00S,2025-01-09T04:42:03.8Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,115,91,2025-01-09T04:42:06Z,5630000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,571.0,15.0,12.0,3.0,,,,,,,,,,
573,PT04M41.00S,2025-01-09T04:42:12.4Z,4,REGULAR,turnover,bad pass,[],1627752,,,1610612749,115,91,2025-01-09T04:42:21Z,5640000,False,,,0,,T. Prince bad pass TURNOVER (2 TO),"[1627752, 101108]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2.0,Paul,101108.0,,,,,,,
574,PT04M41.00S,2025-01-09T04:42:12.4Z,4,REGULAR,steal,,[],101108,,,1610612759,115,91,2025-01-09T04:42:15Z,5650000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
575,PT04M36.00S,2025-01-09T04:42:17.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,70.12155059132719,76.22549019607843,1610612759,115,91,2025-01-09T04:42:45Z,5660000,False,131.0,228.0,1,right,MISS D. Vassell 26' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,Missed,,26.34,,,,,,,,,,,,,,
576,PT04M35.00S,2025-01-09T04:42:18.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,115,91,2025-01-09T04:45:30Z,5670000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,575.0,,,,,,,,,,,,,
