actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
509,PT00M14.30S,2025-01-05T03:20:24.5Z,3,REGULAR,3pt,Jump Shot,[],1630590,25.969119579500656,84.31372549019608,1610612763,92,86,2025-01-05T03:20:28Z,5030000,False,-172.0,192.0,1,left,S. Pippen Jr. 25' 3PT  (10 PTS) (J. Jackson Jr. 2 AST),"[1630590, 1628991]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,25.72,Made,10.0,,,,J. Jackson Jr.,1628991.0,2.0,,,,,,,,,,,
511,PT00M07.80S,2025-01-05T03:20:37.2Z,3,REGULAR,2pt,Layup,[],203471,87.53695795006571,68.40533088235294,1610612744,92,86,2025-01-05T03:21:18Z,5050000,False,92.0,65.0,1,right,MISS D. Schröder 11' driving Layup - blocked,"[203471, 1628991]",1610612744.0,GSW,driving,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,11.25,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0
512,PT00M07.80S,2025-01-05T03:20:37.2Z,3,REGULAR,block,,[],1628991,,,1610612744,92,86,2025-01-05T03:20:41Z,5060000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
513,PT00M05.20S,2025-01-05T03:20:39.8Z,3,REGULAR,rebound,offensive,[],203110,,,1610612744,92,86,2025-01-05T03:21:18Z,5070000,False,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,511.0,,2.0,1.0,1.0,,,,,,
514,PT00M04.00S,2025-01-05T03:20:46.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,91.3477332457293,96.34650735294117,1610612744,92,86,2025-01-05T03:21:34Z,5080000,False,232.0,29.0,1,right,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.35,Missed,,,,,,,,,,,,,,,,,,
515,PT00M01.30S,2025-01-05T03:20:49.4Z,3,REGULAR,rebound,defensive,[],1631222,,,1610612763,92,86,2025-01-05T03:21:34Z,5090000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:3),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,,,,,,,,,,514.0,,4.0,3.0,1.0,,,,,,
516,PT00M00.00S,2025-01-05T03:20:49.8Z,3,REGULAR,period,end,[],0,,,1610612763,92,86,2025-01-05T03:20:49Z,5100000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-01-05T03:23:03.9Z,4,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,92,86,2025-01-05T03:23:25Z,5110000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2025-01-05T03:23:03.9Z,4,REGULAR,substitution,in,['startperiod'],1641744,,,1610612763,92,86,2025-01-05T03:23:25Z,5120000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2025-01-05T03:23:28.3Z,4,REGULAR,period,start,[],0,,,1610612763,92,86,2025-01-05T03:23:28Z,5130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M54.00S,2025-01-05T03:23:32.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,10.988830486202366,48.03921568627451,1610612763,92,88,2025-01-05T03:26:16Z,5140000,False,10.0,51.0,1,left,C. Spencer driving floating Jump Shot (2 PTS) (J. LaRavia 7 AST),"[1642285, 1631222]",1610612763.0,MEM,driving floating,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,2.0,,,,J. LaRavia,1631222.0,7.0,,,,,,,,,,,
522,PT11M43.00S,2025-01-05T03:23:44.1Z,4,REGULAR,turnover,bad pass,[],203110,,,1610612744,92,88,2025-01-05T03:23:47Z,5160000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1628991]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,2.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,
523,PT11M43.00S,2025-01-05T03:23:44.1Z,4,REGULAR,steal,,[],1628991,,,1610612763,92,88,2025-01-05T03:23:45Z,5170000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
524,PT11M26.00S,2025-01-05T03:24:02.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1631222,7.046649145860711,70.58823529411765,1610612763,92,88,2025-01-05T03:24:09Z,5180000,False,-103.0,14.0,1,left,MISS J. LaRavia 10' fadeaway Shot,[1631222],1610612763.0,MEM,fadeaway,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Left,10.38,Missed,,,,,,,,,,,,,,,,,,
525,PT11M24.00S,2025-01-05T03:24:04.0Z,4,REGULAR,rebound,offensive,[],1641744,,,1610612763,92,88,2025-01-05T03:24:09Z,5190000,False,,,0,,Z. Edey REBOUND (Off:1 Def:4),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Left,,,,,,,,,,524.0,,5.0,4.0,1.0,,,,,,
527,PT11M24.00S,2025-01-05T03:25:33.2Z,4,REGULAR,foul,personal,['2freethrow'],203110,,,1610612763,92,88,2025-01-05T03:27:37Z,5210000,False,,,0,,D. Green flagrant-type-1 personal FOUL (3 PF) (Edey 2 FT),"[203110, 1641744]",1610612744.0,GSW,flagrant-type-1,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,,,3.0,0.0,Edey,1641744.0,,
530,PT11M24.00S,2025-01-05T03:28:05.5Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641744,,,1610612763,92,88,2025-01-05T03:28:22Z,5240000,False,,,0,,MISS Z. Edey flagrant Free Throw 1 of 2,[1641744],1610612763.0,MEM,flagrant,,,Edey,Z. Edey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
531,PT11M24.00S,2025-01-05T03:28:05.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,92,88,2025-01-05T03:28:05Z,5250000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,530.0,,,,,,,,,,
532,PT11M24.00S,2025-01-05T03:28:05.5Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1641744,,,1610612763,92,89,2025-01-05T03:28:22Z,5260000,False,,,0,,Z. Edey flagrant Free Throw 2 of 2 (5 PTS),[1641744],1610612763.0,MEM,flagrant,,,Edey,Z. Edey,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
533,PT11M24.00S,2025-01-05T03:28:23.4Z,4,REGULAR,substitution,out,[],203937,,,1610612744,92,89,2025-01-05T03:28:28Z,5270000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT11M24.00S,2025-01-05T03:28:23.4Z,4,REGULAR,substitution,in,[],1631218,,,1610612744,92,89,2025-01-05T03:28:28Z,5280000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT11M13.00S,2025-01-05T03:28:44.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630590,7.703679369250986,55.392156862745104,1610612763,92,91,2025-01-05T03:28:48Z,5290000,False,-27.0,20.0,1,left,S. Pippen Jr. driving reverse Layup (12 PTS),[1630590],1610612763.0,MEM,driving reverse,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,3.35,Made,12.0,,,,,,,,,,,,,,,,,
536,PT10M55.00S,2025-01-05T03:29:01.8Z,4,REGULAR,3pt,Jump Shot,[],203110,71.82982917214193,16.911764705882355,1610612744,95,91,2025-01-05T03:29:05Z,5300000,False,-165.0,212.0,1,right,D. Green 26' 3PT  (9 PTS) (T. Jackson-Davis 5 AST),"[203110, 1631218]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,26.91,Made,9.0,,,,T. Jackson-Davis,1631218.0,5.0,,,,,,,,,,,
538,PT10M51.00S,2025-01-05T03:29:16.8Z,4,REGULAR,foul,technical,['1freethrow'],203110,,,1610612763,95,91,2025-01-05T03:29:32Z,5320000,False,,,0,,D. Green technical FOUL (1 Tech),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,202007.0,,,,3.0,1.0,,,,
539,PT10M51.00S,2025-01-05T03:29:48.7Z,4,REGULAR,freethrow,1 of 1,[],1642285,,,1610612763,95,92,2025-01-05T03:29:48Z,5330000,False,,,0,,C. Spencer technical Free Throw 1 of 1 (3 PTS),[1642285],1610612763.0,MEM,technical,,,Spencer,C. Spencer,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
540,PT10M43.00S,2025-01-05T03:30:18.3Z,4,REGULAR,3pt,Jump Shot,[],1642285,9.543363994743759,96.81372549019608,1610612763,95,92,2025-01-05T03:30:24Z,5340000,False,-234.0,37.0,1,left,MISS C. Spencer 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
541,PT10M39.00S,2025-01-05T03:30:22.6Z,4,REGULAR,rebound,offensive,[],1641744,,,1610612763,95,92,2025-01-05T03:30:22Z,5350000,False,,,0,,Z. Edey REBOUND (Off:2 Def:4),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Left Corner 3,24+ Left,,,,,,,,,,540.0,,6.0,4.0,2.0,,,,,,
542,PT10M36.00S,2025-01-05T03:30:26.7Z,4,REGULAR,foul,personal,[],203110,,,1610612763,95,92,2025-01-05T03:30:30Z,5360000,False,,,0,,D. Green personal FOUL (4 PF),"[203110, 1628991]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,204058.0,,,,4.0,1.0,Jackson Jr.,1628991.0,,
544,PT10M22.00S,2025-01-05T03:31:12.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1642285,7.178055190538765,66.91176470588235,1610612763,95,94,2025-01-05T03:31:17Z,5380000,False,-85.0,15.0,1,left,C. Spencer 8' driving floating Jump Shot (5 PTS) (J. LaRavia 8 AST),"[1642285, 1631222]",1610612763.0,MEM,driving floating,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Left,8.59,Made,5.0,,,,J. LaRavia,1631222.0,8.0,,,,,,,,,,,
546,PT10M08.00S,2025-01-05T03:31:26.4Z,4,REGULAR,3pt,Jump Shot,[],203471,62.99893232588699,62.032781862745104,1610612744,98,94,2025-01-05T03:31:44Z,5400000,False,60.0,295.0,1,right,D. Schröder 30' 3PT pullup (14 PTS),[203471],1610612744.0,GSW,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,30.14,Made,14.0,,,,,,,,,,,,,,,,,
547,PT09M52.00S,2025-01-05T03:31:46.3Z,4,REGULAR,foul,offensive,[],1628991,,,1610612763,98,94,2025-01-05T03:34:41Z,5410000,False,,,0,,J. Jackson Jr. offensive FOUL (4 PF),"[1628991, 1630322]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204058.0,,,,4.0,0.0,Waters III,1630322.0,,
551,PT09M52.00S,2025-01-05T03:31:46.3Z,4,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,98,94,2025-01-05T03:34:41Z,5425000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (3 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,3.0,,,,,,,202007.0,,,,,,,,,
549,PT09M52.00S,2025-01-05T03:32:03.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,98,94,2025-01-05T03:31:46Z,5430000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT09M52.00S,2025-01-05T03:34:45.1Z,4,REGULAR,substitution,out,[],1630541,,,1610612744,98,94,2025-01-05T03:34:56Z,5450000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M52.00S,2025-01-05T03:34:45.1Z,4,REGULAR,substitution,out,[],203110,,,1610612744,98,94,2025-01-05T03:34:56Z,5460000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M52.00S,2025-01-05T03:34:45.1Z,4,REGULAR,substitution,in,[],203952,,,1610612744,98,94,2025-01-05T03:34:56Z,5470000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M52.00S,2025-01-05T03:34:45.1Z,4,REGULAR,substitution,in,[],203937,,,1610612744,98,94,2025-01-05T03:34:56Z,5480000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M40.00S,2025-01-05T03:35:12.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631218,93.24901445466492,53.431372549019606,1610612744,100,94,2025-01-05T03:35:15Z,5490000,False,17.0,11.0,1,right,T. Jackson-Davis DUNK (9 PTS) (K. Anderson 2 AST),"[1631218, 203937]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.04,Made,9.0,,,,K. Anderson,203937.0,2.0,,,,,,,,,,,
558,PT09M28.00S,2025-01-05T03:35:25.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642285,7.30946123521682,44.11764705882353,1610612763,100,96,2025-01-05T03:35:29Z,5510000,False,29.0,16.0,1,left,C. Spencer cutting Layup (7 PTS) (Z. Edey 1 AST),"[1642285, 1641744]",1610612763.0,MEM,cutting,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,3.36,Made,7.0,,,,Z. Edey,1641744.0,1.0,,,,,,,,,,,
560,PT09M13.00S,2025-01-05T03:35:39.5Z,4,REGULAR,3pt,Jump Shot,[],203471,66.96780551905388,61.76470588235294,1610612744,100,96,2025-01-05T03:35:43Z,5530000,False,59.0,258.0,1,right,MISS D. Schröder 26' 3PT,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,26.46,Missed,,,,,,,,,,,,,,,,,,
561,PT09M11.00S,2025-01-05T03:35:41.5Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,100,96,2025-01-05T03:35:43Z,5540000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:7),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,560.0,,7.0,7.0,0.0,,,,,,
562,PT08M56.00S,2025-01-05T03:35:56.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,12.434296977660972,48.529411764705884,1610612763,100,96,2025-01-05T03:36:00Z,5550000,False,7.0,64.0,1,left,MISS J. Jackson Jr. 6' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
563,PT08M53.00S,2025-01-05T03:35:59.5Z,4,REGULAR,rebound,defensive,[],1631218,,,1610612744,100,96,2025-01-05T03:36:00Z,5560000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:5),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,562.0,,7.0,5.0,2.0,,,,,,
564,PT08M44.00S,2025-01-05T03:36:11.6Z,4,REGULAR,foul,personal,[],1630590,,,1610612744,100,96,2025-01-05T03:36:18Z,5570000,False,,,0,,S. Pippen Jr. personal FOUL (2 PF),"[1630590, 203471]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1629178.0,,,,2.0,0.0,Schröder,203471.0,,
566,PT08M44.00S,2025-01-05T03:36:18.7Z,4,REGULAR,substitution,out,[],1642285,,,1610612744,100,96,2025-01-05T03:36:22Z,5590000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M44.00S,2025-01-05T03:36:18.7Z,4,REGULAR,substitution,in,[],1630217,,,1610612744,100,96,2025-01-05T03:36:22Z,5600000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M38.00S,2025-01-05T03:36:48.3Z,4,REGULAR,turnover,out-of-bounds,[],1630322,,,1610612744,100,96,2025-01-05T03:36:56Z,5610000,False,,,0,,L. Waters III bad pass out-of-bounds TURNOVER (1 TO),[1630322],1610612744.0,GSW,bad pass,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,,,,1.0,,,,,,,202007.0,,,,,,,,,
569,PT08M38.00S,2025-01-05T03:36:54.5Z,4,REGULAR,substitution,out,[],1630590,,,1610612763,100,96,2025-01-05T03:36:58Z,5620000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT08M38.00S,2025-01-05T03:36:54.5Z,4,REGULAR,substitution,out,[],1641744,,,1610612763,100,96,2025-01-05T03:36:58Z,5630000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M38.00S,2025-01-05T03:36:54.5Z,4,REGULAR,substitution,in,[],1642377,,,1610612763,100,96,2025-01-05T03:36:58Z,5640000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M38.00S,2025-01-05T03:36:54.5Z,4,REGULAR,substitution,in,[],1629634,,,1610612763,100,96,2025-01-05T03:36:58Z,5650000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M24.00S,2025-01-05T03:37:23.4Z,4,REGULAR,foul,personal,[],203937,,,1610612763,100,96,2025-01-05T03:37:36Z,5660000,False,,,0,,K. Anderson personal FOUL (2 PF),"[203937, 1628991]",1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,204058.0,,,,2.0,0.0,Jackson Jr.,1628991.0,,
575,PT08M12.00S,2025-01-05T03:37:55.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,7.30946123521682,57.35294117647059,1610612763,100,96,2025-01-05T03:39:19Z,5680000,False,-37.0,16.0,1,left,MISS J. Jackson Jr. Layup,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
576,PT08M10.00S,2025-01-05T03:37:57.0Z,4,REGULAR,rebound,defensive,[],203937,,,1610612744,100,96,2025-01-05T03:38:00Z,5690000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,575.0,,1.0,1.0,0.0,,,,,,
577,PT07M57.00S,2025-01-05T03:38:12.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,87.99277266754271,45.83333333333333,1610612744,102,96,2025-01-05T03:38:18Z,5700000,False,-21.0,60.0,1,right,D. Schröder 6' driving finger roll Layup (16 PTS),[203471],1610612744.0,GSW,driving finger roll,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,6.39,Made,16.0,,,,,,,,,,,,,,,,,
578,PT07M57.00S,2025-01-05T03:38:14.6Z,4,REGULAR,foul,personal,['1freethrow'],1629634,,,1610612744,102,96,2025-01-05T03:38:28Z,5710000,False,,,0,,B. Clarke shooting personal FOUL (2 PF) (Schröder 1 FT),"[1629634, 203471]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,,,2.0,0.0,Schröder,203471.0,,
580,PT07M57.00S,2025-01-05T03:38:34.5Z,4,REGULAR,foul,technical,['1freethrow'],203471,,,1610612744,102,96,2025-01-05T03:39:19Z,5730000,False,,,0,,D. Schröder technical FOUL (1 Tech),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,204058.0,,,,1.0,1.0,,,,
581,PT07M57.00S,2025-01-05T03:38:44.9Z,4,REGULAR,freethrow,1 of 1,[],1630217,,,1610612744,102,97,2025-01-05T03:39:19Z,5740000,False,,,0,,D. Bane technical Free Throw 1 of 1 (20 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
582,PT07M57.00S,2025-01-05T03:39:05.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,102,97,2025-01-05T03:39:19Z,5750000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M57.00S,2025-01-05T03:42:13.3Z,4,REGULAR,freethrow,1 of 1,[],203471,,,1610612744,103,97,2025-01-05T03:42:13Z,5760000,False,,,0,,D. Schröder Free Throw 1 of 1 (17 PTS),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
584,PT07M55.00S,2025-01-05T03:42:21.8Z,4,REGULAR,turnover,bad pass,[],1628991,,,1610612763,103,97,2025-01-05T03:42:27Z,5770000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (4 TO),"[1628991, 203952]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,4.0,Wiggins,203952.0,,,,,,,,,,,,,,
585,PT07M55.00S,2025-01-05T03:42:21.8Z,4,REGULAR,steal,,[],203952,,,1610612744,103,97,2025-01-05T03:42:23Z,5780000,False,,,0,,A. Wiggins STEAL (3 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
586,PT07M41.00S,2025-01-05T03:42:36.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630322,88.64980289093299,96.32352941176471,1610612744,106,97,2025-01-05T03:42:40Z,5790000,False,232.0,54.0,1,right,L. Waters III 3PT  (11 PTS) (K. Anderson 3 AST),"[1630322, 203937]",1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Right Corner 3,24+ Right,23.79,Made,11.0,,,,K. Anderson,203937.0,3.0,,,,,,,,,,,
589,PT07M22.00S,2025-01-05T03:42:55.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628991,7.5722733245729295,57.84313725490197,1610612763,106,99,2025-01-05T03:43:15Z,5820000,False,-39.0,19.0,1,left,J. Jackson Jr. driving Layup (17 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.34,Made,17.0,,,,,,,,,,,,,,,,,
591,PT07M22.00S,2025-01-05T03:43:04.5Z,4,REGULAR,violation,defensive goaltending,[],1631218,,,1610612763,106,99,2025-01-05T03:43:15Z,5840000,False,,,0,,T. Jackson-Davis defensive goaltending VIOLATION,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,
592,PT07M00.00S,2025-01-05T03:43:29.9Z,4,REGULAR,3pt,Jump Shot,[],203952,90.75229960578186,95.83333333333334,1610612744,106,99,2025-01-05T03:43:33Z,5850000,False,229.0,34.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
593,PT06M57.00S,2025-01-05T03:43:32.9Z,4,REGULAR,rebound,defensive,[],1642377,,,1610612763,106,99,2025-01-05T03:43:33Z,5860000,False,,,0,,J. Wells REBOUND (Off:2 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,,,,,,,,,,592.0,,4.0,2.0,2.0,,,,,,
594,PT06M47.00S,2025-01-05T03:43:42.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,8.09789750328515,54.65686274509803,1610612763,106,101,2025-01-05T03:43:45Z,5870000,False,-23.0,24.0,1,left,J. Jackson Jr. driving Layup (19 PTS) (J. Wells 3 AST),"[1628991, 1642377]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.32,Made,19.0,,,,J. Wells,1642377.0,3.0,,,,,,,,,,,
596,PT06M35.00S,2025-01-05T03:43:55.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,88.25558475689881,48.529411764705884,1610612744,106,101,2025-01-05T03:43:59Z,5890000,False,-7.0,58.0,1,right,MISS T. Jackson-Davis cutting Layup,[1631218],1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,,
597,PT06M30.00S,2025-01-05T03:44:00.4Z,4,REGULAR,rebound,offensive,[],1631218,,,1610612744,106,101,2025-01-05T03:43:59Z,5900000,False,,,0,,T. Jackson-Davis REBOUND (Off:3 Def:5),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,596.0,,8.0,5.0,3.0,,,,,,
