actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
351,PT00M21.10S,2025-10-25T00:43:35.8Z,2,REGULAR,substitution,in,[],1641730,,,1610612739,51,63,2025-10-25T00:43:50Z,3470000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M21.10S,2025-10-25T00:43:35.8Z,2,REGULAR,substitution,in,[],1631213,,,1610612739,51,63,2025-10-25T00:43:50Z,3480000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M00.30S,2025-10-25T00:44:17.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,92.59198423127464,43.627450980392155,1610612739,51,63,2025-10-25T00:44:24Z,3490000,False,-32.0,17.0,1,right,MISS J. Allen alley-oop Layup,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,3.62,Missed,,,,,,,,,,,,,,
354,PT00M00.30S,2025-10-25T00:44:17.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,51,63,2025-10-25T00:44:24Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,353.0,,,,,,,,,,,,,
355,PT00M00.00S,2025-10-25T00:44:28.7Z,2,REGULAR,period,end,[],0,,,1610612739,51,63,2025-10-25T00:44:28Z,3510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2025-10-25T00:59:01.3Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612739,51,63,2025-10-25T00:59:28Z,3520000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-10-25T00:59:01.3Z,3,REGULAR,substitution,out,['startperiod'],1641730,,,1610612739,51,63,2025-10-25T00:59:28Z,3530000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-10-25T00:59:01.3Z,3,REGULAR,substitution,out,['startperiod'],1631213,,,1610612739,51,63,2025-10-25T00:59:28Z,3540000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-10-25T00:59:01.3Z,3,REGULAR,substitution,out,['startperiod'],1628366,,,1610612739,51,63,2025-10-25T00:59:28Z,3550000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2025-10-25T00:59:01.3Z,3,REGULAR,substitution,in,['startperiod'],1642879,,,1610612739,51,63,2025-10-25T00:59:28Z,3560000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2025-10-25T00:59:01.3Z,3,REGULAR,substitution,in,['startperiod'],1630560,,,1610612739,51,63,2025-10-25T00:59:28Z,3570000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2025-10-25T00:59:01.3Z,3,REGULAR,substitution,in,['startperiod'],1629008,,,1610612739,51,63,2025-10-25T00:59:28Z,3580000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2025-10-25T00:59:01.3Z,3,REGULAR,substitution,in,['startperiod'],1642281,,,1610612739,51,63,2025-10-25T00:59:28Z,3590000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2025-10-25T00:59:40.7Z,3,REGULAR,period,start,[],0,,,1610612739,51,63,2025-10-25T00:59:40Z,3600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT11M45.00S,2025-10-25T00:59:55.0Z,3,REGULAR,3pt,Jump Shot,[],1630241,4.28712220762155,97.05882352941177,1610612739,51,66,2025-10-25T01:00:00Z,3610000,False,-235.0,-12.0,1,left,S. Merrill 3PT  (12 PTS) (J. Allen 1 AST),"[1630241, 1628386]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,,,,,23.56,Made,,,,,12.0,J. Allen,1628386.0,1.0,,,,,,
367,PT11M23.00S,2025-10-25T01:00:16.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,81.68528252299606,43.13725490196079,1610612751,51,66,2025-10-25T01:00:23Z,3630000,False,-34.0,120.0,1,right,MISS N. Claxton 12' floating Shot,[1629651],1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,12.45,Missed,,,,,,,,,,,,,,
368,PT11M22.00S,2025-10-25T01:00:17.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,51,66,2025-10-25T01:00:23Z,3640000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,367.0,,,,,,,,,,,,,
369,PT11M22.00S,2025-10-25T01:00:23.1Z,3,REGULAR,foul,personal,[],1629651,,,1610612739,51,66,2025-10-25T01:00:33Z,3650000,False,,,0,,N. Claxton loose ball personal FOUL (2 PF),"[1629651, 1630241]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,200832.0,,,,,,,,,,,2.0,0.0,Merrill,1630241.0,,
371,PT11M06.00S,2025-10-25T01:00:51.9Z,3,REGULAR,3pt,Jump Shot,[],1642281,23.340998685939553,13.725490196078432,1610612739,51,69,2025-10-25T01:00:57Z,3670000,False,181.0,167.0,1,left,J. Tyson 24' 3PT  (5 PTS) (J. Allen 2 AST),"[1642281, 1628386]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Right Center,,,,,24.65,Made,,,,,5.0,J. Allen,1628386.0,2.0,,,,,,
373,PT10M47.00S,2025-10-25T01:01:10.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,85.10183968462549,48.529411764705884,1610612751,51,69,2025-10-25T01:02:53Z,3690000,False,-7.0,88.0,1,right,MISS C. Thomas 8' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.78,Missed,,,,,,,,,,,,,,
374,PT10M44.00S,2025-10-25T01:01:13.1Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,51,69,2025-10-25T01:01:14Z,3700000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,373.0,1.0,1.0,0.0,,,,,,,,,,
375,PT10M40.00S,2025-10-25T01:01:16.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630241,26.231931668856767,81.12745098039215,1610612739,51,72,2025-10-25T01:01:23Z,3710000,False,-156.0,194.0,1,left,S. Merrill 24' 3PT running (15 PTS) (D. Mitchell 5 AST),"[1630241, 1628378]",1610612739.0,CLE,running,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,24.88,Made,,,,,15.0,D. Mitchell,1628378.0,5.0,,,,,,
377,PT10M40.00S,2025-10-25T01:01:27.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,51,72,2025-10-25T01:01:27Z,3730000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT10M19.00S,2025-10-25T01:04:39.0Z,3,REGULAR,2pt,Jump Shot,[],1629008,89.30683311432325,28.186274509803923,1610612751,53,72,2025-10-25T01:04:44Z,3740000,False,-109.0,48.0,1,right,M. Porter Jr. 11' fadeaway Jump Shot (16 PTS) (B. Saraf 1 AST),"[1629008, 1642879]",1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,11.92,Made,,,,,16.0,B. Saraf,1642879.0,1.0,,,,,,
380,PT10M09.00S,2025-10-25T01:04:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.703679369250986,44.11764705882353,1610612739,53,74,2025-10-25T01:04:53Z,3760000,False,29.0,20.0,1,left,D. Mitchell driving Layup (16 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,3.55,Made,,,,,16.0,,,,,,,,,
381,PT10M01.00S,2025-10-25T01:04:56.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,85.49605781865965,35.049019607843135,1610612751,53,74,2025-10-25T01:05:02Z,3770000,False,-75.0,84.0,1,right,MISS M. Porter Jr. 11' step back Shot,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,11.23,Missed,,,,,,,,,,,,,,
382,PT09M56.00S,2025-10-25T01:05:01.6Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,53,74,2025-10-25T01:05:02Z,3780000,False,,,0,,N. Claxton REBOUND (Off:3 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,381.0,4.0,1.0,3.0,,,,,,,,,,
383,PT09M56.00S,2025-10-25T01:05:01.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,94.40999984741211,50.0,1610612751,55,74,2025-10-25T01:05:07Z,3790000,False,0.0,0.0,1,right,N. Claxton tip Layup (4 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,0.0,Made,,,,,4.0,,,,,,,,,
384,PT09M50.00S,2025-10-25T01:05:10.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.863994743758213,46.568627450980394,1610612739,55,76,2025-10-25T01:05:24Z,3800000,False,17.0,3.0,1,left,J. Allen driving DUNK (15 PTS) (S. Merrill 5 AST),"[1628386, 1630241]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,1.74,Made,,,,,15.0,S. Merrill,1630241.0,5.0,,,,,,
385,PT09M50.00S,2025-10-25T01:05:13.1Z,3,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612739,55,76,2025-10-25T01:05:21Z,3810000,False,,,0,,N. Claxton shooting personal FOUL (3 PF) (Allen 1 FT),"[1629651, 1628386]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,202056.0,,,,,,,,,,,3.0,0.0,Allen,1628386.0,,
387,PT09M50.00S,2025-10-25T01:05:42.9Z,3,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,55,77,2025-10-25T01:05:42Z,3830000,False,,,0,,J. Allen Free Throw 1 of 1 (16 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,,,,,16.0,,,,,,,,,
388,PT09M27.00S,2025-10-25T01:06:06.7Z,3,REGULAR,3pt,Jump Shot,[],1629008,79.31997371879106,93.13725490196079,1610612751,58,77,2025-10-25T01:08:40Z,3840000,False,216.0,142.0,1,right,M. Porter Jr. 25' 3PT step back (19 PTS) (C. Thomas 5 AST),"[1629008, 1630560]",1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,25.82,Made,,,,,19.0,C. Thomas,1630560.0,5.0,,,,,,
392,PT08M59.00S,2025-10-25T01:06:34.5Z,3,REGULAR,3pt,Jump Shot,[],1630241,31.882391590013142,47.549019607843135,1610612739,58,80,2025-10-25T01:34:11Z,3880000,False,12.0,247.0,1,left,S. Merrill 24' 3PT step back (18 PTS) (J. Allen 3 AST),"[1630241, 1628386]",1610612739.0,CLE,step back,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,,,,,24.75,Made,,,,,18.0,J. Allen,1628386.0,3.0,,,,,,
394,PT08M40.00S,2025-10-25T01:06:56.3Z,3,REGULAR,2pt,Jump Shot,[],1629008,89.43823915900131,31.61764705882353,1610612751,58,80,2025-10-25T01:25:30Z,3900000,False,-92.0,47.0,1,right,MISS M. Porter Jr. 10' driving floating Shot - blocked,"[1629008, 1642281]",1610612751.0,BKN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,10.31,Missed,,,,,,,,,,,,,Tyson,1642281.0
396,PT08M40.00S,2025-10-25T01:06:56.3Z,3,REGULAR,block,,[],1642281,,,1610612751,58,80,2025-10-25T01:06:59Z,3910000,False,,,0,,J. Tyson BLOCK (1 BLK),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
397,PT08M37.00S,2025-10-25T01:06:59.3Z,3,REGULAR,rebound,defensive,[],1642281,,,1610612739,58,80,2025-10-25T01:25:30Z,3920000,False,,,0,,J. Tyson REBOUND (Off:1 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Mid-Range,8-16 Left,,,,,,,394.0,2.0,1.0,1.0,,,,,,,,,,
446,PT08M34.00S,2025-10-25T01:07:03.7Z,3,REGULAR,turnover,bad pass,[],1642281,,,1610612739,58,80,2025-10-25T01:14:06Z,3925000,False,,,0,,J. Tyson bad pass TURNOVER (1 TO),"[1642281, 1629651]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),8-16 Center,1.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,
447,PT08M34.00S,2025-10-25T01:07:03.7Z,3,REGULAR,steal,,[],1629651,,,1610612751,58,80,2025-10-25T01:13:56Z,3927500,False,,,0,,N. Claxton STEAL (2 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
398,PT08M28.00S,2025-10-25T01:07:11.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,66.83639947437582,41.17647058823529,1610612751,58,80,2025-10-25T01:14:19Z,3930000,False,-44.0,259.0,1,right,MISS C. Thomas 26' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,,,,,26.29,Missed,,,,,,,,,,,,,,
399,PT08M25.00S,2025-10-25T01:07:14.1Z,3,REGULAR,rebound,defensive,[],1642281,,,1610612739,58,80,2025-10-25T01:14:19Z,3940000,False,,,0,,J. Tyson REBOUND (Off:1 Def:2),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,,,,,398.0,3.0,2.0,1.0,,,,,,,,,,
400,PT08M20.00S,2025-10-25T01:07:24.0Z,3,REGULAR,foul,personal,[],1642879,,,1610612739,58,80,2025-10-25T01:07:42Z,3950000,False,,,0,,B. Saraf personal FOUL (2 PF),"[1642879, 1628386]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),0-8 Center,,,,200832.0,,,,,,,,,,,2.0,0.0,Allen,1628386.0,,
402,PT08M14.00S,2025-10-25T01:07:44.3Z,3,REGULAR,3pt,Jump Shot,[],1628378,25.18068331143233,86.27450980392157,1610612739,58,83,2025-10-25T01:07:47Z,3970000,False,-181.0,184.0,1,left,D. Mitchell 25' 3PT  (19 PTS) (E. Mobley 2 AST),"[1628378, 1630596]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,25.85,Made,,,,,19.0,E. Mobley,1630596.0,2.0,,,,,,
404,PT07M56.00S,2025-10-25T01:08:02.6Z,3,REGULAR,3pt,Jump Shot,[],1629008,71.82982917214193,23.03921568627451,1610612751,61,83,2025-10-25T01:08:09Z,3990000,False,-135.0,212.0,1,right,M. Porter Jr. 25' 3PT step back (22 PTS) (C. Thomas 6 AST),"[1629008, 1630560]",1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,25.15,Made,,,,,22.0,C. Thomas,1630560.0,6.0,,,,,,
406,PT07M42.00S,2025-10-25T01:08:17.9Z,3,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,61,83,2025-10-25T01:08:25Z,4010000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,1.0,,,200832.0,,,,,,,,,,,,,,,,
407,PT07M28.00S,2025-10-25T01:08:46.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,72.22404730617609,21.323529411764707,1610612751,61,83,2025-10-25T01:08:53Z,4020000,False,-143.0,209.0,1,right,MISS T. Mann 25' 3PT,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,25.31,Missed,,,,,,,,,,,,,,
408,PT07M26.00S,2025-10-25T01:08:48.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,61,83,2025-10-25T01:08:53Z,4030000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,407.0,,,,,,,,,,,,,
410,PT07M10.00S,2025-10-25T01:09:16.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,9.017739816031538,42.64705882352941,1610612739,61,83,2025-10-25T01:09:39Z,4050000,False,37.0,32.0,1,left,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.9,Missed,,,,,,,,,,,,,,
411,PT07M08.00S,2025-10-25T01:09:18.8Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,61,83,2025-10-25T01:09:39Z,4060000,False,,,0,,N. Claxton REBOUND (Off:3 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,410.0,5.0,2.0,3.0,,,,,,,,,,
412,PT07M03.00S,2025-10-25T01:09:24.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,92.85479632063075,49.26470588235294,1610612751,63,83,2025-10-25T01:09:46Z,4070000,False,-4.0,15.0,1,right,N. Claxton alley-oop DUNK (6 PTS) (C. Thomas 7 AST),"[1629651, 1630560]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,1.52,Made,,,,,6.0,C. Thomas,1630560.0,7.0,,,,,,
414,PT06M55.00S,2025-10-25T01:09:32.5Z,3,REGULAR,turnover,lost ball,[],1628386,,,1610612739,63,83,2025-10-25T01:36:45Z,4090000,False,,,0,,J. Allen lost ball TURNOVER (2 TO),"[1628386, 1629611]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,2.0,Mann,1629611.0,,,,,,,,,,,,,,,,,
415,PT06M55.00S,2025-10-25T01:09:32.5Z,3,REGULAR,steal,,[],1629611,,,1610612751,63,83,2025-10-25T01:09:34Z,4100000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
417,PT06M49.00S,2025-10-25T01:09:58.3Z,3,REGULAR,substitution,out,[],1628386,,,1610612751,63,83,2025-10-25T01:09:58Z,4120000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M49.00S,2025-10-25T01:09:58.3Z,3,REGULAR,substitution,out,[],1628378,,,1610612751,63,83,2025-10-25T01:09:58Z,4130000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M49.00S,2025-10-25T01:09:58.3Z,3,REGULAR,substitution,in,[],1628366,,,1610612751,63,83,2025-10-25T01:09:58Z,4140000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M49.00S,2025-10-25T01:09:58.3Z,3,REGULAR,substitution,in,[],1629731,,,1610612751,63,83,2025-10-25T01:09:58Z,4150000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M45.00S,2025-10-25T01:10:16.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,91.80354796320631,29.166666666666668,1610612751,65,83,2025-10-25T01:12:23Z,4170000,False,-104.0,25.0,1,right,C. Thomas 10' pullup Jump Shot (15 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,,,,,10.7,Made,,,,,15.0,,,,,,,,,
423,PT06M45.00S,2025-10-25T01:10:19.5Z,3,REGULAR,foul,personal,['1freethrow'],1630241,,,1610612751,65,83,2025-10-25T01:10:26Z,4180000,False,,,0,,S. Merrill shooting personal FOUL (2 PF) (Thomas 1 FT),"[1630241, 1630560]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Left,,,,204058.0,,,,,,,,,,,2.0,0.0,Thomas,1630560.0,,
425,PT06M45.00S,2025-10-25T01:10:44.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630560,,,1610612751,66,83,2025-10-25T01:10:44Z,4200000,False,,,0,,C. Thomas Free Throw 1 of 1 (16 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,Made,,,,,16.0,,,,,,,,,
427,PT06M34.00S,2025-10-25T01:11:01.3Z,3,REGULAR,turnover,lost ball,[],1630241,,,1610612739,66,83,2025-10-25T01:33:00Z,4210000,False,,,0,,S. Merrill lost ball TURNOVER (3 TO),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Center,3.0,,,200832.0,,,,,,,,,,,,,,,,
428,PT06M34.00S,2025-10-25T01:11:08.2Z,3,REGULAR,foul,personal,[],1630241,,,1610612751,66,83,2025-10-25T01:11:12Z,4220000,False,,,0,,S. Merrill loose ball personal FOUL (3 PF),"[1630241, 1629651]",1610612739.0,CLE,loose ball,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Center,,,,202056.0,,,,,,,,,,,3.0,0.0,Claxton,1629651.0,,
430,PT06M21.00S,2025-10-25T01:11:45.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642879,92.72339027595268,48.529411764705884,1610612751,68,83,2025-10-25T01:11:54Z,4240000,False,-7.0,16.0,1,right,B. Saraf driving DUNK (2 PTS),[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,1.75,Made,,,,,2.0,,,,,,,,,
431,PT06M05.00S,2025-10-25T01:12:01.4Z,3,REGULAR,3pt,Jump Shot,[],1642281,31.35676741130092,46.32352941176471,1610612739,68,86,2025-10-25T01:12:14Z,4250000,False,18.0,242.0,1,left,J. Tyson 24' 3PT  (8 PTS) (L. Ball 4 AST),"[1642281, 1628366]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,,,24.3,Made,,,,,8.0,L. Ball,1628366.0,4.0,,,,,,
433,PT05M52.00S,2025-10-25T01:12:14.9Z,3,REGULAR,turnover,lost ball,[],1629651,,,1610612751,68,86,2025-10-25T01:20:30Z,4270000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1630241]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Left Center,1.0,Merrill,1630241.0,,,,,,,,,,,,,,,,,
434,PT05M52.00S,2025-10-25T01:12:14.9Z,3,REGULAR,steal,,[],1630241,,,1610612739,68,86,2025-10-25T01:12:19Z,4280000,False,,,0,,S. Merrill STEAL (1 STL),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
435,PT05M44.00S,2025-10-25T01:12:22.3Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630596,7.835085413929041,50.245098039215684,1610612739,68,86,2025-10-25T01:33:33Z,4290000,False,-1.0,21.0,1,left,MISS E. Mobley driving bank Shot,[1630596],1610612739.0,CLE,driving bank,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,2.11,Missed,,,,,,,,,,,,,,
436,PT05M41.00S,2025-10-25T01:12:25.3Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,68,86,2025-10-25T01:33:33Z,4300000,False,,,0,,N. Claxton REBOUND (Off:3 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,435.0,6.0,3.0,3.0,,,,,,,,,,
437,PT05M37.00S,2025-10-25T01:12:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629651,93.64323258869908,44.6078431372549,1610612751,68,86,2025-10-25T01:12:42Z,4310000,False,-27.0,7.0,1,right,MISS N. Claxton running Layup - blocked,"[1629651, 1630241]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,2.8,Missed,,,,,,,,,,,,,Merrill,1630241.0
438,PT05M37.00S,2025-10-25T01:12:29.6Z,3,REGULAR,block,,[],1630241,,,1610612751,68,86,2025-10-25T01:12:32Z,4320000,False,,,0,,S. Merrill BLOCK (1 BLK),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
439,PT05M37.00S,2025-10-25T01:12:29.6Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,68,86,2025-10-25T01:12:42Z,4330000,False,,,0,,N. Claxton REBOUND (Off:4 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,437.0,7.0,3.0,4.0,,,,,,,,,,
