actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
349,PT00M00.10S,2023-11-15T04:43:32.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,74,51,2023-11-15T04:44:02Z,3410000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,348.0,,,,,,,,,,,
350,PT00M00.00S,2023-11-15T04:43:36.5Z,2,REGULAR,period,end,[],0,,,1610612763,74,51,2023-11-15T04:44:02Z,3420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2023-11-15T04:58:58.6Z,3,REGULAR,substitution,out,['startperiod'],1630559,,,1610612763,74,51,2023-11-15T04:59:16Z,3430000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,,,,,,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2023-11-15T04:58:58.6Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,74,51,2023-11-15T04:59:16Z,3440000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2023-11-15T04:58:58.6Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612763,74,51,2023-11-15T04:59:16Z,3450000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2023-11-15T04:58:58.6Z,3,REGULAR,substitution,in,['startperiod'],1629629,,,1610612763,74,51,2023-11-15T04:59:16Z,3460000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2023-11-15T04:58:58.6Z,3,REGULAR,substitution,in,['startperiod'],1631223,,,1610612763,74,51,2023-11-15T04:59:16Z,3470000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,,,,,,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2023-11-15T04:58:58.6Z,3,REGULAR,substitution,in,['startperiod'],1631367,,,1610612763,74,51,2023-11-15T04:59:16Z,3480000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,,,,,,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2023-11-15T04:59:17.4Z,3,REGULAR,period,start,[],0,,,1610612747,74,51,2023-11-15T04:59:17Z,3490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M40.00S,2023-11-15T04:59:17.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,92.82194480946123,49.50980392156863,1610612747,76,51,2023-11-15T04:59:21Z,3500000,False,-2.0,15.0,1,right,A. Davis DUNK (17 PTS) (T. Prince 1 AST),"[203076, 1627752]",1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,1.52,Made,17.0,Davis,A. Davis,T. Prince,1627752.0,1.0,,,,,,,,,,,,,,
363,PT11M28.00S,2023-11-15T04:59:30.2Z,3,REGULAR,3pt,Jump Shot,[],1628991,23.833771353482263,87.25490196078431,1610612763,76,51,2023-11-15T04:59:35Z,3520000,False,-186.0,172.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
364,PT11M25.00S,2023-11-15T04:59:33.6Z,3,REGULAR,rebound,offensive,[],202687,,,1610612763,76,51,2023-11-15T04:59:33Z,3530000,False,,,0,,B. Biyombo REBOUND (Off:4 Def:2),[202687],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Biyombo,B. Biyombo,,,,,,363.0,6.0,2.0,4.0,,,,,,,,
365,PT11M20.00S,2023-11-15T04:59:37.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630217,16.606438896189218,51.22549019607843,1610612763,76,53,2023-11-15T04:59:42Z,3540000,False,-6.0,104.0,1,left,D. Bane 10' turnaround fadeaway Jump Shot (10 PTS),[1630217],1610612763.0,MEM,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.38,Made,10.0,Bane,D. Bane,,,,,,,,,,,,,,,,,
366,PT11M09.00S,2023-11-15T04:59:49.1Z,3,REGULAR,3pt,Jump Shot,[],1629629,92.95335085413929,4.166666666666657,1610612747,79,53,2023-11-15T04:59:53Z,3550000,False,-229.0,14.0,1,right,C. Reddish 3PT  (9 PTS) (L. James 6 AST),"[1629629, 2544]",1610612747.0,LAL,,,,,,,Left Corner 3,24+ Left,22.96,Made,9.0,Reddish,C. Reddish,L. James,2544.0,6.0,,,,,,,,,,,,,,
368,PT10M47.00S,2023-11-15T05:00:11.3Z,3,REGULAR,2pt,Jump Shot,[],1631223,17.526281208935615,69.8529411764706,1610612763,79,55,2023-11-15T05:00:17Z,3570000,False,-99.0,112.0,1,left,D. Roddy 14' turnaround fadeaway Jump Shot (10 PTS),[1631223],1610612763.0,MEM,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,14.98,Made,10.0,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
369,PT10M36.00S,2023-11-15T05:00:22.4Z,3,REGULAR,3pt,Jump Shot,[],1627752,67.9862023653088,31.862745098039213,1610612747,82,55,2023-11-15T05:00:26Z,3580000,False,-91.0,248.0,1,right,T. Prince 26' 3PT  (8 PTS) (A. Davis 3 AST),"[1627752, 203076]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,26.44,Made,8.0,Prince,T. Prince,A. Davis,203076.0,3.0,,,,,,,,,,,,,,
371,PT10M21.00S,2023-11-15T05:00:37.1Z,3,REGULAR,2pt,Jump Shot,[],1631223,15.55519053876479,67.8921568627451,1610612763,82,55,2023-11-15T05:00:40Z,3600000,False,-89.0,94.0,1,left,MISS D. Roddy 12' turnaround fadeaway Shot,[1631223],1610612763.0,MEM,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,12.96,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
372,PT10M18.00S,2023-11-15T05:00:40.3Z,3,REGULAR,rebound,offensive,[],202687,,,1610612763,82,55,2023-11-15T05:00:40Z,3610000,False,,,0,,B. Biyombo REBOUND (Off:5 Def:2),[202687],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Left,,,,Biyombo,B. Biyombo,,,,,,371.0,7.0,2.0,5.0,,,,,,,,
373,PT10M05.00S,2023-11-15T05:00:53.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202687,14.50394218134035,68.62745098039215,1610612763,82,55,2023-11-15T05:00:57Z,3620000,False,-93.0,84.0,1,left,MISS B. Biyombo 12' turnaround Shot,[202687],1610612763.0,MEM,turnaround,,,,,,Mid-Range,8-16 Left,12.53,Missed,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,
374,PT10M01.00S,2023-11-15T05:00:56.8Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,82,55,2023-11-15T05:00:56Z,3630000,False,,,0,,L. James REBOUND (Off:0 Def:8),[2544],1610612747.0,LAL,,,,,,,Mid-Range,8-16 Left,,,,James,L. James,,,,,,373.0,8.0,8.0,0.0,,,,,,,,
375,PT09M55.00S,2023-11-15T05:01:03.4Z,3,REGULAR,turnover,bad pass,[],2544,,,1610612747,82,55,2023-11-15T05:01:09Z,3640000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1631223]",1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,James,L. James,,,,,,,,,,,2.0,,,,,Roddy,1631223.0
376,PT09M55.00S,2023-11-15T05:01:03.4Z,3,REGULAR,steal,,[],1631223,,,1610612763,82,55,2023-11-15T05:01:05Z,3650000,False,,,0,,D. Roddy STEAL (1 STL),[1631223],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
377,PT09M51.00S,2023-11-15T05:01:07.5Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630217,26.72470433639947,15.196078431372555,1610612763,82,55,2023-11-15T05:01:14Z,3660000,False,174.0,199.0,1,left,MISS D. Bane 26' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,
378,PT09M49.00S,2023-11-15T05:01:09.5Z,3,REGULAR,rebound,offensive,[],1631367,,,1610612763,82,55,2023-11-15T05:01:14Z,3670000,False,,,0,,J. Gilyard REBOUND (Off:1 Def:1),[1631367],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Gilyard,J. Gilyard,,,,,,377.0,2.0,1.0,1.0,,,,,,,,
379,PT09M47.00S,2023-11-15T05:01:11.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630217,9.510512483574246,3.1862745098039227,1610612763,82,55,2023-11-15T05:01:16Z,3680000,False,234.0,37.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,23.7,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,
380,PT09M43.00S,2023-11-15T05:01:15.7Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612747,82,55,2023-11-15T05:01:16Z,3690000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,,,,Russell,D. Russell,,,,,,379.0,2.0,2.0,0.0,,,,,,,,
381,PT09M37.00S,2023-11-15T05:01:23.6Z,3,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612747,82,55,2023-11-15T05:01:30Z,3700000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Russell 2 FT),"[1630217, 1626156]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,,Bane,D. Bane,,,,,,,,,,1626300.0,,1.0,1.0,Russell,1626156.0,,
383,PT09M37.00S,2023-11-15T05:01:50.4Z,3,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,82,55,2023-11-15T05:01:50Z,3720000,False,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612747.0,LAL,,,,,,,,,,Missed,,Russell,D. Russell,,,,,,,,,,,,,,,,,
384,PT09M37.00S,2023-11-15T05:01:50.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,82,55,2023-11-15T05:01:50Z,3730000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,383.0,,,,,,,,,,,
385,PT09M37.00S,2023-11-15T05:02:00.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,82,55,2023-11-15T05:02:00Z,3740000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT09M37.00S,2023-11-15T05:05:02.6Z,3,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,83,55,2023-11-15T05:05:02Z,3750000,False,,,0,,D. Russell Free Throw 2 of 2 (12 PTS),[1626156],1610612747.0,LAL,,,,,,,,,,Made,12.0,Russell,D. Russell,,,,,,,,,,,,,,,,,
387,PT09M17.00S,2023-11-15T05:05:23.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,8.459264126149804,53.18627450980392,1610612763,83,55,2023-11-15T05:05:32Z,3760000,False,-16.0,27.0,1,left,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 203076]",1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,3.13,Missed,,Jackson Jr.,J. Jackson Jr.,,,,Davis,203076.0,,,,,,,,,,,,
388,PT09M17.00S,2023-11-15T05:05:23.4Z,3,REGULAR,block,,[],203076,,,1610612763,83,55,2023-11-15T05:05:25Z,3770000,False,,,0,,A. Davis BLOCK (4 BLK),[203076],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,
389,PT09M17.00S,2023-11-15T05:05:23.4Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,83,55,2023-11-15T05:05:55Z,3780000,False,,,0,,L. James REBOUND (Off:0 Def:9),[2544],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,James,L. James,,,,,,387.0,9.0,9.0,0.0,,,,,,,,
390,PT09M14.00S,2023-11-15T05:05:29.6Z,3,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,83,55,2023-11-15T05:05:39Z,3790000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (3 TO),[2544],1610612747.0,LAL,bad pass,,,,,,Mid-Range,8-16 Right,,,,James,L. James,,,,,,,,,,1629178.0,3.0,,,,,,
391,PT09M01.00S,2023-11-15T05:05:48.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631367,31.84954007884363,25.980392156862735,1610612763,83,58,2023-11-15T05:07:13Z,3800000,False,120.0,247.0,1,left,J. Gilyard 27' 3PT  (6 PTS) (B. Biyombo 3 AST),"[1631367, 202687]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,27.46,Made,6.0,Gilyard,J. Gilyard,B. Biyombo,202687.0,3.0,,,,,,,,,,,,,,
392,PT08M39.00S,2023-11-15T05:06:10.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.0335085413929,50.49019607843137,1610612747,85,58,2023-11-15T05:06:17Z,3810000,False,2.0,22.0,1,right,A. Davis reverse Layup (19 PTS) (C. Reddish 1 AST),"[203076, 1629629]",1610612747.0,LAL,reverse,,,,,,Restricted Area,0-8 Center,2.25,Made,19.0,Davis,A. Davis,C. Reddish,1629629.0,1.0,,,,,,,,,,,,,,
394,PT08M17.00S,2023-11-15T05:06:32.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,9.379106438896187,50.49019607843137,1610612763,85,58,2023-11-15T05:06:38Z,3830000,False,-2.0,36.0,1,left,MISS J. Jackson Jr. Hook,[1628991],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,3.58,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
395,PT08M16.00S,2023-11-15T05:06:34.1Z,3,REGULAR,rebound,offensive,[],202687,,,1610612763,85,58,2023-11-15T05:06:34Z,3840000,False,,,0,,B. Biyombo REBOUND (Off:6 Def:2),[202687],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,394.0,8.0,2.0,6.0,,,,,,,,
396,PT08M15.00S,2023-11-15T05:06:34.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202687,10.430354796320628,49.754901960784316,1610612763,85,58,2023-11-15T05:06:40Z,3850000,False,1.0,46.0,1,left,MISS B. Biyombo turnaround Hook,[202687],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,
397,PT08M12.00S,2023-11-15T05:06:37.7Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,85,58,2023-11-15T05:06:40Z,3860000,False,,,0,,A. Davis REBOUND (Off:4 Def:5),[203076],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Davis,A. Davis,,,,,,396.0,9.0,5.0,4.0,,,,,,,,
398,PT08M05.00S,2023-11-15T05:06:44.0Z,3,REGULAR,turnover,lost ball,[],2544,,,1610612747,85,58,2023-11-15T05:06:49Z,3870000,False,,,0,,L. James lost ball TURNOVER (4 TO),"[2544, 1631367]",1610612747.0,LAL,,,,,,,Mid-Range,8-16 Right,,,,James,L. James,,,,,,,,,,,4.0,,,,,Gilyard,1631367.0
399,PT08M05.00S,2023-11-15T05:06:44.0Z,3,REGULAR,steal,,[],1631367,,,1610612763,85,58,2023-11-15T05:06:45Z,3880000,False,,,0,,J. Gilyard STEAL (2 STL),[1631367],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
400,PT08M01.00S,2023-11-15T05:06:50.4Z,3,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612763,85,58,2023-11-15T05:06:56Z,3890000,False,,,0,,T. Prince shooting personal FOUL (2 PF) (Roddy 2 FT),"[1627752, 1631223]",1610612747.0,LAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Prince,T. Prince,,,,,,,,,,1626300.0,,2.0,0.0,Roddy,1631223.0,,
403,PT08M01.00S,2023-11-15T05:07:26.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631223,,,1610612763,85,59,2023-11-15T05:07:42Z,3910000,False,,,0,,D. Roddy Free Throw 1 of 2 (11 PTS),[1631223],1610612763.0,MEM,,,,,,,,,,Made,11.0,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
404,PT08M01.00S,2023-11-15T05:07:26.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631223,,,1610612763,85,59,2023-11-15T05:07:42Z,3920000,False,,,0,,MISS D. Roddy Free Throw 2 of 2,[1631223],1610612763.0,MEM,,,,,,,,,,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
405,PT07M59.00S,2023-11-15T05:07:28.9Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,85,59,2023-11-15T05:07:42Z,3930000,False,,,0,,A. Davis REBOUND (Off:4 Def:6),[203076],1610612747.0,LAL,,,,,,,,,,,,Davis,A. Davis,,,,,,404.0,10.0,6.0,4.0,,,,,,,,
406,PT07M46.00S,2023-11-15T05:07:53.7Z,3,REGULAR,3pt,Jump Shot,[],1627752,73.76806833114324,85.7843137254902,1610612747,85,59,2023-11-15T05:08:01Z,3940000,False,179.0,194.0,1,right,MISS T. Prince 26' 3PT,[1627752],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,Prince,T. Prince,,,,,,,,,,,,,,,,,
407,PT07M43.00S,2023-11-15T05:07:56.7Z,3,REGULAR,rebound,defensive,[],1631367,,,1610612763,85,59,2023-11-15T05:08:01Z,3950000,False,,,0,,J. Gilyard REBOUND (Off:1 Def:2),[1631367],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Gilyard,J. Gilyard,,,,,,406.0,3.0,2.0,1.0,,,,,,,,
408,PT07M40.00S,2023-11-15T05:07:59.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630217,8.327858081471746,48.529411764705884,1610612763,85,61,2023-11-15T05:08:10Z,3960000,False,7.0,26.0,1,left,D. Bane running Layup (12 PTS) (J. Gilyard 1 AST),"[1630217, 1631367]",1610612763.0,MEM,running,,,,,,Restricted Area,0-8 Center,2.68,Made,12.0,Bane,D. Bane,J. Gilyard,1631367.0,1.0,,,,,,,,,,,,,,
410,PT07M32.00S,2023-11-15T05:08:08.5Z,3,REGULAR,turnover,offensive goaltending,[],203076,,,1610612747,85,61,2023-11-15T05:08:34Z,3980000,False,,,0,,A. Davis offensive goaltending TURNOVER (2 TO),[203076],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Davis,A. Davis,,,,,,,,,,202049.0,2.0,,,,,,
411,PT07M17.00S,2023-11-15T05:08:36.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,29.09001314060447,26.225490196078425,1610612763,85,64,2023-11-15T05:08:41Z,3990000,False,119.0,221.0,1,left,J. Jackson Jr. 25' 3PT  (8 PTS) (B. Biyombo 4 AST),"[1628991, 202687]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,25.09,Made,8.0,Jackson Jr.,J. Jackson Jr.,B. Biyombo,202687.0,4.0,,,,,,,,,,,,,,
413,PT07M17.00S,2023-11-15T05:08:45.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,85,64,2023-11-15T05:08:45Z,4010000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M17.00S,2023-11-15T05:11:17.5Z,3,REGULAR,substitution,out,[],1627752,,,1610612747,85,64,2023-11-15T05:11:38Z,4020000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
415,PT07M17.00S,2023-11-15T05:11:17.5Z,3,REGULAR,substitution,in,[],1630559,,,1610612747,85,64,2023-11-15T05:11:38Z,4030000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,,,,,,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
416,PT07M07.00S,2023-11-15T05:11:44.5Z,3,REGULAR,3pt,Jump Shot,[],2544,77.71024967148489,9.558823529411768,1610612747,88,64,2023-11-15T05:11:49Z,4040000,False,-202.0,157.0,1,right,L. James 25' 3PT  (13 PTS) (D. Russell 5 AST),"[2544, 1626156]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,25.6,Made,13.0,James,L. James,D. Russell,1626156.0,5.0,,,,,,,,,,,,,,
418,PT06M51.00S,2023-11-15T05:12:01.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,8.459264126149804,50.73529411764706,1610612763,88,64,2023-11-15T05:12:12Z,4060000,False,-4.0,27.0,1,left,MISS J. Jackson Jr. driving Hook - blocked,"[1628991, 203076]",1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,2.73,Missed,,Jackson Jr.,J. Jackson Jr.,,,,Davis,203076.0,,,,,,,,,,,,
419,PT06M51.00S,2023-11-15T05:12:01.8Z,3,REGULAR,block,,[],203076,,,1610612763,88,64,2023-11-15T05:12:04Z,4070000,False,,,0,,A. Davis BLOCK (5 BLK),[203076],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,
420,PT06M51.00S,2023-11-15T05:12:01.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,88,64,2023-11-15T05:12:06Z,4080000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,418.0,,,,,,,,,,,
422,PT06M50.00S,2023-11-15T05:12:24.7Z,3,REGULAR,foul,personal,['3freethrow'],1629629,,,1610612763,88,64,2023-11-15T05:15:01Z,4100000,False,,,0,,C. Reddish flagrant-type-1 personal FOUL (2 PF) (Bane 3 FT),"[1629629, 1630217]",1610612747.0,LAL,flagrant-type-1,,,,,,Right Corner 3,24+ Right,,,,Reddish,C. Reddish,,,,,,,,,,1626300.0,,2.0,0.0,Bane,1630217.0,,
425,PT06M50.00S,2023-11-15T05:15:07.3Z,3,REGULAR,freethrow,1 of 3,['2ndchance'],1630217,,,1610612763,88,65,2023-11-15T05:15:37Z,4130000,False,,,0,,D. Bane flagrant Free Throw 1 of 3 (13 PTS),[1630217],1610612763.0,MEM,flagrant,,,,,,,,,Made,13.0,Bane,D. Bane,,,,,,,,,,,,,,,,,
426,PT06M50.00S,2023-11-15T05:15:07.3Z,3,REGULAR,freethrow,2 of 3,['2ndchance'],1630217,,,1610612763,88,66,2023-11-15T05:15:37Z,4140000,False,,,0,,D. Bane flagrant Free Throw 2 of 3 (14 PTS),[1630217],1610612763.0,MEM,flagrant,,,,,,,,,Made,14.0,Bane,D. Bane,,,,,,,,,,,,,,,,,
427,PT06M50.00S,2023-11-15T05:15:07.3Z,3,REGULAR,freethrow,3 of 3,['2ndchance'],1630217,,,1610612763,88,67,2023-11-15T05:15:37Z,4150000,False,,,0,,D. Bane flagrant Free Throw 3 of 3 (15 PTS),[1630217],1610612763.0,MEM,flagrant,,,,,,,,,Made,15.0,Bane,D. Bane,,,,,,,,,,,,,,,,,
428,PT06M43.00S,2023-11-15T05:15:51.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631367,17.263469119579497,3.67647058823529,1610612763,88,70,2023-11-15T05:15:56Z,4160000,False,232.0,110.0,1,left,J. Gilyard 25' 3PT  (9 PTS) (D. Roddy 2 AST),"[1631367, 1631223]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,25.63,Made,9.0,Gilyard,J. Gilyard,D. Roddy,1631223.0,2.0,,,,,,,,,,,,,,
430,PT06M31.00S,2023-11-15T05:16:05.5Z,3,REGULAR,foul,personal,[],1631367,,,1610612747,88,70,2023-11-15T05:16:12Z,4180000,False,,,0,,J. Gilyard personal FOUL (2 PF),"[1631367, 203076]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gilyard,J. Gilyard,,,,,,,,,,1626300.0,,2.0,0.0,Davis,203076.0,,
432,PT06M31.00S,2023-11-15T05:16:21.8Z,3,REGULAR,substitution,out,[],1631367,,,1610612747,88,70,2023-11-15T05:16:25Z,4200000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,,,,,,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
433,PT06M31.00S,2023-11-15T05:16:21.8Z,3,REGULAR,substitution,in,[],1630533,,,1610612747,88,70,2023-11-15T05:16:25Z,4210000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
434,PT06M13.00S,2023-11-15T05:16:48.7Z,3,REGULAR,2pt,Jump Shot,[],1630559,93.69250985545335,74.36427696078431,1610612747,88,70,2023-11-15T05:16:53Z,4220000,False,122.0,7.0,1,right,MISS A. Reaves 12' fadeaway Shot,[1630559],1610612747.0,LAL,fadeaway,,,,,,Mid-Range,8-16 Right,12.2,Missed,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
435,PT06M11.00S,2023-11-15T05:16:50.7Z,3,REGULAR,rebound,defensive,[],1631223,,,1610612763,88,70,2023-11-15T05:16:53Z,4230000,False,,,0,,D. Roddy REBOUND (Off:1 Def:1),[1631223],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Roddy,D. Roddy,,,,,,434.0,2.0,1.0,1.0,,,,,,,,
436,PT06M08.00S,2023-11-15T05:16:55.0Z,3,REGULAR,foul,personal,['2freethrow'],203076,,,1610612763,88,70,2023-11-15T05:17:00Z,4240000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Roddy 2 FT),"[203076, 1631223]",1610612747.0,LAL,shooting,,,,,,Restricted Area,0-8 Center,,,,Davis,A. Davis,,,,,,,,,,1626300.0,,1.0,1.0,Roddy,1631223.0,,
