actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
251,PT03M05.00S,2024-03-09T04:02:24.3Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,58,50,2024-03-09T04:02:25Z,2480000,False,,,0,,B. Portis REBOUND (Off:1 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,250.0,5.0,4.0,1.0,,,,,,,,,,,,,
252,PT02M51.00S,2024-03-09T04:02:38.5Z,2,REGULAR,3pt,Jump Shot,[],203081,32.769382391590014,81.86274509803921,1610612749,58,53,2024-03-09T04:02:43Z,2490000,False,-159.0,256.0,1,left,D. Lillard 30' 3PT  (5 PTS) (M. Beasley 2 AST),"[203081, 1627736]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,30.11,Made,5.0,,,,,,,M. Beasley,1627736.0,2.0,,,,,,,,
254,PT02M44.00S,2024-03-09T04:02:47.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612747,58,53,2024-03-09T04:03:06Z,2510000,False,,,0,,M. Beasley shooting personal FOUL (2 PF) (Hachimura 2 FT),"[1627736, 1629060]",1610612749.0,MIL,shooting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,,,,,2.0,0.0,Hachimura,1629060.0,,,,
256,PT02M44.00S,2024-03-09T04:03:10.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,58,53,2024-03-09T04:03:10Z,2530000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M44.00S,2024-03-09T04:05:51.0Z,2,REGULAR,substitution,out,[],1629629,,,1610612747,58,53,2024-03-09T04:06:12Z,2540000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT02M44.00S,2024-03-09T04:05:51.0Z,2,REGULAR,substitution,out,[],1626171,,,1610612747,58,53,2024-03-09T04:06:12Z,2550000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M44.00S,2024-03-09T04:05:51.0Z,2,REGULAR,substitution,in,[],1626156,,,1610612747,58,53,2024-03-09T04:06:12Z,2560000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M44.00S,2024-03-09T04:05:51.0Z,2,REGULAR,substitution,in,[],203507,,,1610612747,58,53,2024-03-09T04:06:12Z,2570000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M44.00S,2024-03-09T04:06:32.3Z,2,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,58,53,2024-03-09T04:06:32Z,2580000,False,,,0,,MISS R. Hachimura Free Throw 1 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
262,PT02M44.00S,2024-03-09T04:06:32.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,58,53,2024-03-09T04:06:32Z,2590000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,
263,PT02M44.00S,2024-03-09T04:06:32.3Z,2,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,59,53,2024-03-09T04:07:02Z,2600000,False,,,0,,R. Hachimura Free Throw 2 of 2 (5 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
264,PT02M31.00S,2024-03-09T04:07:05.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,14.50394218134035,49.754901960784316,1610612749,59,55,2024-03-09T04:07:11Z,2610000,False,1.0,84.0,1,left,D. Lillard 8' driving floating Jump Shot (7 PTS),[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,7.0,,,,,,,,,,,,,,,,,
265,PT02M31.00S,2024-03-09T04:07:08.5Z,2,REGULAR,foul,personal,['1freethrow'],1629060,,,1610612749,59,55,2024-03-09T04:07:15Z,2620000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Lillard 1 FT),"[1629060, 203081]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1629178.0,,,,,1.0,0.0,Lillard,203081.0,,,,
267,PT02M31.00S,2024-03-09T04:07:34.3Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,59,56,2024-03-09T04:07:34Z,2640000,False,,,0,,D. Lillard Free Throw 1 of 1 (8 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
268,PT02M15.00S,2024-03-09T04:07:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,90.98226018396846,57.84313725490196,1610612747,59,56,2024-03-09T04:07:55Z,2650000,False,39.0,32.0,1,right,MISS A. Davis driving Layup,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
269,PT02M13.00S,2024-03-09T04:07:54.6Z,2,REGULAR,rebound,defensive,[],203081,,,1610612749,59,56,2024-03-09T04:07:55Z,2660000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,,
270,PT02M06.00S,2024-03-09T04:08:01.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.4881734559789805,44.607843137254896,1610612749,59,58,2024-03-09T04:08:04Z,2670000,False,27.0,8.0,1,left,D. Lillard driving Layup (10 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.83,Made,10.0,,,,,,,,,,,,,,,,,
271,PT01M53.00S,2024-03-09T04:08:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,89.93101182654402,43.627450980392155,1610612747,59,58,2024-03-09T04:08:17Z,2680000,False,-32.0,42.0,1,right,MISS R. Hachimura driving Layup,[1629060],1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,5.28,Missed,,,,,,,,,,,,,,,,,,
272,PT01M52.00S,2024-03-09T04:08:14.9Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,59,58,2024-03-09T04:08:17Z,2690000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,271.0,2.0,2.0,0.0,,,,,,,,,,,,,
273,PT01M40.00S,2024-03-09T04:08:27.9Z,2,REGULAR,3pt,Jump Shot,[],203109,8.196452036793687,96.56862745098039,1610612749,59,58,2024-03-09T04:08:32Z,2700000,False,-233.0,25.0,1,left,MISS J. Crowder 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
274,PT01M38.00S,2024-03-09T04:08:29.9Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,59,58,2024-03-09T04:08:32Z,2710000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,273.0,4.0,4.0,0.0,,,,,,,,,,,,,
275,PT01M32.00S,2024-03-09T04:08:36.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629060,91.11366622864652,56.86274509803921,1610612747,61,58,2024-03-09T04:08:42Z,2720000,False,34.0,31.0,1,right,R. Hachimura running Layup (7 PTS) (D. Russell 5 AST),"[1629060, 1626156]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,7.0,,,,,,,D. Russell,1626156.0,5.0,,,,,,,,
277,PT01M25.00S,2024-03-09T04:08:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.093955321944804,54.411764705882355,1610612749,61,60,2024-03-09T04:08:48Z,2740000,False,-22.0,5.0,1,left,G. Antetokounmpo driving Layup (16 PTS) (D. Lillard 5 AST),"[203507, 203081]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.26,Made,16.0,,,,,,,D. Lillard,203081.0,5.0,,,,,,,,
278,PT01M12.00S,2024-03-09T04:08:55.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,81.91524310118265,60.53921568627451,1610612747,63,60,2024-03-09T04:09:00Z,2750000,False,53.0,117.0,1,right,D. Russell 12' pullup Jump Shot (16 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,12.88,Made,16.0,,,,,,,,,,,,,,,,,
280,PT00M54.50S,2024-03-09T04:09:13.5Z,2,REGULAR,2pt,Jump Shot,[],203081,20.154402102496718,67.64705882352942,1610612749,63,60,2024-03-09T04:10:41Z,2760000,False,-88.0,137.0,1,left,MISS D. Lillard 16' fadeaway Shot,[203081],1610612749.0,MIL,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,16.29,Missed,,,,,,,,,,,,,,,,,,
281,PT00M54.50S,2024-03-09T04:09:13.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,63,60,2024-03-09T04:10:41Z,2770000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Left Center,,,,280.0,,,,,,,,,,,,,,,,
282,PT00M54.50S,2024-03-09T04:09:18.7Z,2,REGULAR,foul,personal,[],203915,,,1610612749,63,60,2024-03-09T04:10:16Z,2780000,False,,,0,,S. Dinwiddie loose ball personal FOUL (1 PF),"[203915, 201572]",1610612747.0,LAL,loose ball,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,1.0,0.0,Lopez,201572.0,,,,
284,PT00M49.00S,2024-03-09T04:09:45.1Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612749,63,60,2024-03-09T04:09:50Z,2800000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 203915]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,,,,,,,Dinwiddie,203915.0
285,PT00M49.00S,2024-03-09T04:09:45.1Z,2,REGULAR,steal,,[],203915,,,1610612747,63,60,2024-03-09T04:09:46Z,2810000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
286,PT00M45.80S,2024-03-09T04:09:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,92.42772667542707,50.73529411764706,1610612747,65,60,2024-03-09T04:09:54Z,2820000,False,4.0,19.0,1,right,A. Reaves running Layup (12 PTS) (D. Russell 6 AST),"[1630559, 1626156]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.91,Made,12.0,,,,,,,D. Russell,1626156.0,6.0,,,,,,,,
288,PT00M45.80S,2024-03-09T04:09:53.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627736,,,1610612747,65,60,2024-03-09T04:09:58Z,2840000,False,,,0,,M. Beasley shooting personal FOUL (3 PF) (Reaves 1 FT),"[1627736, 1630559]",1610612749.0,MIL,shooting,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,3.0,0.0,Reaves,1630559.0,,,,
290,PT00M45.80S,2024-03-09T04:10:15.2Z,2,REGULAR,substitution,out,[],1627736,,,1610612747,65,60,2024-03-09T04:10:18Z,2860000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT00M45.80S,2024-03-09T04:10:15.2Z,2,REGULAR,substitution,in,[],1626192,,,1610612747,65,60,2024-03-09T04:10:18Z,2870000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT00M45.80S,2024-03-09T04:10:35.0Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630559,,,1610612747,65,60,2024-03-09T04:10:43Z,2880000,False,,,0,,MISS A. Reaves Free Throw 1 of 1,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
293,PT00M44.40S,2024-03-09T04:10:36.4Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,65,60,2024-03-09T04:10:43Z,2890000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,292.0,7.0,6.0,1.0,,,,,,,,,,,,,
294,PT00M32.50S,2024-03-09T04:10:47.7Z,2,REGULAR,3pt,Jump Shot,[],203081,31.980946123521676,74.75490196078431,1610612749,65,63,2024-03-09T04:11:50Z,2900000,False,-124.0,248.0,1,left,D. Lillard 27' 3PT pullup (13 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.73,Made,13.0,,,,,,,,,,,,,,,,,
295,PT00M22.00S,2024-03-09T04:11:02.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.08475689881735,50.73529411764706,1610612747,67,63,2024-03-09T04:11:05Z,2910000,False,4.0,13.0,1,right,A. Davis alley-oop DUNK (14 PTS) (D. Russell 7 AST),"[203076, 1626156]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.3,Made,14.0,,,,,,,D. Russell,1626156.0,7.0,,,,,,,,
298,PT00M00.10S,2024-03-09T04:11:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,16.212220762155056,61.51960784313725,1610612749,67,63,2024-03-09T04:13:02Z,2940000,False,-58.0,100.0,1,left,MISS G. Antetokounmpo 11' driving floating Shot,[203507],1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,11.53,Missed,,,,,,,,,,,,,,,,,,
299,PT00M00.10S,2024-03-09T04:11:47.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,67,63,2024-03-09T04:13:02Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,298.0,,,,,,,,,,,,,,,,
300,PT00M00.00S,2024-03-09T04:11:50.2Z,2,REGULAR,period,end,[],0,,,1610612749,67,63,2024-03-09T04:11:50Z,2960000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2024-03-09T04:26:50.9Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,67,63,2024-03-09T04:27:06Z,2970000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2024-03-09T04:26:50.9Z,3,REGULAR,substitution,in,['startperiod'],1627736,,,1610612749,67,63,2024-03-09T04:27:06Z,2980000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2024-03-09T04:27:11.0Z,3,REGULAR,period,start,[],0,,,1610612747,67,63,2024-03-09T04:27:11Z,2990000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT11M49.00S,2024-03-09T04:27:20.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,5.699737187910642,50.49019607843137,1610612747,69,63,2024-03-09T04:27:49Z,3000000,False,-2.0,1.0,1,left,A. Reaves cutting Layup (14 PTS) (D. Russell 8 AST),"[1630559, 1626156]",1610612747.0,LAL,cutting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,0.27,Made,14.0,,,,,,,D. Russell,1626156.0,8.0,,,,,,,,
306,PT11M30.00S,2024-03-09T04:27:40.6Z,3,REGULAR,3pt,Jump Shot,[],203081,68.24901445466492,71.07843137254902,1610612749,69,66,2024-03-09T04:27:49Z,3020000,False,105.0,246.0,1,right,D. Lillard 26' 3PT step back (16 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.76,Made,16.0,,,,,,,,,,,,,,,,,
307,PT11M15.00S,2024-03-09T04:27:55.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,18.84034165571616,59.31372549019608,1610612747,71,66,2024-03-09T04:27:59Z,3030000,False,-47.0,125.0,1,left,A. Davis 13' Jump Shot (16 PTS) (D. Russell 9 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,13.3,Made,16.0,,,,,,,D. Russell,1626156.0,9.0,,,,,,,,
309,PT10M55.00S,2024-03-09T04:28:15.6Z,3,REGULAR,3pt,Jump Shot,[],1627736,67.9862023653088,85.04901960784314,1610612749,71,69,2024-03-09T04:28:20Z,3050000,False,175.0,248.0,1,right,M. Beasley 30' 3PT  (14 PTS) (D. Lillard 6 AST),"[1627736, 203081]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,30.4,Made,14.0,,,,,,,D. Lillard,203081.0,6.0,,,,,,,,
311,PT10M38.00S,2024-03-09T04:28:32.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,5.962549277266746,53.18627450980392,1610612747,73,69,2024-03-09T04:28:36Z,3070000,False,-16.0,4.0,1,left,D. Russell driving Layup (18 PTS),[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,1.63,Made,18.0,,,,,,,,,,,,,,,,,
312,PT10M29.00S,2024-03-09T04:28:43.6Z,3,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,73,69,2024-03-09T04:28:52Z,3080000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (2 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,2.0,,,,,,,,,,,
313,PT10M23.00S,2024-03-09T04:28:50.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629060,8.722076215505908,51.22549019607843,1610612747,73,69,2024-03-09T04:28:56Z,3090000,False,-6.0,29.0,1,left,MISS R. Hachimura driving Layup - blocked,"[1629060, 201572]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,Lopez,201572.0,,
314,PT10M23.00S,2024-03-09T04:28:50.6Z,3,REGULAR,block,,[],201572,,,1610612747,73,69,2024-03-09T04:28:53Z,3100000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
315,PT10M20.00S,2024-03-09T04:28:53.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,73,69,2024-03-09T04:28:56Z,3110000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,313.0,8.0,7.0,1.0,,,,,,,,,,,,,
316,PT10M16.00S,2024-03-09T04:28:57.3Z,3,REGULAR,3pt,Jump Shot,[],1627736,92.69053876478318,6.127450980392155,1610612749,73,69,2024-03-09T04:29:20Z,3120000,False,-219.0,16.0,1,right,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,22.0,Missed,,,,,,,,,,,,,,,,,,
317,PT10M13.00S,2024-03-09T04:29:00.3Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612747,73,69,2024-03-09T04:29:09Z,3130000,False,,,0,,D. Russell REBOUND (Off:2 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,,,,316.0,3.0,1.0,2.0,,,,,,,,,,,,,
318,PT10M09.00S,2024-03-09T04:29:04.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,32.90078843626807,53.18627450980392,1610612747,73,69,2024-03-09T04:29:13Z,3140000,False,-16.0,257.0,1,left,MISS D. Russell 25' running pullup 3PT,[1626156],1610612747.0,LAL,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
319,PT10M09.00S,2024-03-09T04:29:04.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,73,69,2024-03-09T04:29:15Z,3150000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,,318.0,,,,,,,,,,,,,,,,
321,PT09M49.00S,2024-03-09T04:29:37.6Z,3,REGULAR,3pt,Jump Shot,[],203507,67.85479632063075,76.47058823529412,1610612749,73,72,2024-03-09T04:31:03Z,3170000,False,132.0,250.0,1,right,G. Antetokounmpo 28' 3PT pullup (19 PTS) (B. Lopez 1 AST),"[203507, 201572]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,28.26,Made,19.0,,,,,,,B. Lopez,201572.0,1.0,,,,,,,,
323,PT09M33.00S,2024-03-09T04:29:53.0Z,3,REGULAR,turnover,bad pass,[],1626156,,,1610612747,73,72,2024-03-09T04:29:57Z,3190000,False,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 203109]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,,,,Crowder,203109.0
324,PT09M33.00S,2024-03-09T04:29:53.0Z,3,REGULAR,steal,,[],203109,,,1610612749,73,72,2024-03-09T04:29:54Z,3200000,False,,,0,,J. Crowder STEAL (1 STL),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
325,PT09M32.00S,2024-03-09T04:29:58.5Z,3,REGULAR,violation,kicked ball,[],1626156,,,1610612749,73,72,2024-03-09T04:30:02Z,3210000,False,,,0,,D. Russell kicked ball VIOLATION,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,1629178.0,,,,,,,,,,,,
326,PT09M26.00S,2024-03-09T04:30:14.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203109,86.90867279894876,47.05882352941176,1610612749,73,72,2024-03-09T04:30:19Z,3220000,False,-15.0,71.0,1,right,MISS J. Crowder 7' driving floating Shot,[203109],1610612749.0,MIL,driving floating,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
327,PT09M24.00S,2024-03-09T04:30:16.6Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,73,72,2024-03-09T04:30:19Z,3230000,False,,,0,,A. Reaves REBOUND (Off:0 Def:5),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,326.0,5.0,5.0,0.0,,,,,,,,,,,,,
328,PT09M16.00S,2024-03-09T04:30:24.9Z,3,REGULAR,2pt,Jump Shot,[],203076,17.526281208935615,29.166666666666657,1610612747,75,72,2024-03-09T04:42:28Z,3240000,False,104.0,112.0,1,left,A. Davis 15' pullup Jump Shot (18 PTS),[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,15.31,Made,18.0,,,,,,,,,,,,,,,,,
330,PT09M01.00S,2024-03-09T04:30:39.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,89.79960578186596,41.42156862745098,1610612749,75,72,2024-03-09T04:33:09Z,3260000,False,-43.0,43.0,1,right,MISS G. Antetokounmpo 6' driving floating bank Shot,[203507],1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
331,PT09M00.00S,2024-03-09T04:30:40.8Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,75,72,2024-03-09T04:30:43Z,3270000,False,,,0,,A. Davis REBOUND (Off:1 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,330.0,6.0,5.0,1.0,,,,,,,,,,,,,
332,PT08M50.00S,2024-03-09T04:30:51.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,12.13863337713535,59.068627450980394,1610612747,77,72,2024-03-09T04:30:54Z,3280000,False,-45.0,62.0,1,left,D. Russell 7' turnaround Jump Shot (20 PTS) (A. Davis 1 AST),"[1626156, 203076]",1610612747.0,LAL,turnaround,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,7.65,Made,20.0,,,,,,,A. Davis,203076.0,1.0,,,,,,,,
334,PT08M50.00S,2024-03-09T04:30:55.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,77,72,2024-03-09T04:30:55Z,3300000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT08M39.00S,2024-03-09T04:34:31.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,80.07555847568989,60.78431372549019,1610612749,77,72,2024-03-09T04:34:36Z,3310000,False,54.0,135.0,1,right,MISS D. Lillard 14' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,14.52,Missed,,,,,,,,,,,,,,,,,,
