actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
601,PT02M21.00S,2023-11-23T05:39:56.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,97,99,2023-11-23T05:39:56Z,5960000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M05.00S,2023-11-23T05:40:52.6Z,4,REGULAR,2pt,Jump Shot,[],1629029,87.17148488830486,69.11764705882354,1610612742,97,99,2023-11-23T05:45:32Z,5965000,False,96.0,68.0,1,right,MISS L. Doncic 11' Jump Shot - blocked,"[1629029, 1626156]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,11.74,Missed,Russell,1626156.0,,,,,,,,,,
607,PT02M05.00S,2023-11-23T05:40:52.6Z,4,REGULAR,block,,[],1626156,,,1610612742,97,99,2023-11-23T05:45:32Z,5967500,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
608,PT02M04.00S,2023-11-23T05:40:53.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,97,99,2023-11-23T05:55:49Z,5968750,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,606.0,,,,,,,,,
604,PT02M04.00S,2023-11-23T05:42:17.6Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612747,97,99,2023-11-23T05:45:47Z,5990000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M51.00S,2023-11-23T05:45:35.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,14.109724047306173,58.088235294117645,1610612747,99,99,2023-11-23T05:45:58Z,6010000,False,-40.0,80.0,1,left,A. Reaves 8' driving floating Jump Shot (17 PTS),[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.97,Made,,,,,,,17.0,,,,,
610,PT01M32.00S,2023-11-23T05:45:56.4Z,4,REGULAR,3pt,Jump Shot,[],1629684,83.62352168199737,95.34313725490196,1610612742,99,99,2023-11-23T05:46:01Z,6020000,False,227.0,101.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,24.83,Missed,,,,,,,,,,,,
611,PT01M32.00S,2023-11-23T05:45:56.4Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,99,99,2023-11-23T05:46:01Z,6030000,False,,,0,,L. James REBOUND (Off:1 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,610.0,8.0,7.0,1.0,,,,,,
612,PT01M16.00S,2023-11-23T05:46:14.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,11.875821287779246,38.23529411764706,1610612747,99,99,2023-11-23T05:46:19Z,6040000,False,59.0,59.0,1,left,MISS A. Reaves 8' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,8.34,Missed,,,,,,,,,,,,
613,PT01M16.00S,2023-11-23T05:46:14.6Z,4,REGULAR,rebound,offensive,[],2544,,,1610612747,99,99,2023-11-23T05:46:19Z,6050000,False,,,0,,L. James REBOUND (Off:2 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,612.0,9.0,7.0,2.0,,,,,,
614,PT01M16.00S,2023-11-23T05:46:18.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2544,5.590000152587891,50.0,1610612747,101,99,2023-11-23T05:46:21Z,6060000,False,0.0,0.0,1,left,L. James tip Layup (26 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,,,26.0,,,,,
615,PT00M56.80S,2023-11-23T05:46:38.2Z,4,REGULAR,3pt,Jump Shot,[],1629029,73.63666228646518,11.519607843137265,1610612742,101,99,2023-11-23T05:47:02Z,6070000,False,-192.0,195.0,1,right,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,27.42,Missed,,,,,,,,,,,,
616,PT00M53.70S,2023-11-23T05:46:41.4Z,4,REGULAR,rebound,defensive,[],1627752,,,1610612747,101,99,2023-11-23T05:46:41Z,6080000,False,,,0,,T. Prince REBOUND (Off:1 Def:5),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,615.0,6.0,5.0,1.0,,,,,,
617,PT00M34.00S,2023-11-23T05:47:01.0Z,4,REGULAR,3pt,Jump Shot,[],2544,31.061103810775293,32.84313725490196,1610612747,101,99,2023-11-23T05:47:04Z,6090000,False,86.0,239.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,25.44,Missed,,,,,,,,,,,,
618,PT00M31.90S,2023-11-23T05:47:03.1Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,101,99,2023-11-23T05:47:04Z,6100000,False,,,0,,L. Doncic REBOUND (Off:0 Def:12),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,617.0,12.0,12.0,0.0,,,,,,
619,PT00M21.60S,2023-11-23T05:47:13.4Z,4,REGULAR,3pt,Jump Shot,[],202681,72.84822601839684,20.833333333333343,1610612742,101,102,2023-11-23T05:47:19Z,6110000,False,-146.0,203.0,1,right,K. Irving 24' 3PT  (26 PTS) (L. Doncic 8 AST),"[202681, 1629029]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,24.97,Made,,,,,,,26.0,L. Doncic,1629029.0,8.0,,
621,PT00M03.50S,2023-11-23T05:47:35.3Z,4,REGULAR,turnover,bad pass,[],2544,,,1610612747,101,102,2023-11-23T05:47:38Z,6130000,False,,,0,,L. James bad pass TURNOVER (3 TO),"[2544, 1629029]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,3.0,,,,,,,,,,,,,Doncic,1629029.0
622,PT00M03.50S,2023-11-23T05:47:35.3Z,4,REGULAR,steal,,[],1629029,,,1610612742,101,102,2023-11-23T05:47:37Z,6140000,False,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
623,PT00M03.20S,2023-11-23T05:47:38.5Z,4,REGULAR,foul,personal,[],1630559,,,1610612742,101,102,2023-11-23T05:47:47Z,6150000,False,,,0,,A. Reaves take personal FOUL (4 PF),"[1630559, 202681]",1610612747.0,LAL,take,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,1204.0,4.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,
625,PT00M03.20S,2023-11-23T05:48:00.4Z,4,REGULAR,substitution,out,[],1626156,,,1610612742,101,102,2023-11-23T05:48:04Z,6170000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M03.20S,2023-11-23T05:48:00.4Z,4,REGULAR,substitution,in,[],1631108,,,1610612742,101,102,2023-11-23T05:48:04Z,6180000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M03.20S,2023-11-23T05:48:00.4Z,4,REGULAR,substitution,out,[],1626158,,,1610612742,101,102,2023-11-23T05:48:14Z,6190000,False,,,0,,SUB out: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M03.20S,2023-11-23T05:48:00.4Z,4,REGULAR,substitution,in,[],203552,,,1610612742,101,102,2023-11-23T05:48:14Z,6200000,False,,,0,,SUB in: S. Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M02.80S,2023-11-23T05:48:22.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630559,,,1610612742,101,102,2023-11-23T05:48:29Z,6210000,False,,,0,,A. Reaves take personal FOUL (5 PF) (Irving 2 FT),"[1630559, 202681]",1610612747.0,LAL,take,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left,2534.0,5.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,
631,PT00M02.80S,2023-11-23T05:49:00.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202681,,,1610612742,101,103,2023-11-23T05:49:00Z,6230000,False,,,0,,K. Irving Free Throw 1 of 2 (27 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,Made,,,,,,,27.0,,,,,
632,PT00M02.80S,2023-11-23T05:49:00.7Z,4,REGULAR,substitution,out,[],1630559,,,1610612742,101,103,2023-11-23T05:49:07Z,6240000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M02.80S,2023-11-23T05:49:00.7Z,4,REGULAR,substitution,in,[],1629637,,,1610612742,101,103,2023-11-23T05:49:07Z,6250000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M02.80S,2023-11-23T05:49:29.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202681,,,1610612742,101,104,2023-11-23T05:49:29Z,6260000,False,,,0,,K. Irving Free Throw 2 of 2 (28 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,Made,,,,,,,28.0,,,,,
635,PT00M02.80S,2023-11-23T05:49:33.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,101,104,2023-11-23T05:49:33Z,6270000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M02.80S,2023-11-23T05:50:47.2Z,4,REGULAR,substitution,out,[],1631108,,,1610612747,101,104,2023-11-23T05:51:00Z,6280000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M02.80S,2023-11-23T05:50:47.2Z,4,REGULAR,substitution,out,[],1629637,,,1610612747,101,104,2023-11-23T05:51:00Z,6290000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M02.80S,2023-11-23T05:50:47.2Z,4,REGULAR,substitution,out,[],203501,,,1610612747,101,104,2023-11-23T05:51:00Z,6300000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M02.80S,2023-11-23T05:50:47.2Z,4,REGULAR,substitution,out,[],203552,,,1610612747,101,104,2023-11-23T05:51:00Z,6310000,False,,,0,,SUB out: S. Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M02.80S,2023-11-23T05:50:47.2Z,4,REGULAR,substitution,in,[],1626156,,,1610612747,101,104,2023-11-23T05:51:00Z,6320000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M02.80S,2023-11-23T05:50:47.2Z,4,REGULAR,substitution,in,[],1630559,,,1610612747,101,104,2023-11-23T05:51:00Z,6330000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M02.80S,2023-11-23T05:50:47.2Z,4,REGULAR,substitution,in,[],1627884,,,1610612747,101,104,2023-11-23T05:51:00Z,6340000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M02.80S,2023-11-23T05:50:47.2Z,4,REGULAR,substitution,in,[],203957,,,1610612747,101,104,2023-11-23T05:51:00Z,6350000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M02.80S,2023-11-23T05:51:17.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,101,104,2023-11-23T05:51:17Z,6360000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M01.90S,2023-11-23T05:52:47.5Z,4,REGULAR,3pt,Jump Shot,[],2544,9.572109067017081,96.79074754901961,1610612747,101,104,2023-11-23T05:53:39Z,6370000,False,-234.0,37.0,1,left,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,,,23.7,Missed,,,,,,,,,,,,
646,PT00M00.10S,2023-11-23T05:52:49.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,101,104,2023-11-23T05:53:39Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,645.0,,,,,,,,,
647,PT00M00.00S,2023-11-23T05:52:50.7Z,4,REGULAR,period,end,[],0,,,1610612747,101,104,2023-11-23T05:53:39Z,6390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2023-11-23T05:55:31.0Z,4,REGULAR,game,end,[],0,,,0,101,104,2023-11-23T05:55:31Z,6400000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
