actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
337,PT11M39.00S,2026-03-06T03:20:58.9Z,3,REGULAR,3pt,Jump Shot,[],1630200,6.258212877792378,95.09803921568627,1610612741,50,58,2026-03-06T03:21:03Z,3350000,False,-225.0,6.0,1,left,T. Jones 3PT  (14 PTS) (G. Yabusele 2 AST),"[1630200, 1627824]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,22.56,Made,,,,,14.0,,,,,,,,,,,G. Yabusele,1627824.0,2.0
339,PT11M30.00S,2026-03-06T03:21:08.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642345,92.59198423127464,48.77450980392157,1610612756,52,58,2026-03-06T03:21:16Z,3370000,False,-6.0,17.0,1,right,O. Ighodaro cutting Layup (4 PTS) (C. Gillespie 4 AST),"[1642345, 1631221]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,4.0,,,,,,,,,,,C. Gillespie,1631221.0,4.0
341,PT11M17.00S,2026-03-06T03:21:20.0Z,3,REGULAR,turnover,bad pass,[],1631159,,,1610612741,52,58,2026-03-06T03:21:23Z,3390000,False,,,0,,L. Miller bad pass TURNOVER (1 TO),"[1631159, 1626164]",1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,Booker,1626164.0,,,
342,PT11M17.00S,2026-03-06T03:21:20.0Z,3,REGULAR,steal,,[],1626164,,,1610612756,52,58,2026-03-06T03:21:21Z,3400000,False,,,0,,D. Booker STEAL (2 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
343,PT11M13.00S,2026-03-06T03:21:24.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642345,92.72339027595268,48.77450980392157,1610612756,54,58,2026-03-06T03:21:36Z,3410000,False,-6.0,16.0,1,right,O. Ighodaro running DUNK (6 PTS) (J. Green 2 AST),"[1642345, 1630224]",1610612756.0,PHX,running,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,6.0,,,,,,,,,,,J. Green,1630224.0,2.0
345,PT10M54.00S,2026-03-06T03:21:43.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,6.783837056504599,52.20588235294118,1610612741,54,60,2026-03-06T03:21:47Z,3430000,False,-11.0,11.0,1,left,C. Sexton cutting Layup (18 PTS) (T. Jones 1 AST),"[1629012, 1630200]",1610612741.0,CHI,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,18.0,,,,,,,,,,,T. Jones,1630200.0,1.0
347,PT10M38.00S,2026-03-06T03:21:59.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.07950065703022,61.76470588235294,1610612756,54,60,2026-03-06T03:22:02Z,3450000,False,59.0,116.0,1,right,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,13.01,Missed,,,,,,,,,,,,,,,,,,
348,PT10M37.00S,2026-03-06T03:22:00.3Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612741,54,60,2026-03-06T03:22:02Z,3460000,False,,,0,,T. Jones REBOUND (Off:0 Def:3),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,347.0,3.0,3.0,0.0,,,,,,,,,,,,,,
349,PT10M32.00S,2026-03-06T03:22:05.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,5.995400788436268,47.05882352941176,1610612741,54,62,2026-03-06T03:22:12Z,3470000,False,15.0,4.0,1,left,I. Okoro running Layup (4 PTS) (T. Jones 2 AST),"[1630171, 1630200]",1610612741.0,CHI,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,4.0,,,,,,,,,,,T. Jones,1630200.0,2.0
351,PT10M19.00S,2026-03-06T03:22:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,90.62089356110381,59.55882352941176,1610612756,54,62,2026-03-06T03:22:25Z,3490000,False,48.0,36.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 1627824]",1610612756.0,PHX,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,Yabusele,1627824.0,,,,,,,,,
352,PT10M19.00S,2026-03-06T03:22:18.8Z,3,REGULAR,block,,[],1627824,,,1610612756,54,62,2026-03-06T03:22:20Z,3500000,False,,,0,,G. Yabusele BLOCK (1 BLK),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT10M16.00S,2026-03-06T03:22:21.8Z,3,REGULAR,rebound,offensive,[],1642345,,,1610612756,54,62,2026-03-06T03:22:25Z,3510000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:4),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,351.0,6.0,4.0,2.0,,,,,,,,,,,,,,
354,PT10M10.00S,2026-03-06T03:22:29.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,95.74572930354796,7.107843137254902,1610612756,54,62,2026-03-06T03:27:19Z,3520000,False,-214.0,-13.0,1,right,MISS J. Green 21' fadeaway Shot,[1630224],1610612756.0,PHX,fadeaway,,,Green,J. Green,,,,,Mid-Range,16-24 Left,21.49,Missed,,,,,,,,,,,,,,,,,,
355,PT10M09.00S,2026-03-06T03:22:30.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,54,62,2026-03-06T03:24:31Z,3530000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,354.0,,,,,,,,,,,,,,,,,
357,PT10M00.00S,2026-03-06T03:22:48.6Z,3,REGULAR,foul,personal,[],1626220,,,1610612741,54,62,2026-03-06T03:22:57Z,3550000,False,,,0,,R. O'Neale personal FOUL (3 PF),"[1626220, 1631159]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,,,,3.0,0.0,Miller,1631159.0,,,,,
359,PT09M53.00S,2026-03-06T03:23:16.1Z,3,REGULAR,3pt,Jump Shot,[],1631159,8.360709592641262,3.1862745098039214,1610612741,54,62,2026-03-06T03:23:21Z,3570000,False,234.0,26.0,1,left,MISS L. Miller 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
360,PT09M51.00S,2026-03-06T03:23:18.1Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,54,62,2026-03-06T03:23:21Z,3580000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,359.0,3.0,3.0,0.0,,,,,,,,,,,,,,
361,PT09M34.00S,2026-03-06T03:23:36.8Z,3,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612756,54,62,2026-03-06T03:23:42Z,3590000,False,,,0,,I. Okoro shooting personal FOUL (2 PF) (Booker 2 FT),"[1630171, 1626164]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,,,,,,,,1155.0,,,,2.0,0.0,Booker,1626164.0,,,,,
363,PT09M34.00S,2026-03-06T03:23:59.7Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,55,62,2026-03-06T03:23:59Z,3610000,False,,,0,,D. Booker Free Throw 1 of 2 (17 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
364,PT09M34.00S,2026-03-06T03:24:15.5Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,56,62,2026-03-06T03:24:15Z,3620000,False,,,0,,D. Booker Free Throw 2 of 2 (18 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
365,PT09M19.00S,2026-03-06T03:24:32.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.30946123521682,42.15686274509804,1610612741,56,62,2026-03-06T03:24:38Z,3630000,False,39.0,16.0,1,left,MISS C. Sexton driving reverse Layup,[1629012],1610612741.0,CHI,driving reverse,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
366,PT09M17.00S,2026-03-06T03:24:34.0Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,56,62,2026-03-06T03:24:38Z,3640000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:5),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,365.0,7.0,5.0,2.0,,,,,,,,,,,,,,
367,PT09M13.00S,2026-03-06T03:24:37.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,89.83245729303549,96.07843137254902,1610612756,56,62,2026-03-06T03:24:44Z,3650000,False,230.0,43.0,1,right,MISS J. Green running 3PT,[1630224],1610612756.0,PHX,running,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
368,PT09M10.00S,2026-03-06T03:24:40.9Z,3,REGULAR,rebound,defensive,[],1631159,,,1610612741,56,62,2026-03-06T03:24:44Z,3660000,False,,,0,,L. Miller REBOUND (Off:0 Def:6),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Right Corner 3,24+ Right,,,367.0,6.0,6.0,0.0,,,,,,,,,,,,,,
369,PT09M06.00S,2026-03-06T03:24:47.5Z,3,REGULAR,foul,personal,['2freethrow'],1631221,,,1610612741,56,62,2026-03-06T03:24:55Z,3670000,False,,,0,,C. Gillespie shooting personal FOUL (1 PF) (Yabusele 2 FT),"[1631221, 1627824]",1610612756.0,PHX,shooting,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,,,,1.0,0.0,Yabusele,1627824.0,,,,,
371,PT09M06.00S,2026-03-06T03:25:14.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627824,,,1610612741,56,62,2026-03-06T03:27:48Z,3690000,False,,,0,,MISS G. Yabusele Free Throw 1 of 2,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
372,PT09M06.00S,2026-03-06T03:25:14.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,56,62,2026-03-06T03:27:48Z,3700000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,,
373,PT09M06.00S,2026-03-06T03:25:15.9Z,3,REGULAR,substitution,out,[],1631159,,,1610612741,56,62,2026-03-06T03:25:25Z,3710000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT09M06.00S,2026-03-06T03:25:15.9Z,3,REGULAR,substitution,in,[],1630208,,,1610612741,56,62,2026-03-06T03:25:25Z,3720000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M06.00S,2026-03-06T03:25:14.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627824,,,1610612741,56,63,2026-03-06T03:27:48Z,3730000,False,,,0,,G. Yabusele Free Throw 2 of 2 (6 PTS),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
376,PT08M48.00S,2026-03-06T03:25:55.0Z,3,REGULAR,2pt,Jump Shot,[],1626164,74.98357424441524,21.07843137254902,1610612756,56,63,2026-03-06T03:28:31Z,3740000,False,-145.0,183.0,1,right,MISS D. Booker 23' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,23.3,Missed,,,,,,,,,,,,,,,,,,
377,PT08M45.00S,2026-03-06T03:25:58.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,56,63,2026-03-06T03:31:18Z,3750000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Left Center,,,376.0,,,,,,,,,,,,,,,,,
378,PT08M45.00S,2026-03-06T03:26:05.5Z,3,REGULAR,foul,personal,[],1630208,,,1610612756,56,63,2026-03-06T03:31:30Z,3760000,False,,,0,,N. Richards loose ball personal FOUL (4 PF),"[1630208, 1631221]",1610612741.0,CHI,loose ball,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left Center,,,,,,,,1155.0,,,,4.0,0.0,Gillespie,1631221.0,,,,,
380,PT08M41.00S,2026-03-06T03:26:29.1Z,3,REGULAR,foul,personal,[],1627824,,,1610612756,56,63,2026-03-06T03:26:52Z,3780000,False,,,0,,G. Yabusele personal FOUL (2 PF),"[1627824, 1642345]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,201639.0,,,,2.0,0.0,Ighodaro,1642345.0,,,,,
382,PT08M41.00S,2026-03-06T03:26:41.7Z,3,REGULAR,substitution,out,[],1630208,,,1610612756,56,63,2026-03-06T03:26:47Z,3800000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M41.00S,2026-03-06T03:26:41.7Z,3,REGULAR,substitution,in,[],1642950,,,1610612756,56,63,2026-03-06T03:26:47Z,3810000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT08M36.00S,2026-03-06T03:27:00.7Z,3,REGULAR,turnover,out-of-bounds,[],1631221,,,1610612756,56,63,2026-03-06T03:27:16Z,3820000,False,,,0,,C. Gillespie step out-of-bounds TURNOVER (1 TO),[1631221],1610612756.0,PHX,step,,,Gillespie,C. Gillespie,,,,,Right Corner 3,24+ Right,,,,,,,,1155.0,1.0,,,,,,,,,,,
385,PT08M30.00S,2026-03-06T03:27:20.2Z,3,REGULAR,turnover,out-of-bounds,[],1627824,,,1610612741,56,63,2026-03-06T03:27:30Z,3830000,False,,,0,,G. Yabusele step out-of-bounds TURNOVER (1 TO),[1627824],1610612741.0,CHI,step,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628954.0,1.0,,,,,,,,,,,
386,PT08M23.00S,2026-03-06T03:27:38.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631221,67.88764783180025,67.8921568627451,1610612756,56,63,2026-03-06T03:27:43Z,3840000,False,89.0,249.0,1,right,MISS C. Gillespie 26' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
387,PT08M19.00S,2026-03-06T03:27:42.0Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612741,56,63,2026-03-06T03:27:43Z,3850000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:5),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,386.0,5.0,5.0,0.0,,,,,,,,,,,,,,
388,PT08M10.00S,2026-03-06T03:27:50.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642950,13.748357424441524,38.970588235294116,1610612741,56,65,2026-03-06T03:32:55Z,3860000,False,55.0,77.0,1,left,L. Olbrich 9' driving floating Jump Shot (4 PTS) (I. Okoro 2 AST),"[1642950, 1630171]",1610612741.0,CHI,driving floating,,,Olbrich,L. Olbrich,,,,,In The Paint (Non-RA),8-16 Right,9.44,Made,,,,,4.0,,,,,,,,,,,I. Okoro,1630171.0,2.0
389,PT07M54.00S,2026-03-06T03:28:05.7Z,3,REGULAR,3pt,Jump Shot,[],1631221,66.5735873850197,47.794117647058826,1610612756,59,65,2026-03-06T03:28:12Z,3870000,False,-11.0,262.0,1,right,C. Gillespie 26' 3PT step back (3 PTS),[1631221],1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,26.19,Made,,,,,3.0,,,,,,,,,,,,,
390,PT07M39.00S,2026-03-06T03:28:20.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,8.754927726675426,54.65686274509803,1610612741,59,67,2026-03-06T03:34:00Z,3880000,False,-23.0,30.0,1,left,C. Sexton driving floating bank Jump Shot (20 PTS),[1629012],1610612741.0,CHI,driving floating bank,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.78,Made,,,,,20.0,,,,,,,,,,,,,
391,PT07M32.00S,2026-03-06T03:28:28.1Z,3,REGULAR,turnover,lost ball,[],1626164,,,1610612756,59,67,2026-03-06T03:28:57Z,3890000,False,,,0,,D. Booker lost ball TURNOVER (3 TO),"[1626164, 1642950]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,,3.0,,,,,,,Olbrich,1642950.0,,,
392,PT07M32.00S,2026-03-06T03:28:28.1Z,3,REGULAR,steal,,[],1642950,,,1610612741,59,67,2026-03-06T03:28:29Z,3900000,False,,,0,,L. Olbrich STEAL (2 STL),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
394,PT07M22.00S,2026-03-06T03:28:38.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642950,6.1268068331143235,54.166666666666664,1610612741,59,67,2026-03-06T03:35:19Z,3910000,False,-21.0,5.0,1,left,MISS L. Olbrich driving Hook,[1642950],1610612741.0,CHI,driving,,,Olbrich,L. Olbrich,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
395,PT07M21.00S,2026-03-06T03:28:40.3Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,59,67,2026-03-06T03:28:40Z,3920000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,394.0,4.0,4.0,0.0,,,,,,,,,,,,,,
396,PT07M12.00S,2026-03-06T03:28:48.6Z,3,REGULAR,3pt,Jump Shot,[],1626220,72.09264126149803,85.5392156862745,1610612756,59,67,2026-03-06T03:28:54Z,3930000,False,178.0,210.0,1,right,MISS R. O'Neale 27' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,27.49,Missed,,,,,,,,,,,,,,,,,,
397,PT07M12.00S,2026-03-06T03:28:48.6Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612741,59,67,2026-03-06T03:29:49Z,3940000,False,,,0,,T. Jones REBOUND (Off:0 Def:4),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,396.0,4.0,4.0,0.0,,,,,,,,,,,,,,
398,PT07M04.00S,2026-03-06T03:28:56.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630171,6.652431011826544,47.549019607843135,1610612741,59,69,2026-03-06T03:29:02Z,3950000,False,12.0,10.0,1,left,I. Okoro running DUNK (6 PTS) (T. Jones 3 AST),"[1630171, 1630200]",1610612741.0,CHI,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,6.0,,,,,,,,,,,T. Jones,1630200.0,3.0
400,PT06M41.00S,2026-03-06T03:29:21.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642345,91.27792378449409,51.470588235294116,1610612756,61,69,2026-03-06T03:36:45Z,3970000,False,7.0,29.0,1,right,O. Ighodaro Layup (8 PTS) (J. Green 3 AST),"[1642345, 1630224]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,8.0,,,,,,,,,,,J. Green,1630224.0,3.0
402,PT06M41.00S,2026-03-06T03:29:24.4Z,3,REGULAR,foul,personal,['1freethrow'],1627824,,,1610612756,61,69,2026-03-06T03:29:34Z,3990000,False,,,0,,G. Yabusele shooting personal FOUL (3 PF) (Ighodaro 1 FT),"[1627824, 1642345]",1610612741.0,CHI,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,,,,3.0,0.0,Ighodaro,1642345.0,,,,,
404,PT06M41.00S,2026-03-06T03:29:33.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,61,69,2026-03-06T03:29:49Z,4010000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M41.00S,2026-03-06T03:29:59.6Z,3,REGULAR,substitution,out,[],1626220,,,1610612756,61,69,2026-03-06T03:32:29Z,4020000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M41.00S,2026-03-06T03:29:59.6Z,3,REGULAR,substitution,out,[],1631221,,,1610612756,61,69,2026-03-06T03:32:29Z,4030000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M41.00S,2026-03-06T03:29:59.6Z,3,REGULAR,substitution,out,[],1630200,,,1610612756,61,69,2026-03-06T03:32:29Z,4040000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M41.00S,2026-03-06T03:29:59.6Z,3,REGULAR,substitution,in,[],1628960,,,1610612756,61,69,2026-03-06T03:32:29Z,4050000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M41.00S,2026-03-06T03:29:59.6Z,3,REGULAR,substitution,in,[],1642346,,,1610612756,61,69,2026-03-06T03:32:29Z,4060000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M41.00S,2026-03-06T03:29:59.6Z,3,REGULAR,substitution,in,[],1642265,,,1610612756,61,69,2026-03-06T03:32:29Z,4070000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M41.00S,2026-03-06T03:32:44.4Z,3,REGULAR,freethrow,1 of 1,[],1642345,,,1610612756,61,69,2026-03-06T03:32:46Z,4080000,False,,,0,,MISS O. Ighodaro Free Throw 1 of 1,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
412,PT06M39.00S,2026-03-06T03:32:46.4Z,3,REGULAR,rebound,defensive,[],1642950,,,1610612741,61,69,2026-03-06T03:32:46Z,4090000,False,,,0,,L. Olbrich REBOUND (Off:3 Def:2),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,411.0,5.0,2.0,3.0,,,,,,,,,,,,,,
413,PT06M27.00S,2026-03-06T03:32:57.3Z,3,REGULAR,3pt,Jump Shot,[],1627824,6.389618922470433,3.1862745098039214,1610612741,61,72,2026-03-06T03:33:05Z,4100000,False,234.0,8.0,1,left,G. Yabusele 3PT  (9 PTS) (I. Okoro 3 AST),"[1627824, 1630171]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,23.42,Made,,,,,9.0,,,,,,,,,,,I. Okoro,1630171.0,3.0
415,PT06M08.00S,2026-03-06T03:33:15.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,83.13074901445466,54.166666666666664,1610612756,63,72,2026-03-06T03:38:04Z,4120000,False,21.0,106.0,1,right,R. Dunn 10' driving finger roll Layup (6 PTS) (G. Allen 4 AST),"[1642346, 1628960]",1610612756.0,PHX,driving finger roll,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,10.81,Made,,,,,6.0,,,,,,,,,,,G. Allen,1628960.0,4.0
417,PT05M53.00S,2026-03-06T03:33:31.0Z,3,REGULAR,3pt,Jump Shot,[],1629012,30.962549277266753,33.57843137254902,1610612741,63,72,2026-03-06T03:38:17Z,4140000,False,82.0,239.0,1,left,MISS C. Sexton 25' pullup 3PT,[1629012],1610612741.0,CHI,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
418,PT05M53.00S,2026-03-06T03:33:31.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,63,72,2026-03-06T03:33:51Z,4150000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,417.0,,,,,,,,,,,,,,,,,
419,PT05M53.00S,2026-03-06T03:33:50.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642950,,,1610612756,63,72,2026-03-06T03:34:13Z,4160000,False,,,0,,L. Olbrich loose ball personal FOUL (1 PF) (Allen 2 FT),"[1642950, 1628960]",1610612741.0,CHI,loose ball,,,Olbrich,L. Olbrich,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,,,,1.0,0.0,Allen,1628960.0,,,,,
421,PT05M53.00S,2026-03-06T03:34:26.9Z,3,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,64,72,2026-03-06T03:34:26Z,4180000,False,,,0,,G. Allen Free Throw 1 of 2 (15 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
422,PT05M53.00S,2026-03-06T03:34:43.9Z,3,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,65,72,2026-03-06T03:34:43Z,4190000,False,,,0,,G. Allen Free Throw 2 of 2 (16 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
423,PT05M39.00S,2026-03-06T03:35:03.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,65,72,2026-03-06T03:35:03Z,4200000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
