actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
343,PT11M20.00S,2025-03-16T18:20:34.0Z,3,REGULAR,turnover,lost ball,[],1629023,,,1610612742,68,66,2025-03-16T18:20:49Z,3430000,False,,,0,,P. Washington lost ball TURNOVER (3 TO),"[1629023, 1642348]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Washington,P. Washington,,,,,,,,,,,,,,,3.0,Edwards,1642348.0,
344,PT11M20.00S,2025-03-16T18:20:34.0Z,3,REGULAR,steal,,[],1642348,,,1610612755,68,66,2025-03-16T18:20:35Z,3440000,False,,,0,,J. Edwards STEAL (2 STL),[1642348],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
345,PT11M14.00S,2025-03-16T18:20:39.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627824,91.27792378449409,56.61764705882353,1610612755,68,66,2025-03-16T18:20:46Z,3450000,False,33.0,29.0,1,right,MISS G. Yabusele running Layup,[1627824],1610612755.0,PHI,running,,,,,,In The Paint (Non-RA),0-8 Center,,,,Yabusele,G. Yabusele,,,Missed,,4.43,,,,,,,,,,,,,
346,PT11M12.00S,2025-03-16T18:20:42.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,68,66,2025-03-16T18:20:42Z,3460000,False,,,0,,P. Washington REBOUND (Off:1 Def:5),[1629023],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Washington,P. Washington,,,,,,345.0,6.0,5.0,1.0,,,,,,,,,
347,PT11M07.00S,2025-03-16T18:20:48.9Z,3,REGULAR,foul,offensive,[],1629023,,,1610612742,68,66,2025-03-16T18:20:56Z,3470000,False,,,0,,P. Washington charge offensive FOUL (1 PF),"[1629023, 1630215]",1610612742.0,DAL,charge,,,,,,Restricted Area,0-8 Center,1155.0,1.0,0.0,Washington,P. Washington,Butler,1630215.0,,,,,,,,,,,,,,,,
349,PT11M07.00S,2025-03-16T18:20:48.9Z,3,REGULAR,turnover,offensive foul,[],1629023,,,1610612742,68,66,2025-03-16T18:20:48Z,3490000,False,,,0,,P. Washington offensive foul TURNOVER (4 TO),[1629023],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,1155.0,,,Washington,P. Washington,,,,,,,,,,,,,,,4.0,,,
350,PT10M49.00S,2025-03-16T18:21:21.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629656,93.77463863337714,50.98039215686274,1610612755,68,68,2025-03-16T18:21:24Z,3500000,False,5.0,6.0,1,right,Q. Grimes driving finger roll Layup (14 PTS) (J. Butler 6 AST),"[1629656, 1630215]",1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,Made,14.0,0.77,,,,,J. Butler,1630215.0,6.0,,,,,,
352,PT10M33.00S,2025-03-16T18:21:37.7Z,3,REGULAR,turnover,lost ball,[],1630314,,,1610612742,68,68,2025-03-16T18:24:24Z,3520000,False,,,0,,B. Williams lost ball TURNOVER (2 TO),"[1630314, 1629656]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Williams,B. Williams,,,,,,,,,,,,,,,2.0,Grimes,1629656.0,
353,PT10M33.00S,2025-03-16T18:21:37.7Z,3,REGULAR,steal,,[],1629656,,,1610612755,68,68,2025-03-16T18:21:38Z,3530000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
354,PT10M28.00S,2025-03-16T18:21:43.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641741,92.72339027595268,53.92156862745098,1610612755,68,70,2025-03-16T18:22:15Z,3540000,False,20.0,16.0,1,right,R. Council IV running Layup (6 PTS) (Q. Grimes 6 AST),"[1641741, 1629656]",1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,,,,Council IV,R. Council IV,,,Made,6.0,2.52,,,,,Q. Grimes,1629656.0,6.0,,,,,,
356,PT10M14.00S,2025-03-16T18:21:56.1Z,3,REGULAR,3pt,Jump Shot,[],1629023,28.465834428383708,74.26470588235294,1610612742,68,70,2025-03-16T18:22:30Z,3560000,False,-121.0,215.0,1,left,MISS P. Washington 24' step back 3PT,[1629023],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,,,,Washington,P. Washington,,,Missed,,24.69,,,,,,,,,,,,,
357,PT10M13.00S,2025-03-16T18:21:57.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,68,70,2025-03-16T18:22:30Z,3570000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,356.0,,,,,,,,,,,,
359,PT09M51.00S,2025-03-16T18:22:30.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627824,93.38042049934296,65.44117647058823,1610612755,68,70,2025-03-16T18:23:19Z,3590000,False,77.0,10.0,1,right,MISS G. Yabusele 7' turnaround Hook,[1627824],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Yabusele,G. Yabusele,,,Missed,,7.78,,,,,,,,,,,,,
360,PT09M47.00S,2025-03-16T18:22:34.8Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,68,70,2025-03-16T18:22:42Z,3600000,False,,,0,,P. Washington REBOUND (Off:1 Def:6),[1629023],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Washington,P. Washington,,,,,,359.0,7.0,6.0,1.0,,,,,,,,,
361,PT09M39.00S,2025-03-16T18:22:42.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,10.64388961892247,55.29258578431373,1610612742,70,70,2025-03-16T18:22:53Z,3610000,False,-26.0,48.0,1,left,P. Washington driving floating Jump Shot (22 PTS) (N. Marshall 4 AST),"[1629023, 1630230]",1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Washington,P. Washington,,,Made,22.0,5.45,,,,,N. Marshall,1630230.0,4.0,,,,,,
363,PT09M17.00S,2025-03-16T18:23:04.2Z,3,REGULAR,turnover,lost ball,[],1642348,,,1610612755,70,70,2025-03-16T18:23:07Z,3630000,False,,,0,,J. Edwards lost ball TURNOVER (1 TO),"[1642348, 1630230]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,1.0,Marshall,1630230.0,
364,PT09M17.00S,2025-03-16T18:23:04.2Z,3,REGULAR,steal,,[],1630230,,,1610612742,70,70,2025-03-16T18:23:05Z,3640000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
365,PT09M12.00S,2025-03-16T18:23:10.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,11.908672798948752,41.66666666666667,1610612742,70,70,2025-03-16T18:23:22Z,3650000,False,42.0,59.0,1,left,MISS N. Marshall 7' running pullup Shot - blocked,"[1630230, 1642348]",1610612742.0,DAL,running pullup,,,,,,In The Paint (Non-RA),0-8 Center,,,,Marshall,N. Marshall,,,Missed,,7.26,,,,,,,,Edwards,1642348.0,,,,
366,PT09M12.00S,2025-03-16T18:23:10.0Z,3,REGULAR,block,,[],1642348,,,1610612742,70,70,2025-03-16T18:23:11Z,3660000,False,,,0,,J. Edwards BLOCK (1 BLK),[1642348],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
367,PT09M11.00S,2025-03-16T18:23:11.0Z,3,REGULAR,rebound,defensive,[],1641741,,,1610612755,70,70,2025-03-16T18:23:22Z,3670000,False,,,0,,R. Council IV REBOUND (Off:0 Def:6),[1641741],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Council IV,R. Council IV,,,,,,365.0,6.0,6.0,0.0,,,,,,,,,
368,PT09M11.00S,2025-03-16T18:23:13.3Z,3,REGULAR,foul,personal,[],1630230,,,1610612755,70,70,2025-03-16T18:23:34Z,3680000,False,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 1641741]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Right,1155.0,1.0,0.0,Marshall,N. Marshall,Council IV,1641741.0,,,,,,,,,,,,,,,,
370,PT09M02.00S,2025-03-16T18:23:39.1Z,3,REGULAR,foul,offensive,[],1627824,,,1610612755,70,70,2025-03-16T18:23:49Z,3700000,False,,,0,,G. Yabusele off-the-ball offensive FOUL (1 PF),"[1627824, 1630314]",1610612755.0,PHI,off-the-ball,,,,,,Mid-Range,16-24 Left Center,2530.0,1.0,0.0,Yabusele,G. Yabusele,Williams,1630314.0,,,,,,,,,,,,,,,,
372,PT09M02.00S,2025-03-16T18:23:39.1Z,3,REGULAR,turnover,offensive foul,[],1627824,,,1610612755,70,70,2025-03-16T18:23:39Z,3720000,False,,,0,,G. Yabusele offensive foul TURNOVER (2 TO),[1627824],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,2530.0,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,2.0,,,
373,PT08M54.00S,2025-03-16T18:24:03.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202691,26.231931668856767,80.14705882352942,1610612742,73,70,2025-03-16T18:24:08Z,3730000,False,-151.0,194.0,1,left,K. Thompson 24' 3PT  (11 PTS) (K. Edwards 1 AST),"[202691, 1630556]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Thompson,K. Thompson,,,Made,11.0,24.57,,,,,K. Edwards,1630556.0,1.0,,,,,,
375,PT08M38.00S,2025-03-16T18:24:18.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,88.78120893561103,61.029411764705884,1610612755,73,70,2025-03-16T18:24:23Z,3750000,False,55.0,53.0,1,right,MISS J. Butler 7' driving floating bank Shot,[1630215],1610612755.0,PHI,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Butler,J. Butler,,,Missed,,7.65,,,,,,,,,,,,,
376,PT08M36.00S,2025-03-16T18:24:20.9Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,73,70,2025-03-16T18:24:20Z,3760000,False,,,0,,P. Washington REBOUND (Off:1 Def:7),[1629023],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Washington,P. Washington,,,,,,375.0,8.0,7.0,1.0,,,,,,,,,
378,PT08M32.00S,2025-03-16T18:24:24.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630230,6.389618922470433,48.77450980392157,1610612742,73,70,2025-03-16T18:24:32Z,3780000,False,6.0,8.0,1,left,MISS N. Marshall running DUNK,[1630230],1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,Missed,,0.97,,,,,,,,,,,,,
379,PT08M29.00S,2025-03-16T18:24:27.7Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612755,73,70,2025-03-16T18:24:32Z,3790000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:4),[1627824],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Yabusele,G. Yabusele,,,,,,378.0,4.0,4.0,0.0,,,,,,,,,
380,PT08M25.00S,2025-03-16T18:24:31.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642348,90.75229960578186,51.9607843137255,1610612755,73,72,2025-03-16T18:25:26Z,3800000,False,10.0,34.0,1,right,J. Edwards running finger roll Layup (8 PTS),[1642348],1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Edwards,J. Edwards,,,Made,8.0,3.58,,,,,,,,,,,,,
381,PT08M09.00S,2025-03-16T18:24:48.4Z,3,REGULAR,3pt,Jump Shot,[],202691,26.49474375821288,17.892156862745097,1610612742,73,72,2025-03-16T18:24:54Z,3810000,False,161.0,197.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Thompson,K. Thompson,,,Missed,,25.38,,,,,,,,,,,,,
382,PT08M06.00S,2025-03-16T18:24:51.4Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612742,73,72,2025-03-16T18:24:54Z,3820000,False,,,0,,P. Washington REBOUND (Off:2 Def:7),[1629023],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Washington,P. Washington,,,,,,381.0,9.0,7.0,2.0,,,,,,,,,
383,PT08M04.00S,2025-03-16T18:24:53.2Z,3,REGULAR,foul,personal,['2freethrow'],1642348,,,1610612742,73,72,2025-03-16T18:24:59Z,3830000,False,,,0,,J. Edwards shooting personal FOUL (3 PF) (Washington 2 FT),"[1642348, 1629023]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1155.0,3.0,0.0,Edwards,J. Edwards,Washington,1629023.0,,,,,,,,,,,,,,,,
385,PT08M04.00S,2025-03-16T18:25:27.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629023,,,1610612742,74,72,2025-03-16T18:26:05Z,3850000,False,,,0,,P. Washington Free Throw 1 of 2 (23 PTS),[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,Made,23.0,,,,,,,,,,,,,,
386,PT08M04.00S,2025-03-16T18:25:27.6Z,3,REGULAR,substitution,out,[],1630230,,,1610612742,74,72,2025-03-16T18:25:32Z,3860000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
387,PT08M04.00S,2025-03-16T18:25:27.6Z,3,REGULAR,substitution,in,[],203915,,,1610612742,74,72,2025-03-16T18:25:32Z,3870000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
388,PT08M04.00S,2025-03-16T18:25:27.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629023,,,1610612742,74,72,2025-03-16T18:26:05Z,3880000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,Missed,,,,,,,,,,,,,,,
389,PT08M03.00S,2025-03-16T18:25:28.1Z,3,REGULAR,rebound,defensive,[],1641741,,,1610612755,74,72,2025-03-16T18:26:12Z,3890000,False,,,0,,R. Council IV REBOUND (Off:0 Def:7),[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,,,388.0,7.0,7.0,0.0,,,,,,,,,
390,PT07M54.00S,2025-03-16T18:26:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,90.09526938239159,54.166666666666664,1610612755,74,72,2025-03-16T18:26:18Z,3900000,False,21.0,41.0,1,right,MISS Q. Grimes driving Layup - blocked,"[1629656, 1630314]",1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Grimes,Q. Grimes,,,Missed,,4.56,,,,,,,,Williams,1630314.0,,,,
391,PT07M54.00S,2025-03-16T18:26:03.5Z,3,REGULAR,block,,[],1630314,,,1610612755,74,72,2025-03-16T18:26:05Z,3910000,False,,,0,,B. Williams BLOCK (1 BLK),[1630314],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
392,PT07M53.00S,2025-03-16T18:26:04.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,74,72,2025-03-16T18:26:18Z,3920000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,390.0,,,,,,,,,,,,
394,PT07M47.00S,2025-03-16T18:26:23.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,87.46714848883047,97.30392156862744,1610612755,74,72,2025-03-16T18:26:45Z,3940000,False,237.0,65.0,1,right,MISS Q. Grimes 24' pullup 3PT,[1629656],1610612755.0,PHI,pullup,,,,,,Right Corner 3,24+ Right,,,,Grimes,Q. Grimes,,,Missed,,24.53,,,,,,,,,,,,,
395,PT07M43.00S,2025-03-16T18:26:27.6Z,3,REGULAR,rebound,offensive,[],1641741,,,1610612755,74,72,2025-03-16T18:26:29Z,3950000,False,,,0,,R. Council IV REBOUND (Off:1 Def:7),[1641741],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Council IV,R. Council IV,,,,,,394.0,8.0,7.0,1.0,,,,,,,,,
396,PT07M41.00S,2025-03-16T18:26:29.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641741,94.03745072273325,50.49019607843137,1610612755,74,74,2025-03-16T18:27:06Z,3960000,False,2.0,4.0,1,right,R. Council IV driving DUNK (8 PTS),[1641741],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Council IV,R. Council IV,,,Made,8.0,0.43,,,,,,,,,,,,,
397,PT07M25.00S,2025-03-16T18:26:45.5Z,3,REGULAR,turnover,bad pass,[],1630314,,,1610612742,74,74,2025-03-16T18:26:49Z,3970000,False,,,0,,B. Williams bad pass TURNOVER (3 TO),"[1630314, 1627824]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Williams,B. Williams,,,,,,,,,,,,,,,3.0,Yabusele,1627824.0,
398,PT07M25.00S,2025-03-16T18:26:45.5Z,3,REGULAR,steal,,[],1627824,,,1610612755,74,74,2025-03-16T18:26:46Z,3980000,False,,,0,,G. Yabusele STEAL (2 STL),[1627824],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,
399,PT07M21.00S,2025-03-16T18:26:49.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630215,93.11760840998686,52.69607843137255,1610612755,74,76,2025-03-16T18:27:27Z,3990000,False,13.0,12.0,1,right,J. Butler running finger roll Layup (6 PTS) (G. Yabusele 1 AST),"[1630215, 1627824]",1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Butler,J. Butler,,,Made,6.0,1.82,,,,,G. Yabusele,1627824.0,1.0,,,,,,
401,PT07M00.00S,2025-03-16T18:27:11.0Z,3,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612742,74,76,2025-03-16T18:28:21Z,4002500,False,,,0,,G. Yabusele shooting personal FOUL (2 PF) (Washington 2 FT),"[1627824, 1629023]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,1155.0,2.0,0.0,Yabusele,G. Yabusele,Washington,1629023.0,,,,,,,,,,,,,,,,
404,PT07M00.00S,2025-03-16T18:27:42.8Z,3,REGULAR,substitution,out,[],1630556,,,1610612742,74,76,2025-03-16T18:27:49Z,4005000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
405,PT07M00.00S,2025-03-16T18:27:42.8Z,3,REGULAR,substitution,in,[],203939,,,1610612742,74,76,2025-03-16T18:27:49Z,4007500,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
403,PT07M00.00S,2025-03-16T18:27:43.4Z,3,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,75,76,2025-03-16T18:28:42Z,4030000,False,,,0,,P. Washington Free Throw 1 of 2 (24 PTS),[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,Made,24.0,,,,,,,,,,,,,,
406,PT07M00.00S,2025-03-16T18:27:43.4Z,3,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,76,76,2025-03-16T18:28:42Z,4060000,False,,,0,,P. Washington Free Throw 2 of 2 (25 PTS),[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,Made,25.0,,,,,,,,,,,,,,
407,PT06M43.00S,2025-03-16T18:28:20.6Z,3,REGULAR,3pt,Jump Shot,[],1630215,64.73390275952694,47.05882352941176,1610612755,76,76,2025-03-16T18:28:26Z,4070000,False,-15.0,279.0,1,right,MISS J. Butler 27' 3PT,[1630215],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Butler,J. Butler,,,Missed,,27.94,,,,,,,,,,,,,
408,PT06M41.00S,2025-03-16T18:28:22.6Z,3,REGULAR,rebound,offensive,[],1627824,,,1610612755,76,76,2025-03-16T18:29:02Z,4080000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:4),[1627824],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Yabusele,G. Yabusele,,,,,,407.0,5.0,4.0,1.0,,,,,,,,,
409,PT06M41.00S,2025-03-16T18:28:25.1Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627824,94.40999984741211,50.0,1610612755,76,78,2025-03-16T18:29:06Z,4090000,False,0.0,0.0,1,right,G. Yabusele tip DUNK (9 PTS),[1627824],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,,,Yabusele,G. Yabusele,,,Made,9.0,0.0,,,,,,,,,,,,,
410,PT06M13.00S,2025-03-16T18:28:52.9Z,3,REGULAR,3pt,Jump Shot,[],203915,11.251642575558476,3.9215686274509802,1610612742,76,78,2025-03-16T18:29:45Z,4100000,False,230.0,53.0,1,left,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Dinwiddie,S. Dinwiddie,,,Missed,,23.65,,,,,,,,,,,,,
411,PT06M11.00S,2025-03-16T18:28:54.9Z,3,REGULAR,rebound,defensive,[],1641741,,,1610612755,76,78,2025-03-16T18:29:45Z,4110000,False,,,0,,R. Council IV REBOUND (Off:1 Def:8),[1641741],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Council IV,R. Council IV,,,,,,410.0,9.0,8.0,1.0,,,,,,,,,
412,PT05M57.00S,2025-03-16T18:29:07.9Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612755,76,78,2025-03-16T18:32:06Z,4120000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Grimes 2 FT),"[203939, 1629656]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1155.0,2.0,0.0,Powell,D. Powell,Grimes,1629656.0,,,,,,,,,,,,,,,,
414,PT05M57.00S,2025-03-16T18:29:16.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,76,78,2025-03-16T18:29:16Z,4140000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M57.00S,2025-03-16T18:29:18.3Z,3,REGULAR,substitution,out,[],1629023,,,1610612755,76,78,2025-03-16T18:32:05Z,4150000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,
416,PT05M57.00S,2025-03-16T18:29:18.3Z,3,REGULAR,substitution,in,[],1631108,,,1610612755,76,78,2025-03-16T18:32:05Z,4160000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,
417,PT05M57.00S,2025-03-16T18:32:25.6Z,3,REGULAR,freethrow,1 of 2,[],1629656,,,1610612755,76,79,2025-03-16T18:32:25Z,4170000,False,,,0,,Q. Grimes Free Throw 1 of 2 (15 PTS),[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,Made,15.0,,,,,,,,,,,,,,
418,PT05M57.00S,2025-03-16T18:32:42.9Z,3,REGULAR,freethrow,2 of 2,[],1629656,,,1610612755,76,80,2025-03-16T18:32:42Z,4180000,False,,,0,,Q. Grimes Free Throw 2 of 2 (16 PTS),[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,Made,16.0,,,,,,,,,,,,,,
419,PT05M41.00S,2025-03-16T18:33:01.1Z,3,REGULAR,3pt,Jump Shot,[],1631108,23.603810775295663,87.00980392156863,1610612742,76,80,2025-03-16T18:33:20Z,4190000,False,-185.0,169.0,1,left,MISS M. Christie 25' 3PT,[1631108],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Christie,M. Christie,,,Missed,,25.08,,,,,,,,,,,,,
420,PT05M37.00S,2025-03-16T18:33:05.1Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612755,76,80,2025-03-16T18:33:06Z,4200000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Grimes,Q. Grimes,,,,,,419.0,2.0,2.0,0.0,,,,,,,,,
421,PT05M25.00S,2025-03-16T18:33:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,93.77463863337714,51.470588235294116,1610612755,76,82,2025-03-16T18:33:24Z,4210000,False,7.0,6.0,1,right,G. Yabusele driving reverse Layup (11 PTS),[1627824],1610612755.0,PHI,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Yabusele,G. Yabusele,,,Made,11.0,0.95,,,,,,,,,,,,,
422,PT05M16.00S,2025-03-16T18:33:27.1Z,3,REGULAR,foul,personal,[],1627824,,,1610612742,76,82,2025-03-16T18:34:03Z,4220000,False,,,0,,G. Yabusele personal FOUL (3 PF),"[1627824, 1630314]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,2530.0,3.0,0.0,Yabusele,G. Yabusele,Williams,1630314.0,,,,,,,,,,,,,,,,
424,PT05M16.00S,2025-03-16T18:33:39.0Z,3,REGULAR,substitution,out,[],202691,,,1610612742,76,82,2025-03-16T18:33:41Z,4240000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
425,PT05M16.00S,2025-03-16T18:33:39.0Z,3,REGULAR,substitution,in,[],1630230,,,1610612742,76,82,2025-03-16T18:33:41Z,4250000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
