actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
608,PT01M20.00S,2023-01-25T02:46:00.7Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,93,92,2023-01-25T02:46:04Z,5960000,False,,,0,,J. Tatum bad pass TURNOVER (6 TO),"[1628369, 1628389]",1610612738.0,BOS,,Tatum,J. Tatum,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,6.0,,,Adebayo,1628389.0
609,PT01M20.00S,2023-01-25T02:46:00.7Z,4,REGULAR,steal,,[],1628389,,,1610612748,93,92,2023-01-25T02:46:02Z,5970000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
610,PT01M07.00S,2023-01-25T02:46:14.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,80.1084099868594,48.28431372549019,1610612748,93,92,2023-01-25T02:46:18Z,5980000,False,-9.0,134.0,1,right,MISS B. Adebayo 13' pullup Shot,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,pullup,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,
611,PT01M04.00S,2023-01-25T02:46:17.0Z,4,REGULAR,rebound,offensive,[],1629312,,,1610612748,93,92,2023-01-25T02:46:17Z,5990000,False,,,0,,H. Highsmith REBOUND (Off:3 Def:7),[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,In The Paint (Non-RA),8-16 Center,,,610.0,10.0,7.0,3.0,,,,,,,,,,,,,
612,PT00M57.20S,2023-01-25T02:46:26.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629639,87.33574244415243,62.00980392156863,1610612748,95,92,2023-01-25T02:46:30Z,6000000,False,60.0,67.0,1,right,T. Herro 8' driving floating Jump Shot (9 PTS),[1629639],1610612748.0,MIA,,Herro,T. Herro,driving floating,In The Paint (Non-RA),8-16 Right,8.96,Made,,,,,9.0,,,,,,,,,,,,
613,PT00M42.60S,2023-01-25T02:46:48.5Z,4,REGULAR,3pt,Jump Shot,[],1629684,12.565703022339028,3.1862745098039214,1610612738,95,95,2023-01-25T02:46:54Z,6010000,False,234.0,66.0,1,left,G. Williams 24' 3PT step back (10 PTS) (D. White 6 AST),"[1629684, 1628401]",1610612738.0,BOS,,Williams,G. Williams,step back,Right Corner 3,24+ Right,24.31,Made,,,,,10.0,D. White,1628401.0,6.0,,,,,,,,,
615,PT00M20.40S,2023-01-25T02:47:14.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,80.76544021024968,50.0,1610612748,97,95,2023-01-25T02:47:18Z,6030000,False,0.0,128.0,1,right,B. Adebayo 12' Jump Shot (30 PTS) (T. Herro 6 AST),"[1628389, 1629639]",1610612748.0,MIA,,Adebayo,B. Adebayo,,In The Paint (Non-RA),8-16 Center,12.83,Made,,,,,30.0,T. Herro,1629639.0,6.0,,,,,,,,,
617,PT00M01.20S,2023-01-25T02:47:35.7Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,97,95,2023-01-25T02:47:44Z,6050000,False,,,0,,J. Tatum bad pass TURNOVER (7 TO),"[1628369, 1629639]",1610612738.0,BOS,,Tatum,J. Tatum,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,7.0,,,Herro,1629639.0
618,PT00M01.20S,2023-01-25T02:47:35.7Z,4,REGULAR,steal,,[],1629639,,,1610612748,97,95,2023-01-25T02:47:38Z,6060000,False,,,0,,T. Herro STEAL (2 STL),[1629639],1610612748.0,MIA,,Herro,T. Herro,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
619,PT00M00.90S,2023-01-25T02:47:43.5Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,97,95,2023-01-25T02:52:03Z,6070000,False,,,0,,G. Williams take personal FOUL (3 PF),"[1629684, 1629639]",1610612738.0,BOS,2003.0,Williams,G. Williams,take,Mid-Range,16-24 Right,,,,,,,,,,,3.0,0.0,Herro,1629639.0,,,,,
621,PT00M00.90S,2023-01-25T02:48:05.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,97,95,2023-01-25T02:48:05Z,6090000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M00.60S,2023-01-25T02:49:44.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,97,95,2023-01-25T02:50:31Z,6100000,False,,,0,,D. White personal FOUL (4 PF) (Highsmith 2 FT),"[1628401, 1629312]",1610612738.0,BOS,202901.0,White,D. White,,Mid-Range,16-24 Right,,,,,,,,,,,4.0,0.0,Highsmith,1629312.0,,,,,
624,PT00M00.60S,2023-01-25T02:50:40.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629312,,,1610612748,97,95,2023-01-25T02:51:54Z,6120000,False,,,0,,MISS H. Highsmith Free Throw 1 of 2,[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,,,,Missed,,,,,,,,,,,,,,,,,
625,PT00M00.60S,2023-01-25T02:50:40.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,97,95,2023-01-25T02:51:54Z,6130000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,624.0,,,,,,,,,,,,,,,,
628,PT00M00.60S,2023-01-25T02:50:40.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629312,,,1610612748,98,95,2023-01-25T02:51:54Z,6160000,False,,,0,,H. Highsmith Free Throw 2 of 2 (15 PTS),[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,,,,Made,,,,,15.0,,,,,,,,,,,,
626,PT00M00.60S,2023-01-25T02:50:48.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,98,95,2023-01-25T02:52:22Z,6165000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
627,PT00M00.60S,2023-01-25T02:50:48.3Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,98,95,2023-01-25T02:52:22Z,6167500,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,
629,PT00M00.60S,2023-01-25T02:51:21.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,98,95,2023-01-25T02:51:21Z,6170000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M00.60S,2023-01-25T02:51:26.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,98,95,2023-01-25T02:52:28Z,6180000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,
631,PT00M00.60S,2023-01-25T02:51:26.9Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,98,95,2023-01-25T02:52:28Z,6190000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,
632,PT00M00.60S,2023-01-25T02:51:26.9Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,98,95,2023-01-25T02:52:28Z,6200000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
633,PT00M00.60S,2023-01-25T02:51:26.9Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,98,95,2023-01-25T02:52:28Z,6210000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,
634,PT00M00.60S,2023-01-25T02:51:26.9Z,4,REGULAR,substitution,out,[],1629639,,,1610612738,98,95,2023-01-25T02:52:46Z,6220000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,
635,PT00M00.60S,2023-01-25T02:51:26.9Z,4,REGULAR,substitution,in,[],1631115,,,1610612738,98,95,2023-01-25T02:52:46Z,6230000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,
636,PT00M00.60S,2023-01-25T02:53:02.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,98,95,2023-01-25T02:53:02Z,6240000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M00.40S,2023-01-25T02:54:30.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,35.364651773981606,45.89077818627451,1610612738,98,95,2023-01-25T02:55:07Z,6250000,False,21.0,280.0,1,left,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,Above the Break 3,24+ Center,28.06,Missed,,,,,,,,,,,,,,,,,
638,PT00M00.10S,2023-01-25T02:54:30.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,95,2023-01-25T02:55:07Z,6260000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,Above the Break 3,24+ Center,,,637.0,,,,,,,,,,,,,,,,
639,PT00M00.00S,2023-01-25T02:54:42.0Z,4,REGULAR,period,end,[],0,,,1610612738,98,95,2023-01-25T02:54:42Z,6270000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M00.00S,2023-01-25T02:54:47.9Z,4,REGULAR,game,end,[],0,,,0,98,95,2023-01-25T02:54:47Z,6280000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
