actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
338,PT10M03.00S,2023-01-22T21:53:46.9Z,3,REGULAR,3pt,Jump Shot,[],1630700,67.49342969776609,40.44117647058824,1610612740,44,50,2023-01-22T21:54:25Z,3280000,False,-48.0,253.0,1,right,MISS D. Daniels 25' step back 3PT,[1630700],1610612740.0,NOP,step back,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,25.76,Missed,,,,,,,,,,,,,,,
339,PT10M00.00S,2023-01-22T21:53:49.9Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,44,50,2023-01-22T21:53:51Z,3290000,False,,,0,,T. Herro REBOUND (Off:1 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,338.0,6.0,5.0,1.0,,,,,,,,,,
340,PT09M51.00S,2023-01-22T21:53:59.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,9.674770039421814,44.11764705882353,1610612748,44,50,2023-01-22T21:54:03Z,3300000,False,29.0,38.0,1,left,MISS T. Herro Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,4.84,Missed,,,,,,,,,,,,,,,
341,PT09M48.00S,2023-01-22T21:54:01.1Z,3,REGULAR,rebound,offensive,[],1629639,,,1610612748,44,50,2023-01-22T21:54:01Z,3310000,False,,,0,,T. Herro REBOUND (Off:2 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,340.0,7.0,5.0,2.0,,,,,,,,,,
342,PT09M44.00S,2023-01-22T21:54:04.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,11.12023653088042,43.38235294117647,1610612748,44,50,2023-01-22T21:54:56Z,3320000,False,33.0,52.0,1,left,MISS T. Herro 6' turnaround Shot,[1629639],1610612748.0,MIA,turnaround,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,6.16,Missed,,,,,,,,,,,,,,,
343,PT09M43.00S,2023-01-22T21:54:05.9Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,44,50,2023-01-22T21:55:47Z,3330000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,342.0,6.0,4.0,2.0,,,,,,,,,,
344,PT09M43.00S,2023-01-22T21:54:09.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,9.280551905387648,49.26470588235294,1610612748,44,50,2023-01-22T21:55:56Z,3340000,False,4.0,35.0,1,left,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,3.49,Missed,,,,,,,,,,,,,,,
345,PT09M42.00S,2023-01-22T21:54:10.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,44,50,2023-01-22T21:55:56Z,3350000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,344.0,9.0,9.0,0.0,,,,,,,,,,
346,PT09M40.00S,2023-01-22T21:54:16.6Z,3,REGULAR,foul,offensive,[],1630530,,,1610612740,44,50,2023-01-22T21:54:26Z,3360000,False,,,0,,T. Murphy III off-the-ball offensive FOUL (3 PF),"[1630530, 200768]",1610612740.0,NOP,off-the-ball,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Lowry,200768.0
348,PT09M40.00S,2023-01-22T21:54:16.6Z,3,REGULAR,turnover,offensive foul,[],1630530,,,1610612740,44,50,2023-01-22T21:54:16Z,3380000,False,,,0,,T. Murphy III offensive foul TURNOVER (1 TO),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,,,,,2002.0,,,,
350,PT09M21.00S,2023-01-22T21:55:07.3Z,3,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612748,44,50,2023-01-22T21:55:21Z,3400000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1630700, 1628389]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Adebayo,1628389.0
352,PT09M21.00S,2023-01-22T21:55:35.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,45,50,2023-01-22T21:55:35Z,3420000,False,,,0,,B. Adebayo Free Throw 1 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
353,PT09M21.00S,2023-01-22T21:55:59.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,46,50,2023-01-22T21:55:59Z,3430000,False,,,0,,B. Adebayo Free Throw 2 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
354,PT09M01.00S,2023-01-22T21:56:24.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.43166885676742,57.107843137254896,1610612740,46,50,2023-01-22T21:56:29Z,3440000,False,36.0,0.0,1,right,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,3.55,Missed,,,,,,,,,,,,,,,
355,PT08M59.00S,2023-01-22T21:56:26.0Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,46,50,2023-01-22T21:56:29Z,3450000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,354.0,10.0,9.0,1.0,,,,,,,,,,
356,PT08M59.00S,2023-01-22T21:56:27.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,93.38042049934296,53.18627450980392,1610612740,46,52,2023-01-22T21:56:44Z,3460000,False,16.0,10.0,1,right,J. Valanciunas putback Layup (12 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,1.86,Made,12.0,,,,,,,,,,,,,,
357,PT08M59.00S,2023-01-22T21:56:32.4Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,46,52,2023-01-22T21:56:39Z,3470000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,
358,PT08M48.00S,2023-01-22T21:56:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.178055190538765,46.81372549019608,1610612748,48,52,2023-01-22T21:56:50Z,3480000,False,16.0,15.0,1,left,J. Butler driving Layup (7 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,2.19,Made,7.0,,,,,,,,,,,,,,
359,PT08M29.00S,2023-01-22T21:57:03.2Z,3,REGULAR,2pt,Jump Shot,[],203468,77.87450722733246,23.774509803921568,1610612740,48,52,2023-01-22T21:57:07Z,3490000,False,-131.0,155.0,1,right,MISS C. McCollum 20' Jump Shot,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,20.34,Missed,,,,,,,,,,,,,,,
360,PT08M27.00S,2023-01-22T21:57:05.4Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,48,52,2023-01-22T21:57:05Z,3500000,False,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,359.0,3.0,3.0,0.0,,,,,,,,,,
361,PT08M15.00S,2023-01-22T21:57:18.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.427726675427067,63.970588235294116,1610612748,50,52,2023-01-22T21:57:24Z,3510000,False,-70.0,111.0,1,left,B. Adebayo 13' Jump Shot (12 PTS) (J. Butler 1 AST),"[1628389, 202710]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,13.14,Made,12.0,,,,,J. Butler,202710.0,1.0,,,,,,,
363,PT08M15.00S,2023-01-22T21:57:26.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,50,52,2023-01-22T21:57:26Z,3530000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT07M58.00S,2023-01-22T22:00:38.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.85479632063075,43.627450980392155,1610612740,50,54,2023-01-22T22:00:42Z,3540000,False,-32.0,15.0,1,right,H. Jones driving Layup (4 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,3.51,Made,4.0,,,,,,,,,,,,,,
365,PT07M42.00S,2023-01-22T22:00:58.4Z,3,REGULAR,2pt,Jump Shot,[],202710,6.521024967148489,69.6078431372549,1610612748,52,54,2023-01-22T22:01:03Z,3550000,False,-98.0,9.0,1,left,J. Butler 9' pullup Jump Shot (9 PTS) (T. Herro 4 AST),"[202710, 1629639]",1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,9.84,Made,9.0,,,,,T. Herro,1629639.0,4.0,,,,,,,
367,PT07M42.00S,2023-01-22T22:01:02.8Z,3,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612748,52,54,2023-01-22T22:01:13Z,3570000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Butler 1 FT),"[1630700, 202710]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Butler,202710.0
369,PT07M42.00S,2023-01-22T22:01:25.9Z,3,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,53,54,2023-01-22T22:01:25Z,3590000,False,,,0,,J. Butler Free Throw 1 of 1 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
370,PT07M23.00S,2023-01-22T22:01:45.3Z,3,REGULAR,turnover,bad pass,[],1630529,,,1610612740,53,54,2023-01-22T22:01:52Z,3600000,False,,,0,,H. Jones bad pass TURNOVER (2 TO),"[1630529, 1628997]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,2.0,Martin,1628997.0,,,,,,,,,,,,,,,,,
371,PT07M23.00S,2023-01-22T22:01:45.3Z,3,REGULAR,steal,,[],1628997,,,1610612748,53,54,2023-01-22T22:01:47Z,3610000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
372,PT07M21.00S,2023-01-22T22:01:52.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628997,7.30946123521682,53.67647058823529,1610612748,53,54,2023-01-22T22:03:03Z,3620000,False,-18.0,16.0,1,left,MISS C. Martin running Layup,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,,,,,,,,,,,,,,
374,PT07M21.00S,2023-01-22T22:01:52.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,53,54,2023-01-22T22:01:59Z,3640000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,372.0,,,,,,,,,,,,,
376,PT07M14.00S,2023-01-22T22:02:12.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",200768,21.50131406044678,7.107843137254902,1610612748,53,54,2023-01-22T22:02:18Z,3660000,False,214.0,150.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,26.15,Missed,,,,,,,,,,,,,,,
377,PT07M12.00S,2023-01-22T22:02:14.4Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,53,54,2023-01-22T22:02:18Z,3670000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,376.0,2.0,2.0,0.0,,,,,,,,,,
378,PT07M12.00S,2023-01-22T22:02:20.9Z,3,REGULAR,foul,personal,['2freethrow'],202710,,,1610612740,53,54,2023-01-22T22:02:32Z,3680000,False,,,0,,J. Butler shooting personal FOUL (2 PF) (Jones 2 FT),"[202710, 1630529]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Jones,1630529.0
380,PT07M12.00S,2023-01-22T22:03:02.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630529,,,1610612740,53,54,2023-01-22T22:03:02Z,3700000,False,,,0,,MISS H. Jones Free Throw 1 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
381,PT07M12.00S,2023-01-22T22:03:02.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,53,54,2023-01-22T22:03:02Z,3710000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,
382,PT07M12.00S,2023-01-22T22:03:20.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630529,,,1610612740,53,55,2023-01-22T22:03:20Z,3720000,False,,,0,,H. Jones Free Throw 2 of 2 (5 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
383,PT06M53.00S,2023-01-22T22:03:40.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,21.895532194480946,91.91176470588235,1610612748,53,55,2023-01-22T22:03:45Z,3730000,False,-210.0,153.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,25.97,Missed,,,,,,,,,,,,,,,
384,PT06M50.00S,2023-01-22T22:03:43.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,53,55,2023-01-22T22:03:45Z,3740000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,,383.0,11.0,10.0,1.0,,,,,,,,,,
385,PT06M47.00S,2023-01-22T22:03:47.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,94.95729303547962,97.79411764705883,1610612740,53,55,2023-01-22T22:05:17Z,3750000,False,239.0,-5.0,1,right,MISS T. Murphy III running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,23.91,Missed,,,,,,,,,,,,,,,
386,PT06M43.00S,2023-01-22T22:03:50.1Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,53,55,2023-01-22T22:03:50Z,3760000,False,,,0,,T. Herro REBOUND (Off:2 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,,385.0,8.0,6.0,2.0,,,,,,,,,,
387,PT06M38.00S,2023-01-22T22:03:55.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629639,17.427726675427067,51.71568627450981,1610612748,55,55,2023-01-22T22:04:03Z,3770000,False,-9.0,111.0,1,left,T. Herro 11' driving floating Jump Shot (17 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,11.16,Made,17.0,,,,,,,,,,,,,,
388,PT06M20.00S,2023-01-22T22:04:23.9Z,3,REGULAR,3pt,Jump Shot,[],1630700,86.67871222076215,96.07843137254902,1610612740,55,58,2023-01-22T22:04:29Z,3780000,False,230.0,73.0,1,right,D. Daniels 24' 3PT  (5 PTS) (C. McCollum 4 AST),"[1630700, 203468]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,24.16,Made,5.0,,,,,C. McCollum,203468.0,4.0,,,,,,,
390,PT06M12.00S,2023-01-22T22:04:37.9Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612748,55,58,2023-01-22T22:04:52Z,3800000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Butler 2 FT),"[1630529, 202710]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Butler,202710.0
392,PT06M12.00S,2023-01-22T22:05:00.4Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,56,58,2023-01-22T22:05:00Z,3820000,False,,,0,,J. Butler Free Throw 1 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
393,PT06M12.00S,2023-01-22T22:05:01.1Z,3,REGULAR,substitution,out,[],1630529,,,1610612748,56,58,2023-01-22T22:05:14Z,3830000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M12.00S,2023-01-22T22:05:01.1Z,3,REGULAR,substitution,out,[],1630700,,,1610612748,56,58,2023-01-22T22:05:14Z,3840000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M12.00S,2023-01-22T22:05:01.1Z,3,REGULAR,substitution,out,[],202685,,,1610612748,56,58,2023-01-22T22:05:14Z,3850000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M12.00S,2023-01-22T22:05:01.1Z,3,REGULAR,substitution,in,[],1628984,,,1610612748,56,58,2023-01-22T22:05:14Z,3860000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M12.00S,2023-01-22T22:05:01.1Z,3,REGULAR,substitution,in,[],1629637,,,1610612748,56,58,2023-01-22T22:05:14Z,3870000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M12.00S,2023-01-22T22:05:01.1Z,3,REGULAR,substitution,in,[],1626204,,,1610612748,56,58,2023-01-22T22:05:14Z,3880000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M12.00S,2023-01-22T22:05:32.6Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,56,58,2023-01-22T22:05:32Z,3890000,False,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
400,PT06M10.00S,2023-01-22T22:05:33.6Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,56,58,2023-01-22T22:05:33Z,3900000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,399.0,3.0,3.0,0.0,,,,,,,,,,
401,PT06M07.00S,2023-01-22T22:05:43.3Z,3,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,56,58,2023-01-22T22:05:50Z,3910000,False,,,0,,C. McCollum lost ball out-of-bounds TURNOVER (6 TO),[203468],1610612740.0,NOP,lost ball,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,6.0,,,,,,,,,,,,,,,1662.0,,,,
402,PT05M54.00S,2023-01-22T22:05:58.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,8.754927726675426,0.7352941176470588,1610612748,56,58,2023-01-22T22:06:03Z,3920000,False,246.0,30.0,1,left,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,24.81,Missed,,,,,,,,,,,,,,,
403,PT05M51.00S,2023-01-22T22:06:01.4Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,56,58,2023-01-22T22:06:03Z,3930000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:4),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,,,,,,,402.0,4.0,4.0,0.0,,,,,,,,,,
404,PT05M41.00S,2023-01-22T22:06:10.7Z,3,REGULAR,2pt,Jump Shot,[],203468,95.0886990801577,29.65686274509804,1610612740,56,58,2023-01-22T22:06:17Z,3940000,False,-102.0,-6.0,1,right,MISS C. McCollum 10' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,10.19,Missed,,,,,,,,,,,,,,,
405,PT05M38.00S,2023-01-22T22:06:13.7Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,56,58,2023-01-22T22:06:13Z,3950000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,404.0,7.0,5.0,2.0,,,,,,,,,,
406,PT05M35.00S,2023-01-22T22:06:17.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628389,5.469776609724048,49.01960784313725,1610612748,58,58,2023-01-22T22:07:24Z,3960000,False,5.0,-1.0,1,left,B. Adebayo running finger roll Layup (14 PTS),[1628389],1610612748.0,MIA,running finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,0.5,Made,14.0,,,,,,,,,,,,,,
407,PT05M35.00S,2023-01-22T22:06:25.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,58,58,2023-01-22T22:06:25Z,3970000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M35.00S,2023-01-22T22:06:29.2Z,3,REGULAR,substitution,out,[],1628389,,,1610612740,58,58,2023-01-22T22:09:15Z,3980000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M35.00S,2023-01-22T22:06:29.2Z,3,REGULAR,substitution,out,[],1628997,,,1610612740,58,58,2023-01-22T22:09:15Z,3990000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M35.00S,2023-01-22T22:06:29.2Z,3,REGULAR,substitution,in,[],203506,,,1610612740,58,58,2023-01-22T22:09:15Z,4000000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M35.00S,2023-01-22T22:06:29.2Z,3,REGULAR,substitution,in,[],1631115,,,1610612740,58,58,2023-01-22T22:09:15Z,4010000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M14.00S,2023-01-22T22:09:46.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.51182654402102,50.245098039215684,1610612740,58,60,2023-01-22T22:10:02Z,4020000,False,1.0,8.0,1,right,J. Hayes cutting DUNK (7 PTS) (D. Graham 3 AST),"[1629637, 1628984]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,0.86,Made,7.0,,,,,D. Graham,1628984.0,3.0,,,,,,,
414,PT05M14.00S,2023-01-22T22:09:56.2Z,3,REGULAR,foul,personal,['1freethrow'],1631115,,,1610612740,58,60,2023-01-22T22:10:03Z,4040000,False,,,0,,O. Robinson shooting personal FOUL (1 PF) (Hayes 1 FT),"[1631115, 1629637]",1610612748.0,MIA,shooting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Hayes,1629637.0
416,PT05M14.00S,2023-01-22T22:10:11.1Z,3,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,58,61,2023-01-22T22:10:11Z,4060000,False,,,0,,J. Hayes Free Throw 1 of 1 (8 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
417,PT05M00.00S,2023-01-22T22:10:32.8Z,3,REGULAR,violation,kicked ball,[],1630530,,,1610612748,58,61,2023-01-22T22:10:44Z,4070000,False,,,0,,T. Murphy III kicked ball VIOLATION,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,1627961.0,,,,
418,PT04M53.00S,2023-01-22T22:11:00.4Z,3,REGULAR,foul,personal,[],1626204,,,1610612748,58,61,2023-01-22T22:11:15Z,4080000,False,,,0,,L. Nance Jr. personal FOUL (3 PF),"[1626204, 1629639]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Herro,1629639.0
420,PT04M48.00S,2023-01-22T22:11:19.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.521024967148489,47.549019607843135,1610612748,60,61,2023-01-22T22:11:32Z,4100000,False,12.0,9.0,1,left,J. Butler driving reverse Layup (13 PTS),[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,1.51,Made,13.0,,,,,,,,,,,,,,
421,PT04M30.00S,2023-01-22T22:11:35.9Z,3,REGULAR,3pt,Jump Shot,[],1628984,75.90341655716163,87.5,1610612740,60,61,2023-01-22T22:11:41Z,4110000,False,188.0,174.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,,,,25.58,Missed,,,,,,,,,,,,,,,
