actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
587,PT03M19.00S,2022-10-25T01:43:37.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,28.86005256241787,21.813725490196077,1610612761,85,89,2022-10-25T01:43:57Z,5790000,141.0,219.0,1,left,P. Siakam 26' 3PT  (21 PTS) (F. VanVleet 7 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,26.02,Made,21.0,,,,,,,,,,F. VanVleet,1627832.0,7.0,,
589,PT02M52.00S,2022-10-25T01:44:04.7Z,4,REGULAR,3pt,Jump Shot,[],1629216,69.99014454664915,77.20588235294117,1610612748,85,89,2022-10-25T01:44:09Z,5810000,136.0,230.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,26.69,Missed,,,,,,,,,,,,,,,
590,PT02M49.00S,2022-10-25T01:44:07.7Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,85,89,2022-10-25T01:44:09Z,5820000,,,0,,P. Achiuwa REBOUND (Off:4 Def:17),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,589.0,21.0,17.0,4.0,,,,,,,,,
591,PT02M44.00S,2022-10-25T01:44:12.7Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628384,8.09789750328515,45.588235294117645,1610612761,85,91,2022-10-25T01:44:34Z,5830000,22.0,24.0,1,left,O. Anunoby DUNK (6 PTS) (P. Siakam 6 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,3.23,Made,6.0,,,,,,,,,,P. Siakam,1627783.0,6.0,,
594,PT02M23.00S,2022-10-25T01:44:45.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.83902759526939,50.0,1610612748,85,91,2022-10-25T01:44:59Z,5860000,0.0,90.0,1,right,MISS B. Adebayo 9' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,9.0,Missed,,,,,,,,,,,,,,,
595,PT02M19.00S,2022-10-25T01:44:49.8Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,85,91,2022-10-25T01:44:59Z,5870000,,,0,,P. Siakam REBOUND (Off:0 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,594.0,9.0,9.0,0.0,,,,,,,,,
596,PT01M59.00S,2022-10-25T01:45:09.7Z,4,REGULAR,3pt,Jump Shot,[],1627783,7.30946123521682,3.9215686274509802,1610612761,85,91,2022-10-25T01:45:14Z,5880000,230.0,16.0,1,left,MISS P. Siakam 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,23.1,Missed,,,,,,,,,,,,,,,
597,PT01M56.00S,2022-10-25T01:45:12.7Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,85,91,2022-10-25T01:45:14Z,5890000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,,,,,,,,596.0,3.0,3.0,0.0,,,,,,,,,
598,PT01M52.00S,2022-10-25T01:45:17.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,69.33311432325887,18.872549019607842,1610612748,88,91,2022-10-25T01:45:28Z,5900000,-156.0,236.0,1,right,T. Herro 28' 3PT pullup (22 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,28.25,Made,22.0,,,,,,,,,,,,,,
600,PT01M27.00S,2022-10-25T01:47:18.3Z,4,REGULAR,2pt,Jump Shot,[],1627783,7.227332457293036,7.621017156862746,1610612761,88,91,2022-10-25T01:59:34Z,5920000,212.0,15.0,1,left,MISS P. Siakam 21' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,,,,21.25,Missed,,,,,,,,,,,,,,,
601,PT01M27.00S,2022-10-25T01:47:18.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,88,91,2022-10-25T01:47:29Z,5930000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,600.0,,,,,,,,,,,,
603,PT01M14.00S,2022-10-25T01:47:42.5Z,4,REGULAR,3pt,Jump Shot,[],1629639,69.59592641261499,23.774509803921568,1610612748,88,91,2022-10-25T01:59:57Z,5950000,-131.0,233.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,26.76,Missed,,,,,,,,,,,,,,,
604,PT01M12.00S,2022-10-25T01:47:44.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,88,91,2022-10-25T01:47:48Z,5960000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,603.0,,,,,,,,,,,,
606,PT00M50.40S,2022-10-25T01:48:23.1Z,4,REGULAR,2pt,Jump Shot,[],1627783,6.915243101182654,26.47058823529412,1610612761,88,93,2022-10-25T01:48:30Z,5980000,118.0,13.0,1,left,P. Siakam 11' fadeaway Jump Shot (23 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,11.83,Made,23.0,,,,,,,,,,,,,,
607,PT00M50.40S,2022-10-25T01:48:30.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,88,93,2022-10-25T01:48:30Z,5990000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M50.40S,2022-10-25T01:49:36.3Z,4,REGULAR,substitution,out,[],1629216,,,1610612748,88,93,2022-10-25T01:49:53Z,6000000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M50.40S,2022-10-25T01:49:36.3Z,4,REGULAR,substitution,in,[],1629622,,,1610612748,88,93,2022-10-25T01:49:53Z,6010000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M47.10S,2022-10-25T01:50:06.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,90.3580814717477,53.92156862745098,1610612748,90,93,2022-10-25T01:50:17Z,6020000,20.0,38.0,1,right,J. Butler driving bank Jump Shot (26 PTS) (K. Lowry 2 AST),"[202710, 200768]",1610612748.0,MIA,driving bank,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,4.28,Made,26.0,,,,,,,,,,K. Lowry,200768.0,2.0,,
615,PT00M22.60S,2022-10-25T01:50:35.1Z,4,REGULAR,3pt,Jump Shot,[],1629018,5.206964520367937,96.07843137254902,1610612761,90,96,2022-10-25T01:50:55Z,6040000,-230.0,-4.0,1,left,G. Trent Jr. 3PT step back (18 PTS) (F. VanVleet 8 AST),"[1629018, 1627832]",1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,,23.04,Made,18.0,,,,,,,,,,F. VanVleet,1627832.0,8.0,,
617,PT00M22.60S,2022-10-25T01:50:53.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,90,96,2022-10-25T01:50:53Z,6060000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M19.50S,2022-10-25T01:52:19.5Z,4,REGULAR,3pt,Jump Shot,[],1629622,71.69842312746385,78.92156862745098,1610612748,90,96,2022-10-25T01:52:34Z,6070000,145.0,214.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,25.79,Missed,,,,,,,,,,,,,,,
621,PT00M19.10S,2022-10-25T01:52:19.9Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,90,96,2022-10-25T01:52:34Z,6080000,,,0,,O. Anunoby REBOUND (Off:0 Def:7),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,620.0,7.0,7.0,0.0,,,,,,,,,
622,PT00M18.70S,2022-10-25T01:52:28.5Z,4,REGULAR,foul,personal,[],1629622,,,1610612761,90,96,2022-10-25T01:52:58Z,6090000,,,0,,M. Strus personal FOUL (3 PF),"[1629622, 1629018]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1146.0,,,,,3.0,0.0,Trent Jr.,1629018.0,,,,,
624,PT00M10.20S,2022-10-25T01:52:52.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,6.438896189224705,35.34007352941176,1610612761,90,98,2022-10-25T01:53:23Z,6110000,73.0,8.0,1,left,P. Achiuwa 7' cutting Layup (10 PTS) (F. VanVleet 9 AST),"[1630173, 1627832]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,7.37,Made,10.0,,,,,,,,,,F. VanVleet,1627832.0,9.0,,
626,PT00M10.20S,2022-10-25T01:52:58.9Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628389,,,1610612761,90,98,2022-10-25T01:53:38Z,6130000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Achiuwa 1 FT),"[1628389, 1630173]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,,,,,1.0,0.0,Achiuwa,1630173.0,,,,,
628,PT00M10.20S,2022-10-25T01:53:19.9Z,4,REGULAR,freethrow,1 of 1,[],1630173,,,1610612761,90,98,2022-10-25T01:53:19Z,6150000,,,0,,MISS P. Achiuwa Free Throw 1 of 1,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
629,PT00M08.00S,2022-10-25T01:53:21.2Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,90,98,2022-10-25T01:53:21Z,6160000,,,0,,B. Adebayo REBOUND (Off:4 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,628.0,10.0,6.0,4.0,,,,,,,,,
630,PT00M03.00S,2022-10-25T01:53:28.5Z,4,REGULAR,3pt,Jump Shot,[],202710,79.12697109067017,89.48376225490196,1610612748,90,98,2022-10-25T02:01:50Z,6170000,197.0,144.0,1,right,MISS J. Butler 24' 3PT - blocked,"[202710, 1628384]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,24.42,Missed,,,,,,,,,,,,,,Anunoby,1628384.0
631,PT00M03.00S,2022-10-25T01:53:28.5Z,4,REGULAR,block,,[],1628384,,,1610612748,90,98,2022-10-25T01:53:35Z,6180000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
632,PT00M02.80S,2022-10-25T01:53:28.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,90,98,2022-10-25T01:56:00Z,6190000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,630.0,,,,,,,,,,,,
634,PT00M01.90S,2022-10-25T01:53:39.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,92.46057818659659,95.83333333333334,1610612748,90,98,2022-10-25T01:55:15Z,6195000,229.0,18.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,,,,22.99,Missed,,,,,,,,,,,,,,,
635,PT00M00.60S,2022-10-25T01:53:41.2Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,90,98,2022-10-25T01:55:15Z,6197500,,,0,,P. Achiuwa REBOUND (Off:4 Def:18),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,,634.0,22.0,18.0,4.0,,,,,,,,,
636,PT00M00.00S,2022-10-25T01:54:35.2Z,4,REGULAR,period,end,[],0,,,1610612761,90,98,2022-10-25T01:55:15Z,6230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M00.00S,2022-10-25T01:55:34.8Z,4,REGULAR,game,end,[],0,,,0,90,98,2022-10-25T01:55:34Z,6240000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
