actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
450,PT02M53.00S,2022-01-29T02:43:29.3Z,3,REGULAR,substitution,out,[],1629603,,,1610612754,72,63,2022-01-29T02:56:31Z,4430000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M53.00S,2022-01-29T02:43:29.3Z,3,REGULAR,substitution,out,[],1630537,,,1610612754,72,63,2022-01-29T02:56:31Z,4440000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M53.00S,2022-01-29T02:43:29.3Z,3,REGULAR,substitution,out,[],1630678,,,1610612754,72,63,2022-01-29T02:56:31Z,4450000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M53.00S,2022-01-29T02:43:29.3Z,3,REGULAR,substitution,in,[],1630526,,,1610612754,72,63,2022-01-29T02:56:31Z,4460000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M53.00S,2022-01-29T02:43:29.3Z,3,REGULAR,substitution,in,[],202362,,,1610612754,72,63,2022-01-29T02:56:31Z,4470000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M53.00S,2022-01-29T02:43:29.3Z,3,REGULAR,substitution,in,[],1627734,,,1610612754,72,63,2022-01-29T02:56:31Z,4480000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M53.00S,2022-01-29T02:43:53.6Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612754,72,63,2022-01-29T02:58:34Z,4490000,,,0,,,[],1610612754.0,IND,overturned,,,,,,,,,,,,,,,,,,,,,,,,200834.0,,,,,Corrected to Shooting Foul on M. Diakite
477,PT02M53.00S,2022-01-29T02:44:22.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627747,,,1610612754,72,64,2022-01-29T02:57:34Z,4495000,,,0,,C. LeVert Free Throw 1 of 2 (4 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
478,PT02M53.00S,2022-01-29T02:44:22.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627747,,,1610612754,72,65,2022-01-29T02:57:34Z,4497500,,,0,,C. LeVert Free Throw 2 of 2 (5 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
458,PT02M39.00S,2022-01-29T02:44:51.7Z,3,REGULAR,2pt,Jump Shot,[],1629026,77.21747700394218,48.28431372549019,1610612760,72,65,2022-01-29T02:59:09Z,4500000,-9.0,162.0,1,right,MISS K. Williams 16' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,16.19,Missed,,,,,,,,,,,,,,,,,,,
459,PT02M34.00S,2022-01-29T02:44:55.3Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,72,65,2022-01-29T02:44:55Z,4510000,,,0,,O. Brissett REBOUND (Off:0 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,458.0,4.0,4.0,0.0,,,,,,,,,,,,,,
460,PT02M28.00S,2022-01-29T02:45:04.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,10.988830486202366,54.41176470588235,1610612754,72,65,2022-01-29T03:49:14Z,4520000,-22.0,51.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,5.54,Missed,,,,,,,,,,,,,,,,,,,
461,PT02M27.00S,2022-01-29T02:45:05.3Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,72,65,2022-01-29T03:49:14Z,4530000,,,0,,D. Sabonis REBOUND (Off:2 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,460.0,11.0,9.0,2.0,,,,,,,,,,,,,,
462,PT02M26.00S,2022-01-29T02:45:07.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627734,8.886333771353483,50.0,1610612754,72,65,2022-01-29T03:49:39Z,4540000,0.0,31.0,1,left,MISS D. Sabonis turnaround Hook,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,,
463,PT02M25.00S,2022-01-29T02:45:08.3Z,3,REGULAR,rebound,offensive,[],1627747,,,1610612754,72,65,2022-01-29T03:49:39Z,4550000,,,0,,C. LeVert REBOUND (Off:2 Def:4),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,462.0,6.0,4.0,2.0,,,,,,,,,,,,,,
751,PT02M25.00S,2022-01-29T02:45:13.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,6.750985545335084,50.0,1610612754,72,65,2022-01-29T03:50:33Z,4555000,0.0,11.0,1,left,MISS C. LeVert tip Layup,[1627747],1610612754.0,IND,tip,,,LeVert,C. LeVert,,,,,1.1,Missed,,,,,,,,,,,,,,,,,,,
752,PT02M21.00S,2022-01-29T02:45:17.1Z,3,REGULAR,rebound,offensive,[],202362,,,1610612754,72,65,2022-01-29T03:50:33Z,4557500,,,0,,L. Stephenson REBOUND (Off:1 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,751.0,2.0,1.0,1.0,,,,,,,,,,,,,,
464,PT02M11.00S,2022-01-29T02:45:18.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202362,22.552562417871222,89.2156862745098,1610612754,72,65,2022-01-29T03:50:33Z,4560000,-196.0,159.0,1,left,MISS L. Stephenson 25' 3PT,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
465,PT02M07.00S,2022-01-29T02:45:22.9Z,3,REGULAR,rebound,offensive,[],1629052,,,1610612754,72,65,2022-01-29T02:45:50Z,4570000,,,0,,O. Brissett REBOUND (Off:1 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,464.0,5.0,4.0,1.0,,,,,,,,,,,,,,
466,PT02M06.00S,2022-01-29T02:45:24.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629052,9.017739816031538,43.38235294117647,1610612754,72,67,2022-01-29T02:45:54Z,4580000,33.0,32.0,1,left,O. Brissett Layup (7 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,4.62,Made,7.0,,,,,,,,,,,,,,,,,,
467,PT01M51.00S,2022-01-29T02:45:38.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629026,91.40932982917214,44.6078431372549,1610612760,74,67,2022-01-29T03:01:24Z,4590000,-27.0,28.0,1,right,K. Williams driving DUNK (2 PTS) (D. Bazley 1 AST),"[1629026, 1629647]",1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,3.91,Made,2.0,,,,,D. Bazley,1629647.0,1.0,,,,,,,,,,,
469,PT01M39.00S,2022-01-29T02:45:51.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,9.543363994743759,55.392156862745104,1610612754,74,69,2022-01-29T02:46:15Z,4610000,-27.0,37.0,1,left,D. Sabonis DUNK (11 PTS) (J. Lamb 3 AST),"[1627734, 203087]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,4.6,Made,11.0,,,,,J. Lamb,203087.0,3.0,,,,,,,,,,,
471,PT01M39.00S,2022-01-29T02:45:54.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629026,,,1610612754,74,69,2022-01-29T02:51:09Z,4630000,,,0,,K. Williams shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1629026, 1627734]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Sabonis,1627734.0,
508,PT01M39.00S,2022-01-29T02:45:58.4Z,3,REGULAR,freethrow,1 of 1,[],1627734,,,1610612754,74,70,2022-01-29T02:53:21Z,4650000,,,0,,D. Sabonis Free Throw 1 of 1 (12 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
474,PT01M39.00S,2022-01-29T02:46:02.3Z,3,REGULAR,substitution,out,[],1630544,,,1610612760,74,70,2022-01-29T02:53:21Z,4660000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M39.00S,2022-01-29T02:46:02.3Z,3,REGULAR,substitution,in,[],1629660,,,1610612760,74,70,2022-01-29T02:53:21Z,4670000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M28.00S,2022-01-29T02:46:39.5Z,3,REGULAR,3pt,Jump Shot,[],1629660,69.20170827858082,79.16666666666666,1610612760,77,70,2022-01-29T03:25:48Z,4680000,146.0,237.0,1,right,T. Jerome 27' 3PT step back (5 PTS),[1629660],1610612760.0,OKC,step back,,,Jerome,T. Jerome,,,,,27.83,Made,5.0,,,,,,,,,,,,,,,,,,
479,PT01M07.00S,2022-01-29T02:46:59.5Z,3,REGULAR,3pt,Jump Shot,[],1629052,4.385676741130098,96.81372549019608,1610612754,77,70,2022-01-29T03:26:32Z,4690000,-234.0,-11.0,1,left,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
480,PT01M07.00S,2022-01-29T02:46:59.5Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,77,70,2022-01-29T02:47:09Z,4700000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,479.0,1.0,1.0,0.0,,,,,,,,,,,,,,
481,PT00M50.90S,2022-01-29T02:47:16.7Z,3,REGULAR,turnover,lost ball,[],1629026,,,1610612760,77,70,2022-01-29T03:27:16Z,4710000,,,0,,K. Williams lost ball TURNOVER (2 TO),"[1629026, 202362]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,2.0,Stephenson,202362.0,,,,,,,,
482,PT00M50.90S,2022-01-29T02:47:16.7Z,3,REGULAR,steal,,[],202362,,,1610612754,77,70,2022-01-29T02:47:18Z,4720000,,,0,,L. Stephenson STEAL (1 STL),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT00M30.90S,2022-01-29T02:47:37.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203087,19.398817345597898,38.970588235294116,1610612754,77,72,2022-01-29T03:40:33Z,4730000,55.0,130.0,1,left,J. Lamb 14' driving floating Jump Shot (8 PTS) (L. Stephenson 2 AST),"[203087, 202362]",1610612754.0,IND,driving floating,,,Lamb,J. Lamb,,,,,14.1,Made,8.0,,,,,L. Stephenson,202362.0,2.0,,,,,,,,,,,
484,PT00M30.90S,2022-01-29T02:47:39.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630526,,,1610612754,77,72,2022-01-29T02:47:52Z,4740000,,,0,,J. Robinson-Earl shooting personal FOUL (2 PF) (Lamb 1 FT),"[1630526, 203087]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,1626301.0,2.0,0.0,Lamb,203087.0,
486,PT00M30.90S,2022-01-29T02:48:02.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203087,,,1610612754,77,73,2022-01-29T02:48:02Z,4760000,,,0,,J. Lamb Free Throw 1 of 1 (9 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
487,PT00M15.10S,2022-01-29T02:48:21.2Z,3,REGULAR,3pt,Jump Shot,[],1629026,79.71419185282524,4.901960784313726,1610612760,80,73,2022-01-29T02:48:26Z,4770000,-225.0,138.0,1,right,K. Williams 26' 3PT  (5 PTS) (T. Jerome 3 AST),"[1629026, 1629660]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,26.45,Made,5.0,,,,,T. Jerome,1629660.0,3.0,,,,,,,,,,,
489,PT00M00.00S,2022-01-29T02:48:45.2Z,3,REGULAR,period,end,[],0,,,1610612754,80,73,2022-01-29T02:48:45Z,4790000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2022-01-29T02:50:39.4Z,4,REGULAR,substitution,out,['startperiod'],1629652,,,1610612754,80,73,2022-01-29T02:51:12Z,4800000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2022-01-29T02:50:39.4Z,4,REGULAR,substitution,out,['startperiod'],1627747,,,1610612754,80,73,2022-01-29T02:51:12Z,4810000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-01-29T02:50:39.4Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612754,80,73,2022-01-29T02:51:12Z,4820000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2022-01-29T02:50:39.4Z,4,REGULAR,substitution,in,['startperiod'],203200,,,1610612754,80,73,2022-01-29T02:51:12Z,4830000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2022-01-29T02:51:19.8Z,4,REGULAR,period,start,[],0,,,1610612754,80,73,2022-01-29T02:51:19Z,4840000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT11M50.00S,2022-01-29T02:51:32.2Z,4,REGULAR,foul,personal,[],1629660,,,1610612754,80,73,2022-01-29T02:51:41Z,4850000,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 1627734]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Sabonis,1627734.0,
497,PT11M41.00S,2022-01-29T02:51:52.7Z,4,REGULAR,3pt,Jump Shot,[],1629052,28.07161629434954,15.686274509803921,1610612754,80,76,2022-01-29T02:51:58Z,4870000,172.0,211.0,1,left,O. Brissett 27' 3PT  (10 PTS) (J. Lamb 4 AST),"[1629052, 203087]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,27.23,Made,10.0,,,,,J. Lamb,203087.0,4.0,,,,,,,,,,,
499,PT11M23.00S,2022-01-29T02:52:09.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,82.9993429697766,42.64705882352941,1610612760,82,76,2022-01-29T03:01:53Z,4890000,-37.0,107.0,1,right,J. Giddey 11' driving floating Jump Shot (11 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,11.34,Made,11.0,,,,,,,,,,,,,,,,,,
500,PT11M05.00S,2022-01-29T02:52:27.6Z,4,REGULAR,3pt,Jump Shot,[],1629052,13.091327201051248,95.83333333333334,1610612754,82,76,2022-01-29T02:52:33Z,4900000,-229.0,71.0,1,left,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,23.98,Missed,,,,,,,,,,,,,,,,,,,
501,PT11M02.00S,2022-01-29T02:52:30.6Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,82,76,2022-01-29T02:52:33Z,4910000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,500.0,2.0,2.0,0.0,,,,,,,,,,,,,,
502,PT10M56.00S,2022-01-29T02:52:36.7Z,4,REGULAR,3pt,Jump Shot,[],1630581,70.38436268068331,77.45098039215686,1610612760,82,76,2022-01-29T02:52:41Z,4920000,137.0,226.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
503,PT10M53.00S,2022-01-29T02:52:39.7Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,82,76,2022-01-29T02:52:41Z,4930000,,,0,,L. Stephenson REBOUND (Off:1 Def:2),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,502.0,3.0,2.0,1.0,,,,,,,,,,,,,,
504,PT10M47.00S,2022-01-29T02:52:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.09789750328515,56.372549019607845,1610612754,82,78,2022-01-29T02:52:49Z,4940000,-32.0,24.0,1,left,D. Sabonis Layup (14 PTS) (L. Stephenson 3 AST),"[1627734, 202362]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,3.97,Made,14.0,,,,,L. Stephenson,202362.0,3.0,,,,,,,,,,,
506,PT10M34.00S,2022-01-29T02:53:07.1Z,4,REGULAR,foul,personal,[],203200,,,1610612760,82,78,2022-01-29T03:02:43Z,4960000,,,0,,J. Holiday personal FOUL (3 PF),"[203200, 1629660]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,200834.0,3.0,0.0,Jerome,1629660.0,
509,PT10M34.00S,2022-01-29T02:53:11.9Z,4,REGULAR,substitution,out,[],1629052,,,1610612760,82,78,2022-01-29T02:53:22Z,4980000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT10M34.00S,2022-01-29T02:53:11.9Z,4,REGULAR,substitution,out,[],203087,,,1610612760,82,78,2022-01-29T02:53:22Z,4990000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M34.00S,2022-01-29T02:53:11.9Z,4,REGULAR,substitution,in,[],1630537,,,1610612760,82,78,2022-01-29T02:53:22Z,5000000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M34.00S,2022-01-29T02:53:11.9Z,4,REGULAR,substitution,in,[],1628470,,,1610612760,82,78,2022-01-29T02:53:22Z,5010000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M26.00S,2022-01-29T02:53:38.6Z,4,REGULAR,3pt,Jump Shot,[],1630526,70.90998685939553,16.42156862745098,1610612760,82,78,2022-01-29T02:53:43Z,5020000,-168.0,221.0,1,right,MISS J. Robinson-Earl 27' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,27.75,Missed,,,,,,,,,,,,,,,,,,,
514,PT10M22.00S,2022-01-29T02:53:42.6Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,82,78,2022-01-29T02:53:43Z,5030000,,,0,,L. Stephenson REBOUND (Off:1 Def:3),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,513.0,4.0,3.0,1.0,,,,,,,,,,,,,,
515,PT10M05.00S,2022-01-29T02:53:58.9Z,4,REGULAR,3pt,Jump Shot,[],1628470,34.90473061760841,22.54901960784314,1610612754,82,78,2022-01-29T02:54:09Z,5040000,137.0,276.0,1,left,MISS T. Craig 30' 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,30.79,Missed,,,,,,,,,,,,,,,,,,,
516,PT10M02.00S,2022-01-29T02:54:01.9Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,82,78,2022-01-29T02:54:09Z,5050000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,515.0,3.0,3.0,0.0,,,,,,,,,,,,,,
517,PT09M49.00S,2022-01-29T02:54:15.2Z,4,REGULAR,turnover,bad pass,[],1629660,,,1610612760,82,78,2022-01-29T03:03:44Z,5060000,,,0,,T. Jerome bad pass TURNOVER (2 TO),"[1629660, 1630537]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,2.0,Duarte,1630537.0,,,,,,,,
518,PT09M49.00S,2022-01-29T02:54:15.2Z,4,REGULAR,steal,,[],1630537,,,1610612754,82,78,2022-01-29T02:54:17Z,5070000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT09M37.00S,2022-01-29T02:54:28.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,7.835085413929041,4.411764705882353,1610612754,82,78,2022-01-29T02:54:32Z,5080000,228.0,21.0,1,left,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,,
520,PT09M33.00S,2022-01-29T02:54:32.0Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612760,82,78,2022-01-29T02:54:32Z,5090000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:4),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,519.0,6.0,4.0,2.0,,,,,,,,,,,,,,
521,PT09M29.00S,2022-01-29T02:54:36.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,92.46057818659659,40.68627450980392,1610612760,82,78,2022-01-29T03:04:32Z,5100000,-47.0,18.0,1,right,MISS D. Bazley running Layup,[1629647],1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,5.01,Missed,,,,,,,,,,,,,,,,,,,
522,PT09M29.00S,2022-01-29T02:54:36.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,82,78,2022-01-29T02:55:00Z,5110000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,,,
523,PT09M29.00S,2022-01-29T02:54:58.5Z,4,REGULAR,foul,personal,[],1629026,,,1610612754,82,78,2022-01-29T03:05:32Z,5120000,,,0,,K. Williams loose ball personal FOUL (2 PF),"[1629026, 1627734]",1610612760.0,OKC,loose ball,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Sabonis,1627734.0,
525,PT09M20.00S,2022-01-29T02:55:12.2Z,4,REGULAR,3pt,Jump Shot,[],203200,34.37910643889619,51.225490196078425,1610612754,82,81,2022-01-29T02:55:17Z,5140000,-6.0,271.0,1,left,J. Holiday 27' 3PT  (13 PTS) (L. Stephenson 4 AST),"[203200, 202362]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,27.08,Made,13.0,,,,,L. Stephenson,202362.0,4.0,,,,,,,,,,,
527,PT09M19.00S,2022-01-29T02:55:18.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,82,81,2022-01-29T02:55:18Z,5160000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M57.00S,2022-01-29T02:58:26.5Z,4,REGULAR,3pt,Jump Shot,[],1630526,71.96123521681997,18.137254901960784,1610612760,82,81,2022-01-29T02:58:31Z,5170000,-159.0,211.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
529,PT08M53.00S,2022-01-29T02:58:30.5Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,82,81,2022-01-29T02:58:31Z,5180000,,,0,,C. Duarte REBOUND (Off:1 Def:4),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,528.0,5.0,4.0,1.0,,,,,,,,,,,,,,
530,PT08M43.00S,2022-01-29T02:58:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,10.463206307490145,45.83333333333333,1610612754,82,83,2022-01-29T02:58:44Z,5190000,21.0,46.0,1,left,D. Sabonis Layup (16 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,5.04,Made,16.0,,,,,,,,,,,,,,,,,,
531,PT08M32.00S,2022-01-29T02:58:51.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,89.30683311432325,43.38235294117647,1610612760,82,83,2022-01-29T02:58:57Z,5200000,-33.0,48.0,1,right,MISS J. Giddey driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,5.83,Missed,,,,,,,,,,,,,,,,,,,
532,PT08M31.00S,2022-01-29T02:58:52.0Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,82,83,2022-01-29T02:58:57Z,5210000,,,0,,C. Duarte REBOUND (Off:1 Def:5),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,531.0,6.0,5.0,1.0,,,,,,,,,,,,,,
533,PT08M23.00S,2022-01-29T02:59:03.4Z,4,REGULAR,turnover,out-of-bounds,[],202362,,,1610612754,82,83,2022-01-29T02:59:12Z,5220000,,,0,,L. Stephenson bad pass out-of-bounds TURNOVER (2 TO),[202362],1610612754.0,IND,bad pass,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,2.0,,,,,200834.0,,,,,
534,PT08M23.00S,2022-01-29T02:59:11.4Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,82,83,2022-01-29T02:59:14Z,5230000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M23.00S,2022-01-29T02:59:11.4Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,82,83,2022-01-29T02:59:14Z,5240000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M09.00S,2022-01-29T02:59:42.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,63.81406044678055,25.98039215686275,1610612760,85,83,2022-01-29T02:59:46Z,5250000,-120.0,288.0,1,right,T. Jerome 31' 3PT  (8 PTS) (L. Dort 4 AST),"[1629660, 1629652]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,31.17,Made,8.0,,,,,L. Dort,1629652.0,4.0,,,,,,,,,,,
