actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
356,PT09M40.00S,2021-10-28T01:22:51.8Z,3,REGULAR,2pt,Jump Shot,[],203076,11.645860709592641,73.77450980392157,1610612747,65,78,2021-10-28T01:24:20Z,3550000,-119.0,57.0,1,left,MISS A. Davis 13' floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,,,13.19,Missed,,,,,,,,,,,,,,,,,
357,PT09M38.00S,2021-10-28T01:22:53.8Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,65,78,2021-10-28T01:23:05Z,3560000,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,356.0,4.0,3.0,1.0,,,,,,,,,,,,,
358,PT09M38.00S,2021-10-28T01:22:55.9Z,3,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,65,78,2021-10-28T01:23:02Z,3570000,,,0,,L. Dort bad pass out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,bad pass,,,Dort,L. Dort,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
359,PT09M35.00S,2021-10-28T01:23:16.9Z,3,REGULAR,foul,offensive,[],201599,,,1610612747,65,78,2021-10-28T01:23:29Z,3580000,,,0,,D. Jordan offensive FOUL (2 PF),"[201599, 202324]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,1162.0,,,,,,,,,,,,,,2.0,0.0,Favors,202324.0,,,
361,PT09M35.00S,2021-10-28T01:23:16.9Z,3,REGULAR,turnover,offensive foul,[],201599,,,1610612747,65,78,2021-10-28T01:23:29Z,3600000,,,0,,D. Jordan offensive foul TURNOVER (1 TO),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,204058.0,1.0,,,,,,,,,,,,,,,,,,,
362,PT09M27.00S,2021-10-28T01:23:35.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,70.64717477003943,78.92156862745098,1610612760,68,78,2021-10-28T01:23:40Z,3610000,145.0,223.0,1,right,L. Dort 26' 3PT  (9 PTS) (S. Gilgeous-Alexander 3 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,26.61,Made,,,,,,,9.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,
364,PT09M25.00S,2021-10-28T01:23:46.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,68,78,2021-10-28T01:23:46Z,3630000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT09M14.00S,2021-10-28T01:26:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.521024967148489,47.794117647058826,1610612747,68,80,2021-10-28T01:26:54Z,3640000,11.0,9.0,1,left,R. Westbrook driving Layup (11 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,,,1.41,Made,,,,,,,11.0,,,,,,,,,,
366,PT09M14.00S,2021-10-28T01:26:51.2Z,3,REGULAR,foul,personal,['1freethrow'],202324,,,1610612747,68,80,2021-10-28T01:26:59Z,3650000,,,0,,D. Favors shooting personal FOUL (2 PF) (Westbrook 1 FT),"[202324, 201566]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,203177.0,,,,,,,,,,,,,,2.0,0.0,Westbrook,201566.0,,,
368,PT09M14.00S,2021-10-28T01:27:29.7Z,3,REGULAR,freethrow,1 of 1,[],201566,,,1610612747,68,81,2021-10-28T01:27:29Z,3670000,,,0,,R. Westbrook Free Throw 1 of 1 (12 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,
369,PT08M57.00S,2021-10-28T01:27:51.9Z,3,REGULAR,foul,personal,[],203145,,,1610612760,68,81,2021-10-28T01:27:58Z,3680000,,,0,,K. Bazemore personal FOUL (3 PF),"[203145, 1628983]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,204058.0,,,,,,,,,,,,,,3.0,0.0,Gilgeous-Alexander,1628983.0,,,
371,PT08M52.00S,2021-10-28T01:28:35.1Z,3,REGULAR,foul,personal,['2freethrow'],203145,,,1610612760,68,81,2021-10-28T01:29:10Z,3700000,,,0,,K. Bazemore shooting personal FOUL (4 PF) (Dort 2 FT),"[203145, 1629652]",1610612747.0,LAL,shooting,,,Bazemore,K. Bazemore,,,,,204058.0,,,,,,,,,,,,,,4.0,0.0,Dort,1629652.0,,,
373,PT08M52.00S,2021-10-28T01:28:41.3Z,3,REGULAR,substitution,out,[],203145,,,1610612760,68,81,2021-10-28T01:28:46Z,3720000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M52.00S,2021-10-28T01:28:41.3Z,3,REGULAR,substitution,in,[],202340,,,1610612760,68,81,2021-10-28T01:28:46Z,3730000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT08M52.00S,2021-10-28T01:29:20.7Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,69,81,2021-10-28T01:29:20Z,3740000,,,0,,L. Dort Free Throw 1 of 2 (10 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,
376,PT08M52.00S,2021-10-28T01:29:46.1Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,70,81,2021-10-28T01:29:46Z,3750000,,,0,,L. Dort Free Throw 2 of 2 (11 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,
377,PT08M43.00S,2021-10-28T01:29:55.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,19.267411300919843,51.225490196078425,1610612747,70,81,2021-10-28T01:29:59Z,3760000,-6.0,129.0,1,left,MISS R. Westbrook 12' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,12.87,Missed,,,,,,,,,,,,,,,,,
378,PT08M41.00S,2021-10-28T01:29:57.0Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,70,81,2021-10-28T01:29:59Z,3770000,,,0,,D. Favors REBOUND (Off:1 Def:4),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,377.0,5.0,4.0,1.0,,,,,,,,,,,,,
379,PT08M27.00S,2021-10-28T01:30:11.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,92.06636005256242,51.470588235294116,1610612760,70,81,2021-10-28T01:30:17Z,3780000,7.0,22.0,1,right,MISS D. Bazley cutting Layup,[1629647],1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,,,2.33,Missed,,,,,,,,,,,,,,,,,
380,PT08M24.00S,2021-10-28T01:30:14.4Z,3,REGULAR,rebound,offensive,[],1629647,,,1610612760,70,81,2021-10-28T01:30:17Z,3790000,,,0,,D. Bazley REBOUND (Off:1 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,379.0,5.0,4.0,1.0,,,,,,,,,,,,,
381,PT08M24.00S,2021-10-28T01:30:14.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,94.40999984741211,50.0,1610612760,72,81,2021-10-28T01:30:14Z,3800000,0.0,0.0,1,right,D. Bazley tip Layup (18 PTS),[1629647],1610612760.0,OKC,tip,,,Bazley,D. Bazley,,,,,,,0.0,Made,,,,,,,18.0,,,,,,,,,,
382,PT08M13.00S,2021-10-28T01:30:25.0Z,3,REGULAR,2pt,Jump Shot,[],201566,22.815374507227332,23.774509803921568,1610612747,72,81,2021-10-28T01:30:28Z,3810000,131.0,162.0,1,left,MISS R. Westbrook 20' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,20.84,Missed,,,,,,,,,,,,,,,,,
383,PT08M11.00S,2021-10-28T01:30:27.0Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,72,81,2021-10-28T01:30:28Z,3820000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,382.0,2.0,2.0,0.0,,,,,,,,,,,,,
384,PT07M59.00S,2021-10-28T01:30:39.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,93.38042049934296,46.07843137254902,1610612760,72,81,2021-10-28T01:30:45Z,3830000,-20.0,10.0,1,right,MISS D. Bazley Layup - blocked,"[1629647, 201599]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,2.19,Missed,,,,,Jordan,201599.0,,,,,,,,,,,
385,PT07M59.00S,2021-10-28T01:30:39.5Z,3,REGULAR,block,,[],201599,,,1610612760,72,81,2021-10-28T01:30:43Z,3840000,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M59.00S,2021-10-28T01:30:39.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,72,81,2021-10-28T01:30:45Z,3850000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,,
387,PT07M59.00S,2021-10-28T01:30:45.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,72,81,2021-10-28T01:30:45Z,3860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M52.00S,2021-10-28T01:31:01.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,69.99014454664915,21.07843137254902,1610612760,72,81,2021-10-28T01:31:12Z,3870000,-145.0,230.0,1,right,MISS S. Gilgeous-Alexander 27' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,27.13,Missed,,,,,,,,,,,,,,,,,
389,PT07M48.00S,2021-10-28T01:31:05.9Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,72,81,2021-10-28T01:31:12Z,3880000,,,0,,D. Jordan REBOUND (Off:0 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,388.0,4.0,4.0,0.0,,,,,,,,,,,,,
390,PT07M41.00S,2021-10-28T01:31:11.7Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612747,72,81,2021-10-28T01:31:15Z,3890000,,,0,,R. Westbrook bad pass TURNOVER (5 TO),"[201566, 1629652]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,5.0,,,,,,,,,,,,,,,,,Dort,1629652.0,
391,PT07M41.00S,2021-10-28T01:31:11.7Z,3,REGULAR,steal,,[],1629652,,,1610612760,72,81,2021-10-28T01:31:13Z,3900000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M39.00S,2021-10-28T01:31:13.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,93.64323258869908,50.245098039215684,1610612760,74,81,2021-10-28T01:31:22Z,3910000,1.0,7.0,1,right,L. Dort running DUNK (13 PTS),[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,,,0.74,Made,,,,,,,13.0,,,,,,,,,,
393,PT07M39.00S,2021-10-28T01:31:25.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,74,81,2021-10-28T01:31:25Z,3920000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M22.00S,2021-10-28T01:34:30.0Z,3,REGULAR,3pt,Jump Shot,[],202340,8.754927726675426,4.411764705882353,1610612747,74,84,2021-10-28T01:34:35Z,3930000,228.0,30.0,1,left,A. Bradley 3PT  (10 PTS) (R. Westbrook 11 AST),"[202340, 201566]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,22.98,Made,,,,,,,10.0,R. Westbrook,201566.0,11.0,,,,,,,
396,PT06M57.00S,2021-10-28T01:34:57.0Z,3,REGULAR,turnover,bad pass,[],202324,,,1610612760,74,84,2021-10-28T01:35:02Z,3950000,,,0,,D. Favors bad pass TURNOVER (1 TO),"[202324, 1628370]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,,1.0,,,,,,,,,,,,,,,,,Monk,1628370.0,
397,PT06M57.00S,2021-10-28T01:34:57.0Z,3,REGULAR,steal,,[],1628370,,,1610612747,74,84,2021-10-28T01:34:59Z,3960000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M57.00S,2021-10-28T01:35:00.0Z,3,REGULAR,foul,personal,[],202324,,,1610612747,74,84,2021-10-28T01:35:30Z,3970000,,,0,,D. Favors personal FOUL (3 PF),"[202324, 203076]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,1162.0,,,,,,,,,,,,,,3.0,0.0,Davis,203076.0,,,
400,PT06M42.00S,2021-10-28T01:35:30.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202340,33.196452036793694,50.0,1610612747,74,87,2021-10-28T01:35:35Z,3990000,0.0,260.0,1,left,A. Bradley 25' 3PT  (13 PTS) (A. Davis 1 AST),"[202340, 203076]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,25.95,Made,,,,,,,13.0,A. Davis,203076.0,1.0,,,,,,,
402,PT06M22.00S,2021-10-28T01:35:49.4Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,74,87,2021-10-28T01:35:53Z,4010000,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 203076]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,2.0,,,,,,,,,,,,,,,,,Davis,203076.0,
403,PT06M22.00S,2021-10-28T01:35:49.4Z,3,REGULAR,steal,,[],203076,,,1610612747,74,87,2021-10-28T01:35:51Z,4020000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M15.00S,2021-10-28T01:35:56.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201566,7.966491458607096,3.9215686274509802,1610612747,74,87,2021-10-28T01:36:02Z,4030000,230.0,22.0,1,left,MISS R. Westbrook step back 3PT,[201566],1610612747.0,LAL,step back,,,Westbrook,R. Westbrook,,,,,,,23.15,Missed,,,,,,,,,,,,,,,,,
405,PT06M11.00S,2021-10-28T01:36:00.5Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,74,87,2021-10-28T01:36:02Z,4040000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,404.0,3.0,2.0,1.0,,,,,,,,,,,,,
406,PT06M03.00S,2021-10-28T01:36:11.5Z,3,REGULAR,foul,personal,[],201566,,,1610612760,74,87,2021-10-28T01:36:28Z,4050000,,,0,,R. Westbrook personal FOUL (2 PF),"[201566, 1629652]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,204058.0,,,,,,,,,,,,,,2.0,0.0,Dort,1629652.0,,,
408,PT05M53.00S,2021-10-28T01:36:47.9Z,3,REGULAR,3pt,Jump Shot,[],1628983,75.3777923784494,84.06862745098039,1610612760,77,87,2021-10-28T01:36:54Z,4070000,170.0,179.0,1,right,S. Gilgeous-Alexander 24' 3PT pullup (12 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,24.7,Made,,,,,,,12.0,,,,,,,,,,
409,PT05M40.00S,2021-10-28T01:37:02.9Z,3,REGULAR,violation,kicked ball,[],1628983,,,1610612747,77,87,2021-10-28T01:37:13Z,4080000,,,0,,S. Gilgeous-Alexander kicked ball VIOLATION,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,203177.0,,,,,,,,,,,,,,,,,,,,
410,PT05M40.00S,2021-10-28T01:37:08.7Z,3,REGULAR,substitution,out,[],1629652,,,1610612747,77,87,2021-10-28T01:37:23Z,4090000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M40.00S,2021-10-28T01:37:08.7Z,3,REGULAR,substitution,out,[],201566,,,1610612747,77,87,2021-10-28T01:37:23Z,4100000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M40.00S,2021-10-28T01:37:08.7Z,3,REGULAR,substitution,out,[],201599,,,1610612747,77,87,2021-10-28T01:37:23Z,4110000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M40.00S,2021-10-28T01:37:08.7Z,3,REGULAR,substitution,in,[],1629660,,,1610612747,77,87,2021-10-28T01:37:23Z,4120000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M40.00S,2021-10-28T01:37:08.7Z,3,REGULAR,substitution,in,[],2546,,,1610612747,77,87,2021-10-28T01:37:23Z,4130000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M40.00S,2021-10-28T01:37:08.7Z,3,REGULAR,substitution,in,[],200765,,,1610612747,77,87,2021-10-28T01:37:23Z,4140000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M35.00S,2021-10-28T01:37:36.6Z,3,REGULAR,2pt,Jump Shot,[],203076,22.552562417871222,25.735294117647058,1610612747,77,89,2021-10-28T01:37:42Z,4150000,121.0,159.0,1,left,A. Davis 20' Jump Shot (19 PTS) (R. Rondo 6 AST),"[203076, 200765]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,20.04,Made,,,,,,,19.0,R. Rondo,200765.0,6.0,,,,,,,
418,PT05M13.00S,2021-10-28T01:37:57.0Z,3,REGULAR,3pt,Jump Shot,[],1629660,91.27792378449409,5.147058823529411,1610612760,80,89,2021-10-28T01:38:01Z,4170000,-224.0,29.0,1,right,T. Jerome 3PT  (3 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,22.62,Made,,,,,,,3.0,,,,,,,,,,
419,PT04M49.00S,2021-10-28T01:38:22.2Z,3,REGULAR,3pt,Jump Shot,[],202340,24.52365308804205,14.215686274509803,1610612747,80,89,2021-10-28T01:38:26Z,4180000,179.0,178.0,1,left,MISS A. Bradley 25' pullup 3PT,[202340],1610612747.0,LAL,pullup,,,Bradley,A. Bradley,,,,,,,25.24,Missed,,,,,,,,,,,,,,,,,
420,PT04M46.00S,2021-10-28T01:38:25.2Z,3,REGULAR,rebound,defensive,[],1629660,,,1610612760,80,89,2021-10-28T01:38:26Z,4190000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,419.0,1.0,1.0,0.0,,,,,,,,,,,,,
421,PT04M34.00S,2021-10-28T01:38:39.4Z,3,REGULAR,turnover,traveling,[],1629647,,,1610612760,80,89,2021-10-28T01:38:44Z,4200000,,,0,,D. Bazley traveling TURNOVER (3 TO),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,204058.0,3.0,,,,,,,,,,,,,,,,,,,
422,PT04M34.00S,2021-10-28T01:38:41.9Z,3,REGULAR,substitution,out,[],202324,,,1610612747,80,89,2021-10-28T01:38:50Z,4210000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M34.00S,2021-10-28T01:38:41.9Z,3,REGULAR,substitution,out,[],200765,,,1610612747,80,89,2021-10-28T01:38:50Z,4220000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M34.00S,2021-10-28T01:38:41.9Z,3,REGULAR,substitution,in,[],1629676,,,1610612747,80,89,2021-10-28T01:38:50Z,4230000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M34.00S,2021-10-28T01:38:41.9Z,3,REGULAR,substitution,in,[],1630559,,,1610612747,80,89,2021-10-28T01:38:50Z,4240000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M12.00S,2021-10-28T01:39:20.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203076,25.837713534822605,40.931372549019606,1610612747,80,91,2021-10-28T01:40:17Z,4250000,45.0,190.0,1,left,A. Davis 19' step back Jump Shot (21 PTS),[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,,,19.57,Made,,,,,,,21.0,,,,,,,,,,
427,PT03M46.00S,2021-10-28T01:39:45.4Z,3,REGULAR,3pt,Jump Shot,[],1630581,68.15045992115637,18.627450980392158,1610612760,83,91,2021-10-28T01:39:49Z,4260000,-157.0,247.0,1,right,J. Giddey 29' 3PT  (13 PTS) (S. Gilgeous-Alexander 4 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,29.25,Made,,,,,,,13.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,
429,PT03M24.00S,2021-10-28T01:40:08.4Z,3,REGULAR,2pt,Jump Shot,[],203076,23.603810775295663,49.50980392156863,1610612747,83,91,2021-10-28T01:41:13Z,4280000,2.0,169.0,1,left,MISS A. Davis 16' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,,,16.94,Missed,,,,,,,,,,,,,,,,,
430,PT03M22.00S,2021-10-28T01:40:10.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,83,91,2021-10-28T01:40:20Z,4290000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,429.0,4.0,3.0,1.0,,,,,,,,,,,,,
431,PT03M18.00S,2021-10-28T01:40:14.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,70.25295663600527,13.480392156862745,1610612760,83,91,2021-10-28T01:40:27Z,4300000,-183.0,227.0,1,right,MISS J. Giddey 29' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,29.14,Missed,,,,,,,,,,,,,,,,,
432,PT03M18.00S,2021-10-28T01:40:14.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,83,91,2021-10-28T01:40:27Z,4310000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,431.0,,,,,,,,,,,,,,,,
433,PT03M15.00S,2021-10-28T01:40:21.6Z,3,REGULAR,foul,personal,[],1629660,,,1610612747,83,91,2021-10-28T01:40:41Z,4320000,,,0,,T. Jerome loose ball personal FOUL (1 PF),"[1629660, 203076]",1610612760.0,OKC,loose ball,,,Jerome,T. Jerome,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Davis,203076.0,,,
435,PT03M15.00S,2021-10-28T01:40:39.7Z,3,REGULAR,substitution,out,[],1630581,,,1610612747,83,91,2021-10-28T01:40:42Z,4340000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M15.00S,2021-10-28T01:40:39.7Z,3,REGULAR,substitution,in,[],1629026,,,1610612747,83,91,2021-10-28T01:40:42Z,4350000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M07.00S,2021-10-28T01:40:55.4Z,3,REGULAR,foul,offensive,[],2546,,,1610612747,83,91,2021-10-28T01:41:02Z,4360000,,,0,,C. Anthony offensive FOUL (2 PF),"[2546, 1628983]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,1162.0,,,,,,,,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,,
439,PT03M07.00S,2021-10-28T01:40:55.4Z,3,REGULAR,turnover,offensive foul,[],2546,,,1610612747,83,91,2021-10-28T01:40:55Z,4380000,,,0,,C. Anthony offensive foul TURNOVER (1 TO),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
440,PT02M55.00S,2021-10-28T01:41:13.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,92.85479632063075,49.754901960784316,1610612760,85,91,2021-10-28T01:41:21Z,4390000,-1.0,15.0,1,right,S. Gilgeous-Alexander running finger roll Layup (14 PTS),[1628983],1610612760.0,OKC,running finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,1.47,Made,,,,,,,14.0,,,,,,,,,,
441,PT02M47.00S,2021-10-28T01:41:21.2Z,3,REGULAR,3pt,Jump Shot,[],2546,23.47240473061761,11.029411764705882,1610612747,85,91,2021-10-28T01:41:25Z,4400000,195.0,168.0,1,left,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,25.74,Missed,,,,,,,,,,,,,,,,,
442,PT02M45.00S,2021-10-28T01:41:23.2Z,3,REGULAR,rebound,defensive,[],1629676,,,1610612760,85,91,2021-10-28T01:41:25Z,4410000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,441.0,1.0,1.0,0.0,,,,,,,,,,,,,
443,PT02M38.00S,2021-10-28T01:41:31.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,73.53810775295663,16.176470588235293,1610612760,85,91,2021-10-28T01:41:39Z,4420000,-169.0,196.0,1,right,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,25.9,Missed,,,,,,,,,,,,,,,,,
444,PT02M35.00S,2021-10-28T01:41:34.3Z,3,REGULAR,rebound,offensive,[],1629676,,,1610612760,85,91,2021-10-28T01:41:34Z,4430000,,,0,,I. Roby REBOUND (Off:1 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,443.0,2.0,1.0,1.0,,,,,,,,,,,,,
