actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
620,PT00M36.70S,2021-10-25T01:15:31.5Z,4,REGULAR,substitution,out,[],1628983,,,1610612755,103,114,2021-10-25T01:15:47Z,6140000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M36.70S,2021-10-25T01:15:31.5Z,4,REGULAR,substitution,out,[],1630581,,,1610612755,103,114,2021-10-25T01:15:47Z,6150000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M36.70S,2021-10-25T01:15:31.5Z,4,REGULAR,substitution,out,[],1629652,,,1610612755,103,114,2021-10-25T01:15:47Z,6160000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M36.70S,2021-10-25T01:15:31.5Z,4,REGULAR,substitution,out,[],203954,,,1610612755,103,114,2021-10-25T01:15:47Z,6170000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M36.70S,2021-10-25T01:15:31.5Z,4,REGULAR,substitution,in,[],1630197,,,1610612755,103,114,2021-10-25T01:15:47Z,6180000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M36.70S,2021-10-25T01:15:31.5Z,4,REGULAR,substitution,in,[],1630544,,,1610612755,103,114,2021-10-25T01:15:47Z,6190000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M36.70S,2021-10-25T01:15:31.5Z,4,REGULAR,substitution,in,[],1630177,,,1610612755,103,114,2021-10-25T01:15:47Z,6200000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M36.70S,2021-10-25T01:15:31.5Z,4,REGULAR,substitution,in,[],1627777,,,1610612755,103,114,2021-10-25T01:15:47Z,6210000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M36.70S,2021-10-25T01:15:52.9Z,4,REGULAR,freethrow,2 of 2,[],203552,,,1610612755,103,115,2021-10-25T01:15:52Z,6220000,,,0,,S. Curry Free Throw 2 of 2 (28 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,28.0,,,,,,,,,
629,PT00M29.80S,2021-10-25T01:15:59.3Z,4,REGULAR,3pt,Jump Shot,[],1629647,69.59592641261499,21.07843137254902,1610612760,103,115,2021-10-25T01:16:05Z,6230000,-145.0,233.0,1,right,MISS D. Bazley 27' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
630,PT00M26.20S,2021-10-25T01:16:02.8Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612760,103,115,2021-10-25T01:16:02Z,6240000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,629.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
631,PT00M24.30S,2021-10-25T01:16:04.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630177,65.39093298291722,50.245098039215684,1610612760,103,115,2021-10-25T01:16:09Z,6250000,1.0,273.0,1,right,MISS T. Maledon 27' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
632,PT00M20.10S,2021-10-25T01:16:08.9Z,4,REGULAR,rebound,defensive,[],201980,,,1610612755,103,115,2021-10-25T01:16:08Z,6260000,,,0,,D. Green REBOUND (Off:1 Def:7),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,631.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
633,PT00M00.00S,2021-10-25T01:16:56.1Z,4,REGULAR,period,end,[],0,,,1610612755,103,115,2021-10-25T01:16:56Z,6270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M00.00S,2021-10-25T01:21:18.9Z,4,REGULAR,game,end,[],0,,,0,103,115,2021-10-25T01:21:18Z,6280000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
