actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
637,PT01M11.00S,2021-10-27T02:16:24.8Z,4,REGULAR,2pt,Jump Shot,[],1627814,23.47240473061761,69.11764705882352,1610612744,96,104,2021-10-27T02:16:29Z,6090000,-96.0,168.0,1,left,MISS D. Lee 19' pullup Shot,[1627814],1610612744.0,GSW,pullup,,,Lee,D. Lee,,,,,19.34,Missed,,,,,,,,,,,,,,,,,,,
638,PT01M08.00S,2021-10-27T02:16:27.8Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,96,104,2021-10-27T02:16:29Z,6100000,,,0,,M. Muscala REBOUND (Off:1 Def:4),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,637.0,,,5.0,4.0,1.0,,,,,,,,,,,
639,PT01M00.00S,2021-10-27T02:16:35.6Z,4,REGULAR,3pt,Jump Shot,[],203488,74.45795006570303,14.950980392156863,1610612760,96,104,2021-10-27T02:16:40Z,6110000,-175.0,188.0,1,right,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,,
640,PT00M57.70S,2021-10-27T02:16:37.9Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,96,104,2021-10-27T02:16:40Z,6120000,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,639.0,,,4.0,3.0,1.0,,,,,,,,,,,
641,PT00M46.50S,2021-10-27T02:16:51.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,5.075558475689881,51.71568627450981,1610612744,96,106,2021-10-27T02:16:54Z,6130000,-9.0,-5.0,1,left,D. Lee Layup (20 PTS) (S. Curry 4 AST),"[1627814, 201939]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,0.98,Made,,,,,,,,,,,20.0,S. Curry,201939.0,4.0,,,,,
643,PT00M46.50S,2021-10-27T02:16:55.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,96,106,2021-10-27T02:16:55Z,6150000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M46.50S,2021-10-27T02:17:56.2Z,4,REGULAR,substitution,out,[],203952,,,1610612760,96,106,2021-10-27T02:18:19Z,6160000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M46.50S,2021-10-27T02:17:56.2Z,4,REGULAR,substitution,out,[],203110,,,1610612760,96,106,2021-10-27T02:18:19Z,6170000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M46.50S,2021-10-27T02:17:56.2Z,4,REGULAR,substitution,out,[],201939,,,1610612760,96,106,2021-10-27T02:18:19Z,6180000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M46.50S,2021-10-27T02:17:56.2Z,4,REGULAR,substitution,out,[],2738,,,1610612760,96,106,2021-10-27T02:18:19Z,6190000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M46.50S,2021-10-27T02:17:56.2Z,4,REGULAR,substitution,in,[],1627780,,,1610612760,96,106,2021-10-27T02:18:19Z,6200000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M46.50S,2021-10-27T02:17:56.2Z,4,REGULAR,substitution,in,[],1629185,,,1610612760,96,106,2021-10-27T02:18:19Z,6210000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M46.50S,2021-10-27T02:17:56.2Z,4,REGULAR,substitution,in,[],1629308,,,1610612760,96,106,2021-10-27T02:18:19Z,6220000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M46.50S,2021-10-27T02:17:56.2Z,4,REGULAR,substitution,in,[],1630541,,,1610612760,96,106,2021-10-27T02:18:19Z,6230000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M43.20S,2021-10-27T02:18:34.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,94.03745072273325,52.69607843137255,1610612760,98,106,2021-10-27T02:18:38Z,6240000,13.0,4.0,1,right,K. Williams Layup (9 PTS) (J. Giddey 4 AST),"[1629026, 1630581]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,1.39,Made,,,,,,,,,,,9.0,J. Giddey,1630581.0,4.0,,,,,
654,PT00M36.10S,2021-10-27T02:18:51.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,98,106,2021-10-27T02:18:51Z,6250000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M36.10S,2021-10-27T02:19:43.2Z,4,REGULAR,substitution,out,[],1628983,,,1610612744,98,106,2021-10-27T02:19:55Z,6260000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M36.10S,2021-10-27T02:19:43.2Z,4,REGULAR,substitution,in,[],1630177,,,1610612744,98,106,2021-10-27T02:19:55Z,6270000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M32.50S,2021-10-27T02:20:19.2Z,4,REGULAR,turnover,backcourt,[],1627780,,,1610612744,98,106,2021-10-27T02:20:31Z,6280000,,,0,,G. Payton II backcourt TURNOVER (2 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,1155.0,2.0,,,,,,,,,,,,,,
659,PT00M32.50S,2021-10-27T02:20:23.4Z,4,REGULAR,substitution,out,[],1630177,,,1610612760,98,106,2021-10-27T02:20:28Z,6290000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M32.50S,2021-10-27T02:20:23.4Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,98,106,2021-10-27T02:20:28Z,6300000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M25.50S,2021-10-27T02:20:47.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,73.53810775295663,15.441176470588236,1610612760,98,106,2021-10-27T02:20:54Z,6310000,-173.0,196.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
662,PT00M20.40S,2021-10-27T02:20:52.1Z,4,REGULAR,rebound,offensive,[],1629652,,,1610612760,98,106,2021-10-27T02:20:54Z,6320000,,,0,,L. Dort REBOUND (Off:2 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,661.0,,,4.0,2.0,2.0,,,,,,,,,,,
663,PT00M20.40S,2021-10-27T02:20:52.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629652,94.40999984741211,50.0,1610612760,98,106,2021-10-27T02:20:52Z,6330000,0.0,0.0,1,right,MISS L. Dort tip Layup,[1629652],1610612760.0,OKC,tip,,,Dort,L. Dort,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
664,PT00M19.50S,2021-10-27T02:20:52.8Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,98,106,2021-10-27T02:20:52Z,6340000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,663.0,,,2.0,1.0,1.0,,,,,,,,,,,
665,PT00M00.00S,2021-10-27T02:21:35.2Z,4,REGULAR,period,end,[],0,,,1610612744,98,106,2021-10-27T02:21:35Z,6350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M00.00S,2021-10-27T02:21:38.4Z,4,REGULAR,game,end,[],0,,,0,98,106,2021-10-27T02:21:38Z,6360000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
