actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
177,PT11M00.00S,2021-12-23T01:37:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630544,22.815374507227332,91.66666666666666,1610612760,28,21,2021-12-23T01:37:15Z,1700000,-208.0,162.0,1,left,MISS T. Mann 26' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,26.39,Missed,,,,,,,,,,,,,,,,,,
178,PT10M56.00S,2021-12-23T01:37:14.4Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,28,21,2021-12-23T01:37:15Z,1710000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,
179,PT10M52.00S,2021-12-23T01:37:19.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630267,90.48948751642575,48.28431372549019,1610612743,28,23,2021-12-23T01:37:25Z,1720000,-9.0,37.0,1,right,F. Campazzo running Layup (2 PTS),[1630267],1610612743.0,DEN,running,,,Campazzo,F. Campazzo,,,,,3.79,Made,2.0,,,,,,,,,,,,,,,,,
180,PT10M33.00S,2021-12-23T01:37:38.8Z,2,REGULAR,turnover,bad pass,[],1630197,,,1610612760,28,23,2021-12-23T01:37:42Z,1730000,,,0,,A. Pokusevski bad pass TURNOVER (2 TO),"[1630197, 203210]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,2.0,Green,203210.0,,,,
181,PT10M33.00S,2021-12-23T01:37:38.8Z,2,REGULAR,steal,,[],203210,,,1610612743,28,23,2021-12-23T01:37:40Z,1740000,,,0,,J. Green STEAL (2 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M27.00S,2021-12-23T01:37:50.2Z,2,REGULAR,foul,personal,[],1630544,,,1610612743,28,23,2021-12-23T01:38:00Z,1750000,,,0,,T. Mann personal FOUL (1 PF),"[1630544, 1630538]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,203592.0,1.0,0.0,,,,,,,,Hyland,1630538.0,,
184,PT10M27.00S,2021-12-23T01:37:54.2Z,2,REGULAR,substitution,out,[],1629660,,,1610612743,28,23,2021-12-23T01:37:57Z,1770000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M27.00S,2021-12-23T01:37:54.2Z,2,REGULAR,substitution,in,[],1630581,,,1610612743,28,23,2021-12-23T01:37:57Z,1780000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M22.00S,2021-12-23T01:38:18.4Z,2,REGULAR,foul,personal,[],1629026,,,1610612743,28,23,2021-12-23T01:38:23Z,1790000,,,0,,K. Williams personal FOUL (2 PF),"[1629026, 1630538]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,1662.0,2.0,0.0,,,,,,,,Hyland,1630538.0,,
188,PT10M13.00S,2021-12-23T01:38:40.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630538,87.07293035479631,56.61764705882353,1610612743,28,25,2021-12-23T01:38:48Z,1810000,33.0,69.0,1,right,B. Hyland 7' floating Jump Shot (5 PTS),[1630538],1610612743.0,DEN,floating,,,Hyland,B. Hyland,,,,,7.65,Made,5.0,,,,,,,,,,,,,,,,,
189,PT10M02.00S,2021-12-23T01:38:52.6Z,2,REGULAR,foul,personal,['2freethrow'],203210,,,1610612760,28,25,2021-12-23T01:39:02Z,1820000,,,0,,J. Green shooting personal FOUL (2 PF) (Giddey 2 FT),"[203210, 1630581]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,1662.0,2.0,0.0,,,,,,,,Giddey,1630581.0,,
191,PT10M02.00S,2021-12-23T01:39:14.9Z,2,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,28,25,2021-12-23T01:39:14Z,1840000,,,0,,MISS J. Giddey Free Throw 1 of 2,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT10M02.00S,2021-12-23T01:39:14.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,28,25,2021-12-23T01:39:14Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,
193,PT10M02.00S,2021-12-23T01:39:30.2Z,2,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,29,25,2021-12-23T01:39:30Z,1860000,,,0,,J. Giddey Free Throw 2 of 2 (3 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
194,PT09M45.00S,2021-12-23T01:39:51.3Z,2,REGULAR,foul,personal,[],1630544,,,1610612743,29,25,2021-12-23T01:40:00Z,1870000,,,0,,T. Mann personal FOUL (2 PF),"[1630544, 203210]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,1662.0,2.0,0.0,,,,,,,,Green,203210.0,,
196,PT09M39.00S,2021-12-23T01:40:10.7Z,2,REGULAR,3pt,Jump Shot,[],1630192,82.07950065703022,4.901960784313726,1610612743,29,25,2021-12-23T01:40:15Z,1890000,-225.0,116.0,1,right,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
197,PT09M37.00S,2021-12-23T01:40:12.7Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,29,25,2021-12-23T01:40:15Z,1900000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,
198,PT09M37.00S,2021-12-23T01:40:19.3Z,2,REGULAR,foul,personal,[],1630538,,,1610612760,29,25,2021-12-23T01:40:25Z,1910000,,,0,,B. Hyland take personal FOUL (2 PF),"[1630538, 1629026]",1610612743.0,DEN,take,,,Hyland,B. Hyland,,,,,,,,,,,1627963.0,2.0,0.0,,,,,,,,Williams,1629026.0,,
200,PT09M37.00S,2021-12-23T01:40:24.7Z,2,REGULAR,substitution,out,[],1630538,,,1610612760,29,25,2021-12-23T01:40:26Z,1930000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M37.00S,2021-12-23T01:40:24.7Z,2,REGULAR,substitution,in,[],1628420,,,1610612760,29,25,2021-12-23T01:40:26Z,1940000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M37.00S,2021-12-23T01:40:33.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,29,25,2021-12-23T01:40:33Z,1950000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M27.00S,2021-12-23T01:43:31.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.075558475689881,47.05882352941176,1610612760,31,25,2021-12-23T01:43:36Z,1960000,15.0,-5.0,1,left,J. Giddey driving Layup (5 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,1.55,Made,5.0,,,,,,,,,,,,,,,,,
204,PT09M09.00S,2021-12-23T01:43:48.4Z,2,REGULAR,3pt,Jump Shot,[],203210,69.07030223390277,27.205882352941174,1610612743,31,28,2021-12-23T01:43:53Z,1970000,-114.0,238.0,1,right,J. Green 26' 3PT  (3 PTS) (F. Campazzo 1 AST),"[203210, 1630267]",1610612743.0,DEN,,,,Green,J. Green,,,,,26.41,Made,3.0,F. Campazzo,1630267.0,1.0,,,,,,,,,,,,,,
206,PT08M47.00S,2021-12-23T01:44:10.6Z,2,REGULAR,2pt,Jump Shot,[],1630544,27.54599211563732,41.911764705882355,1610612760,31,28,2021-12-23T01:44:16Z,1990000,40.0,206.0,1,left,MISS T. Mann 21' pullup Shot,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,21.03,Missed,,,,,,,,,,,,,,,,,,
207,PT08M43.00S,2021-12-23T01:44:14.6Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,31,28,2021-12-23T01:44:16Z,2000000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,
208,PT08M37.00S,2021-12-23T01:44:23.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630197,,,1610612743,31,28,2021-12-23T01:44:51Z,2010000,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Rivers 2 FT),"[1630197, 203085]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1627963.0,1.0,0.0,,,,,,,,Rivers,203085.0,,
210,PT08M37.00S,2021-12-23T01:44:47.7Z,2,REGULAR,freethrow,1 of 2,[],203085,,,1610612743,31,29,2021-12-23T02:01:05Z,2030000,,,0,,A. Rivers Free Throw 1 of 2 (1 PTS),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
211,PT08M37.00S,2021-12-23T01:44:47.7Z,2,REGULAR,freethrow,2 of 2,[],203085,,,1610612743,31,30,2021-12-23T02:01:05Z,2040000,,,0,,A. Rivers Free Throw 2 of 2 (2 PTS),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
212,PT08M24.00S,2021-12-23T01:45:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,4.812746386333772,51.225490196078425,1610612760,33,30,2021-12-23T01:45:21Z,2050000,-6.0,-7.0,1,left,K. Williams driving Layup (2 PTS),[1629026],1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,0.95,Made,2.0,,,,,,,,,,,,,,,,,
213,PT07M59.00S,2021-12-23T01:45:42.6Z,2,REGULAR,3pt,Jump Shot,[],1630267,70.51576872536137,23.03921568627451,1610612743,33,30,2021-12-23T01:46:05Z,2060000,-135.0,225.0,1,right,MISS F. Campazzo 26' pullup 3PT,[1630267],1610612743.0,DEN,pullup,,,Campazzo,F. Campazzo,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,
214,PT07M53.00S,2021-12-23T01:45:48.6Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,33,30,2021-12-23T01:45:49Z,2070000,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,213.0,2.0,2.0,0.0,,,,,,,
215,PT07M44.00S,2021-12-23T01:45:56.2Z,2,REGULAR,3pt,Jump Shot,[],1630544,29.38567674113009,28.186274509803923,1610612760,36,30,2021-12-23T01:46:00Z,2080000,109.0,224.0,1,left,T. Mann 24' 3PT  (5 PTS) (J. Giddey 1 AST),"[1630544, 1630581]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,24.89,Made,5.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
217,PT07M25.00S,2021-12-23T01:46:19.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629026,,,1610612743,36,30,2021-12-23T01:46:33Z,2100000,,,0,,K. Williams shooting personal FOUL (3 PF) (Nnaji 2 FT),"[1629026, 1630192]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,,,,,,,203592.0,3.0,0.0,,,,,,,,Nnaji,1630192.0,,
219,PT07M25.00S,2021-12-23T01:46:49.9Z,2,REGULAR,freethrow,1 of 2,[],1630192,,,1610612743,36,30,2021-12-23T01:47:14Z,2120000,,,0,,MISS Z. Nnaji Free Throw 1 of 2,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Missed,,,,,,,,,,,,,,,,,,
220,PT07M25.00S,2021-12-23T01:46:49.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,36,30,2021-12-23T01:47:14Z,2130000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,219.0,,,,,,,,,,
221,PT07M25.00S,2021-12-23T01:46:50.6Z,2,REGULAR,substitution,out,[],1630197,,,1610612743,36,30,2021-12-23T01:46:56Z,2140000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M25.00S,2021-12-23T01:46:50.6Z,2,REGULAR,substitution,out,[],203210,,,1610612743,36,30,2021-12-23T01:46:56Z,2150000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M25.00S,2021-12-23T01:46:50.6Z,2,REGULAR,substitution,in,[],1629676,,,1610612743,36,30,2021-12-23T01:46:56Z,2160000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M25.00S,2021-12-23T01:46:50.6Z,2,REGULAR,substitution,in,[],203999,,,1610612743,36,30,2021-12-23T01:46:56Z,2170000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M25.00S,2021-12-23T01:46:49.9Z,2,REGULAR,freethrow,2 of 2,[],1630192,,,1610612743,36,30,2021-12-23T01:47:14Z,2180000,,,0,,MISS Z. Nnaji Free Throw 2 of 2,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT07M23.00S,2021-12-23T01:46:51.9Z,2,REGULAR,rebound,defensive,[],1629676,,,1610612760,36,30,2021-12-23T01:47:14Z,2190000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,225.0,1.0,1.0,0.0,,,,,,,
227,PT07M07.00S,2021-12-23T01:47:29.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,5.338370565045992,52.450980392156865,1610612760,38,30,2021-12-23T01:48:07Z,2200000,-12.0,-2.0,1,left,D. Bazley driving DUNK (5 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,1.25,Made,5.0,,,,,,,,,,,,,,,,,
228,PT06M48.00S,2021-12-23T01:47:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,92.72339027595268,56.127450980392155,1610612743,38,30,2021-12-23T01:47:52Z,2210000,31.0,16.0,1,right,MISS A. Rivers Layup,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,3.45,Missed,,,,,,,,,,,,,,,,,,
229,PT06M44.00S,2021-12-23T01:47:51.3Z,2,REGULAR,rebound,defensive,[],1629676,,,1610612760,38,30,2021-12-23T01:48:47Z,2220000,,,0,,I. Roby REBOUND (Off:0 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,228.0,2.0,2.0,0.0,,,,,,,
230,PT06M37.00S,2021-12-23T01:47:58.1Z,2,REGULAR,2pt,Jump Shot,[],1629676,27.677398160315374,46.07843137254902,1610612760,38,30,2021-12-23T01:48:02Z,2230000,20.0,208.0,1,left,MISS I. Roby 20' Jump Shot,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,20.86,Missed,,,,,,,,,,,,,,,,,,
231,PT06M35.00S,2021-12-23T01:48:00.1Z,2,REGULAR,rebound,defensive,[],203085,,,1610612743,38,30,2021-12-23T01:48:02Z,2240000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,,
232,PT06M26.00S,2021-12-23T01:48:09.9Z,2,REGULAR,turnover,bad pass,[],1630267,,,1610612743,38,30,2021-12-23T01:48:13Z,2250000,,,0,,F. Campazzo bad pass TURNOVER (1 TO),"[1630267, 1629026]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,1.0,Williams,1629026.0,,,,
233,PT06M26.00S,2021-12-23T01:48:09.9Z,2,REGULAR,steal,,[],1629026,,,1610612760,38,30,2021-12-23T01:48:11Z,2260000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M23.00S,2021-12-23T01:48:13.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630544,5.338370565045992,47.30392156862745,1610612760,40,30,2021-12-23T01:48:37Z,2270000,13.0,-2.0,1,left,T. Mann running Layup (7 PTS) (K. Williams 1 AST),"[1630544, 1629026]",1610612760.0,OKC,running,,,Mann,T. Mann,,,,,1.37,Made,7.0,K. Williams,1629026.0,1.0,,,,,,,,,,,,,,
236,PT06M21.00S,2021-12-23T01:48:39.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,40,30,2021-12-23T01:48:39Z,2290000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M21.00S,2021-12-23T01:50:57.8Z,2,REGULAR,substitution,out,[],1630544,,,1610612743,40,30,2021-12-23T01:51:09Z,2300000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M21.00S,2021-12-23T01:50:57.8Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,40,30,2021-12-23T01:51:09Z,2310000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M21.00S,2021-12-23T01:50:57.8Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,40,30,2021-12-23T01:51:09Z,2320000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M21.00S,2021-12-23T01:50:57.8Z,2,REGULAR,substitution,out,[],203085,,,1610612743,40,30,2021-12-23T01:51:09Z,2330000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M21.00S,2021-12-23T01:50:57.8Z,2,REGULAR,substitution,in,[],1628983,,,1610612743,40,30,2021-12-23T01:51:09Z,2340000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M21.00S,2021-12-23T01:50:57.8Z,2,REGULAR,substitution,in,[],203932,,,1610612743,40,30,2021-12-23T01:51:09Z,2350000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M21.00S,2021-12-23T01:50:57.8Z,2,REGULAR,substitution,in,[],203115,,,1610612743,40,30,2021-12-23T01:51:09Z,2360000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M21.00S,2021-12-23T01:50:57.8Z,2,REGULAR,substitution,in,[],201145,,,1610612743,40,30,2021-12-23T01:51:09Z,2370000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M03.00S,2021-12-23T01:51:41.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,93.11760840998686,54.41176470588235,1610612743,40,32,2021-12-23T01:52:22Z,2380000,22.0,12.0,1,right,N. Jokic turnaround Hook (7 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,2.52,Made,7.0,,,,,,,,,,,,,,,,,
246,PT05M46.00S,2021-12-23T01:51:57.0Z,2,REGULAR,3pt,Jump Shot,[],1629647,3.892904073587385,96.07843137254902,1610612760,43,32,2021-12-23T01:52:01Z,2390000,-230.0,-16.0,1,left,D. Bazley 3PT  (8 PTS) (J. Giddey 2 AST),"[1629647, 1630581]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.09,Made,8.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
248,PT05M31.00S,2021-12-23T01:52:15.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,43,32,2021-12-23T01:52:15Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M26.00S,2021-12-23T01:52:34.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,83.39356110381078,61.274509803921575,1610612743,43,34,2021-12-23T01:52:57Z,2420000,56.0,104.0,1,right,W. Barton 11' fadeaway Jump Shot (4 PTS) (A. Gordon 2 AST),"[203115, 203932]",1610612743.0,DEN,fadeaway,,,Barton,W. Barton,,,,,11.8,Made,4.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,,,
251,PT05M14.00S,2021-12-23T01:52:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,18.2161629434954,37.00980392156863,1610612760,45,34,2021-12-23T01:52:49Z,2440000,65.0,119.0,1,left,S. Gilgeous-Alexander 13' pullup Jump Shot (10 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,13.53,Made,10.0,,,,,,,,,,,,,,,,,
252,PT05M02.00S,2021-12-23T01:53:01.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.5407358738502,50.245098039215684,1610612743,45,36,2021-12-23T01:53:05Z,2450000,1.0,27.0,1,right,N. Jokic Layup (9 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.7,Made,9.0,,,,,,,,,,,,,,,,,
253,PT05M02.00S,2021-12-23T01:53:03.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629676,,,1610612743,45,36,2021-12-23T01:53:38Z,2460000,,,0,,I. Roby shooting personal FOUL (1 PF) (Jokic 1 FT),"[1629676, 203999]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,1662.0,1.0,0.0,,,,,,,,Jokic,203999.0,,
255,PT05M02.00S,2021-12-23T01:53:10.5Z,2,REGULAR,substitution,out,[],1629676,,,1610612743,45,36,2021-12-23T01:53:37Z,2480000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M02.00S,2021-12-23T01:53:10.5Z,2,REGULAR,substitution,out,[],1629026,,,1610612743,45,36,2021-12-23T01:53:37Z,2490000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M02.00S,2021-12-23T01:53:10.5Z,2,REGULAR,substitution,in,[],1629652,,,1610612743,45,36,2021-12-23T01:53:37Z,2500000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M02.00S,2021-12-23T01:53:10.5Z,2,REGULAR,substitution,in,[],1630526,,,1610612743,45,36,2021-12-23T01:53:37Z,2510000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M02.00S,2021-12-23T01:53:41.0Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,45,37,2021-12-23T01:53:41Z,2520000,,,0,,N. Jokic Free Throw 1 of 1 (10 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
260,PT04M50.00S,2021-12-23T01:53:56.7Z,2,REGULAR,foul,personal,[],201145,,,1610612760,45,37,2021-12-23T01:54:03Z,2530000,,,0,,J. Green personal FOUL (1 PF),"[201145, 1629652]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,1662.0,1.0,0.0,,,,,,,,Dort,1629652.0,,
262,PT04M40.00S,2021-12-23T01:54:23.7Z,2,REGULAR,3pt,Jump Shot,[],1630526,32.14520367936925,50.245098039215684,1610612760,45,37,2021-12-23T01:54:28Z,2550000,-1.0,250.0,1,left,MISS J. Robinson-Earl 24' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
263,PT04M36.00S,2021-12-23T01:54:27.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,45,37,2021-12-23T01:54:28Z,2560000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,262.0,3.0,3.0,0.0,,,,,,,
265,PT04M36.00S,2021-12-23T01:54:28.4Z,2,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,45,37,2021-12-23T01:54:35Z,2580000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,,,,,,,1662.0,,,,,,,2.0,,,,,,
266,PT04M25.00S,2021-12-23T01:55:15.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,18.873193166885677,92.8921568627451,1610612760,45,37,2021-12-23T01:55:20Z,2590000,-214.0,125.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,
267,PT04M21.00S,2021-12-23T01:55:19.4Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,45,37,2021-12-23T01:55:20Z,2600000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,266.0,4.0,4.0,0.0,,,,,,,
268,PT04M09.00S,2021-12-23T01:55:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.46057818659659,52.69607843137255,1610612743,45,39,2021-12-23T01:55:36Z,2610000,13.0,18.0,1,right,A. Gordon Layup (4 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,2.28,Made,4.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,
