actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
608,PT05M04.00S,2022-03-05T03:07:24.3Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,96,125,2022-03-05T03:07:44Z,5870000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
609,PT05M04.00S,2022-03-05T03:07:24.3Z,4,REGULAR,substitution,in,[],1630846,,,1610612750,96,125,2022-03-05T03:07:44Z,5880000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
610,PT05M04.00S,2022-03-05T03:07:24.3Z,4,REGULAR,substitution,in,[],1630195,,,1610612750,96,125,2022-03-05T03:07:44Z,5890000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M04.00S,2022-03-05T03:07:24.3Z,4,REGULAR,substitution,in,[],1627774,,,1610612750,96,125,2022-03-05T03:07:44Z,5900000,,,0,,SUB in: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M04.00S,2022-03-05T03:07:24.3Z,4,REGULAR,substitution,in,[],1630233,,,1610612750,96,125,2022-03-05T03:07:44Z,5910000,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M49.00S,2022-03-05T03:07:59.1Z,4,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612750,96,125,2022-03-05T03:08:08Z,5920000,,,0,,I. Roby shooting personal FOUL (4 PF) (Knight 2 FT),"[1629676, 1630233]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,1627524.0,4.0,0.0,Knight,1630233.0,,,,,,,,,
616,PT04M49.00S,2022-03-05T03:08:25.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630233,,,1610612750,96,125,2022-03-05T03:08:25Z,5940000,,,0,,MISS N. Knight Free Throw 1 of 2,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,Missed,,,,,,,,,,,,,,,,,,
617,PT04M49.00S,2022-03-05T03:08:25.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,96,125,2022-03-05T03:08:25Z,5950000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,,,
618,PT04M49.00S,2022-03-05T03:08:41.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630233,,,1610612750,96,126,2022-03-05T03:08:41Z,5960000,,,0,,N. Knight Free Throw 2 of 2 (1 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
622,PT04M31.00S,2022-03-05T03:09:00.6Z,4,REGULAR,turnover,bad pass,[],1630322,,,1610612760,96,126,2022-03-05T03:09:04Z,5970000,,,0,,L. Waters III bad pass TURNOVER (1 TO),"[1630322, 1630233]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,1.0,Knight,1630233.0,,,,,,
623,PT04M31.00S,2022-03-05T03:09:00.6Z,4,REGULAR,steal,,[],1630233,,,1610612750,96,126,2022-03-05T03:09:02Z,5980000,,,0,,N. Knight STEAL (1 STL),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M23.00S,2022-03-05T03:09:11.1Z,4,REGULAR,turnover,traveling,[],1629006,,,1610612750,96,126,2022-03-05T03:09:17Z,5990000,,,0,,J. Okogie traveling TURNOVER (1 TO),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,1627541.0,,,,,1.0,,,,,,,,
625,PT04M12.00S,2022-03-05T03:09:32.4Z,4,REGULAR,turnover,lost ball,[],1629676,,,1610612760,96,126,2022-03-05T03:09:36Z,6000000,,,0,,I. Roby lost ball TURNOVER (3 TO),"[1629676, 1629006]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,3.0,Okogie,1629006.0,,,,,,
626,PT04M12.00S,2022-03-05T03:09:32.4Z,4,REGULAR,steal,,[],1629006,,,1610612750,96,126,2022-03-05T03:09:34Z,6010000,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M48.00S,2022-03-05T03:09:56.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630195,10.33180026281209,58.57843137254902,1610612750,96,126,2022-03-05T03:10:40Z,6020000,-43.0,45.0,1,left,MISS L. Bolmaro 6' driving floating Shot,[1630195],1610612750.0,MIN,driving floating,,,Bolmaro,L. Bolmaro,,,,,6.19,Missed,,,,,,,,,,,,,,,,,,
628,PT03M45.00S,2022-03-05T03:09:59.6Z,4,REGULAR,rebound,defensive,[],1630846,,,1610612760,96,126,2022-03-05T03:10:01Z,6030000,,,0,,O. Sarr REBOUND (Off:1 Def:2),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,627.0,3.0,2.0,1.0
629,PT03M40.00S,2022-03-05T03:10:04.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,66.04796320630749,58.333333333333336,1610612760,96,126,2022-03-05T03:10:10Z,6040000,42.0,267.0,1,right,MISS L. Waters III 26' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,
630,PT03M38.00S,2022-03-05T03:10:07.1Z,4,REGULAR,rebound,offensive,[],1629676,,,1610612760,96,126,2022-03-05T03:10:07Z,6050000,,,0,,I. Roby REBOUND (Off:4 Def:6),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,629.0,10.0,6.0,4.0
631,PT03M33.00S,2022-03-05T03:10:13.0Z,4,REGULAR,foul,personal,[],1629006,,,1610612760,96,126,2022-03-05T03:11:49Z,6060000,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1630177]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,101284.0,1.0,0.0,Maledon,1630177.0,,,,,,,,,
637,PT03M24.00S,2022-03-05T03:10:44.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630322,77.21747700394218,88.23529411764706,1610612760,96,126,2022-03-05T03:12:15Z,6120000,191.0,162.0,1,right,MISS L. Waters III 25' pullup 3PT,[1630322],1610612760.0,OKC,pullup,,,Waters III,L. Waters III,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
638,PT03M21.00S,2022-03-05T03:10:47.8Z,4,REGULAR,rebound,defensive,[],1630233,,,1610612750,96,126,2022-03-05T03:10:51Z,6130000,,,0,,N. Knight REBOUND (Off:0 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,637.0,1.0,1.0,0.0
639,PT03M17.00S,2022-03-05T03:10:51.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630195,18.74178712220762,96.32352941176471,1610612750,96,129,2022-03-05T03:12:56Z,6140000,-232.0,124.0,1,left,L. Bolmaro 26' 3PT running (3 PTS) (J. Nowell 3 AST),"[1630195, 1629669]",1610612750.0,MIN,running,,,Bolmaro,L. Bolmaro,,,,,26.26,Made,3.0,J. Nowell,1629669.0,3.0,,,,,,,,,,,,,,
641,PT03M06.00S,2022-03-05T03:11:04.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,92.19776609724047,37.745098039215684,1610612760,98,129,2022-03-05T03:11:14Z,6160000,-61.0,21.0,1,right,T. Maledon 6' driving Layup (7 PTS),[1630177],1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,6.47,Made,7.0,,,,,,,,,,,,,,,,,
642,PT03M06.00S,2022-03-05T03:11:09.3Z,4,REGULAR,foul,personal,['1freethrow'],1629006,,,1610612760,98,129,2022-03-05T03:11:16Z,6170000,,,0,,J. Okogie shooting personal FOUL (2 PF) (Maledon 1 FT),"[1629006, 1630177]",1610612750.0,MIN,shooting,,,Okogie,J. Okogie,,,,,,,,,,,1627524.0,2.0,0.0,Maledon,1630177.0,,,,,,,,,
644,PT03M06.00S,2022-03-05T03:11:29.1Z,4,REGULAR,freethrow,1 of 1,[],1630177,,,1610612760,99,129,2022-03-05T03:11:29Z,6190000,,,0,,T. Maledon Free Throw 1 of 1 (8 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
645,PT02M56.00S,2022-03-05T03:11:41.5Z,4,REGULAR,turnover,lost ball,[],1630233,,,1610612750,99,129,2022-03-05T03:11:45Z,6200000,,,0,,N. Knight lost ball TURNOVER (1 TO),"[1630233, 1630846]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,1.0,Sarr,1630846.0,,,,,,
646,PT02M56.00S,2022-03-05T03:11:41.5Z,4,REGULAR,steal,,[],1630846,,,1610612760,99,129,2022-03-05T03:11:43Z,6210000,,,0,,O. Sarr STEAL (1 STL),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M51.00S,2022-03-05T03:11:47.0Z,4,REGULAR,turnover,bad pass,[],1630322,,,1610612760,99,129,2022-03-05T03:12:02Z,6220000,,,0,,L. Waters III bad pass TURNOVER (2 TO),"[1630322, 1629669]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,2.0,Nowell,1629669.0,,,,,,
648,PT02M51.00S,2022-03-05T03:11:47.0Z,4,REGULAR,steal,,[],1629669,,,1610612750,99,129,2022-03-05T03:11:50Z,6230000,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M45.00S,2022-03-05T03:11:52.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,6.915243101182654,58.57843137254902,1610612750,99,131,2022-03-05T03:11:59Z,6240000,-43.0,13.0,1,left,J. Nowell running Layup (5 PTS),[1629669],1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,4.47,Made,5.0,,,,,,,,,,,,,,,,,
650,PT02M29.00S,2022-03-05T03:12:08.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630846,91.27792378449409,50.245098039215684,1610612760,101,131,2022-03-05T03:12:11Z,6250000,1.0,29.0,1,right,O. Sarr Layup (5 PTS) (T. Maledon 4 AST),"[1630846, 1630177]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,2.95,Made,5.0,T. Maledon,1630177.0,4.0,,,,,,,,,,,,,,
652,PT02M15.00S,2022-03-05T03:12:21.5Z,4,REGULAR,3pt,Jump Shot,[],1630195,33.722076215505915,31.862745098039213,1610612750,101,134,2022-03-05T03:12:26Z,6270000,91.0,264.0,1,left,L. Bolmaro 27' 3PT  (6 PTS) (N. Knight 1 AST),"[1630195, 1630233]",1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,27.96,Made,6.0,N. Knight,1630233.0,1.0,,,,,,,,,,,,,,
654,PT01M57.00S,2022-03-05T03:12:40.0Z,4,REGULAR,3pt,Jump Shot,[],1630249,75.90341655716163,7.107843137254902,1610612760,101,134,2022-03-05T03:12:44Z,6290000,-214.0,174.0,1,right,MISS V. Krejci 27' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,27.62,Missed,,,,,,,,,,,,,,,,,,
655,PT01M54.00S,2022-03-05T03:12:43.0Z,4,REGULAR,rebound,defensive,[],1630195,,,1610612750,101,134,2022-03-05T03:12:44Z,6300000,,,0,,L. Bolmaro REBOUND (Off:0 Def:1),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,654.0,1.0,1.0,0.0
656,PT01M49.00S,2022-03-05T03:12:48.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630195,30.831143232588698,30.392156862745097,1610612750,101,134,2022-03-05T03:12:55Z,6310000,98.0,237.0,1,left,MISS L. Bolmaro 25' pullup 3PT,[1630195],1610612750.0,MIN,pullup,,,Bolmaro,L. Bolmaro,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,
657,PT01M45.00S,2022-03-05T03:12:52.8Z,4,REGULAR,rebound,defensive,[],1630846,,,1610612760,101,134,2022-03-05T03:12:55Z,6320000,,,0,,O. Sarr REBOUND (Off:1 Def:3),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,656.0,4.0,3.0,1.0
658,PT01M35.00S,2022-03-05T03:13:02.1Z,4,REGULAR,3pt,Jump Shot,[],1630177,94.1688567674113,3.9215686274509802,1610612760,101,134,2022-03-05T03:13:09Z,6330000,-230.0,2.0,1,right,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
659,PT01M33.00S,2022-03-05T03:13:04.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612750,101,134,2022-03-05T03:13:17Z,6340000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,658.0,,,
660,PT01M33.00S,2022-03-05T03:13:08.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,101,134,2022-03-05T03:13:17Z,6350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M21.00S,2022-03-05T03:13:34.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,9.017739816031538,61.51960784313726,1610612750,101,134,2022-03-05T03:16:34Z,6360000,-58.0,32.0,1,left,MISS J. Nowell 6' driving floating Shot,[1629669],1610612750.0,MIN,driving floating,,,Nowell,J. Nowell,,,,,6.6,Missed,,,,,,,,,,,,,,,,,,
662,PT01M17.00S,2022-03-05T03:13:38.1Z,4,REGULAR,rebound,offensive,[],1630233,,,1610612750,101,134,2022-03-05T03:13:38Z,6370000,,,0,,N. Knight REBOUND (Off:1 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,661.0,2.0,1.0,1.0
663,PT01M15.00S,2022-03-05T03:13:39.4Z,4,REGULAR,turnover,lost ball,[],1630233,,,1610612750,101,134,2022-03-05T03:13:42Z,6380000,,,0,,N. Knight lost ball TURNOVER (2 TO),"[1630233, 1629676]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,2.0,Roby,1629676.0,,,,,,
664,PT01M15.00S,2022-03-05T03:13:39.4Z,4,REGULAR,steal,,[],1629676,,,1610612760,101,134,2022-03-05T03:17:40Z,6390000,,,0,,I. Roby STEAL (3 STL),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M11.00S,2022-03-05T03:13:45.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,101,134,2022-03-05T03:13:45Z,6400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M01.00S,2022-03-05T03:14:07.7Z,4,REGULAR,turnover,bad pass,[],1630177,,,1610612760,101,134,2022-03-05T03:14:12Z,6410000,,,0,,T. Maledon bad pass TURNOVER (2 TO),"[1630177, 1630195]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,2.0,Bolmaro,1630195.0,,,,,,
667,PT01M01.00S,2022-03-05T03:14:07.7Z,4,REGULAR,steal,,[],1630195,,,1610612750,101,134,2022-03-05T03:14:09Z,6420000,,,0,,L. Bolmaro STEAL (1 STL),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M58.80S,2022-03-05T03:14:11.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,8.492115637319317,46.32352941176471,1610612750,101,136,2022-03-05T03:14:17Z,6430000,18.0,27.0,1,left,J. Nowell running DUNK (7 PTS) (L. Bolmaro 1 AST),"[1629669, 1630195]",1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,3.29,Made,7.0,L. Bolmaro,1630195.0,1.0,,,,,,,,,,,,,,
670,PT00M46.60S,2022-03-05T03:14:29.7Z,4,REGULAR,3pt,Jump Shot,[],1629676,94.69448094612353,2.696078431372549,1610612760,101,136,2022-03-05T03:14:34Z,6450000,-237.0,-3.0,1,right,MISS I. Roby 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,
671,PT00M43.10S,2022-03-05T03:14:33.2Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612750,101,136,2022-03-05T03:14:34Z,6460000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,670.0,1.0,1.0,0.0
672,PT00M40.10S,2022-03-05T03:14:36.6Z,4,REGULAR,foul,personal,['2freethrow'],1630177,,,1610612750,101,136,2022-03-05T03:14:43Z,6470000,,,0,,T. Maledon shooting personal FOUL (2 PF) (Okogie 2 FT),"[1630177, 1629006]",1610612760.0,OKC,shooting,,,Maledon,T. Maledon,,,,,,,,,,,1627524.0,2.0,0.0,Okogie,1629006.0,,,,,,,,,
674,PT00M40.10S,2022-03-05T03:15:00.5Z,4,REGULAR,freethrow,1 of 2,[],1629006,,,1610612750,101,137,2022-03-05T03:15:00Z,6490000,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
675,PT00M40.10S,2022-03-05T03:15:16.1Z,4,REGULAR,freethrow,2 of 2,[],1629006,,,1610612750,101,138,2022-03-05T03:15:16Z,6500000,,,0,,J. Okogie Free Throw 2 of 2 (2 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
676,PT00M26.30S,2022-03-05T03:15:32.3Z,4,REGULAR,turnover,out-of-bounds,[],1630846,,,1610612760,101,138,2022-03-05T03:15:38Z,6510000,,,0,,O. Sarr bad pass out-of-bounds TURNOVER (1 TO),[1630846],1610612760.0,OKC,bad pass,,,Sarr,O. Sarr,,,,,,,,,,,101284.0,,,,,1.0,,,,,,,,
677,PT00M01.50S,2022-03-05T03:16:08.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612750,101,138,2022-03-05T03:16:15Z,6520000,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,,,,,,,1627524.0,,,,,,,,,,,,,
678,PT00M00.00S,2022-03-05T03:16:35.6Z,4,REGULAR,period,end,[],0,,,1610612760,101,138,2022-03-05T03:16:35Z,6530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M00.00S,2022-03-05T03:16:56.0Z,4,REGULAR,game,end,[],0,,,0,101,138,2022-03-05T03:16:56Z,6540000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
